RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
44,0,21350,Ryuji Imada,2.60,5,192,+0.60
44,0,21949,Joe Ogilvie,2.60,5,192,+0.80
44,0,06595,Kevin Sutherland,2.60,4,154,+1.00
47,0,23788,D.J. Trahan,2.58,5,194,+0.20
48,0,20859,Anders Hansen,2.56,2,78,E
49,0,22806,Doug LaBelle II,2.50,5,200,+0.40
49,0,06373,José María Olazábal,2.50,2,80,+1.00
51,0,08931,Glen Day,2.47,4,162,E
52,0,07547,Craig Kanada,2.43,5,206,+1.00
53,0,01948,Tim Petrovic,2.40,5,208,+0.20
54,0,01320,Bob Estes,2.38,4,168,E
55,0,12782,Tim Herron,2.33,4,172,+1.00
55,0,28486,Michael Putnam,2.33,4,172,+0.50
57,0,06251,Chris DiMarco,2.31,3,130,+0.33
58,0,21806,Paul Gow,2.27,3,132,+0.33
59,0,10809,Jim Furyk,2.21,3,136,+0.33
60,0,01941,Tom Pernice Jr.,2.17,4,184,+0.50
60,0,29476,Kyle Reifers,2.17,3,138,+0.33
62,0,01132,Mark Brooks,2.13,2,94,+1.50
63,0,01797,Rocco Mediate,2.11,3,142,-0.33
64,0,24912,Will MacKenzie,2.08,4,192,-0.25
64,0,21959,Ted Purdy,2.08,4,192,+0.50
66,0,22293,Heath Slocum,2.06,4,194,+1.25
67,0,23497,Tag Ridings,2.00,2,100,+0.50
68,0,20572,Rod Pampling,1.97,3,152,+0.33
69,0,20472,Alex Cejka,1.92,3,156,E
70,0,24449,Parker McLachlin,1.90,3,158,E
71,0,01677,Tom Lehman,1.85,2,108,+0.50
71,0,27120,Troy Matteson,1.85,3,162,+0.33
71,0,24502,Adam Scott,1.85,2,108,E
74,0,21805,Harrison Frazar,1.83,3,164,+1.00
74,0,12602,Dean Wilson,1.83,3,164,+0.33
76,0,21646,David Branshaw,1.81,3,166,+1.00
77,0,21209,Sergio Garcia,1.79,2,112,E
77,0,26596,Ryan Moore,1.79,3,168,+0.67
79,0,06567,Vijay Singh,1.74,3,172,+0.33
80,0,22913,John Rollins,1.69,3,178,E
80,0,21660,Jason Schultz,1.69,2,118,-0.50
82,0,12652,Cameron Beckman,1.63,3,184,-0.33
83,0,27963,Chris Stroud,1.61,2,124,E
84,0,22046,Geoff Ogilvy,1.56,2,128,+1.00
85,0,01473,Todd Hamilton,1.52,2,132,+1.00
85,0,06527,Steve Stricker,1.52,2,132,E
87,0,24925,Jonathan Byrd,1.49,2,134,+0.50
87,0,10213,Dicky Pride,1.49,2,134,+0.50
87,0,10423,Mike Weir,1.49,2,134,E
90,0,25892,Steve Wheatcroft,1.45,2,138,+2.50
91,0,06197,Michael Allen,1.43,2,140,+0.50
91,0,21731,Freddie Jacobson,1.43,2,140,-0.50
93,0,06034,Marco Dawson,1.41,2,142,+1.00
93,0,23353,J.J. Henry,1.41,2,142,+1.00
95,0,23638,Brendon de Jonge,1.39,2,144,+0.50
96,0,02101,Joey Sindelar,1.37,2,146,+1.00
97,0,11123,Chris Couch,1.32,2,152,+1.50
98,0,01035,Tommy Armour III,1.30,2,154,E
98,0,23325,Vaughn Taylor,1.30,2,154,E
100,0,01161,Mark Calcavecchia,1.27,2,158,-0.50
100,0,01724,Jeff Maggert,1.27,2,158,+0.50
102,0,08881,Tripp Isenhour,1.25,2,160,E
103,0,10117,Bob Heintz,1.23,2,162,E
104,0,21470,Daisuke Maruyama,1.22,2,164,+1.00
105,0,25396,Kevin Na,1.19,2,168,+0.50
106,0,26289,Boo Weekley,1.18,2,170,+0.50
107,0,22405,Justin Rose,1.16,1,86,-1.00
108,0,26679,Kevin Stadler,1.15,2,174,E
109,0,24138,Ian Poulter,1.14,1,88,E
109,0,20160,Charlie Wi,1.14,2,176,+1.00
109,0,08793,Tiger Woods,1.14,1,88,E
112,0,07867,Woody Austin,1.12,2,178,+2.50
113,0,26420,Richard Johnson,1.10,2,182,-0.50
114,0,27649,Brandt Snedeker,1.08,2,186,-0.50
115,0,26360,Bubba Dickerson,1.06,1,94,E
116,0,25686,Jason Dufner,1.04,2,192,-0.50
116,0,02104,Jeff Sluman,1.04,1,96,E
116,0,08375,Paul Stankowski,1.04,1,96,E
119,0,10733,Kent Jones,1.03,2,194,E
120,0,10425,Jay Williamson,1.00,1,100,+1.00
121,0,23048,Eric Axley,.97,2,206,+1.00
121,0,20105,Jeff Gove,.97,2,206,E
123,0,20104,Ken Duke,.96,2,208,+0.50
123,0,26882,Michael Sim,.96,1,104,+2.00
125,0,08123,Jeff Brehaut,.94,1,106,+2.00
126,0,12705,Cliff Kresge,.93,2,214,-0.50
126,0,23800,Bryce Molder,.93,1,108,+4.00
126,0,20628,Arron Oberholser,.93,1,108,-1.00
129,0,01706,Davis Love III,.91,1,110,E
129,0,02036,Jim Rutledge,.91,1,110,-1.00
131,0,24507,Jason Bohn,.88,1,114,E
132,0,21633,Steve Allan,.85,1,118,+2.00
132,0,22295,Darron Stiles,.85,1,118,E
134,0,27702,Matt Hendrix,.82,1,122,+1.00
135,0,24980,Scott Gutschewski,.79,1,126,E
136,0,02239,Scott Verplank,.77,1,130,+3.00
137,0,02246,Duffy Waldorf,.75,1,134,+1.00
138,0,22371,Aaron Baddeley,.74,1,136,E
139,0,21961,Charles Howell III,.69,1,144,-1.00
139,0,27770,Camilo Villegas,.69,1,144,+1.00
141,0,20229,Stewart Cink,.68,1,148,E
141,0,26881,Jarrod Lyle,.68,1,146,E
141,0,25804,Bubba Watson,.68,1,148,E
144,0,23322,Brett Wetterich,.67,1,150,E
145,0,06621,Joe Durant,.65,1,154,E
146,0,24781,Hunter Mahan,.63,1,158,-1.00
146,0,20691,Greg Owen,.63,1,158,E
146,0,01945,Kenny Perry,.63,1,158,+1.00
149,0,10885,Robert Allenby,.62,1,162,E
150,0,12680,Shigeki Maruyama,.60,1,166,+1.00
150,0,12660,Jesper Parnevik,.60,1,168,E
152,0,29718,Anthony Kim,.59,1,170,E
153,0,22892,Jason Gore,.58,1,172,E
154,0,01024,Billy Andrade,.57,1,176,E
155,0,08537,J.P. Hayes,.56,1,178,E
155,0,23320,Ryan Palmer,.56,1,178,E
157,0,12716,Charley Hoffman,.55,1,182,E
158,0,20574,Mathew Goggin,.54,1,186,E
159,0,24358,Robert Garrigus,.53,1,190,+2.00
160,0,25345,Carl Pettersson,.51,1,196,E
161,0,23623,Bo Van Pelt,.49,1,204,-1.00
162,0,20850,Daniel Chopra,.48,1,208,+1.00
163,0,20498,Briny Baird,.45,1,222,+1.00
164,0,19824,Craig Barlow,.00,0,104,E
164,0,23614,Rich Beem,.00,0,154,E
164,0,01142,Bart Bryant,.00,0,160,E
164,0,25273,Andrew Buckle,.00,0,146,E
164,0,01249,John Daly,.00,0,106,E
164,0,06522,Ernie Els,.00,0,88,E
164,0,07457,Steve Flesch,.00,0,192,E
164,0,25900,Lucas Glover,.00,0,166,E
164,0,20157,Retief Goosen,.00,0,68,E
164,0,20378,Mathias Grönberg,.00,0,190,E
164,0,24924,Bill Haas,.00,0,178,E
164,0,20766,Padraig Harrington,.00,0,96,E
164,0,27141,J.B. Holmes,.00,0,138,E
164,0,01577,Lee Janzen,.00,0,120,E
164,0,24024,Zach Johnson,.00,0,122,E
164,0,08075,Jerry Kelly,.00,0,166,E
164,0,11032,Frank Lickliter II,.00,0,182,E
164,0,20634,Peter Lonard,.00,0,161,E
164,0,01707,Steve Lowery,.00,0,148,E
164,0,28158,Steve Marino,.00,0,200,E
164,0,01766,Billy Mayfair,.00,0,180,E
164,0,24490,George McNeill,.00,0,174,E
164,0,27933,John Merrick,.00,0,176,E
164,0,06515,Shaun Micheel,.00,0,152,E
164,0,01810,Phil Mickelson,.00,0,118,E
164,0,24140,Sean O'Hair,.00,0,176,E
164,0,28475,Jeff Overton,.00,0,116,E
164,0,24361,Pat Perez,.00,0,140,E
164,0,07749,Brett Quigley,.00,0,132,E
164,0,20645,John Senden,.00,0,178,E
164,0,21528,Henrik Stenson,.00,0,72,E
164,0,23349,Charles Warren,.00,0,202,E
164,0,27095,Nick Watney,.00,0,158,E
