RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23983,Luke Donald,44.34,47,106,-0.04
2,0,01381,Fred Funk,43.40,46,106,-0.26
3,0,22293,Heath Slocum,43.30,84,194,-0.12
4,0,12602,Dean Wilson,42.68,70,164,-0.10
5,0,20859,Anders Hansen,42.31,33,78,-0.03
6,0,01928,Corey Pavin,40.91,63,154,-0.05
7,0,23135,Tim Clark,40.74,44,108,-0.32
8,0,22806,Doug LaBelle II,40.50,81,200,-0.09
9,0,01142,Bart Bryant,40.00,64,160,-0.19
10,0,19846,Brian Gay,39.81,82,206,-0.23
11,0,19972,José Coceres,39.77,35,88,+0.20
12,0,12680,Shigeki Maruyama,39.16,65,166,+0.05
13,0,11032,Frank Lickliter II,39.01,71,182,+0.03
14,0,10809,Jim Furyk,38.97,53,136,-0.23
15,0,20623,Gavin Coles,38.55,64,166,+0.06
16,0,01132,Mark Brooks,38.30,36,94,-0.14
17,0,26420,Richard Johnson,37.91,69,182,+0.03
18,0,07547,Craig Kanada,37.86,78,206,+0.03
19,0,07363,Craig Bowden,37.50,57,152,-0.26
19,0,22621,Ben Curtis,37.50,51,136,+0.06
21,0,01797,Rocco Mediate,37.32,53,142,-0.04
22,0,22295,Darron Stiles,37.29,44,118,+0.20
23,0,20382,Stephen Leaney,36.88,59,160,-0.07
24,0,23108,Matt Kuchar,36.71,58,158,-0.10
25,0,02214,Kirk Triplett,36.67,55,150,-0.04
26,0,08931,Glen Day,36.42,59,162,-0.05
27,0,24138,Ian Poulter,36.36,32,88,-0.28
28,0,02239,Scott Verplank,36.15,47,130,-0.04
29,0,01313,Steve Elkington,36.08,57,158,-0.23
30,0,06643,Paul Goydos,35.85,38,106,-0.24
31,0,22348,Nick O'Hern,35.71,40,112,-0.15
31,0,02206,David Toms,35.71,45,126,-0.09
33,0,21350,Ryuji Imada,35.42,68,192,-0.07
33,0,02104,Jeff Sluman,35.42,34,96,+0.06
35,0,08075,Jerry Kelly,34.94,58,166,-0.17
36,0,06515,Shaun Micheel,34.87,53,152,E
37,0,06621,Joe Durant,34.42,53,154,-0.09
