RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
67,0,22892,Jason Gore,390,Reno-Tahoe Open,3,9,660
67,0,20378,Mathias Grönberg,390,Texas Open,4,11,625
67,0,26329,Louis Oosthuizen,390,WGC-CA Champ,4,7,008
75,0,19824,Craig Barlow,389,Bob Hope Chrysl,5,7,723
75,0,20850,Daniel Chopra,389,Bob Hope Chrysl,5,7,723
75,0,23541,Ben Crane,389,Frys.com Open,3,4,538
75,0,23349,Charles Warren,389,Bob Hope Chrysl,5,7,723
75,0,20396,Lee Westwood,389,WGC-Bridgestone,4,16,036
88,0,23353,J.J. Henry,387,Mercedes-Benz,1,12,656
88,0,23621,Rory Sabbatini,387,Mercedes-Benz,1,17,656
95,0,12663,Phil Tataurangi,386,AT&T Classic,1,7,638
95,0,08793,Tiger Woods,386,WGC-Bridgestone,4,16,036
98,0,06004,Stephen Ames,385,Mercedes-Benz,1,17,656
98,0,25686,Jason Dufner,385,Reno-Tahoe Open,4,10,660
98,0,24511,Thongchai Jaidee,385,WGC-Bridgestone,4,8,036
98,0,01577,Lee Janzen,385,Bob Hope Chrysl,5,4,723
98,0,23552,Hank Kuehne,385,AT&T Classic,2,7,638
109,0,25274,Steven Bowditch,384,AT&T Classic,1,17,638
109,0,24449,Parker McLachlin,384,AT&T Classic,1,7,638
114,0,07187,Ron Philo Jr.,383,Reno-Tahoe Open,2,10,660
119,0,20766,Padraig Harrington,382,WGC-Bridgestone,2,16,036
119,0,30925,Dustin Johnson,382,Texas Open,2,1,625
119,0,19970,Robert Karlsson,382,WGC-Bridgestone,1,16,036
119,0,20628,Arron Oberholser,382,Mercedes-Benz,1,18,656
119,0,25190,Jeff Quinney,382,Bob Hope Chrysl,5,7,723
119,0,25562,Andres Romero,382,WGC-Bridgestone,4,8,036
119,0,26679,Kevin Stadler,382,Bob Hope Chrysl,5,7,723
119,0,21528,Henrik Stenson,382,WGC-Bridgestone,4,8,036
132,0,20848,Ángel Cabrera,381,WGC-Bridgestone,1,8,036
132,0,27702,Matt Hendrix,381,Texas Open,3,11,625
132,0,20572,Rod Pampling,381,Mercedes-Benz,4,18,656
145,0,25364,Paul Casey,380,WGC-Bridgestone,1,8,036
145,0,23638,Brendon de Jonge,380,AT&T Classic,1,7,638
145,0,27985,Brian Miller,380,Sony Open,2,16,006
145,0,23320,Ryan Palmer,380,AT&T Classic,2,18,638
145,0,23497,Tag Ridings,380,Turning Stone,3,18,730
155,0,23614,Rich Beem,379,Texas Open,4,1,625
155,0,08123,Jeff Brehaut,379,Texas Open,4,1,625
155,0,24980,Scott Gutschewski,379,Buick Open,4,13,035
155,0,06332,Neal Lancaster,379,Reno-Tahoe Open,3,10,660
155,0,02101,Joey Sindelar,379,AT&T Classic,1,7,638
155,0,02214,Kirk Triplett,379,Mercedes-Benz,1,12,656
167,0,01161,Mark Calcavecchia,378,Bob Hope Chrysl,5,7,723
167,0,12510,Chad Campbell,378,Mercedes-Benz,4,17,656
167,0,20229,Stewart Cink,378,AT&T Classic,4,18,638
167,0,25900,Lucas Glover,378,Reno-Tahoe Open,3,10,660
167,0,20574,Mathew Goggin,378,AT&T Classic,1,18,638
167,0,24781,Hunter Mahan,378,WGC-Bridgestone,1,16,036
167,0,26596,Ryan Moore,378,PODS Champ,3,10,665
167,0,23788,D.J. Trahan,378,Reno-Tahoe Open,4,17,660
195,0,19803,Ryan Armour,377,AT&T Classic,2,18,638
195,0,07223,Brian Bateman,377,AT&T Classic,2,7,638
195,0,06621,Joe Durant,377,Mercedes-Benz,4,12,656
195,0,07457,Steve Flesch,377,AT&T Classic,2,18,638
195,0,22896,Grégory Havret,377,WGC-Bridgestone,2,16,036
195,0,20634,Peter Lonard,377,AT&T Classic,2,18,638
195,0,06350,Bob May,377,Reno-Tahoe Open,4,17,660
195,0,01945,Kenny Perry,377,Sony Open,3,1,006
195,0,02106,Chris Smith,377,Reno-Tahoe Open,2,9,660
195,0,20436,Garrett Willis,377,AT&T Classic,1,7,638
221,0,08835,Kris Cox,376,AT&T Classic,1,18,638
221,0,06036,Scott Dunlap,376,AT&T Classic,2,18,638
221,0,21805,Harrison Frazar,376,AT&T National,2,9,024
221,0,20105,Jeff Gove,376,Reno-Tahoe Open,2,9,660
221,0,01810,Phil Mickelson,376,WGC-Bridgestone,1,16,036
221,0,28475,Jeff Overton,376,Turning Stone,4,18,730
221,0,21660,Jason Schultz,376,Reno-Tahoe Open,3,9,660
242,0,21633,Steve Allan,375,AT&T Classic,2,7,638
242,0,24507,Jason Bohn,375,AT&T Classic,1,18,638
242,0,23718,Nathan Green,375,Heritage,1,15,012
242,0,08537,J.P. Hayes,375,AT&T Classic,1,7,638
242,0,02110,Jerry Smith,375,AT&T Classic,1,18,638
242,0,27649,Brandt Snedeker,375,Bob Hope Chrysl,5,9,723
242,0,25679,B.J. Staten,375,AT&T Classic,2,18,638
269,0,06197,Michael Allen,374,Reno-Tahoe Open,4,9,660
269,0,24290,D.J. Brigman,374,AT&T Classic,1,18,638
269,0,19825,Darren Clarke,374,WGC-Bridgestone,1,8,036
269,0,06034,Marco Dawson,374,Texas Open,4,1,625
269,0,10809,Jim Furyk,374,Mercedes-Benz,1,12,656
269,0,24924,Bill Haas,374,Turning Stone,3,18,730
269,0,22378,Trevor Immelman,374,Mercedes-Benz,3,17,656
269,0,08881,Tripp Isenhour,374,Bob Hope Chrysl,5,7,723
269,0,06515,Shaun Micheel,374,Bob Hope Chrysl,5,7,723
269,0,24361,Pat Perez,374,Frys.com Open,2,15,681
269,0,22295,Darron Stiles,374,AT&T Classic,2,7,638
295,0,01024,Billy Andrade,373,AT&T National,4,9,024
295,0,27576,Anton Haig,373,WGC-Bridgestone,2,9,036
295,0,21350,Ryuji Imada,373,AT&T Classic,1,18,638
316,0,21407,Arjun Atwal,372,Frys.com Open,2,2,538
316,0,21007,Gabriel Hjertstedt,372,Reno-Tahoe Open,2,9,660
316,0,12195,Tom Johnson,372,AT&T Classic,1,7,638
316,0,12705,Cliff Kresge,372,Fry's Open,3,2,713
316,0,01724,Jeff Maggert,372,Mercedes-Benz,1,12,656
316,0,27933,John Merrick,372,Reno-Tahoe Open,4,10,660
316,0,02104,Jeff Sluman,372,Buick Open,4,15,035
316,0,26951,Johnson Wagner,372,Texas Open,2,11,625
316,0,10423,Mike Weir,372,Bob Hope Chrysl,5,18,723
366,0,01132,Mark Brooks,370,Reno-Tahoe Open,2,10,660
366,0,29720,Andres Gonzales,370,Frys.com Open,2,2,538
366,0,27129,Luke List,370,John Deere Clas,2,2,669
366,0,26444,Juvic Pagunsan,370,Sony Open,2,16,006
366,0,08375,Paul Stankowski,370,Bob Hope Chrysl,5,18,723
366,0,02245,Grant Waite,370,AT&T Classic,3,18,638
366,0,26289,Boo Weekley,370,WGC-Bridgestone,2,16,036
366,0,24663,Y.E. Yang,370,WGC-Bridgestone,4,8,036
403,0,07867,Woody Austin,369,St. Jude Champ,1,16,513
403,0,20472,Alex Cejka,369,Reno-Tahoe Open,2,9,660
403,0,29725,Tony Finau,369,Milwaukee,2,16,612
403,0,20433,Mark Hensby,369,Bob Hope Chrysl,5,7,723
403,0,21207,José Manuel Lara,369,WGC-Bridgestone,1,9,036
403,0,19904,Paul Lawrie,369,The Open,1,1,658
403,0,22405,Justin Rose,369,AT&T National,4,18,024
403,0,20686,Jeev Milkha Singh,369,WGC-Bridgestone,1,8,036
403,0,02239,Scott Verplank,369,Bob Hope Chrysl,5,7,723
443,0,10885,Robert Allenby,368,Bob Hope Chrysl,5,18,723
443,0,20498,Briny Baird,368,Bob Hope Chrysl,5,7,723
443,0,20859,Anders Hansen,368,WGC-Bridgestone,4,8,036
443,0,06012,Greg Kraft,368,Reno-Tahoe Open,3,10,660
443,0,12680,Shigeki Maruyama,368,AT&T Classic,1,7,638
443,0,22293,Heath Slocum,368,Bob Hope Chrysl,5,18,723
443,0,02246,Duffy Waldorf,368,Bob Hope Chrysl,5,7,723
443,0,20160,Charlie Wi,368,Reno-Tahoe Open,2,10,660
475,0,01042,Paul Azinger,367,Bob Hope Chrysl,5,18,723
475,0,19972,José Coceres,367,Reno-Tahoe Open,2,10,660
475,0,20585,Niclas Fasth,367,WGC-Bridgestone,1,16,036
475,0,01473,Todd Hamilton,367,Reno-Tahoe Open,3,9,660
475,0,07547,Craig Kanada,367,Bob Hope Chrysl,5,9,723
475,0,27060,John Mallinger,367,Milwaukee,3,2,612
475,0,21470,Daisuke Maruyama,367,AT&T Classic,4,7,638
475,0,12714,Chris Tidland,367,Reno-Tahoe Open,2,11,660
510,0,22621,Ben Curtis,366,Mercedes-Benz,1,12,656
510,0,20569,Richard Green,366,Frys.com Open,2,2,538
510,0,24138,Ian Poulter,366,Bob Hope Chrysl,5,7,723
510,0,07749,Brett Quigley,366,AT&T Classic,2,10,638
510,0,06595,Kevin Sutherland,366,Reno-Tahoe Open,2,9,660
510,0,23325,Vaughn Taylor,366,Texas Open,1,1,625
510,0,10425,Jay Williamson,366,Reno-Tahoe Open,1,10,660
552,0,23983,Luke Donald,365,Mercedes-Benz,2,12,656
552,0,01374,Robin Freeman,365,Reno-Tahoe Open,2,8,660
552,0,11032,Frank Lickliter II,365,Texas Open,4,1,625
552,0,31108,Brock Mulder,365,John Deere Clas,1,2,669
552,0,12660,Jesper Parnevik,365,Buick Open,4,13,035
552,0,25818,Scott Piercy,365,Travelers Champ,2,12,503
552,0,02206,David Toms,365,Mercedes-Benz,4,12,656
552,0,25892,Steve Wheatcroft,365,Reno-Tahoe Open,2,9,660
581,0,20623,Gavin Coles,364,Texas Open,4,1,625
581,0,30750,Tommy Gainey,364,Wachovia Champ,1,16,698
581,0,23108,Matt Kuchar,364,Bob Hope Chrysl,5,7,723
581,0,25799,Niklas Lemke,364,Fry's Open,1,14,713
581,0,06373,José María Olazábal,364,WGC-Bridgestone,1,9,036
581,0,30786,Brady Schnell,364,John Deere Clas,1,4,669
635,0,12546,Peter Baker,363,The Open,2,1,658
635,0,24925,Jonathan Byrd,363,Bob Hope Chrysl,5,18,723
635,0,12823,Carlos Franco,363,Reno-Tahoe Open,4,10,660
635,0,06044,Scott Gump,363,AT&T Classic,1,7,638
635,0,26881,Jarrod Lyle,363,Sony Open,3,5,006
635,0,23043,Paul Sheehan,363,Reno-Tahoe Open,1,9,660
635,0,02223,Bob Tway,363,Reno-Tahoe Open,1,10,660
686,0,12652,Cameron Beckman,362,Reno-Tahoe Open,2,10,660
686,0,21753,Brian Davis,362,Texas Open,3,11,625
686,0,12695,Robert Floyd,362,AT&T Classic,2,7,638
686,0,06575,Dudley Hart,362,Bob Hope Chrysl,5,7,723
686,0,10733,Kent Jones,362,AT&T Classic,2,7,638
686,0,08075,Jerry Kelly,362,WGC-Bridgestone,4,9,036
686,0,23969,Graeme Storm,362,WGC-Bridgestone,1,9,036
686,0,31113,Paul Waring,362,The Open,2,1,658
747,0,20367,Fredrik Andersson Hed,361,The Open,2,1,658
747,0,06214,Guy Boros,361,Reno-Tahoe Open,3,9,660
747,0,21731,Freddie Jacobson,361,THE PLAYERS,1,14,011
747,0,26420,Richard Johnson,361,Bob Hope Chrysl,5,4,723
747,0,10860,Justin Leonard,361,AT&T National,4,18,024
747,0,08339,Spike McRoy,361,Texas Open,4,1,625
747,0,01927,Dennis Paulson,361,AT&T Classic,2,7,638
747,0,23623,Bo Van Pelt,361,Deutsche Bank,1,12,700
747,0,28310,Lee Williams,361,Buick Open,4,15,035
839,0,24227,Justin Bolli,360,AT&T Classic,2,18,638
839,0,24490,George McNeill,360,Frys.com Open,3,11,538
839,0,25396,Kevin Na,360,Reno-Tahoe Open,4,10,660
839,0,24457,Jaco Van Zyl,360,Reno-Tahoe Open,2,10,660
903,0,01320,Bob Estes,359,U.S. Open Champ,4,2,608
903,0,20218,Shingo Katayama,359,WGC-Bridgestone,2,9,036
903,0,23800,Bryce Molder,359,Texas Open,4,1,625
