RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,55.43,510,920,-0.196
2,0,01249,John Daly,54.51,375,688,-0.056
3,0,27141,J.B. Holmes,52.29,469,897,-0.051
4,0,24358,Robert Garrigus,50.17,604,1204,-0.146
5,0,23322,Brett Wetterich,44.04,432,981,-0.123
6,0,21805,Harrison Frazar,41.74,427,1023,-0.082
7,0,23497,Tag Ridings,40.76,256,628,-0.168
8,0,27095,Nick Watney,40.16,392,976,-0.140
9,0,08793,Tiger Woods,39.04,235,602,-0.306
10,0,11123,Chris Couch,39.02,398,1020,-0.128
11,0,29718,Anthony Kim,38.61,429,1111,-0.191
12,0,24502,Adam Scott,38.16,290,760,-0.193
13,0,22892,Jason Gore,38.07,415,1090,-0.178
14,0,28475,Jeff Overton,37.93,286,754,-0.192
15,0,12716,Charley Hoffman,37.48,434,1158,-0.152
16,0,21961,Charles Howell III,37.28,343,920,-0.222
17,0,21528,Henrik Stenson,37.10,187,504,-0.086
18,0,24980,Scott Gutschewski,36.58,297,812,-0.192
19,0,24924,Bill Haas,36.45,417,1144,-0.146
20,0,27702,Matt Hendrix,35.94,276,768,-0.080
21,0,20378,Mathias Grönberg,35.18,432,1228,-0.192
22,0,23349,Charles Warren,35.10,456,1299,-0.171
23,0,27120,Troy Matteson,34.68,368,1061,-0.152
24,0,22046,Geoff Ogilvy,34.44,310,900,-0.152
25,0,21633,Steve Allan,34.07,261,766,-0.153
26,0,06522,Ernie Els,33.77,208,616,-0.163
27,0,26289,Boo Weekley,33.58,366,1090,-0.145
28,0,06567,Vijay Singh,33.36,383,1148,-0.206
29,0,26360,Bubba Dickerson,33.00,198,600,-0.192
30,0,10885,Robert Allenby,32.98,347,1052,-0.127
31,0,01810,Phil Mickelson,32.01,233,728,-0.219
32,0,25900,Lucas Glover,31.71,346,1091,-0.182
32,0,24361,Pat Perez,31.71,287,905,-0.216
34,0,08375,Paul Stankowski,31.57,185,586,-0.086
35,0,01706,Davis Love III,31.41,234,745,-0.081
36,0,01945,Kenny Perry,31.29,326,1042,-0.160
37,0,20850,Daniel Chopra,31.10,413,1328,-0.131
38,0,25273,Andrew Buckle,31.06,292,940,-0.116
39,0,23638,Brendon de Jonge,31.02,286,922,-0.140
40,0,20691,Greg Owen,30.28,298,984,-0.141
40,0,23788,D.J. Trahan,30.28,380,1255,-0.121
42,0,12714,Chris Tidland,30.20,215,712,-0.177
43,0,20574,Mathew Goggin,30.06,364,1211,-0.173
44,0,23320,Ryan Palmer,29.75,340,1143,-0.191
45,0,27933,John Merrick,29.72,337,1134,-0.107
46,0,28158,Steve Marino,29.65,378,1275,-0.156
47,0,19824,Craig Barlow,29.59,182,615,-0.203
48,0,24140,Sean O'Hair,29.55,344,1164,-0.224
49,0,27770,Camilo Villegas,29.44,282,958,-0.195
50,0,20157,Retief Goosen,29.41,140,476,-0.057
51,0,23353,J.J. Henry,29.02,276,951,-0.149
52,0,26881,Jarrod Lyle,28.74,269,936,-0.193
53,0,24490,George McNeill,28.51,317,1112,-0.170
54,0,26679,Kevin Stadler,28.48,311,1092,-0.122
55,0,24781,Hunter Mahan,28.33,285,1006,-0.214
56,0,22371,Aaron Baddeley,28.02,260,928,-0.196
57,0,21660,Jason Schultz,27.90,207,742,-0.116
58,0,29476,Kyle Reifers,27.83,246,884,-0.130
59,0,20098,Stuart Appleby,27.76,226,814,-0.155
60,0,20229,Stewart Cink,27.51,277,1007,-0.206
61,0,22913,John Rollins,27.49,323,1175,-0.152
62,0,21959,Ted Purdy,27.44,334,1217,-0.111
63,0,23623,Bo Van Pelt,27.39,370,1351,-0.170
64,0,21209,Sergio Garcia,27.02,207,766,-0.246
65,0,08537,J.P. Hayes,26.28,293,1115,-0.078
66,0,20645,John Senden,26.19,308,1176,-0.127
67,0,20634,Peter Lonard,26.09,276,1058,-0.083
68,0,20766,Padraig Harrington,25.93,167,644,-0.180
69,0,07223,Brian Bateman,25.89,160,618,-0.088
70,0,23621,Rory Sabbatini,25.54,226,885,-0.235
71,0,21949,Joe Ogilvie,25.45,308,1210,-0.224
72,0,06197,Michael Allen,25.22,225,892,-0.178
73,0,08123,Jeff Brehaut,25.15,172,684,-0.145
74,0,24925,Jonathan Byrd,25.12,217,864,-0.244
75,0,26882,Michael Sim,25.07,176,702,-0.193
76,0,25345,Carl Pettersson,25.02,323,1291,-0.254
77,0,20572,Rod Pampling,24.83,258,1039,-0.147
78,0,28486,Michael Putnam,24.75,277,1119,-0.141
79,0,01707,Steve Lowery,24.54,238,970,-0.176
80,0,23614,Rich Beem,24.29,238,980,-0.168
81,0,24912,Will MacKenzie,24.25,308,1270,-0.172
82,0,23800,Bryce Molder,24.02,165,687,-0.061
83,0,06595,Kevin Sutherland,23.96,231,964,-0.208
84,0,12652,Cameron Beckman,23.57,280,1188,-0.232
85,0,26596,Ryan Moore,23.54,246,1045,-0.171
86,0,22378,Trevor Immelman,23.28,176,756,-0.159
87,0,10425,Jay Williamson,23.21,156,672,-0.128
88,0,01473,Todd Hamilton,22.96,186,810,-0.048
89,0,10423,Mike Weir,22.74,191,840,-0.147
90,0,07749,Brett Quigley,22.59,199,881,-0.166
91,0,12195,Tom Johnson,22.55,198,878,-0.116
92,0,27963,Chris Stroud,22.52,177,786,-0.141
93,0,01161,Mark Calcavecchia,21.98,224,1019,-0.134
94,0,23048,Eric Axley,21.83,287,1315,-0.118
94,0,24290,D.J. Brigman,21.83,165,756,-0.152
96,0,25686,Jason Dufner,21.71,264,1216,-0.136
97,0,22405,Justin Rose,21.61,118,546,-0.212
98,0,20498,Briny Baird,21.28,312,1466,-0.221
99,0,20105,Jeff Gove,21.04,276,1312,-0.156
100,0,02036,Jim Rutledge,20.90,135,646,-0.044
101,0,20628,Arron Oberholser,20.87,154,738,-0.162
102,0,12782,Tim Herron,20.82,238,1143,-0.160
103,0,20433,Mark Hensby,20.74,208,1003,-0.125
104,0,24357,K.J. Choi,20.72,197,951,-0.254
105,0,20472,Alex Cejka,20.66,213,1031,-0.174
106,0,06034,Marco Dawson,20.37,185,908,-0.243
107,0,21646,David Branshaw,20.36,213,1046,-0.160
108,0,19803,Ryan Armour,20.03,263,1313,-0.179
109,0,25892,Steve Wheatcroft,20.02,171,854,-0.187
110,0,24449,Parker McLachlin,19.86,203,1022,-0.271
111,0,20104,Ken Duke,19.85,264,1330,-0.201
111,0,01948,Tim Petrovic,19.85,263,1325,-0.175
113,0,21470,Daisuke Maruyama,19.77,210,1062,-0.148
114,0,02246,Duffy Waldorf,19.71,163,827,-0.215
115,0,23325,Vaughn Taylor,19.22,193,1004,-0.140
116,0,12510,Chad Campbell,19.06,195,1023,-0.113
117,0,01024,Billy Andrade,19.00,209,1100,-0.220
118,0,24507,Jason Bohn,18.86,139,737,-0.230
119,0,12660,Jesper Parnevik,18.83,197,1046,-0.188
120,0,23613,Rich Barcelo,18.78,184,980,-0.223
121,0,07867,Woody Austin,18.69,219,1172,-0.151
122,0,25396,Kevin Na,18.52,202,1091,-0.188
123,0,21878,Mark Wilson,18.26,185,1013,-0.146
124,0,01035,Tommy Armour III,18.13,175,965,-0.177
125,0,01724,Jeff Maggert,18.06,197,1091,-0.152
126,0,06515,Shaun Micheel,17.79,174,978,-0.132
127,0,06621,Joe Durant,17.62,181,1027,-0.094
128,0,12705,Cliff Kresge,17.49,244,1395,-0.152
129,0,26951,Johnson Wagner,17.30,208,1202,-0.216
130,0,24457,Jaco Van Zyl,17.21,106,616,-0.123
131,0,01677,Tom Lehman,17.18,117,681,-0.265
132,0,10117,Bob Heintz,17.17,172,1002,-0.157
133,0,02223,Bob Tway,17.09,210,1229,-0.248
134,0,06004,Stephen Ames,16.99,148,871,-0.189
134,0,10733,Kent Jones,16.99,209,1230,-0.120
136,0,07457,Steve Flesch,16.85,212,1258,-0.241
137,0,20160,Charlie Wi,16.84,195,1158,-0.179
138,0,22295,Darron Stiles,16.71,124,742,-0.161
139,0,27060,John Mallinger,16.60,201,1211,-0.159
140,0,22212,Craig Lile,16.12,156,968,-0.083
141,0,02206,David Toms,16.05,142,885,-0.155
142,0,27649,Brandt Snedeker,15.93,191,1199,-0.257
143,0,08075,Jerry Kelly,15.89,167,1051,-0.132
144,0,01577,Lee Janzen,15.80,115,728,-0.130
145,0,02101,Joey Sindelar,15.56,145,932,-0.262
146,0,23718,Nathan Green,15.22,184,1209,-0.272
147,0,11032,Frank Lickliter II,15.08,179,1187,-0.168
148,0,21731,Freddie Jacobson,15.06,144,956,-0.188
149,0,08881,Tripp Isenhour,15.00,153,1020,-0.157
150,0,06251,Chris DiMarco,14.92,131,878,-0.145
151,0,23983,Luke Donald,14.91,105,704,-0.200
152,0,01766,Billy Mayfair,14.81,171,1155,-0.211
153,0,25190,Jeff Quinney,14.71,177,1203,-0.096
154,0,10860,Justin Leonard,14.53,167,1149,-0.240
155,0,01388,Robert Gamez,14.31,152,1062,-0.217
155,0,24138,Ian Poulter,14.31,78,545,-0.154
157,0,10809,Jim Furyk,14.02,130,927,-0.246
158,0,21350,Ryuji Imada,14.00,174,1243,-0.195
159,0,01941,Tom Pernice Jr.,13.86,163,1176,-0.184
160,0,02104,Jeff Sluman,13.75,80,582,-0.288
161,0,21753,Brian Davis,13.72,169,1232,-0.172
