RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
75,0,06522,Ernie Els,34.09,30,88,-0.30
76,0,20645,John Senden,33.71,60,178,-0.10
77,0,20498,Briny Baird,33.33,74,222,-0.32
77,0,26679,Kevin Stadler,33.33,58,174,-0.31
79,0,23614,Rich Beem,33.12,51,154,-0.22
80,0,24290,D.J. Brigman,33.05,39,118,-0.21
81,0,24449,Parker McLachlin,32.91,52,158,-0.35
82,0,24925,Jonathan Byrd,32.84,44,134,-0.41
83,0,26596,Ryan Moore,32.74,55,168,-0.29
84,0,26882,Michael Sim,32.69,34,104,-0.35
85,0,06034,Marco Dawson,32.39,46,142,-0.35
86,0,21949,Joe Ogilvie,32.29,62,192,-0.34
87,0,23621,Rory Sabbatini,32.09,43,134,-0.40
88,0,24912,Will MacKenzie,31.25,60,192,-0.15
89,0,20472,Alex Cejka,30.77,48,156,-0.33
90,0,12195,Tom Johnson,30.56,44,144,-0.14
91,0,20098,Stuart Appleby,30.51,36,118,-0.36
92,0,01707,Steve Lowery,30.41,45,148,-0.38
93,0,20433,Mark Hensby,30.38,48,158,-0.25
94,0,21470,Daisuke Maruyama,29.88,49,164,-0.22
95,0,23613,Rich Barcelo,29.49,46,156,-0.33
96,0,20105,Jeff Gove,29.13,60,206,-0.22
97,0,22913,John Rollins,28.65,51,178,-0.27
98,0,25892,Steve Wheatcroft,28.26,39,138,-0.21
99,0,25686,Jason Dufner,28.13,54,192,-0.26
100,0,12782,Tim Herron,27.91,48,172,-0.29
100,0,22405,Justin Rose,27.91,24,86,-0.25
102,0,21646,David Branshaw,27.71,46,166,-0.22
103,0,25345,Carl Pettersson,27.55,54,196,-0.33
104,0,20104,Ken Duke,27.40,57,208,-0.40
104,0,02101,Joey Sindelar,27.40,40,146,-0.18
106,0,07457,Steve Flesch,27.08,52,192,-0.42
107,0,01948,Tim Petrovic,26.92,56,208,-0.32
108,0,12660,Jesper Parnevik,26.79,45,168,-0.20
109,0,02036,Jim Rutledge,26.36,29,110,-0.17
110,0,10733,Kent Jones,26.29,51,194,-0.16
111,0,19803,Ryan Armour,26.21,54,206,-0.33
112,0,02246,Duffy Waldorf,26.12,35,134,-0.37
113,0,01161,Mark Calcavecchia,25.95,41,158,-0.27
114,0,22378,Trevor Immelman,25.93,28,108,-0.18
115,0,12510,Chad Campbell,25.64,40,156,-0.18
116,0,25396,Kevin Na,25.60,43,168,-0.40
117,0,10117,Bob Heintz,25.31,41,162,-0.44
117,0,21878,Mark Wilson,25.31,41,162,-0.15
119,0,01677,Tom Lehman,25.00,27,108,-0.30
119,0,01766,Billy Mayfair,25.00,45,180,-0.33
121,0,24507,Jason Bohn,24.56,28,114,-0.36
122,0,08881,Tripp Isenhour,24.38,39,160,-0.41
123,0,01473,Todd Hamilton,24.24,32,132,E
124,0,01577,Lee Janzen,24.17,29,120,-0.24
125,0,07867,Woody Austin,24.16,43,178,-0.12
125,0,10860,Justin Leonard,24.16,43,178,-0.42
127,0,20628,Arron Oberholser,24.07,26,108,-0.42
128,0,24357,K.J. Choi,23.94,34,142,-0.32
129,0,01024,Billy Andrade,23.86,42,176,-0.33
130,0,06251,Chris DiMarco,23.85,31,130,-0.13
131,0,12705,Cliff Kresge,23.83,51,214,-0.10
132,0,06004,Stephen Ames,23.81,30,126,-0.37
133,0,23048,Eric Axley,23.79,49,206,-0.20
134,0,20572,Rod Pampling,23.68,36,152,-0.39
135,0,22212,Craig Lile,23.33,35,150,-0.17
136,0,26951,Johnson Wagner,23.16,44,190,-0.36
137,0,20160,Charlie Wi,22.73,40,176,-0.38
138,0,06515,Shaun Micheel,22.37,34,152,-0.12
139,0,01724,Jeff Maggert,22.15,35,158,-0.23
140,0,01035,Tommy Armour III,22.08,34,154,-0.12
141,0,21350,Ryuji Imada,21.88,42,192,-0.31
142,0,20127,Chris Riley,21.82,24,110,-0.42
143,0,01157,Tom Byrum,21.74,20,92,-0.35
144,0,02223,Bob Tway,21.58,41,190,-0.41
145,0,24457,Jaco Van Zyl,21.43,21,98,-0.29
146,0,08931,Glen Day,20.99,34,162,-0.26
147,0,27649,Brandt Snedeker,20.97,39,186,-0.33
148,0,11032,Frank Lickliter II,20.88,38,182,E
149,0,01320,Bob Estes,20.83,35,168,-0.31
150,0,06621,Joe Durant,20.78,32,154,-0.16
151,0,23718,Nathan Green,20.43,38,186,-0.08
152,0,25190,Jeff Quinney,19.89,37,186,-0.16
153,0,27060,John Mallinger,19.79,38,192,-0.34
154,0,22295,Darron Stiles,19.49,23,118,-0.22
155,0,23325,Vaughn Taylor,19.48,30,154,-0.17
156,0,24138,Ian Poulter,19.32,17,88,-0.18
157,0,06527,Steve Stricker,18.94,25,132,-0.44
158,0,01388,Robert Gamez,18.45,31,168,-0.26
159,0,26420,Richard Johnson,18.13,33,182,-0.12
160,0,08075,Jerry Kelly,18.07,30,166,-0.27
161,0,01941,Tom Pernice Jr.,17.39,32,184,-0.41
162,0,21753,Brian Davis,17.01,33,194,-0.18
162,0,22293,Heath Slocum,17.01,33,194,-0.36
164,0,01142,Bart Bryant,16.88,27,160,-0.07
165,0,23135,Tim Clark,16.67,18,108,E
165,0,20859,Anders Hansen,16.67,13,78,-0.15
167,0,10213,Dicky Pride,16.42,22,134,-0.41
168,0,02214,Kirk Triplett,16.00,24,150,-0.50
169,0,21806,Paul Gow,15.91,21,132,-0.29
170,0,02206,David Toms,15.87,20,126,-0.10
171,0,23933,Michael Boyd,15.79,18,114,-0.11
172,0,02104,Jeff Sluman,15.63,15,96,-0.60
173,0,21731,Freddie Jacobson,15.00,21,140,-0.48
173,0,20382,Stephen Leaney,15.00,24,160,-0.42
175,0,10809,Jim Furyk,14.71,20,136,-0.30
176,0,12602,Dean Wilson,14.63,24,164,-0.25
177,0,01313,Steve Elkington,14.56,23,158,-0.17
178,0,23983,Luke Donald,14.15,15,106,-0.33
179,0,01132,Mark Brooks,13.83,13,94,-0.15
180,0,19972,José Coceres,13.64,12,88,E
181,0,22806,Doug LaBelle II,13.50,27,200,-0.30
182,0,22621,Ben Curtis,13.24,18,136,-0.44
183,0,24024,Zach Johnson,13.11,16,122,-0.06
184,0,02239,Scott Verplank,13.08,17,130,-0.06
185,0,01797,Rocco Mediate,12.68,18,142,-0.06
186,0,23108,Matt Kuchar,12.66,20,158,-0.15
187,0,22348,Nick O'Hern,12.50,14,112,-0.57
187,0,06373,José María Olazábal,12.50,10,80,-0.40
189,0,07547,Craig Kanada,11.65,24,206,-0.38
190,0,12680,Shigeki Maruyama,10.24,17,166,-0.35
191,0,07363,Craig Bowden,8.55,13,152,-0.08
192,0,06643,Paul Goydos,8.49,9,106,-0.33
193,0,19846,Brian Gay,6.80,14,206,-0.29
194,0,01381,Fred Funk,5.66,6,106,E
195,0,20623,Gavin Coles,4.82,8,166,-0.25
196,0,01928,Corey Pavin,3.25,5,154,-0.20
