RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,24358,Robert Garrigus,28.32,341,1204,-0.103
2,0,27095,Nick Watney,27.05,264,976,-0.152
3,0,29718,Anthony Kim,26.64,296,1111,-0.172
4,0,21961,Charles Howell III,26.30,242,920,-0.186
5,0,12716,Charley Hoffman,26.17,303,1158,-0.096
6,0,23322,Brett Wetterich,25.89,254,981,-0.098
7,0,01249,John Daly,25.58,176,688,-0.023
8,0,28475,Jeff Overton,25.07,189,754,-0.111
9,0,21528,Henrik Stenson,25.00,126,504,-0.071
10,0,24502,Adam Scott,24.74,188,760,-0.106
11,0,25804,Bubba Watson,24.57,226,920,-0.137
12,0,22892,Jason Gore,24.40,266,1090,-0.109
13,0,06522,Ernie Els,24.19,149,616,-0.174
14,0,21805,Harrison Frazar,24.14,247,1023,-0.024
15,0,26289,Boo Weekley,24.04,262,1090,-0.126
16,0,24924,Bill Haas,23.95,274,1144,-0.109
17,0,01810,Phil Mickelson,23.76,173,728,-0.254
17,0,24361,Pat Perez,23.76,215,905,-0.158
19,0,27702,Matt Hendrix,23.44,180,768,-0.106
20,0,23497,Tag Ridings,23.25,146,628,-0.062
21,0,23349,Charles Warren,22.71,295,1299,-0.132
22,0,10885,Robert Allenby,22.62,238,1052,-0.059
23,0,20378,Mathias Grönberg,22.56,277,1228,-0.159
23,0,22046,Geoff Ogilvy,22.56,203,900,-0.133
25,0,21633,Steve Allan,22.32,171,766,-0.111
26,0,20157,Retief Goosen,22.27,106,476,-0.019
27,0,11123,Chris Couch,22.25,227,1020,-0.066
28,0,06567,Vijay Singh,22.21,255,1148,-0.224
29,0,01945,Kenny Perry,22.07,230,1042,-0.161
30,0,27120,Troy Matteson,22.05,234,1061,-0.137
31,0,20691,Greg Owen,21.95,216,984,-0.134
32,0,27141,J.B. Holmes,21.85,196,897,+0.036
33,0,08375,Paul Stankowski,21.67,127,586,-0.063
34,0,26881,Jarrod Lyle,21.47,201,936,-0.199
35,0,27933,John Merrick,21.43,243,1134,-0.066
36,0,23638,Brendon de Jonge,21.37,197,922,-0.137
37,0,20574,Mathew Goggin,21.22,257,1211,-0.117
38,0,27770,Camilo Villegas,21.19,203,958,-0.177
39,0,25900,Lucas Glover,21.17,231,1091,-0.229
40,0,21209,Sergio Garcia,21.15,162,766,-0.204
41,0,08793,Tiger Woods,21.10,127,602,-0.268
42,0,23623,Bo Van Pelt,21.02,284,1351,-0.127
43,0,20850,Daniel Chopra,20.93,278,1328,-0.108
44,0,26360,Bubba Dickerson,20.83,125,600,-0.232
45,0,24140,Sean O'Hair,20.79,242,1164,-0.182
46,0,20766,Padraig Harrington,20.65,133,644,-0.173
47,0,25273,Andrew Buckle,20.32,191,940,-0.073
48,0,20229,Stewart Cink,20.16,203,1007,-0.197
49,0,12714,Chris Tidland,20.08,143,712,-0.189
50,0,19824,Craig Barlow,20.00,123,615,-0.154
50,0,01706,Davis Love III,20.00,149,745,-0.054
52,0,23353,J.J. Henry,19.98,190,951,-0.100
53,0,24490,George McNeill,19.96,222,1112,-0.158
54,0,22913,John Rollins,19.83,233,1175,-0.163
55,0,21959,Ted Purdy,19.64,239,1217,-0.079
56,0,24781,Hunter Mahan,19.58,197,1006,-0.203
57,0,28158,Steve Marino,19.53,249,1275,-0.092
58,0,23320,Ryan Palmer,19.51,223,1143,-0.197
59,0,21660,Jason Schultz,19.27,143,742,-0.119
60,0,26679,Kevin Stadler,19.14,209,1092,-0.100
61,0,20634,Peter Lonard,19.00,201,1058,-0.095
62,0,24980,Scott Gutschewski,18.97,154,812,-0.065
63,0,23788,D.J. Trahan,18.96,238,1255,-0.101
64,0,20098,Stuart Appleby,18.92,154,814,-0.078
65,0,22371,Aaron Baddeley,18.86,175,928,-0.211
66,0,26596,Ryan Moore,18.85,197,1045,-0.157
67,0,08123,Jeff Brehaut,18.71,128,684,-0.211
68,0,20645,John Senden,18.62,219,1176,-0.091
69,0,06197,Michael Allen,18.61,166,892,-0.120
69,0,07223,Brian Bateman,18.61,115,618,-0.052
71,0,28486,Michael Putnam,18.59,208,1119,-0.144
72,0,29476,Kyle Reifers,18.44,163,884,-0.055
73,0,21949,Joe Ogilvie,18.18,220,1210,-0.200
74,0,20572,Rod Pampling,18.00,187,1039,-0.107
75,0,08537,J.P. Hayes,17.94,200,1115,-0.050
76,0,24925,Jonathan Byrd,17.82,154,864,-0.227
77,0,23800,Bryce Molder,17.76,122,687,+0.016
