RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,25892,Steve Wheatcroft,38.71,312,806,-0.035
2,0,26289,Boo Weekley,38.33,396,1033,-0.061
3,0,24502,Adam Scott,37.98,275,724,-0.076
4,0,28158,Steve Marino,37.87,334,882,-0.129
5,0,26287,Roland Thatcher,37.84,358,946,-0.064
6,0,01161,Mark Calcavecchia,37.74,174,461,+0.034
7,0,22056,Cameron Percy,37.30,307,823,-0.104
8,0,33419,Cameron Tringale,37.26,234,628,+0.017
9,0,27963,Chris Stroud,37.06,371,1001,-0.116
10,0,28780,Nicholas Thompson,36.32,389,1071,-0.018
11,0,21949,Joe Ogilvie,36.29,434,1196,-0.035
12,0,06621,Joe Durant,36.11,286,792,-0.108
13,0,32102,Rickie Fowler,36.04,417,1157,-0.077
14,0,24138,Ian Poulter,35.86,170,474,-0.100
15,0,24912,Will MacKenzie,35.83,340,949,-0.050
16,0,24925,Jonathan Byrd,35.81,409,1142,-0.068
17,0,26596,Ryan Moore,35.64,304,853,-0.086
18,0,12782,Tim Herron,35.55,342,962,-0.018
19,0,21961,Charles Howell III,35.36,442,1250,-0.124
20,0,22122,Andrew McLardy,35.34,217,614,-0.046
21,0,01945,Kenny Perry,35.33,277,784,-0.072
22,0,20691,Greg Owen,35.23,304,863,-0.049
23,0,24781,Hunter Mahan,35.22,329,934,-0.070
24,0,27613,David Lutterus,35.21,275,781,+0.015
25,0,30946,Alex Prugh,35.19,392,1114,-0.079
26,0,27214,Kevin Streelman,35.04,391,1116,-0.064
27,0,23541,Ben Crane,35.03,323,922,-0.142
28,0,28307,Matt Every,34.94,247,707,-0.028
28,0,20574,Mathew Goggin,34.94,370,1059,-0.116
30,0,08375,Paul Stankowski,34.86,258,740,-0.085
30,0,10425,Jay Williamson,34.86,296,849,-0.078
32,0,23108,Matt Kuchar,34.83,365,1048,-0.181
33,0,23325,Vaughn Taylor,34.66,382,1102,-0.065
34,0,24140,Sean O'Hair,34.51,314,910,-0.067
35,0,22405,Justin Rose,34.46,336,975,-0.143
36,0,23349,Charles Warren,34.38,264,768,-0.042
37,0,32640,Troy Merritt,34.33,368,1072,+0.003
38,0,21959,Ted Purdy,34.32,358,1043,+0.008
39,0,06595,Kevin Sutherland,34.29,371,1082,-0.143
40,0,11123,Chris Couch,34.26,282,823,-0.138
41,0,20098,Stuart Appleby,34.18,419,1226,-0.021
42,0,26679,Kevin Stadler,34.16,343,1004,-0.015
43,0,23353,J.J. Henry,34.12,375,1099,-0.123
44,0,23320,Ryan Palmer,33.91,335,988,-0.101
44,0,20645,John Senden,33.91,411,1212,-0.107
46,0,20229,Stewart Cink,33.88,309,912,-0.097
47,0,23638,Brendon de Jonge,33.86,428,1264,-0.112
48,0,27120,Troy Matteson,33.82,370,1094,-0.103
49,0,01948,Tim Petrovic,33.79,443,1311,-0.124
50,0,24357,K.J. Choi,33.76,287,850,-0.115
51,0,27330,Josh Teater,33.75,432,1280,-0.025
52,0,08725,Tom Gillis,33.73,423,1254,-0.121
53,0,24663,Y.E. Yang,33.70,275,816,-0.065
54,0,25240,D.A. Points,33.67,370,1099,-0.095
55,0,23409,James Driscoll,33.59,346,1030,-0.084
56,0,23623,Bo Van Pelt,33.55,408,1216,-0.091
57,0,20070,Matt Bettencourt,33.54,326,972,-0.113
57,0,25686,Jason Dufner,33.54,322,960,-0.081
59,0,01724,Jeff Maggert,33.52,294,877,+0.003
60,0,25818,Scott Piercy,33.51,379,1131,-0.032
61,0,12510,Chad Campbell,33.48,378,1129,-0.095
62,0,20157,Retief Goosen,33.47,247,738,-0.150
63,0,01707,Steve Lowery,33.46,260,777,-0.019
63,0,27770,Camilo Villegas,33.46,261,780,-0.019
65,0,28237,Rory McIlroy,33.39,187,560,-0.070
66,0,20378,Mathias Grönberg,33.38,233,698,-0.060
67,0,27466,Spencer Levin,33.36,455,1364,-0.073
68,0,06567,Vijay Singh,33.21,265,798,-0.087
69,0,21731,Freddie Jacobson,33.18,357,1076,-0.062
70,0,21878,Mark Wilson,33.15,366,1104,-0.153
71,0,24361,Pat Perez,33.02,383,1160,-0.063
72,0,02206,David Toms,32.96,321,974,-0.087
73,0,07867,Woody Austin,32.90,380,1155,-0.132
74,0,07749,Brett Quigley,32.84,402,1224,-0.152
75,0,26851,Marc Leishman,32.74,330,1008,-0.009
76,0,22913,John Rollins,32.73,344,1051,-0.177
77,0,10885,Robert Allenby,32.67,279,854,-0.129
78,0,23621,Rory Sabbatini,32.66,307,940,-0.124
79,0,24024,Zach Johnson,32.64,343,1051,-0.125
80,0,20663,Brenden Pappas,32.59,249,764,-0.064
81,0,20572,Rod Pampling,32.55,317,974,-0.019
81,0,20686,Jeev Milkha Singh,32.55,235,722,-0.123
83,0,10585,Scott McCarron,32.44,374,1153,-0.096
84,0,26881,Jarrod Lyle,32.40,208,642,-0.058
85,0,24846,Ricky Barnes,32.38,373,1152,-0.056
86,0,26392,Chris Wilson,32.32,234,724,-0.013
87,0,22046,Geoff Ogilvy,32.29,226,700,-0.115
88,0,21753,Brian Davis,32.28,400,1239,-0.095
89,0,23613,Rich Barcelo,32.26,261,809,-0.057
90,0,29221,Webb Simpson,32.24,412,1278,-0.109
91,0,12714,Chris Tidland,32.18,306,951,-0.114
92,0,24924,Bill Haas,32.15,335,1042,-0.093
93,0,06004,Stephen Ames,32.02,308,962,-0.143
94,0,26695,Michael Letzig,31.96,356,1114,-0.065
95,0,25562,Andres Romero,31.84,320,1005,-0.006
96,0,23788,D.J. Trahan,31.76,364,1146,-0.025
97,0,22946,Henrik Bjornstad,31.75,261,822,-0.038
98,0,28087,Kris Blanks,31.72,327,1031,-0.122
99,0,24490,George McNeill,31.56,308,976,-0.049
100,0,20127,Chris Riley,31.55,277,878,-0.112
100,0,20436,Garrett Willis,31.55,312,989,-0.048
102,0,06527,Steve Stricker,31.51,247,784,-0.166
103,0,20105,Jeff Gove,31.48,193,613,-0.036
104,0,25396,Kevin Na,31.47,332,1055,-0.190
105,0,23673,Michael Connell,31.41,338,1076,-0.107
106,0,23548,Bill Lunde,31.40,292,930,-0.027
107,0,31560,Brian Stuard,31.38,310,988,-0.048
108,0,25345,Carl Pettersson,31.34,361,1152,-0.064
109,0,27933,John Merrick,31.10,400,1286,-0.053
109,0,25632,Jimmy Walker,31.10,302,971,-0.086
111,0,20766,Padraig Harrington,31.05,190,612,-0.132
112,0,01577,Lee Janzen,31.04,302,973,-0.056
113,0,12755,Vance Veazey,30.99,207,668,-0.048
114,0,26300,Matt Jones,30.94,344,1112,-0.081
115,0,20593,Greg Chalmers,30.88,373,1208,-0.131
116,0,29910,Blake Adams,30.58,319,1043,+0.019
117,0,27797,Derek Lamely,30.56,272,890,-0.022
118,0,32617,Jerod Turner,30.40,169,556,-0.012
119,0,27649,Brandt Snedeker,30.33,316,1042,-0.168
120,0,28500,Martin Flores,30.27,270,892,-0.078
121,0,27302,Garth Mulroy,30.26,177,585,+0.045
122,0,06251,Chris DiMarco,30.13,326,1082,-0.117
122,0,08537,J.P. Hayes,30.13,285,946,-0.095
