RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,19846,Brian Gay,31.52,58,184,-0.12
2,0,07363,Craig Bowden,25.49,26,102,+0.15
3,0,10809,Jim Furyk,21.21,28,132,-0.14
4,0,25190,Jeff Quinney,20.69,36,174,+0.06
5,0,20472,Alex Cejka,20.00,30,150,+0.17
6,0,08385,Omar Uresti,19.85,27,136,+0.04
7,0,22621,Ben Curtis,19.29,27,140,+0.33
8,0,10423,Mike Weir,19.15,18,94,-0.17
9,0,25720,Chad Collins,18.99,30,158,+0.03
10,0,23135,Tim Clark,18.83,29,154,-0.10
11,0,01619,Skip Kendall,18.00,18,100,+0.22
12,0,20127,Chris Riley,17.91,24,134,-0.04
13,0,06251,Chris DiMarco,17.86,30,168,-0.13
14,0,06643,Paul Goydos,17.57,26,148,E
15,0,06012,Greg Kraft,17.39,16,92,+0.38
16,0,01116,Michael Bradley,17.12,25,146,-0.16
17,0,29285,Brent Delahoussaye,16.67,17,102,+0.24
18,0,07457,Steve Flesch,16.43,23,140,+0.17
19,0,21350,Ryuji Imada,16.11,29,180,+0.28
20,0,23718,Nathan Green,15.85,26,164,+0.19
21,0,02239,Scott Verplank,15.57,19,122,+0.37
22,0,01948,Tim Petrovic,15.53,32,206,-0.03
23,0,08075,Jerry Kelly,15.29,26,170,-0.08
24,0,10860,Justin Leonard,15.00,24,160,+0.08
25,0,02206,David Toms,14.94,23,154,+0.04
26,0,01329,Brad Faxon,14.81,16,108,-0.19
27,0,01724,Jeff Maggert,14.71,20,136,E
27,0,27649,Brandt Snedeker,14.71,25,170,+0.20
29,0,21878,Mark Wilson,14.46,24,166,+0.17
30,0,06514,Kevin Johnson,14.29,16,112,+0.63
31,0,27466,Spencer Levin,14.22,29,204,+0.14
32,0,01797,Rocco Mediate,14.18,19,134,+0.16
33,0,25396,Kevin Na,14.12,24,170,+0.04
34,0,26420,Richard Johnson,14.10,22,156,-0.14
34,0,20436,Garrett Willis,14.10,22,156,-0.14
36,0,08537,J.P. Hayes,14.00,21,150,-0.14
37,0,24024,Zach Johnson,13.92,22,158,+0.23
38,0,21753,Brian Davis,13.64,27,198,+0.15
39,0,22293,Heath Slocum,13.25,22,166,-0.05
40,0,27060,John Mallinger,13.19,19,144,+0.16
41,0,32617,Jerod Turner,13.04,12,92,+0.58
42,0,23800,Bryce Molder,12.50,20,160,-0.05
42,0,12755,Vance Veazey,12.50,13,104,+0.08
42,0,12602,Dean Wilson,12.50,12,96,-0.25
45,0,25345,Carl Pettersson,12.09,22,182,+0.14
46,0,06515,Shaun Micheel,12.07,14,116,+0.14
47,0,24357,K.J. Choi,11.76,16,136,-0.13
48,0,23673,Michael Connell,11.73,19,162,+0.32
48,0,26951,Johnson Wagner,11.73,19,162,E
50,0,20572,Rod Pampling,11.69,18,154,+0.06
51,0,22046,Geoff Ogilvy,11.54,12,104,+0.08
52,0,01766,Billy Mayfair,11.43,16,140,-0.19
53,0,01941,Tom Pernice Jr.,11.29,14,124,-0.14
54,0,23983,Luke Donald,11.21,13,116,+0.38
55,0,06004,Stephen Ames,11.11,16,144,+0.13
56,0,24507,Jason Bohn,10.98,18,164,+0.39
57,0,20593,Greg Chalmers,10.75,20,186,+0.10
58,0,20160,Charlie Wi,10.53,20,190,-0.05
59,0,21731,Freddie Jacobson,10.24,17,166,E
60,0,24227,Justin Bolli,10.20,10,98,+0.20
61,0,22378,Trevor Immelman,10.00,9,90,+0.11
61,0,06527,Steve Stricker,10.00,12,120,E
63,0,25686,Jason Dufner,9.74,15,154,+0.67
63,0,01320,Bob Estes,9.74,15,154,+0.27
65,0,07749,Brett Quigley,9.47,18,190,+0.17
66,0,24138,Ian Poulter,9.46,7,74,-0.14
67,0,24846,Ricky Barnes,9.34,17,182,-0.18
68,0,23548,Bill Lunde,9.33,14,150,+0.07
69,0,24140,Sean O'Hair,9.29,13,140,E
70,0,06522,Ernie Els,9.17,11,120,+0.18
71,0,32640,Troy Merritt,8.93,15,168,+0.13
72,0,25892,Steve Wheatcroft,8.87,11,124,+0.27
73,0,23541,Ben Crane,8.78,13,148,-0.08
74,0,01707,Steve Lowery,8.73,11,126,+0.55
75,0,06595,Kevin Sutherland,8.72,15,172,+0.07
76,0,20686,Jeev Milkha Singh,8.65,9,104,+0.67
77,0,12652,Cameron Beckman,8.59,11,128,+0.27
78,0,22405,Justin Rose,8.55,13,152,-0.15
79,0,28500,Martin Flores,8.45,12,142,+0.17
80,0,07867,Woody Austin,8.43,15,178,-0.07
81,0,20663,Brenden Pappas,8.06,10,124,-0.10
82,0,23325,Vaughn Taylor,8.05,14,174,+0.07
83,0,23638,Brendon de Jonge,7.84,16,204,+0.19
84,0,20498,Briny Baird,7.83,13,166,+0.15
84,0,28087,Kris Blanks,7.83,13,166,-0.08
84,0,20574,Mathew Goggin,7.83,13,166,+0.38
87,0,28620,Aron Price,7.81,10,128,-0.20
88,0,01577,Lee Janzen,7.79,12,154,+0.33
89,0,27963,Chris Stroud,7.69,12,156,E
89,0,25632,Jimmy Walker,7.69,12,156,+0.25
91,0,20157,Retief Goosen,7.63,9,118,-0.11
92,0,12705,Cliff Kresge,7.61,7,92,E
93,0,20378,Mathias Grönberg,7.55,8,106,+0.63
94,0,21949,Joe Ogilvie,7.53,14,186,E
95,0,21209,Sergio Garcia,7.50,6,80,+0.83
96,0,10425,Jay Williamson,7.35,10,136,E
97,0,20766,Padraig Harrington,7.29,7,96,E
98,0,20229,Stewart Cink,7.14,10,140,+0.30
99,0,26679,Kevin Stadler,7.05,11,156,+0.09
100,0,06567,Vijay Singh,7.03,9,128,-0.22
101,0,23621,Rory Sabbatini,6.94,10,144,E
102,0,01945,Kenny Perry,6.90,8,116,+0.25
103,0,28237,Rory McIlroy,6.82,6,88,-0.50
103,0,22056,Cameron Percy,6.82,9,132,+0.33
105,0,12510,Chad Campbell,6.74,12,178,+0.50
106,0,29910,Blake Adams,6.71,11,164,-0.36
107,0,24361,Pat Perez,6.67,12,180,E
107,0,24663,Y.E. Yang,6.67,8,120,E
109,0,01161,Mark Calcavecchia,6.58,5,76,E
109,0,27095,Nick Watney,6.58,10,152,+0.30
111,0,28158,Steve Marino,6.52,9,138,+0.33
111,0,23307,Roger Tambellini,6.52,9,138,+0.11
113,0,32102,Rickie Fowler,6.38,12,188,-0.17
114,0,24912,Will MacKenzie,6.25,9,144,-0.22
114,0,25240,D.A. Points,6.25,11,176,E
116,0,22946,Henrik Bjornstad,6.06,8,132,E
117,0,31560,Brian Stuard,6.00,9,150,+0.22
118,0,28780,Nicholas Thompson,5.95,10,168,E
119,0,20105,Jeff Gove,5.88,6,102,+0.33
120,0,26301,James Nitties,5.81,10,172,E
121,0,20098,Stuart Appleby,5.79,11,190,+0.36
122,0,28089,Jason Day,5.77,9,156,-0.22
123,0,09011,David Duval,5.74,7,122,E
124,0,23613,Rich Barcelo,5.65,7,124,E
125,0,29221,Webb Simpson,5.61,11,196,+0.27
126,0,10585,Scott McCarron,5.56,10,180,E
126,0,26287,Roland Thatcher,5.56,8,144,E
128,0,12782,Tim Herron,5.48,8,146,+0.13
129,0,26695,Michael Letzig,5.36,9,168,+0.22
130,0,24925,Jonathan Byrd,5.29,9,170,+0.11
131,0,22122,Andrew McLardy,5.21,5,96,E
132,0,28307,Matt Every,5.17,6,116,+0.50
132,0,24502,Adam Scott,5.17,6,116,+0.33
134,0,01313,Steve Elkington,5.15,7,136,E
135,0,27302,Garth Mulroy,5.10,5,98,+0.20
135,0,33419,Cameron Tringale,5.10,5,98,-0.20
137,0,26882,Michael Sim,5.08,6,118,+0.33
138,0,26596,Ryan Moore,5.07,7,138,E
139,0,21961,Charles Howell III,5.05,10,198,+0.20
140,0,27770,Camilo Villegas,5.00,6,120,+0.17
141,0,23108,Matt Kuchar,4.82,8,166,-0.13
142,0,12714,Chris Tidland,4.79,7,146,+0.29
143,0,27613,David Lutterus,4.76,6,126,+0.17
144,0,20645,John Senden,4.74,9,190,+0.44
145,0,08375,Paul Stankowski,4.63,5,108,E
146,0,11123,Chris Couch,4.55,6,132,+0.33
147,0,20070,Matt Bettencourt,4.43,7,158,+0.14
148,0,25364,Paul Casey,4.17,4,96,-0.25
149,0,30946,Alex Prugh,4.07,7,172,+0.14
149,0,27214,Kevin Streelman,4.07,7,172,E
151,0,20850,Daniel Chopra,4.05,6,148,+0.33
152,0,10885,Robert Allenby,4.03,5,124,+0.40
153,0,24490,George McNeill,3.90,6,154,+0.33
154,0,22371,Aaron Baddeley,3.80,7,184,+0.71
155,0,20848,Ángel Cabrera,3.77,4,106,+0.25
156,0,23353,J.J. Henry,3.66,6,164,+0.17
157,0,23623,Bo Van Pelt,3.65,7,192,+0.14
158,0,20691,Greg Owen,3.62,5,138,+0.20
159,0,27933,John Merrick,3.54,7,198,+0.43
160,0,26392,Chris Wilson,3.39,4,118,E
161,0,26881,Jarrod Lyle,3.26,3,92,E
162,0,25900,Lucas Glover,3.23,4,124,-0.25
163,0,08725,Tom Gillis,3.09,6,194,E
163,0,28475,Jeff Overton,3.09,5,162,E
165,0,21959,Ted Purdy,3.05,5,164,+0.40
166,0,27120,Troy Matteson,2.98,5,168,-0.20
167,0,01249,John Daly,2.94,3,102,E
168,0,26300,Matt Jones,2.81,5,178,E
168,0,27936,Martin Laird,2.81,5,178,+0.20
170,0,27797,Derek Lamely,2.74,4,146,+0.75
171,0,24781,Hunter Mahan,2.70,4,148,-0.25
172,0,27330,Josh Teater,2.53,5,198,+0.40
173,0,26289,Boo Weekley,2.50,4,160,+0.75
174,0,24924,Bill Haas,2.47,4,162,+0.25
175,0,06621,Joe Durant,2.46,3,122,+0.67
176,0,23320,Ryan Palmer,2.44,4,164,+1.00
177,0,12716,Charley Hoffman,2.41,4,166,+0.25
178,0,01810,Phil Mickelson,2.34,3,128,+0.33
179,0,24358,Robert Garrigus,2.31,3,130,+0.67
180,0,23788,D.J. Trahan,2.17,4,184,E
181,0,25562,Andres Romero,2.05,3,146,-0.33
182,0,22913,John Rollins,1.95,3,154,+0.33
183,0,23409,James Driscoll,1.92,3,156,-0.33
184,0,26851,Marc Leishman,1.90,3,158,+0.33
185,0,23322,Brett Wetterich,1.85,2,108,+1.50
186,0,25818,Scott Piercy,1.70,3,176,+0.33
187,0,27141,J.B. Holmes,1.56,3,192,+0.33
188,0,01706,Davis Love III,1.37,2,146,E
189,0,25804,Bubba Watson,1.33,2,150,+1.00
190,0,30925,Dustin Johnson,.71,1,140,E
