RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,10423,Mike Weir,10.64,10,94,+0.10
2,0,07363,Craig Bowden,9.80,10,102,E
3,0,01329,Brad Faxon,9.26,10,108,+0.10
4,0,23135,Tim Clark,6.49,10,154,-0.10
5,0,19846,Brian Gay,5.98,11,184,E
6,0,23983,Luke Donald,5.17,6,116,+0.33
6,0,25190,Jeff Quinney,5.17,9,174,-0.11
8,0,21209,Sergio Garcia,5.00,4,80,E
9,0,02239,Scott Verplank,4.92,6,122,+0.17
10,0,20593,Greg Chalmers,4.84,9,186,+0.11
11,0,06643,Paul Goydos,4.73,7,148,+0.14
12,0,06514,Kevin Johnson,4.46,5,112,E
13,0,22378,Trevor Immelman,4.44,4,90,E
14,0,06012,Greg Kraft,4.35,4,92,+0.75
15,0,07457,Steve Flesch,4.29,6,140,+0.50
16,0,25396,Kevin Na,4.12,7,170,+0.14
17,0,01161,Mark Calcavecchia,3.95,3,76,E
18,0,29285,Brent Delahoussaye,3.92,4,102,+0.25
19,0,26420,Richard Johnson,3.85,6,156,+0.33
19,0,12755,Vance Veazey,3.85,4,104,+0.75
21,0,25720,Chad Collins,3.80,6,158,+0.17
22,0,10809,Jim Furyk,3.79,5,132,+0.20
23,0,08385,Omar Uresti,3.68,5,136,E
23,0,20160,Charlie Wi,3.68,7,190,+0.43
25,0,08075,Jerry Kelly,3.53,6,170,+0.17
26,0,20472,Alex Cejka,3.33,5,150,+0.60
26,0,08537,J.P. Hayes,3.33,5,150,E
26,0,27770,Camilo Villegas,3.33,4,120,+0.75
29,0,09011,David Duval,3.28,4,122,+0.25
30,0,32617,Jerod Turner,3.26,3,92,+0.67
31,0,25364,Paul Casey,3.13,3,96,-0.33
32,0,24227,Justin Bolli,3.06,3,98,E
33,0,24507,Jason Bohn,3.05,5,164,-0.20
34,0,22946,Henrik Bjornstad,3.03,4,132,E
35,0,22293,Heath Slocum,3.01,5,166,E
36,0,20127,Chris Riley,2.99,4,134,+0.75
37,0,01116,Michael Bradley,2.74,4,146,E
38,0,25686,Jason Dufner,2.60,4,154,+0.50
38,0,01320,Bob Estes,2.60,4,154,+1.00
40,0,20436,Garrett Willis,2.56,4,156,+0.75
41,0,10860,Justin Leonard,2.50,4,160,+0.25
42,0,23718,Nathan Green,2.44,4,164,+0.50
43,0,23613,Rich Barcelo,2.42,3,124,+1.00
43,0,20663,Brenden Pappas,2.42,3,124,+0.33
45,0,28780,Nicholas Thompson,2.38,4,168,+0.25
46,0,23325,Vaughn Taylor,2.30,4,174,E
47,0,12510,Chad Campbell,2.25,4,178,+1.00
48,0,01797,Rocco Mediate,2.24,3,134,+1.67
49,0,10585,Scott McCarron,2.22,4,180,+0.25
50,0,01724,Jeff Maggert,2.21,3,136,E
51,0,12705,Cliff Kresge,2.17,2,92,+1.50
51,0,20691,Greg Owen,2.17,3,138,E
53,0,21949,Joe Ogilvie,2.15,4,186,E
54,0,20098,Stuart Appleby,2.11,4,190,+0.75
54,0,28500,Martin Flores,2.11,3,142,+1.67
56,0,27060,John Mallinger,2.08,3,144,E
56,0,22122,Andrew McLardy,2.08,2,96,+1.00
56,0,12602,Dean Wilson,2.08,2,96,+1.00
59,0,21753,Brian Davis,2.02,4,198,+0.25
59,0,21961,Charles Howell III,2.02,4,198,E
61,0,01619,Skip Kendall,2.00,2,100,-0.50
