RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
37,0,23623,Bo Van Pelt,29.85,363,1216,-0.196
38,0,23307,Roger Tambellini,29.81,257,862,-0.125
39,0,20070,Matt Bettencourt,29.32,285,972,-0.193
40,0,21961,Charles Howell III,29.20,365,1250,-0.214
41,0,20157,Retief Goosen,28.59,211,738,-0.209
42,0,20378,Mathias Grönberg,28.08,196,698,-0.168
43,0,24781,Hunter Mahan,27.84,260,934,-0.242
44,0,28307,Matt Every,27.72,196,707,-0.143
45,0,23621,Rory Sabbatini,27.66,260,940,-0.215
46,0,11123,Chris Couch,27.58,227,823,-0.216
47,0,23409,James Driscoll,27.38,282,1030,-0.230
48,0,32102,Rickie Fowler,27.31,316,1157,-0.139
49,0,24502,Adam Scott,27.21,197,724,-0.218
50,0,23548,Bill Lunde,27.20,253,930,-0.182
51,0,22056,Cameron Percy,27.10,223,823,-0.135
52,0,20229,Stewart Cink,26.97,246,912,-0.211
52,0,24924,Bill Haas,26.97,281,1042,-0.189
54,0,26392,Chris Wilson,26.93,195,724,-0.062
55,0,27770,Camilo Villegas,26.54,207,780,-0.251
56,0,25632,Jimmy Walker,26.47,257,971,-0.136
57,0,26300,Matt Jones,25.90,288,1112,-0.181
58,0,01945,Kenny Perry,25.77,202,784,-0.183
59,0,27214,Kevin Streelman,25.72,287,1116,-0.160
60,0,21209,Sergio Garcia,25.60,128,500,-0.164
61,0,26289,Boo Weekley,25.56,264,1033,-0.174
62,0,20098,Stuart Appleby,25.45,312,1226,-0.179
63,0,29910,Blake Adams,25.41,265,1043,-0.177
64,0,24140,Sean O'Hair,25.38,231,910,-0.199
65,0,23353,J.J. Henry,25.30,278,1099,-0.212
66,0,26679,Kevin Stadler,25.20,253,1004,-0.186
67,0,28158,Steve Marino,24.94,220,882,-0.105
68,0,21959,Ted Purdy,24.64,257,1043,-0.160
69,0,27933,John Merrick,24.57,316,1286,-0.193
70,0,20766,Padraig Harrington,24.51,150,612,-0.167
71,0,26596,Ryan Moore,24.38,208,853,-0.163
72,0,12782,Tim Herron,24.22,233,962,-0.185
73,0,27613,David Lutterus,24.20,189,781,-0.021
74,0,20663,Brenden Pappas,23.95,183,764,-0.098
75,0,06522,Ernie Els,23.90,184,770,-0.266
76,0,22046,Geoff Ogilvy,23.86,167,700,-0.246
77,0,20645,John Senden,23.84,289,1212,-0.166
78,0,26695,Michael Letzig,23.79,265,1114,-0.238
79,0,24925,Jonathan Byrd,23.73,271,1142,-0.269
80,0,28780,Nicholas Thompson,23.53,252,1071,-0.131
81,0,21949,Joe Ogilvie,23.41,280,1196,-0.175
82,0,20105,Jeff Gove,23.16,142,613,-0.077
83,0,20686,Jeev Milkha Singh,22.99,166,722,-0.157
84,0,22122,Andrew McLardy,22.80,140,614,-0.050
85,0,01313,Steve Elkington,22.67,185,816,-0.238
86,0,20691,Greg Owen,22.60,195,863,-0.031
87,0,24912,Will MacKenzie,22.44,213,949,-0.178
88,0,09011,David Duval,22.19,172,775,-0.099
88,0,12714,Chris Tidland,22.19,211,951,-0.123
90,0,22946,Henrik Bjornstad,22.14,182,822,-0.121
90,0,01707,Steve Lowery,22.14,172,777,-0.140
92,0,10585,Scott McCarron,22.03,254,1153,-0.193
93,0,24490,George McNeill,21.82,213,976,-0.225
94,0,22405,Justin Rose,21.23,207,975,-0.217
95,0,32640,Troy Merritt,20.80,223,1072,-0.188
96,0,24361,Pat Perez,20.43,237,1160,-0.232
97,0,23638,Brendon de Jonge,20.41,258,1264,-0.256
97,0,08375,Paul Stankowski,20.41,151,740,-0.132
99,0,20574,Mathew Goggin,20.40,216,1059,-0.093
100,0,10885,Robert Allenby,20.37,174,854,-0.230
101,0,08725,Tom Gillis,20.18,253,1254,-0.186
102,0,24846,Ricky Barnes,19.70,227,1152,-0.181
103,0,25892,Steve Wheatcroft,19.60,158,806,-0.152
104,0,26287,Roland Thatcher,19.45,184,946,-0.065
105,0,23613,Rich Barcelo,19.41,157,809,-0.108
106,0,24663,Y.E. Yang,19.12,156,816,-0.237
107,0,27963,Chris Stroud,18.58,186,1001,-0.242
108,0,26301,James Nitties,18.40,207,1125,-0.164
109,0,28087,Kris Blanks,18.33,189,1031,-0.095
110,0,29221,Webb Simpson,18.08,231,1278,-0.147
111,0,01577,Lee Janzen,17.99,175,973,-0.166
112,0,06527,Steve Stricker,17.98,141,784,-0.284
113,0,31560,Brian Stuard,17.91,177,988,-0.124
114,0,01116,Michael Bradley,17.86,170,952,-0.171
115,0,06595,Kevin Sutherland,17.56,190,1082,-0.158
116,0,21731,Freddie Jacobson,17.47,188,1076,-0.165
117,0,24357,K.J. Choi,17.29,147,850,-0.224
118,0,25345,Carl Pettersson,17.27,199,1152,-0.296
119,0,06621,Joe Durant,17.17,136,792,-0.206
120,0,01320,Bob Estes,17.16,169,985,-0.207
121,0,23325,Vaughn Taylor,16.79,185,1102,-0.189
122,0,12755,Vance Veazey,16.77,112,668,-0.080
123,0,20572,Rod Pampling,16.63,162,974,-0.080
124,0,26882,Michael Sim,16.62,123,740,-0.203
125,0,23108,Matt Kuchar,16.60,174,1048,-0.241
126,0,01766,Billy Mayfair,16.45,149,906,-0.121
127,0,27060,John Mallinger,16.32,148,907,-0.155
128,0,12510,Chad Campbell,16.12,182,1129,-0.187
129,0,24138,Ian Poulter,16.03,76,474,-0.105
130,0,10425,Jay Williamson,15.90,135,849,-0.119
131,0,24227,Justin Bolli,15.04,88,585,+0.068
132,0,12705,Cliff Kresge,15.02,94,626,-0.085
133,0,25686,Jason Dufner,15.00,144,960,-0.160
134,0,06515,Shaun Micheel,14.82,110,742,-0.218
135,0,22378,Trevor Immelman,14.79,88,595,-0.205
136,0,28620,Aron Price,14.78,128,866,-0.180
137,0,06004,Stephen Ames,14.76,142,962,-0.183
138,0,08537,J.P. Hayes,14.69,139,946,-0.079
139,0,26951,Johnson Wagner,14.65,151,1031,-0.152
140,0,12652,Cameron Beckman,14.22,117,823,-0.111
141,0,27466,Spencer Levin,14.00,191,1364,-0.209
142,0,01161,Mark Calcavecchia,13.88,64,461,-0.078
143,0,25240,D.A. Points,13.83,152,1099,-0.217
144,0,20160,Charlie Wi,13.81,171,1238,-0.205
145,0,32617,Jerod Turner,13.67,76,556,-0.013
146,0,23718,Nathan Green,13.63,154,1130,-0.195
147,0,07867,Woody Austin,13.25,153,1155,-0.150
148,0,23541,Ben Crane,13.23,122,922,-0.082
149,0,24024,Zach Johnson,13.13,138,1051,-0.167
150,0,21878,Mark Wilson,12.86,142,1104,-0.127
151,0,24507,Jason Bohn,12.57,129,1026,-0.233
152,0,01724,Jeff Maggert,12.43,109,877,-0.101
153,0,07749,Brett Quigley,12.34,151,1224,-0.212
154,0,10809,Jim Furyk,12.32,103,836,-0.252
155,0,20498,Briny Baird,12.28,135,1099,-0.252
156,0,06251,Chris DiMarco,12.20,132,1082,-0.152
157,0,20436,Garrett Willis,11.93,118,989,-0.246
158,0,02206,David Toms,11.40,111,974,-0.234
159,0,22293,Heath Slocum,11.35,116,1022,-0.078
160,0,01797,Rocco Mediate,11.33,96,847,-0.146
161,0,20127,Chris Riley,11.28,99,878,-0.152
162,0,12602,Dean Wilson,11.16,73,654,-0.110
163,0,21350,Ryuji Imada,11.01,129,1172,-0.085
164,0,01619,Skip Kendall,10.82,74,684,-0.230
165,0,10860,Justin Leonard,10.67,107,1003,-0.140
166,0,21753,Brian Davis,10.49,130,1239,-0.200
167,0,01948,Tim Petrovic,10.45,137,1311,-0.234
168,0,23800,Bryce Molder,10.43,106,1016,-0.245
169,0,25396,Kevin Na,10.24,108,1055,-0.269
170,0,23673,Michael Connell,10.22,110,1076,-0.127
171,0,02239,Scott Verplank,9.86,77,781,-0.273
172,0,23983,Luke Donald,9.81,72,734,-0.208
173,0,06514,Kevin Johnson,9.66,66,683,-0.106
174,0,08075,Jerry Kelly,9.60,110,1146,-0.118
175,0,27649,Brandt Snedeker,9.50,99,1042,-0.192
176,0,23135,Tim Clark,9.41,89,946,-0.191
177,0,29285,Brent Delahoussaye,9.33,61,654,-0.148
178,0,25720,Chad Collins,9.29,97,1044,-0.186
179,0,20593,Greg Chalmers,9.27,112,1208,-0.116
180,0,20472,Alex Cejka,9.21,87,945,-0.126
181,0,07457,Steve Flesch,8.99,81,901,-0.074
182,0,10423,Mike Weir,8.45,47,556,-0.255
183,0,01941,Tom Pernice Jr.,8.27,67,810,-0.134
184,0,06012,Greg Kraft,8.10,44,543,+0.068
185,0,26420,Richard Johnson,7.66,78,1018,-0.231
186,0,25190,Jeff Quinney,7.57,84,1110,-0.345
187,0,07363,Craig Bowden,5.67,38,670,-0.026
188,0,08385,Omar Uresti,5.66,48,848,-0.104
189,0,22621,Ben Curtis,5.41,50,924,-0.300
190,0,06643,Paul Goydos,5.33,49,920,-0.020
191,0,01329,Brad Faxon,5.10,34,667,-0.206
192,0,19846,Brian Gay,4.45,51,1146,-0.176
