RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,23322,Brett Wetterich,38.89,42,108,+3.98
2,0,23349,Charles Warren,38.39,43,112,+3.23
3,0,01706,Davis Love III,37.67,55,146,+3.40
4,0,01249,John Daly,37.25,38,102,+3.63
5,0,28237,Rory McIlroy,36.36,32,88,+3.84
6,0,25804,Bubba Watson,36.00,54,150,+3.83
7,0,30925,Dustin Johnson,35.71,50,140,+3.84
8,0,22371,Aaron Baddeley,34.24,63,184,+4.14
9,0,22056,Cameron Percy,34.09,45,132,+3.67
10,0,27120,Troy Matteson,33.33,56,168,+3.86
11,0,30946,Alex Prugh,33.14,57,172,+3.67
12,0,12716,Charley Hoffman,33.13,55,166,+3.80
13,0,01810,Phil Mickelson,32.81,42,128,+4.24
14,0,27436,Graham DeLaet,31.71,52,164,+3.46
15,0,26881,Jarrod Lyle,31.52,29,92,+3.52
16,0,27141,J.B. Holmes,31.25,60,192,+3.85
17,0,20848,Ángel Cabrera,31.13,33,106,+3.55
18,0,24502,Adam Scott,31.03,36,116,+3.58
19,0,24358,Robert Garrigus,30.77,40,130,+3.43
20,0,25562,Andres Romero,30.14,44,146,+3.61
21,0,25632,Jimmy Walker,30.13,47,156,+3.98
22,0,23788,D.J. Trahan,29.89,55,184,+3.75
23,0,23307,Roger Tambellini,29.71,41,138,+3.34
24,0,20691,Greg Owen,28.99,40,138,+3.63
25,0,28089,Jason Day,28.85,45,156,+3.69
26,0,21961,Charles Howell III,28.79,57,198,+3.93
27,0,27095,Nick Watney,28.29,43,152,+3.91
28,0,26679,Kevin Stadler,28.21,44,156,+3.57
29,0,25818,Scott Piercy,27.84,49,176,+3.63
30,0,27613,David Lutterus,27.78,35,126,+3.54
31,0,23409,James Driscoll,27.56,43,156,+3.65
32,0,24490,George McNeill,27.27,42,154,+3.55
33,0,27936,Martin Laird,26.97,48,178,+3.38
34,0,26695,Michael Letzig,26.79,45,168,+3.27
35,0,27797,Derek Lamely,26.71,39,146,+3.82
36,0,32102,Rickie Fowler,26.60,50,188,+3.80
37,0,24924,Bill Haas,26.54,43,162,+3.63
