RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,02131,Mike Springer,272,35
2,0,19846,Brian Gay,266,46
3,0,02110,Jerry Smith,264,153
4,0,11653,Paul Curry,258,94
4,0,02294,Willie Wood,258,47
6,0,01175,Jim Carter,250,81
7,0,01926,Steve Pate,248,6
8,0,02104,Jeff Sluman,245,62
9,0,01723,Andrew Magee,243,92
10,0,01385,Jim Gallagher Jr.,241,97
11,0,10809,Jim Furyk,239,2
12,0,08075,Jerry Kelly,238,71
12,0,01685,J.L. Lewis,238,50
14,0,06595,Kevin Sutherland,236,1
15,0,01533,P.H. Horgan III,229,48
16,0,01093,Ronnie Black,228,25
17,0,01307,Joel Edwards,223,49
18,0,20229,Stewart Cink,222,21
18,0,01320,Bob Estes,222,5
20,0,02239,Scott Verplank,220,22
21,0,08793,Tiger Woods,218,51
22,0,06140,Sean Murphy,211,23
23,0,01196,Brian Claar,210,33
24,0,02223,Bob Tway,208,88
25,0,02007,Larry Rinker,206,36
26,0,08537,J.P. Hayes,205,2
26,0,01599,Steve Jones,205,205
28,0,01549,Mike Hulbert,204,13
29,0,01378,David Frost,202,6
30,0,01810,Phil Mickelson,201,105
31,0,06012,Greg Kraft,200,9
32,0,01329,Brad Faxon,198,26
32,0,06078,Esteban Toledo,198,198
34,0,20095,Carl Paulson,196,6
35,0,01771,Blaine McCallister,195,81
36,0,12645,Brent Geiberger,193,39
36,0,20445,Casey Martin,193,46
38,0,06617,Brian Henninger,192,192
39,0,01943,Chris Perry,191,12
39,0,23034,Brent Schwarzrock,191,7
41,0,23125,Brad Elder,189,109
42,0,06527,Steve Stricker,188,44
43,0,02218,Ted Tryba,186,7
44,0,06643,Paul Goydos,185,9
44,0,01968,Nick Price,185,30
46,0,01823,Larry Mize,184,44
46,0,01945,Kenny Perry,184,36
48,0,02159,Curtis Strange,182,30
49,0,01040,Emlyn Aubrey,181,19
49,0,06251,Chris DiMarco,181,6
51,0,01927,Dennis Paulson,180,18
52,0,01139,Olin Browne,178,2
52,0,01219,John Cook,178,14
52,0,10963,Jimmy Green,178,14
52,0,06044,Scott Gump,178,42
56,0,10860,Justin Leonard,177,62
56,0,01941,Tom Pernice Jr.,177,46
56,0,10423,Mike Weir,177,74
59,0,20094,Jonathan Kaye,176,18
59,0,12753,David Morland IV,176,42
61,0,01063,Ben Bates,175,5
62,0,07749,Brett Quigley,173,173
62,0,02279,Mark Wiebe,173,54
64,0,10944,Thomas Bjørn,172,2
64,0,01132,Mark Brooks,172,131
64,0,19822,Bobby Cochran,172,42
64,0,08545,Glen Hnatiuk,172,9
68,0,20099,Doug Barron,171,7
68,0,08635,Colin Montgomerie,171,22
70,0,06088,Steve Gotsche,170,39
71,0,12449,Ryan Howison,169,43
72,0,01035,Tommy Armour III,168,58
72,0,01761,Len Mattiace,168,87
74,0,01042,Paul Azinger,167,124
74,0,01331,Rick Fehr,167,13
76,0,06004,Stephen Ames,164,1
76,0,01510,Nolan Henke,164,77
76,0,06373,José María Olazábal,164,47
79,0,07101,Dave Stockton Jr.,163,11
80,0,24356,Jason Buha,162,56
80,0,01527,Scott Hoch,162,162
80,0,10585,Scott McCarron,162,162
83,0,10569,Mike Brisky,160,17
83,0,01766,Billy Mayfair,160,3
83,0,10213,Dicky Pride,160,4
86,0,12823,Carlos Franco,159,6
86,0,20766,Padraig Harrington,159,159
86,0,10117,Bob Heintz,159,17
86,0,08375,Paul Stankowski,159,21
90,0,01619,Skip Kendall,158,80
91,0,20593,Greg Chalmers,157,39
91,0,01418,Bill Glasson,157,6
91,0,11032,Frank Lickliter II,157,50
94,0,01185,Brandel Chamblee,156,6
94,0,21805,Harrison Frazar,156,17
94,0,01457,Jay Haas,156,19
97,0,07457,Steve Flesch,155,6
97,0,01707,Steve Lowery,155,92
97,0,01975,Tom Purtzer,155,155
97,0,08385,Omar Uresti,155,6
101,0,01887,Mark O'Meara,154,22
102,0,01203,Russ Cochran,153,70
102,0,01553,John Huston,153,57
102,0,02206,David Toms,153,1
105,0,07363,Craig Bowden,152,12
105,0,21949,Joe Ogilvie,152,34
105,0,02170,Hal Sutton,152,17
108,0,02267,D.A. Weibring,151,60
108,0,10425,Jay Williamson,151,40
110,0,01706,Davis Love III,150,25
110,0,11011,Mike Sposa,150,83
110,0,20396,Lee Westwood,150,39
113,0,08931,Glen Day,149,16
113,0,01569,Peter Jacobsen,149,9
113,0,08993,Franklin Langham,149,27
113,0,06515,Shaun Micheel,149,9
117,0,10649,Tom Scherrer,147,4
118,0,06332,Neal Lancaster,146,2
119,0,20043,Edward Fryatt,144,70
119,0,20157,Retief Goosen,144,43
121,0,01996,Mike Reid,143,2
122,0,01724,Jeff Maggert,142,35
123,0,01489,Steve Hart,141,0
123,0,08547,John Maginnes,141,25
123,0,20127,Chris Riley,141,70
126,0,01157,Tom Byrum,140,66
127,0,24357,K.J. Choi,139,59
127,0,12388,Michael Clark II,139,90
127,0,01261,Jay Delsing,139,15
130,0,10885,Robert Allenby,138,12
130,0,01191,Barry Cheesman,138,24
130,0,06522,Ernie Els,138,12
130,0,01326,Nick Faldo,138,0
134,0,12782,Tim Herron,137,25
134,0,06431,Jean Van de Velde,137,18
136,0,01098,Jay Don Blake,136,10
136,0,07763,Doug Dunakey,136,86
136,0,10457,Frank Nobilo,136,9
139,0,12680,Shigeki Maruyama,135,2
139,0,01755,Dick Mast,135,4
139,0,06350,Bob May,135,18
139,0,01783,Mark McCumber,135,8
143,0,07753,Kevin Wentworth,134,47
144,0,02133,Craig Stadler,133,73
145,0,01226,Fred Couples,132,12
145,0,01346,Ed Fiori,132,22
145,0,06573,Brandt Jobe,132,6
145,0,06567,Vijay Singh,132,26
149,0,20098,Stuart Appleby,131,44
149,0,06014,Eric Booker,131,64
149,0,01323,Brad Fabel,131,18
149,0,08535,Gary Nicklaus,131,0
153,0,01306,David Edwards,130,22
153,0,06090,Jim McGovern,130,7
155,0,09011,David Duval,129,13
155,0,10962,Bradley Hughes,129,81
155,0,01869,Jack Nicklaus,129,33
158,0,21007,Gabriel Hjertstedt,128,10
158,0,01717,Sandy Lyle,128,42
158,0,02010,Loren Roberts,128,9
158,0,02245,Grant Waite,128,14
162,0,12660,Jesper Parnevik,127,0
162,0,02101,Joey Sindelar,127,21
164,0,01024,Billy Andrade,126,4
164,0,01388,Robert Gamez,126,26
166,0,20992,Kazuhiko Hosokawa,125,12
166,0,08045,Perry Moss,125,28
168,0,06621,Joe Durant,124,14
168,0,06575,Dudley Hart,124,17
168,0,01797,Rocco Mediate,124,37
168,0,22913,John Rollins,124,67
172,0,12652,Cameron Beckman,123,4
172,0,06036,Scott Dunlap,123,35
174,0,01381,Fred Funk,122,62
174,0,02214,Kirk Triplett,122,20
176,0,01282,Trevor Dodds,121,0
176,0,01376,Bob Friend,121,32
176,0,01920,Craig Parry,121,58
176,0,21452,Steve Scott,121,22
180,0,20029,Notah Begay III,120,7
180,0,06315,Pete Jordan,120,84
182,0,01666,Bernhard Langer,118,5
183,0,01435,Wayne Grady,117,17
184,0,19824,Craig Barlow,115,62
184,0,19904,Paul Lawrie,115,16
184,0,20601,Gary Orr,115,24
187,0,12661,Todd Barranger,114,18
187,0,23614,Rich Beem,114,109
187,0,01876,Greg Norman,114,6
187,0,02023,Clarence Rose,114,3
187,0,02246,Duffy Waldorf,114,86
192,0,21209,Sergio Garcia,112,25
193,0,01161,Mark Calcavecchia,111,1
193,0,10201,Matt Gogel,111,40
193,0,20105,Jeff Gove,111,66
193,0,21593,Keith Nolan,111,46
197,0,08243,Aaron Bengoechea,110,43
198,0,06795,Jeff Freeman,109,34
198,0,02257,Brian Watts,109,23
200,0,01577,Lee Janzen,108,32
200,0,10912,Craig Perks,108,75
200,0,02135,Mike Standly,108,26
203,0,01068,Andy Bean,107,5
203,0,01096,Phil Blackmar,107,0
203,0,20474,Phillip Price,107,7
203,0,06613,Tommy Tolles,107,36
207,0,01014,Fulton Allem,106,9
207,0,19881,Robert Damron,106,11
207,0,01928,Corey Pavin,106,19
207,0,06062,Charles Raulerson,106,63
207,0,23389,John Restino,106,7
207,0,23621,Rory Sabbatini,106,28
207,0,06581,David Sutherland,106,40
214,0,06809,Bob Burns,105,7
214,0,01958,Dan Pohl,105,105
216,0,21806,Paul Gow,104,104
216,0,02256,Tom Watson,104,104
218,0,01156,Curt Byrum,103,39
218,0,01249,John Daly,103,16
218,0,01690,Bruce Lietzke,103,1
218,0,02322,Richard Zokol,103,33
222,0,01200,Keith Clearwater,101,64
222,0,01408,Kelly Gibson,101,1
222,0,20574,Mathew Goggin,101,66
222,0,02230,Stan Utley,101,56
226,0,01414,Bob Gilder,100,92
226,0,01905,Joe Ozaki,100,19
228,0,01374,Robin Freeman,99,17
228,0,01468,Gary Hallberg,99,75
228,0,01677,Tom Lehman,99,99
231,0,21961,Charles Howell III,98,43
232,0,01142,Bart Bryant,97,18
233,0,07867,Woody Austin,96,6
233,0,01960,Don Pooley,96,8
235,0,01361,Dan Forsman,95,84
236,0,01224,Jeff Coston,94,94
236,0,24502,Adam Scott,94,36
236,0,23322,Brett Wetterich,94,20
239,0,01072,Chip Beck,93,15
239,0,12626,Joey Gullion,93,6
239,0,22064,Craig Spence,93,42
242,0,23656,Jason Caron,92,69
243,0,01334,Keith Fergus,91,20
243,0,01938,David Peoples,91,1
243,0,02321,Fuzzy Zoeller,91,3
246,0,01235,Ben Crenshaw,89,12
247,0,06064,Jeff Gallagher,87,87
248,0,01116,Michael Bradley,86,86
249,0,20566,Kaname Yokoo,85,31
250,0,02049,Gene Sauers,84,11
251,0,01682,Wayne Levi,82,12
252,0,19958,Miguel Angel Jiménez,81,22
253,0,01127,Danny Briggs,80,3
253,0,20548,Hidemichi Tanaka,80,58
255,0,19972,José Coceres,79,79
255,0,01475,Donnie Hammond,79,34
255,0,02020,Eduardo Romero,79,79
258,0,06034,Marco Dawson,78,24
259,0,01313,Steve Elkington,77,6
260,0,01284,Mike Donald,75,67
260,0,02167,Mike Sullivan,75,3
260,0,02300,Ian Woosnam,75,75
263,0,23338,David Gossett,74,74
264,0,19825,Darren Clarke,73,41
264,0,02242,Lanny Wadkins,73,34
266,0,01302,R.W. Eaks,72,72
266,0,06270,Bobby Gage,72,3
266,0,01495,Morris Hatalsky,72,72
266,0,19932,Nic Henning,72,72
266,0,10821,Toshi Izawa,72,72
266,0,21894,Bobby Kalinowski,72,11
266,0,12454,Mario Tiziani,72,72
266,0,22746,Steven Young,72,72
274,0,20771,Steven Alker,71,71
274,0,23349,Charles Warren,71,71
276,0,01060,Dave Barr,70,39
277,0,20035,Rob McMillan,67,40
278,0,24925,Jonathan Byrd,66,66
278,0,12714,Chris Tidland,66,27
280,0,19970,Robert Karlsson,65,65
281,0,12461,Paul McGinley,63,52
282,0,23552,Hank Kuehne,62,3
282,0,08553,Lee Porter,62,3
282,0,01998,Jack Renner,62,10
285,0,19968,Jeff Williams,61,61
286,0,01143,Brad Bryant,60,37
286,0,07569,Mark Carnevale,60,60
286,0,01824,Yoshinori Mizumaki,60,7
289,0,19905,Andrew Coltart,59,22
289,0,08337,Mike Heinen,59,10
289,0,23620,Pat Nanney Jr.,59,59
289,0,02191,Tim Thelen,59,11
289,0,21129,Chris Wollmann,59,12
294,0,01891,David Ogrin,58,46
295,0,01370,Will Frantz,57,57
295,0,01633,Tom Kite,57,7
295,0,24940,Edward Loar,57,2
295,0,01984,Sam Randolph,57,57
295,0,02076,Peter Senior,57,57
300,0,02042,Doug Sanders,56,15
301,0,01906,Masashi Jumbo Ozaki,55,14
301,0,21489,Nobuhito Sato,55,55
303,0,01001,Tommy Aaron,54,17
303,0,01639,Kenny Knox,54,54
303,0,06731,Jeff Roth,54,54
303,0,10981,Bryan Sullivan,54,54
303,0,20812,Tjaart van der Walt,54,54
308,0,07003,David Berganio Jr.,53,23
308,0,01559,Hale Irwin,53,18
308,0,25031,Andy Miller,53,6
311,0,24604,Hunter Haas,52,0
311,0,02067,Ted Schulz,52,2
313,0,22371,Aaron Baddeley,51,28
313,0,01491,Rick Hartmann,51,6
313,0,25115,Michael Kirk,51,51
313,0,25081,James Sullivan,51,0
317,0,24450,Greg Avant,49,49
317,0,01560,David Ishii,49,9
317,0,02229,Brett Upper,49,49
320,0,23983,Luke Donald,48,10
320,0,24481,Randy Marchman,48,1
322,0,24565,Jorge Benedetti,47,6
323,0,10565,Ian Leggatt,46,3
323,0,07007,Stephen Sear,46,28
323,0,02241,Bobby Wadkins,46,35
326,0,20721,Darren Fichardt,45,43
326,0,07393,Chris Toulson,45,12
326,0,21878,Mark Wilson,45,26
329,0,20939,Keiichiro Fukabori,44,27
329,0,21959,Ted Purdy,44,24
329,0,10217,Warren Schutte,44,6
329,0,24742,Bruce Smith,44,7
329,0,02196,Robert Thompson,44,31
329,0,22652,Brent Winston,44,44
335,0,06197,Michael Allen,43,43
335,0,06214,Guy Boros,43,2
335,0,12387,Michael Christie,43,20
335,0,01197,Bobby Clampett,43,5
335,0,06659,Frank Dobbs,43,9
340,0,01604,Steve Jurgensen,42,13
340,0,20387,Jarmo Sandelin,42,42
342,0,20848,Ángel Cabrera,41,24
342,0,20400,Michael Campbell,41,9
344,0,20218,Shingo Katayama,40,12
344,0,06320,Tony Kelley,40,26
346,0,01444,Ken Green,39,22
346,0,20378,Mathias Grönberg,39,1
346,0,24674,Sung Lee,39,6
346,0,20505,Lucas Parsons,39,32
350,0,25083,Jeremy Anderson,38,0
350,0,01355,Raymond Floyd,38,19
350,0,01469,Dan Halldorson,38,25
350,0,20597,Steve Hummel,38,38
350,0,07775,Jeff Schmid,38,1
350,0,23969,Graeme Storm,38,16
356,0,10887,Ted Oh,37,4
357,0,01021,Chris Anderson,36,36
357,0,01051,Seve Ballesteros,36,36
357,0,01114,Bob Boyd,36,36
357,0,10853,Jimmie Brothers,36,36
357,0,07143,Chris Campbell,36,36
357,0,08659,James Contreras,36,36
357,0,10909,Rett Crowder,36,36
357,0,22621,Ben Curtis,36,36
357,0,01266,Clark Dennis,36,36
357,0,07529,Tim Dunlavey,36,36
357,0,24966,John Ehrgott,36,36
357,0,24276,Matt Filipowicz,36,36
357,0,12695,Robert Floyd,36,2
357,0,11134,Danny Green,36,36
357,0,21608,Terry Hatch,36,36
357,0,25050,Mark Henderson,36,36
357,0,01611,Richie Karl,36,36
357,0,24541,Cho-Chuan Lee,36,36
357,0,24879,Bill Mackedon,36,36
357,0,24781,Hunter Mahan,36,36
357,0,06347,James Mason,36,36
357,0,10725,Joe McCormick,36,36
357,0,12781,Scott Medlin,36,36
357,0,25114,Eric Meichtry,36,36
357,0,21185,Takao Nogami,36,33
357,0,23985,Chris O'Connor,36,36
357,0,20628,Arron Oberholser,36,36
357,0,06054,Sean Pacetti,36,36
357,0,01964,Greg Powers,36,36
357,0,22732,Brian Rowell,36,36
357,0,24566,Adam Rushin,36,36
357,0,21282,Matt Sharkey,36,36
357,0,06409,Brad Sherfy,36,36
357,0,23191,Mark Slawter,36,36
357,0,02128,Dave Spengler,36,36
357,0,02148,Ray Stewart,36,36
357,0,18883,Jim Sullivan,36,36
357,0,20773,Taichi Teshima,36,36
357,0,02207,Sam Torrance,36,36
357,0,24852,Mike Troy,36,36
357,0,07269,Greg Turner,36,36
357,0,02261,Doug Weaver,36,36
357,0,02298,Jim Woodward,36,36
400,0,05119,John Cleary,35,35
400,0,25047,Kent Fukushima,35,35
400,0,24449,Parker McLachlin,35,0
400,0,01910,Arnold Palmer,35,10
400,0,10215,Charlie Rymer,35,15
405,0,24673,Jeff Brown,34,34
405,0,24494,Erik Compton,34,34
405,0,20763,Pierre Fulke,34,22
405,0,01417,Ronny Glanton,34,34
405,0,01557,John Inman,34,34
405,0,01626,Karl Kimball,34,0
405,0,01785,Shawn McEntee,34,9
405,0,23776,Garrett Morrison,34,34
405,0,01878,Andy North,34,6
405,0,12663,Phil Tataurangi,34,2
415,0,01133,Billy Ray Brown,33,29
415,0,01181,Jon Chaffee,33,33
415,0,24496,Brad Hauer,33,2
415,0,21522,Rick Heath,33,0
415,0,19823,David Howser,33,20
415,0,20613,Brian Hull,33,19
415,0,02038,Ed Sabo,33,33
415,0,02224,Greg Twiggs,33,0
415,0,20090,Mac Wylie,33,1
424,0,24846,Ricky Barnes,32,32
424,0,24927,Jeff Budd,32,2
424,0,12393,Rodney Butcher,32,22
424,0,12510,Chad Campbell,32,32
424,0,11048,Angel Franco,32,7
424,0,23903,Stephen Gangluff,32,19
424,0,21849,Bruce Heuchan,32,32
424,0,10881,Brian Kontak,32,10
424,0,24482,Paul Parlane,32,19
424,0,02033,Dave Rummells,32,3
424,0,06076,Jim Schuman,32,3
435,0,01097,James Blair,31,31
435,0,08123,Jeff Brehaut,31,31
435,0,01124,Gay Brewer,31,31
435,0,01215,Charles Coody,31,31
435,0,01350,Pat Fitzsimons,31,1
435,0,01522,Lon Hinkle,31,6
435,0,08419,Shawn Kelly,31,1
435,0,20060,Bradley Martin,31,31
435,0,01955,Gary Player,31,31
435,0,25051,Alain Trudeau,31,3
435,0,22928,Dave Wilcox,31,31
435,0,06130,Jeffrey Wilson,31,0
447,0,21406,Carl Alexander,30,5
447,0,24507,Jason Bohn,30,30
447,0,06721,Bob Borowicz,30,15
447,0,01117,Steve Brady,30,30
447,0,25108,Chip Deason,30,5
447,0,24452,John Douma,30,5
447,0,21350,Ryuji Imada,30,30
447,0,23108,Matt Kuchar,30,3
447,0,24851,Rick Stimmel,30,1
456,0,08083,Michael Combs,29,29
