RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,20766,Padraig Harrington,34' 2",74,2528.000,+3.00
2,0,06197,Michael Allen,35' 4",145,5118.000,+21.00
2,0,08793,Tiger Woods,35' 4",58,2047.250,-6.00
4,0,02214,Kirk Triplett,35' 6",55,1954.583,+4.00
5,0,20498,Briny Baird,35' 10",98,3511.083,-1.00
6,0,20099,Doug Barron,37' 6",108,4051.250,+23.00
7,0,23621,Rory Sabbatini,37' 7",130,4887.417,+12.00
8,0,20472,Alex Cejka,38' 4",162,6205.667,+28.00
8,0,06567,Vijay Singh,38' 4",161,6177.250,+9.00
10,0,11032,Frank Lickliter II,38' 5",113,4342.583,+12.00
11,0,21753,Brian Davis,38' 9",109,4226.667,+17.00
12,0,08835,Kris Cox,38' 11",121,4713.750,+16.00
12,0,06012,Greg Kraft,38' 11",95,3697.750,+15.00
14,0,25842,Jon Mills,39' 0",102,3978.083,+22.00
15,0,20691,Greg Owen,39' 3",107,4199.333,+3.00
16,0,06527,Steve Stricker,39' 5",78,3077.167,+1.00
17,0,20121,Todd Fischer,39' 7",150,5934.083,+20.00
18,0,24507,Jason Bohn,39' 9",113,4494.583,+13.00
18,0,12760,Danny Ellis,39' 9",94,3735.167,+13.00
20,0,02206,David Toms,39' 11",74,2953.167,+7.00
21,0,01161,Mark Calcavecchia,40' 0",104,4156.583,+15.00
22,0,02223,Bob Tway,40' 1",128,5132.250,+28.00
23,0,23048,Eric Axley,40' 2",134,5382.167,+14.00
24,0,22913,John Rollins,40' 3",96,3860.000,+12.00
24,0,28780,Nicholas Thompson,40' 3",129,5191.583,+27.00
26,0,21646,David Branshaw,40' 4",108,4360.167,+9.00
26,0,01249,John Daly,40' 4",70,2823.083,+20.00
26,0,01945,Kenny Perry,40' 4",105,4233.667,+15.00
29,0,27943,Matt Hansen,40' 5",118,4764.917,+22.00
30,0,24925,Jonathan Byrd,40' 6",79,3199.000,+7.00
31,0,22892,Jason Gore,40' 8",116,4714.667,+16.00
31,0,12782,Tim Herron,40' 8",125,5085.750,+12.00
31,0,22378,Trevor Immelman,40' 8",102,4146.167,+8.00
34,0,23614,Rich Beem,41' 2",114,4693.333,+16.00
34,0,19913,Ron Whittaker,41' 2",78,3212.417,+22.00
36,0,01388,Robert Gamez,41' 4",104,4298.083,+23.00
36,0,21949,Joe Ogilvie,41' 4",145,5987.583,+25.00
36,0,28475,Jeff Overton,41' 4",147,6075.333,+17.00
39,0,20850,Daniel Chopra,41' 5",160,6629.667,+15.00
39,0,10860,Justin Leonard,41' 5",80,3313.167,+13.00
39,0,23320,Ryan Palmer,41' 5",135,5593.917,+20.00
42,0,19846,Brian Gay,41' 6",137,5690.417,+19.00
42,0,01823,Larry Mize,41' 6",58,2405.167,+10.00
44,0,25900,Lucas Glover,41' 7",161,6699.750,+33.00
44,0,27141,J.B. Holmes,41' 7",123,5116.583,+20.00
46,0,26360,Bubba Dickerson,41' 9",139,5806.417,+21.00
46,0,02104,Jeff Sluman,41' 9",135,5640.000,+16.00
46,0,27770,Camilo Villegas,41' 9",156,6515.333,+9.00
49,0,24924,Bill Haas,41' 10",154,6443.833,+7.00
49,0,01761,Len Mattiace,41' 10",95,3974.333,+16.00
49,0,25804,Bubba Watson,41' 10",139,5813.250,+6.00
52,0,06350,Bob May,42' 0",121,5084.667,+3.00
52,0,23307,Roger Tambellini,42' 0",98,4112.333,+14.00
54,0,01024,Billy Andrade,42' 1",109,4590.167,+19.00
54,0,07867,Woody Austin,42' 1",142,5971.417,+16.00
54,0,27120,Troy Matteson,42' 1",176,7404.583,+15.00
54,0,24502,Adam Scott,42' 1",78,3280.750,+12.00
58,0,07457,Steve Flesch,42' 2",147,6199.250,+7.00
59,0,20631,David McKenzie,42' 3",97,4100.000,+17.00
59,0,20127,Chris Riley,42' 3",87,3678.250,+5.00
61,0,22946,Henrik Bjornstad,42' 4",148,6265.250,+17.00
61,0,12716,Charley Hoffman,42' 4",149,6312.417,+20.00
61,0,21350,Ryuji Imada,42' 4",183,7749.667,+23.00
61,0,12680,Shigeki Maruyama,42' 4",142,6010.333,+9.00
65,0,21805,Harrison Frazar,42' 5",118,5000.917,+16.00
65,0,20608,David Howell,42' 5",44,1866.167,+12.00
65,0,22405,Justin Rose,42' 5",154,6530.333,+23.00
68,0,25936,Alex Aragon,42' 7",117,4983.167,+16.00
68,0,24138,Ian Poulter,42' 7",39,1659.750,+6.00
70,0,02101,Joey Sindelar,42' 9",117,5004.917,+30.00
71,0,08123,Jeff Brehaut,42' 10",115,4926.500,+8.00
71,0,12823,Carlos Franco,42' 10",166,7109.583,+23.00
73,0,06621,Joe Durant,42' 11",98,4204.250,+21.00
73,0,06643,Paul Goydos,42' 11",84,3604.750,+11.00
75,0,01706,Davis Love III,43' 1",114,4915.500,+17.00
76,0,20157,Retief Goosen,43' 2",111,4790.750,+16.00
77,0,01219,John Cook,43' 3",83,3591.167,+15.00
77,0,23718,Nathan Green,43' 3",160,6921.000,+16.00
77,0,08075,Jerry Kelly,43' 3",112,4840.583,+17.00
77,0,07013,Wes Short Jr.,43' 3",164,7090.500,+34.00
81,0,06251,Chris DiMarco,43' 4",92,3987.000,+21.00
81,0,23788,D.J. Trahan,43' 4",129,5586.917,+33.00
83,0,20548,Hidemichi Tanaka,43' 5",117,5082.417,+28.00
83,0,27095,Nick Watney,43' 5",150,6514.250,+10.00
85,0,01142,Bart Bryant,43' 6",77,3351.000,+15.00
85,0,10565,Ian Leggatt,43' 6",145,6303.000,+26.00
85,0,01928,Corey Pavin,43' 6",71,3086.250,+13.00
85,0,21959,Ted Purdy,43' 6",109,4740.250,+15.00
85,0,22293,Heath Slocum,43' 6",97,4217.000,+7.00
90,0,01139,Olin Browne,43' 7",155,6759.750,+40.00
90,0,22621,Ben Curtis,43' 7",94,4096.583,+17.00
90,0,09011,David Duval,43' 7",132,5754.583,+23.00
90,0,01381,Fred Funk,43' 7",100,4355.333,+16.00
90,0,21660,Jason Schultz,43' 7",110,4797.833,+21.00
90,0,02239,Scott Verplank,43' 7",56,2438.833,+15.00
96,0,01042,Paul Azinger,43' 8",121,5287.083,+20.00
96,0,20105,Jeff Gove,43' 8",139,6063.917,+18.00
96,0,12662,Thomas Levet,43' 8",72,3145.417,+16.00
99,0,10505,Shane Bertsch,43' 9",144,6299.750,+19.00
99,0,01226,Fred Couples,43' 9",71,3104.750,-1.00
99,0,20634,Peter Lonard,43' 9",117,5114.833,+15.00
99,0,20572,Rod Pampling,43' 9",113,4944.083,+10.00
103,0,24358,Robert Garrigus,43' 10",125,5481.667,+33.00
104,0,22548,Patrick Sheehan,43' 11",104,4570.833,+11.00
105,0,19881,Robert Damron,44' 0",116,5101.083,+19.00
105,0,01619,Skip Kendall,44' 0",65,2862.333,+6.00
107,0,07223,Brian Bateman,44' 1",110,4848.417,+18.00
107,0,21470,Daisuke Maruyama,44' 1",105,4626.333,+13.00
109,0,21961,Charles Howell III,44' 2",160,7065.250,+12.00
110,0,06575,Dudley Hart,44' 3",136,6021.333,+13.00
110,0,20094,Jonathan Kaye,44' 3",115,5088.917,+17.00
110,0,25240,D.A. Points,44' 3",117,5175.333,+19.00
113,0,01320,Bob Estes,44' 4",95,4213.583,+10.00
114,0,01035,Tommy Armour III,44' 5",70,3110.833,+6.00
114,0,20645,John Senden,44' 5",122,5413.750,+20.00
116,0,06573,Brandt Jobe,44' 6",95,4227.500,+9.00
116,0,20382,Stephen Leaney,44' 6",126,5606.167,+33.00
116,0,24361,Pat Perez,44' 6",65,2892.750,+12.00
119,0,24024,Zach Johnson,44' 7",98,4366.417,+21.00
119,0,20812,Tjaart van der Walt,44' 7",67,2988.667,+7.00
121,0,20098,Stuart Appleby,44' 8",119,5310.833,-3.00
121,0,12645,Brent Geiberger,44' 8",134,5990.833,+47.00
121,0,22046,Geoff Ogilvy,44' 8",91,4065.833,+16.00
121,0,23497,Tag Ridings,44' 8",178,7947.417,+41.00
125,0,21209,Sergio Garcia,44' 10",66,2956.917,+13.00
126,0,20378,Mathias Grönberg,44' 11",143,6427.250,+23.00
126,0,01553,John Huston,44' 11",113,5073.500,+19.00
128,0,10733,Kent Jones,45' 0",120,5396.417,+12.00
128,0,01941,Tom Pernice Jr.,45' 0",155,6969.667,+13.00
130,0,26596,Ryan Moore,45' 1",100,4509.583,+31.00
130,0,23623,Bo Van Pelt,45' 1",160,7207.583,+10.00
132,0,01313,Steve Elkington,45' 2",57,2574.583,+6.00
133,0,22371,Aaron Baddeley,45' 3",102,4617.167,+21.00
133,0,01707,Steve Lowery,45' 3",145,6560.333,+36.00
133,0,08375,Paul Stankowski,45' 3",101,4566.417,+13.00
136,0,12755,Vance Veazey,45' 4",94,4257.917,+7.00
136,0,23322,Brett Wetterich,45' 4",109,4937.250,+12.00
138,0,07749,Brett Quigley,45' 5",161,7308.667,+14.00
139,0,01329,Brad Faxon,45' 6",133,6052.167,+23.00
140,0,01677,Tom Lehman,45' 7",79,3604.167,+7.00
140,0,25632,Jimmy Walker,45' 7",115,5238.333,+29.00
142,0,12660,Jesper Parnevik,45' 8",150,6851.083,+4.00
143,0,21731,Freddie Jacobson,45' 10",96,4401.000,+17.00
143,0,23349,Charles Warren,45' 10",141,6467.583,+13.00
145,0,10809,Jim Furyk,45' 11",68,3120.750,+4.00
145,0,26420,Richard Johnson,45' 11",126,5784.083,+34.00
147,0,11123,Chris Couch,46' 1",115,5302.833,+26.00
147,0,06515,Shaun Micheel,46' 1",131,6033.833,+21.00
149,0,01577,Lee Janzen,46' 2",143,6596.083,+39.00
149,0,20628,Arron Oberholser,46' 2",113,5214.500,+18.00
151,0,24980,Scott Gutschewski,46' 3",66,3054.417,+12.00
152,0,23135,Tim Clark,46' 4",100,4630.417,+17.00
153,0,08537,J.P. Hayes,46' 5",55,2553.500,+3.00
153,0,24781,Hunter Mahan,46' 5",128,5942.000,+21.00
155,0,10885,Robert Allenby,46' 6",83,3857.333,+13.00
155,0,01132,Mark Brooks,46' 6",112,5205.917,+21.00
155,0,02106,Chris Smith,46' 6",81,3766.750,+15.00
158,0,02110,Jerry Smith,46' 7",88,4102.417,+9.00
159,0,25345,Carl Pettersson,46' 8",153,7144.917,+8.00
160,0,02246,Duffy Waldorf,46' 9",119,5566.333,+26.00
161,0,20593,Greg Chalmers,46' 11",88,4131.750,+23.00
