RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,02214,Kirk Triplett,36' 2",49060,113,4088.333,+19.00
2,0,20766,Padraig Harrington,36' 10",57481,130,4790.083,+5.00
3,0,20498,Briny Baird,38' 5",89068,193,7422.333,+6.00
3,0,06350,Bob May,38' 5",89412,194,7451.000,+8.00
5,0,23621,Rory Sabbatini,39' 5",123333,261,10277.750,+30.00
6,0,27943,Matt Hansen,39' 8",105299,221,8774.917,+25.00
6,0,06567,Vijay Singh,39' 8",155058,326,12921.500,+7.00
8,0,01249,John Daly,39' 10",73195,153,6099.583,+43.00
9,0,20094,Jonathan Kaye,39' 11",131681,275,10973.417,+31.00
9,0,20691,Greg Owen,39' 11",97323,203,8110.250,+18.00
11,0,06527,Steve Stricker,40' 0",74438,155,6203.167,+9.00
12,0,06197,Michael Allen,40' 3",141586,293,11798.833,+43.00
12,0,01226,Fred Couples,40' 3",71521,148,5960.083,+2.00
12,0,22405,Justin Rose,40' 3",133199,276,11099.917,+37.00
15,0,24138,Ian Poulter,40' 5",52814,109,4401.167,+12.00
16,0,21731,Freddie Jacobson,40' 6",93309,192,7775.750,+33.00
17,0,01945,Kenny Perry,40' 9",88597,181,7383.083,+18.00
17,0,02206,David Toms,40' 9",87045,178,7253.750,+21.00
19,0,01161,Mark Calcavecchia,40' 11",124259,253,10354.917,+28.00
20,0,20099,Doug Barron,41' 0",99952,203,8329.333,+47.00
21,0,06012,Greg Kraft,41' 2",92818,188,7734.833,+31.00
22,0,20472,Alex Cejka,41' 4",131510,265,10959.167,+44.00
23,0,01381,Fred Funk,41' 5",90538,182,7544.833,+19.00
24,0,23048,Eric Axley,41' 7",125143,251,10428.583,+28.00
24,0,21949,Joe Ogilvie,41' 7",145167,291,12097.250,+34.00
24,0,24361,Pat Perez,41' 7",81326,163,6777.167,+22.00
27,0,22946,Henrik Bjornstad,41' 9",154749,309,12895.750,+30.00
27,0,22378,Trevor Immelman,41' 9",131686,263,10973.833,+15.00
27,0,08793,Tiger Woods,41' 9",63649,127,5304.083,-10.00
30,0,11032,Frank Lickliter II,41' 10",131492,262,10957.667,+33.00
30,0,01706,Davis Love III,41' 10",109944,219,9162.000,+25.00
