RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,12,01385,Jim Gallagher Jr.,13.37,260,1944
2,12,02159,Curtis Strange,13.66,177,1296
3,12,01682,Wayne Levi,13.82,194,1404
4,12,02100,Tim Simpson,13.83,249,1800
5,12,02146,Payne Stewart,13.85,192,1386
6,25,02118,J.C. Snead,13.99,199,1422
7,25,01527,Scott Hoch,14.22,233,1638
8,25,01837,Gil Morgan,14.23,210,1476
9,25,02010,Loren Roberts,14.27,280,1962
10,25,01161,Mark Calcavecchia,14.32,214,1494
11,25,02170,Hal Sutton,14.34,240,1674
12,25,01783,Mark McCumber,14.41,166,1152
13,25,01690,Bruce Lietzke,14.44,182,1260
14,25,01633,Tom Kite,14.47,211,1458
15,25,01346,Ed Fiori,14.53,251,1728
16,25,01042,Paul Azinger,14.71,225,1530
17,25,01331,Rick Fehr,14.76,178,1206
18,25,01133,Billy Ray Brown,14.77,234,1584
19,29,01175,Jim Carter,14.87,265,1782
20,29,01226,Fred Couples,14.88,217,1458
21,29,01129,Bill Britton,14.89,276,1854
22,29,01390,Buddy Gardner,14.90,287,1926
23,29,01060,Dave Barr,14.96,237,1584
24,29,02185,Lance Ten Broeck,14.97,194,1296
25,29,01996,Mike Reid,15.10,193,1278
26,29,01941,Tom Pernice Jr.,15.12,166,1098
27,29,02225,Howard Twitty,15.13,226,1494
28,29,01306,David Edwards,15.18,235,1548
29,29,02133,Craig Stadler,15.20,197,1296
30,29,01235,Ben Crenshaw,15.24,203,1332
31,29,01926,Steve Pate,15.25,291,1908
32,32,01569,Peter Jacobsen,15.31,226,1476
33,32,01725,John Mahaffey,15.42,272,1764
34,32,01072,Chip Beck,15.48,195,1260
34,32,02279,Mark Wiebe,15.48,262,1692
36,32,01715,Mark Lye,15.52,243,1566
37,32,02033,Dave Rummells,15.57,241,1548
38,32,01378,David Frost,15.58,244,1566
39,32,01435,Wayne Grady,15.60,219,1404
39,32,02049,Gene Sauers,15.60,219,1404
39,32,02242,Lanny Wadkins,15.60,219,1404
42,33,01549,Mike Hulbert,15.66,310,1980
43,33,02104,Jeff Sluman,15.69,209,1332
44,33,01797,Rocco Mediate,15.73,269,1710
45,33,01823,Larry Mize,15.75,258,1638
46,33,01326,Nick Faldo,15.76,173,1098
47,33,01098,Jay Don Blake,15.80,236,1494
48,34,01557,John Inman,15.82,225,1422
49,34,01887,Mark O'Meara,15.85,234,1476
50,34,01599,Steve Jones,15.86,254,1602
50,34,01891,David Ogrin,15.86,257,1620
52,34,01928,Corey Pavin,15.91,272,1710
52,34,01943,Chris Perry,15.91,295,1854
54,34,01475,Donnie Hammond,15.92,235,1476
55,34,01143,Brad Bryant,15.94,287,1800
56,34,01968,Nick Price,15.99,259,1620
57,34,01876,Greg Norman,16.00,167,1044
58,34,02067,Ted Schulz,16.01,294,1836
59,34,01014,Fulton Allem,16.02,248,1548
59,34,01771,Blaine McCallister,16.02,271,1692
61,34,01154,Bill Buttner,16.08,220,1368
61,34,01938,David Peoples,16.08,165,1026
63,34,01006,John Adams,16.14,244,1512
63,34,01639,Kenny Knox,16.14,305,1890
65,34,01035,Tommy Armour III,16.17,291,1800
66,34,02186,Brian Tennyson,16.19,274,1692
67,34,01790,Pat McGowan,16.28,255,1566
68,34,01960,Don Pooley,16.29,214,1314
69,36,01507,Webb Heintzelman,16.37,280,1710
70,36,01284,Mike Donald,16.41,316,1926
71,36,01736,Roger Maltbie,16.44,216,1314
72,36,01106,Jim Booros,16.46,234,1422
72,36,01469,Dan Halldorson,16.46,240,1458
74,36,01024,Billy Andrade,16.48,258,1566
75,36,02087,Don Shirey Jr.,16.52,220,1332
76,36,01203,Russ Cochran,16.67,246,1476
76,36,01510,Nolan Henke,16.67,198,1188
76,36,01522,Lon Hinkle,16.67,258,1548
76,36,01559,Hale Irwin,16.67,189,1134
76,36,01706,Davis Love III,16.67,237,1422
76,36,02223,Bob Tway,16.67,258,1548
82,52,01132,Mark Brooks,16.73,247,1476
83,52,01877,Tim Norris,16.74,244,1458
83,52,02267,D.A. Weibring,16.74,220,1314
85,52,02099,Scott Simpson,16.75,208,1242
86,52,01049,Ian Baker-Finch,16.76,172,1026
87,52,01666,Bernhard Langer,16.77,166,990
88,52,02303,Robert Wrenn,16.80,251,1494
89,53,01975,Tom Purtzer,16.89,225,1332
90,54,02321,Fuzzy Zoeller,17.02,193,1134
91,54,02256,Tom Watson,17.04,181,1062
92,56,02241,Bobby Wadkins,17.07,298,1746
93,56,01303,Bob Eastwood,17.09,243,1422
94,56,01662,Greg Ladehoff,17.14,219,1278
95,57,02007,Larry Rinker,17.22,248,1440
96,57,01571,Barry Jaeckel,17.23,183,1062
97,57,01323,Brad Fabel,17.24,242,1404
98,57,01168,David Canipe,17.25,264,1530
99,58,01443,Hubert Green,17.30,218,1260
99,58,01766,Billy Mayfair,17.30,299,1728
101,58,01489,Steve Hart,17.31,215,1242
101,58,01958,Dan Pohl,17.31,215,1242
103,59,01313,Steve Elkington,17.36,300,1728
104,59,06284,Jim Hallet,17.37,322,1854
105,59,02190,Doug Tewell,17.39,241,1386
106,59,02195,Leonard Thompson,17.41,282,1620
107,59,01033,George Archer,17.46,198,1134
108,59,01201,Lennie Clements,17.49,233,1332
109,59,01444,Ken Green,17.52,246,1404
110,59,02095,Larry Silveira,17.54,221,1260
111,59,01945,Kenny Perry,17.56,237,1350
112,60,01846,Jodie Mudd,17.61,279,1584
113,60,02101,Joey Sindelar,17.65,286,1620
114,61,01093,Ronnie Black,17.74,265,1494
115,62,01418,Bill Glasson,17.84,244,1368
116,62,01061,Ray Barr Jr.,17.85,196,1098
116,62,01197,Bobby Clampett,17.85,257,1440
118,62,01151,Clark Burroughs,17.87,193,1080
118,62,01200,Keith Clearwater,17.87,296,1656
120,62,01457,Jay Haas,17.88,280,1566
121,62,01487,Jeff Hart,17.96,181,1008
122,62,01307,Joel Edwards,17.97,207,1152
122,62,02094,Tony Sills,17.97,262,1458
122,62,02246,Duffy Waldorf,17.97,249,1386
125,62,02222,Billy Tuten,18.03,211,1170
126,69,01329,Brad Faxon,18.09,280,1548
126,69,01381,Fred Funk,18.09,254,1404
128,69,01701,Bob Lohr,18.10,303,1674
129,69,01717,Sandy Lyle,18.13,173,954
130,69,01499,Mark Hayes,18.18,252,1386
131,69,01641,Gary Koch,18.19,203,1116
131,69,01813,Mike Miles,18.19,203,1116
133,69,02167,Mike Sullivan,18.20,249,1368
134,69,01931,Rick Pearson,18.22,223,1224
135,70,01864,Larry Nelson,18.28,181,990
135,70,01952,Billy Pierot,18.28,204,1116
137,70,02041,Bill Sander,18.29,293,1602
138,71,01468,Gary Hallberg,18.35,284,1548
138,71,01614,Jack Kay Jr.,18.35,218,1188
140,72,01777,John McComish,18.40,255,1386
141,72,01723,Andrew Magee,18.41,328,1782
141,72,01935,Calvin Peete,18.41,169,918
141,72,02322,Richard Zokol,18.41,232,1260
144,73,01156,Curt Byrum,18.62,315,1692
144,73,01282,Trevor Dodds,18.62,181,972
146,73,01755,Dick Mast,18.64,265,1422
147,73,01773,Ronnie McCann,18.66,178,954
148,73,01157,Tom Byrum,18.67,326,1746
149,73,02023,Clarence Rose,18.69,323,1728
150,73,01261,Jay Delsing,18.71,192,1026
151,74,02196,Robert Thompson,18.82,227,1206
152,74,02292,Bob Wolcott,18.83,200,1062
153,74,01320,Bob Estes,18.91,228,1206
154,74,01086,Roy Biancalana,18.97,198,1044
155,75,01374,Robin Freeman,18.99,253,1332
156,76,01361,Dan Forsman,19.17,283,1476
156,76,01414,Bob Gilder,19.17,283,1476
156,76,01553,John Huston,19.17,283,1476
159,76,01030,Isao Aoki,19.18,183,954
160,76,01310,Dave Eichelberger,19.33,327,1692
160,76,02201,Jim Thorpe,19.33,254,1314
162,77,02148,Ray Stewart,19.44,203,1044
163,98,01248,Rick Dalpos,19.70,227,1152
163,98,01355,Raymond Floyd,19.70,195,990
165,98,01096,Phil Blackmar,19.72,284,1440
166,99,01162,Rex Caldwell,19.73,238,1206
166,99,01884,Mac O'Grady,19.73,174,882
168,99,01984,Sam Randolph,19.74,199,1008
169,99,01533,P.H. Horgan III,19.78,267,1350
170,99,01550,Ed Humenik,19.79,260,1314
171,99,01448,Tony Grimes,19.91,233,1170
172,99,02239,Scott Verplank,19.97,284,1422
173,103,01626,Karl Kimball,20.21,171,846
174,105,01992,Don Reese,20.35,304,1494
175,108,01068,Andy Bean,20.56,248,1206
176,113,02090,Tom Sieckmann,21.07,292,1386
177,113,01564,David Jackson,21.11,190,900
178,119,01495,Morris Hatalsky,21.86,240,1098
179,119,02261,Doug Weaver,21.88,252,1152
180,157,01078,Jim Benepe,22.53,292,1296
181,159,01112,Charlie Bowles,23.13,229,990
182,161,01150,George Burns,23.17,221,954
183,161,02294,Willie Wood,23.24,205,882
184,161,02224,Greg Twiggs,23.30,302,1296
185,161,01685,J.L. Lewis,23.31,193,828
186,177,01925,Jerry Pate,24.42,211,864
