RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,20498,Briny Baird,100.0,1
1,0,24846,Ricky Barnes,100.0,1
1,0,01116,Michael Bradley,100.0,1
1,0,32366,Kevin Chappell,100.0,2
1,0,23409,James Driscoll,100.0,1
1,0,06522,Ernie Els,100.0,1
1,0,21805,Harrison Frazar,100.0,1
1,0,32698,Bobby Gates,100.0,1
1,0,08725,Tom Gillis,100.0,1
1,0,20157,Retief Goosen,100.0,1
1,0,24604,Hunter Haas,100.0,1
1,0,12782,Tim Herron,100.0,1
1,0,21350,Ryuji Imada,100.0,1
1,0,22378,Trevor Immelman,100.0,1
1,0,30925,Dustin Johnson,100.0,3
1,0,19970,Robert Karlsson,100.0,1
1,0,10860,Justin Leonard,100.0,1
1,0,26881,Jarrod Lyle,100.0,1
1,0,27120,Troy Matteson,100.0,1
1,0,01810,Phil Mickelson,100.0,2
1,0,26596,Ryan Moore,100.0,2
1,0,25396,Kevin Na,100.0,3
1,0,24140,Sean O'Hair,100.0,1
1,0,21949,Joe Ogilvie,100.0,1
1,0,23320,Ryan Palmer,100.0,1
1,0,25345,Carl Pettersson,100.0,2
1,0,25818,Scott Piercy,100.0,1
1,0,25240,D.A. Points,100.0,1
1,0,26476,Chez Reavie,100.0,2
1,0,23621,Rory Sabbatini,100.0,1
1,0,26331,Charl Schwartzel,100.0,1
1,0,06567,Vijay Singh,100.0,2
1,0,27649,Brandt Snedeker,100.0,1
1,0,30692,Scott Stallings,100.0,2
1,0,27963,Chris Stroud,100.0,1
1,0,32150,Michael Thompson,100.0,1
1,0,02206,David Toms,100.0,3
1,0,33419,Cameron Tringale,100.0,1
1,0,27064,Jhonattan Vegas,100.0,1
1,0,26951,Johnson Wagner,100.0,1
1,0,24663,Y.E. Yang,100.0,2
42,0,24357,K.J. Choi,80.0,4
42,0,30750,Tommy Gainey,80.0,4
42,0,27095,Nick Watney,80.0,4
45,0,24925,Jonathan Byrd,75.0,3
45,0,23983,Luke Donald,75.0,3
45,0,28158,Steve Marino,75.0,3
48,0,28089,Jason Day,66.7,4
48,0,25686,Jason Dufner,66.7,2
48,0,24358,Robert Garrigus,66.7,2
48,0,30926,Chris Kirk,66.7,2
48,0,23108,Matt Kuchar,66.7,4
48,0,24490,George McNeill,66.7,2
48,0,22046,Geoff Ogilvy,66.7,2
48,0,24361,Pat Perez,66.7,2
48,0,22405,Justin Rose,66.7,2
48,0,25632,Jimmy Walker,66.7,2
58,0,29221,Webb Simpson,62.5,5
59,0,22371,Aaron Baddeley,60.0,3
59,0,31323,Gary Woodland,60.0,3
61,0,24924,Bill Haas,57.1,4
62,0,29910,Blake Adams,50.0,1
62,0,25900,Lucas Glover,50.0,1
62,0,06643,Paul Goydos,50.0,1
62,0,21731,Freddie Jacobson,50.0,1
62,0,06573,Brandt Jobe,50.0,1
62,0,08075,Jerry Kelly,50.0,1
62,0,27466,Spencer Levin,50.0,1
62,0,22913,John Rollins,50.0,1
62,0,30110,Kyle Stanley,50.0,1
62,0,06527,Steve Stricker,50.0,3
62,0,25804,Bubba Watson,50.0,2
62,0,20160,Charlie Wi,50.0,1
74,0,24502,Adam Scott,40.0,2
74,0,21878,Mark Wilson,40.0,2
76,0,28087,Kris Blanks,33.3,1
76,0,32102,Rickie Fowler,33.3,1
76,0,27936,Martin Laird,33.3,1
76,0,24781,Hunter Mahan,33.3,1
76,0,23800,Bryce Molder,33.3,1
76,0,25562,Andres Romero,33.3,1
76,0,20645,John Senden,33.3,1
76,0,29518,Brendan Steele,33.3,1
84,0,33141,Keegan Bradley,25.0,1
84,0,23638,Brendon de Jonge,25.0,1
86,0,20098,Stuart Appleby,.0,0
86,0,21407,Arjun Atwal,.0,0
86,0,20848,Ángel Cabrera,.0,0
86,0,20472,Alex Cejka,.0,0
86,0,20229,Stewart Cink,.0,0
86,0,11123,Chris Couch,.0,0
86,0,01313,Steve Elkington,.0,0
86,0,10809,Jim Furyk,.0,0
86,0,21209,Sergio Garcia,.0,0
86,0,20766,Padraig Harrington,.0,0
86,0,26758,David Hearn,.0,0
86,0,12716,Charley Hoffman,.0,0
86,0,29420,Billy Horschel,.0,0
86,0,21961,Charles Howell III,.0,0
86,0,26300,Matt Jones,.0,0
86,0,27974,Sung Kang,.0,0
86,0,29718,Anthony Kim,.0,0
86,0,35087,Bio Kim,.0,0
86,0,01706,Davis Love III,.0,0
86,0,25572,Graeme McDowell,.0,0
86,0,27933,John Merrick,.0,0
86,0,06515,Shaun Micheel,.0,0
86,0,22348,Nick O'Hern,.0,0
86,0,28475,Jeff Overton,.0,0
86,0,28620,Aron Price,.0,0
86,0,20127,Chris Riley,.0,0
86,0,25834,Daniel Summerhays,.0,0
86,0,27330,Josh Teater,.0,0
86,0,23788,D.J. Trahan,.0,0
86,0,23623,Bo Van Pelt,.0,0
