RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,30946,Alex Prugh,246.6,1180731.000,133
2,0,36699,Patrick Rodgers,247.8,918992.000,103
3,0,25818,Scott Piercy,249.1,1291351.000,144
4,0,27129,Luke List,249.6,1392515.000,155
4,0,24502,Adam Scott,249.6,934510.000,104
6,0,47347,Adam Schenk,250.4,1631413.000,181
7,0,31420,Anirban Lahiri,250.7,875377.000,97
8,0,45157,Cam Davis,250.8,1372459.000,152
9,0,24781,Hunter Mahan,251.0,985101.000,109
10,0,39997,Corey Conners,251.1,1247222.000,138
11,0,10809,Jim Furyk,251.2,641989.000,71
12,0,34306,John Chin,251.4,868775.000,96
12,0,34563,Chesson Hadley,251.4,995436.000,110
14,0,52372,Cameron Champ,251.6,1775222.000,196
15,0,35421,Brandon Harkins,251.8,1613323.000,178
15,0,32640,Troy Merritt,251.8,1142214.000,126
17,0,22405,Justin Rose,252.4,1045024.000,115
17,0,27064,Jhonattan Vegas,252.4,1572128.000,173
19,0,34099,Harris English,252.5,1681942.000,185
20,0,39975,Michael Kim,253.2,629070.000,69
21,0,47959,Bryson DeChambeau,253.3,1614236.000,177
21,0,19846,Brian Gay,253.3,911711.000,100
23,0,28089,Jason Day,253.5,1095114.000,120
23,0,32757,Patton Kizzire,253.5,985709.000,108
23,0,27556,Ted Potter Jr.,253.5,1077073.000,118
26,0,39546,Keith Mitchell,253.6,1561052.000,171
27,0,39954,Cody Gribble,253.7,1141689.000,125
27,0,34264,Hudson Swafford,253.7,922310.000,101
29,0,33399,Adam Hadwin,253.9,1270473.000,139
29,0,27095,Nick Watney,253.9,1334727.000,146
31,0,27649,Brandt Snedeker,254.3,1373424.000,150
32,0,30944,Jason Kokrak,254.4,1795250.000,196
32,0,34256,Andrew Putnam,254.4,897385.000,98
34,0,39977,Max Homa,254.5,1429171.000,156
34,0,26851,Marc Leishman,254.5,1218764.000,133
34,0,49960,Sepp Straka,254.5,1365230.000,149
37,0,29478,Kevin Kisner,254.6,1273856.000,139
37,0,25632,Jimmy Walker,254.6,1017303.000,111
39,0,32839,Hideki Matsuyama,254.8,1641939.000,179
39,0,26951,Johnson Wagner,254.8,834888.000,91
41,0,31560,Brian Stuard,255.0,936528.000,102
42,0,30191,Julián Etulain,255.1,890746.000,97
43,0,19803,Ryan Armour,255.2,918573.000,100
44,0,29268,Bronson Burgoon,255.3,854609.000,93
44,0,47856,Seth Reeves,255.3,1314090.000,143
46,0,25900,Lucas Glover,255.4,1691976.000,184
46,0,29420,Billy Horschel,255.4,1186281.000,129
48,0,29535,Brice Garnett,255.6,1242445.000,135
48,0,39327,Ben Silverman,255.6,818955.000,89
50,0,35891,Cameron Smith,255.7,966512.000,105
50,0,32333,Kevin Tway,255.7,1472764.000,160
52,0,25686,Jason Dufner,255.8,939211.000,102
52,0,27974,Sung Kang,255.8,1546968.000,168
52,0,37275,Sam Ryder,255.8,1372338.000,149
55,0,21961,Charles Howell III,255.9,1603093.000,174
55,0,49771,J.T. Poston,255.9,1823800.000,198
57,0,37189,Harold Varner III,256.0,1529704.000,166
57,0,25804,Bubba Watson,256.0,1456020.000,158
59,0,24138,Ian Poulter,256.1,848080.000,92
60,0,48822,Sebastián Muñoz,256.2,1411222.000,153
61,0,06522,Ernie Els,256.3,424360.000,46
61,0,37340,Chase Wright,256.3,1162375.000,126
63,0,32150,Michael Thompson,256.4,1264541.000,137
64,0,40009,Dominic Bozzelli,256.5,1015552.000,110
64,0,28775,Nate Lashley,256.5,840153.000,91
64,0,47128,Richy Werenski,256.5,1560809.000,169
67,0,12716,Charley Hoffman,256.7,896390.000,97
67,0,26329,Louis Oosthuizen,256.7,831794.000,90
67,0,29223,Sam Saunders,256.7,1441678.000,156
70,0,27141,J.B. Holmes,256.8,1100165.000,119
70,0,23108,Matt Kuchar,256.8,1229493.000,133
72,0,33410,Andrew Landry,256.9,1248699.000,135
72,0,31323,Gary Woodland,256.9,1655432.000,179
74,0,47504,Sam Burns,257.0,1563709.000,169
74,0,25572,Graeme McDowell,257.0,777158.000,84
76,0,25364,Paul Casey,257.2,1185153.000,128
76,0,34261,Scott Langley,257.2,657455.000,71
76,0,35732,Wes Roach,257.2,1037102.000,112
79,0,27330,Josh Teater,257.3,1111622.000,120
80,0,49303,Anders Albertson,257.4,1084316.000,117
80,0,46435,Austin Cook,257.4,1084081.000,117
80,0,29908,C.T. Pan,257.4,1019264.000,110
83,0,49298,Kramer Hickok,257.6,1131319.000,122
84,0,28237,Rory McIlroy,257.7,1669959.000,180
85,0,33141,Keegan Bradley,257.8,1392286.000,150
85,0,30925,Dustin Johnson,257.8,1559288.000,168
85,0,33486,Roger Sloan,257.8,1132263.000,122
88,0,25396,Kevin Na,257.9,816923.000,88
88,0,33448,Justin Thomas,257.9,1439012.000,155
90,0,25493,Nick Taylor,258.0,1783575.000,192
91,0,28252,Seamus Power,258.1,1347261.000,145
92,0,47990,Kyle Jones,258.3,874177.000,94
92,0,26476,Chez Reavie,258.3,1190427.000,128
94,0,28679,Fabián Gómez,258.4,958325.000,103
94,0,24024,Zach Johnson,258.4,837192.000,90
96,0,35450,Patrick Cantlay,258.5,1498170.000,161
97,0,32102,Rickie Fowler,258.6,1387199.000,149
97,0,34466,Peter Malnati,258.6,1368435.000,147
97,0,47993,Denny McCarthy,258.6,1517728.000,163
100,0,27936,Martin Laird,258.7,1666817.000,179
100,0,34360,Patrick Reed,258.7,1750997.000,188
100,0,39324,J.J. Spaun,258.7,1397199.000,150
100,0,29518,Brendan Steele,258.7,1089471.000,117
104,0,51766,Wyndham Clark,258.8,1825843.000,196
104,0,23325,Vaughn Taylor,258.8,1192366.000,128
106,0,45486,Joaquin Niemann,259.0,1659978.000,178
106,0,32058,José de Jesús Rodríguez,259.0,922917.000,99
108,0,26499,Rafa Cabrera Bello,259.1,1007553.000,108
109,0,34076,Joel Dahmen,259.2,1464783.000,157
110,0,46402,Talor Gooch,259.3,980109.000,105
110,0,26758,David Hearn,259.3,513318.000,55
