RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,24138,Ian Poulter,71.74,66,92,-69,-11.00
2,0,33448,Justin Thomas,69.68,108,155,-116,-9.00
3,0,31323,Gary Woodland,68.72,123,179,-131,-4.00
4,0,48822,Sebastián Muñoz,67.97,104,153,-112,+3.00
5,0,49964,Aaron Wise,67.11,102,152,-104,-2.00
6,0,26329,Louis Oosthuizen,66.67,60,90,-63,-14.00
7,0,24924,Bill Haas,66.42,89,134,-94,-18.00
8,0,34261,Scott Langley,66.20,47,71,-50,-23.00
9,0,28237,Rory McIlroy,66.11,119,180,-126,+3.00
10,0,36699,Patrick Rodgers,66.02,68,103,-74,+1.00
11,0,28775,Nate Lashley,65.93,60,91,-63,-21.00
12,0,32640,Troy Merritt,65.87,83,126,-89,-10.00
13,0,25686,Jason Dufner,65.69,67,102,-73,-9.00
14,0,34021,Bud Cauley,65.66,109,166,-114,-9.00
15,0,33419,Cameron Tringale,65.49,74,113,-75,-9.00
16,0,24502,Adam Scott,65.38,68,104,-72,-11.00
17,0,27644,Brian Harman,65.13,99,152,-104,+3.00
18,0,34363,Tyrrell Hatton,64.71,55,85,-56,-2.00
19,0,47993,Denny McCarthy,64.42,105,163,-109,-19.00
20,0,27649,Brandt Snedeker,64.00,96,150,-102,-15.00
21,0,35891,Cameron Smith,63.81,67,105,-69,-4.00
22,0,51766,Wyndham Clark,63.78,125,196,-131,-13.00
23,0,26951,Johnson Wagner,63.74,58,91,-63,-9.00
24,0,37454,Whee Kim,63.41,52,82,-54,-7.00
25,0,23325,Vaughn Taylor,63.28,81,128,-87,-41.00
26,0,33122,Russell Knox,63.27,62,98,-66,-16.00
27,0,25632,Jimmy Walker,63.06,70,111,-72,+5.00
28,0,23621,Rory Sabbatini,63.03,104,165,-113,-21.00
29,0,27095,Nick Watney,63.01,92,146,-94,-11.00
30,0,26499,Rafa Cabrera Bello,62.96,68,108,-74,-5.00
31,0,40009,Dominic Bozzelli,62.73,69,110,-71,+2.00
32,0,47959,Bryson DeChambeau,62.71,111,177,-117,-4.00
33,0,33399,Adam Hadwin,62.59,87,139,-94,-12.00
34,0,23108,Matt Kuchar,62.41,83,133,-88,-33.00
35,0,39954,Cody Gribble,62.40,78,125,-87,-5.00
36,0,34264,Hudson Swafford,62.38,63,101,-69,+1.00
37,0,45526,Abraham Ancer,62.16,92,148,-94,-4.00
38,0,26300,Matt Jones,62.11,100,161,-106,-12.00
38,0,29221,Webb Simpson,62.11,100,161,-110,-5.00
40,0,46402,Talor Gooch,61.90,65,105,-70,-6.00
40,0,25572,Graeme McDowell,61.90,52,84,-58,-1.00
42,0,27064,Jhonattan Vegas,61.85,107,173,-119,-4.00
43,0,25364,Paul Casey,61.72,79,128,-85,-23.00
44,0,47990,Kyle Jones,61.70,58,94,-62,-14.00
45,0,35376,Roberto Díaz,61.62,61,99,-61,-14.00
46,0,35450,Patrick Cantlay,61.49,99,161,-100,-6.00
47,0,29974,Branden Grace,61.32,65,106,-71,-15.00
48,0,37455,Si Woo Kim,61.15,96,157,-99,E
49,0,39971,Sungjae Im,61.04,152,249,-166,-12.00
50,0,27936,Martin Laird,60.89,109,179,-123,-3.00
51,0,25900,Lucas Glover,60.87,112,184,-119,-10.00
52,0,49298,Kramer Hickok,60.66,74,122,-79,-1.00
52,0,33486,Roger Sloan,60.66,74,122,-79,-11.00
54,0,46970,Jon Rahm,60.65,94,155,-99,-3.00
55,0,34466,Peter Malnati,60.54,89,147,-92,-11.00
56,0,32102,Rickie Fowler,60.40,90,149,-99,-8.00
57,0,40098,Matt Fitzpatrick,60.29,41,68,-45,-4.00
58,0,52372,Cameron Champ,60.20,118,196,-124,+18.00
59,0,32757,Patton Kizzire,60.19,65,108,-68,+5.00
60,0,26476,Chez Reavie,60.16,77,128,-81,-9.00
60,0,29484,Peter Uihlein,60.16,74,123,-79,+6.00
62,0,19846,Brian Gay,60.00,60,100,-64,-23.00
62,0,29908,C.T. Pan,60.00,66,110,-71,+1.00
64,0,21528,Henrik Stenson,59.78,55,92,-56,-5.00
65,0,49960,Sepp Straka,59.73,89,149,-94,-4.00
66,0,25818,Scott Piercy,59.72,86,144,-94,-9.00
67,0,33948,Byeong Hun An,59.66,105,176,-109,+14.00
68,0,32058,José de Jesús Rodríguez,59.60,59,99,-61,-2.00
69,0,34360,Patrick Reed,59.57,112,188,-119,-2.00
70,0,39975,Michael Kim,59.42,41,69,-44,+7.00
71,0,21209,Sergio Garcia,59.38,57,96,-60,-7.00
72,0,27129,Luke List,59.35,92,155,-99,E
73,0,34076,Joel Dahmen,59.24,93,157,-98,-3.00
74,0,32839,Hideki Matsuyama,59.22,106,179,-111,-14.00
75,0,10809,Jim Furyk,59.15,42,71,-44,-26.00
76,0,30692,Scott Stallings,59.12,94,159,-102,-5.00
77,0,37275,Sam Ryder,59.06,88,149,-94,-5.00
78,0,36689,Brooks Koepka,59.01,95,161,-105,-6.00
79,0,46435,Austin Cook,58.97,69,117,-75,+7.00
80,0,30925,Dustin Johnson,58.93,99,168,-101,-13.00
81,0,27349,Alex Noren,58.82,60,102,-64,-5.00
82,0,34046,Jordan Spieth,58.57,82,140,-84,-6.00
83,0,45157,Cam Davis,58.55,89,152,-99,+4.00
84,0,39327,Ben Silverman,58.43,52,89,-60,-6.00
85,0,40026,Daniel Berger,58.39,80,137,-81,+1.00
86,0,34099,Harris English,58.38,108,185,-121,+4.00
87,0,28089,Jason Day,58.33,70,120,-75,-2.00
87,0,29223,Sam Saunders,58.33,91,156,-94,+14.00
89,0,46501,Ollie Schniederjans,58.28,88,151,-97,-8.00
90,0,33418,Shawn Stefani,58.27,74,127,-75,-8.00
91,0,22405,Justin Rose,58.26,67,115,-72,-7.00
92,0,26596,Ryan Moore,58.21,78,134,-85,-24.00
92,0,24361,Pat Perez,58.21,39,67,-44,-13.00
94,0,33667,Carlos Ortiz,58.14,100,172,-108,-7.00
95,0,27895,Jonas Blixt,58.06,72,124,-77,-3.00
96,0,30110,Kyle Stanley,58.04,65,112,-71,-1.00
96,0,40115,Adam Svensson,58.04,65,112,-73,-10.00
98,0,26851,Marc Leishman,57.89,77,133,-83,-14.00
99,0,30911,Tommy Fleetwood,57.81,74,128,-83,+5.00
100,0,32139,Danny Willett,57.66,64,111,-64,-6.00
101,0,49766,Hank Lebioda,57.60,72,125,-77,-17.00
102,0,32791,K.H. Lee,57.50,69,120,-73,+3.00
