RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
37,0,33448,Justin Thomas,22.8,127029.000,155
43,0,49303,Anders Albertson,22.9,96423.000,117
43,0,26300,Matt Jones,22.9,132708.000,161
43,0,36689,Brooks Koepka,22.9,132674.000,161
46,0,39975,Michael Kim,23.0,57039.000,69
47,0,29970,Dylan Frittelli,23.1,141450.000,170
47,0,35449,Adam Long,23.1,111275.000,134
47,0,45486,Joaquin Niemann,23.1,148334.000,178
47,0,46501,Ollie Schniederjans,23.1,125619.000,151
51,0,24024,Zach Johnson,23.2,75315.000,90
51,0,23108,Matt Kuchar,23.2,110896.000,133
53,0,52372,Cameron Champ,23.3,164054.000,196
53,0,47990,Kyle Jones,23.3,78684.000,94
53,0,36699,Patrick Rodgers,23.3,86309.000,103
56,0,47504,Sam Burns,23.4,142185.000,169
56,0,30911,Tommy Fleetwood,23.4,107945.000,128
56,0,27974,Sung Kang,23.4,141363.000,168
56,0,40115,Adam Svensson,23.4,94172.000,112
56,0,32333,Kevin Tway,23.4,134846.000,160
61,0,45526,Abraham Ancer,23.5,125195.000,148
61,0,25364,Paul Casey,23.5,108232.000,128
61,0,34021,Bud Cauley,23.5,140379.000,166
61,0,29725,Tony Finau,23.5,154558.000,183
61,0,34098,Russell Henley,23.5,97460.000,115
66,0,34046,Jordan Spieth,23.6,118771.000,140
66,0,29484,Peter Uihlein,23.6,104406.000,123
68,0,34099,Harris English,23.7,156673.000,184
68,0,36852,Jim Knous,23.7,75070.000,88
68,0,48081,Xander Schauffele,23.7,124800.000,146
71,0,32102,Rickie Fowler,23.8,127524.000,149
71,0,29478,Kevin Kisner,23.8,119287.000,139
71,0,37380,Curtis Luck,23.8,71868.000,84
71,0,26951,Johnson Wagner,23.8,78021.000,91
75,0,31557,Jim Herman,23.9,66374.000,77
75,0,39971,Sungjae Im,23.9,214090.000,249
75,0,34466,Peter Malnati,23.9,126708.000,147
75,0,49771,J.T. Poston,23.9,170549.000,198
75,0,47856,Seth Reeves,23.9,122958.000,143
75,0,27064,Jhonattan Vegas,23.9,149159.000,173
81,0,33948,Byeong Hun An,24.0,152054.000,176
81,0,27644,Brian Harman,24.0,131424.000,152
83,0,30944,Jason Kokrak,24.1,170002.000,196
83,0,47128,Richy Werenski,24.1,146397.000,169
85,0,33141,Keegan Bradley,24.2,130942.000,150
85,0,29479,Scott Brown,24.2,121022.000,139
85,0,39997,Corey Conners,24.2,120468.000,138
85,0,24138,Ian Poulter,24.2,80090.000,92
85,0,37189,Harold Varner III,24.2,144623.000,166
90,0,28679,Fabián Gómez,24.3,90007.000,103
91,0,06522,Ernie Els,24.4,40482.000,46
91,0,46402,Talor Gooch,24.4,92091.000,105
91,0,49298,Kramer Hickok,24.4,106407.000,121
91,0,27349,Alex Noren,24.4,89773.000,102
91,0,21528,Henrik Stenson,24.4,80819.000,92
96,0,27214,Kevin Streelman,24.5,131677.000,149
97,0,29268,Bronson Burgoon,24.6,82296.000,93
97,0,35506,Mackenzie Hughes,24.6,124995.000,141
97,0,25572,Graeme McDowell,24.6,74392.000,84
97,0,33418,Shawn Stefani,24.6,112692.000,127
97,0,32139,Danny Willett,24.6,98159.000,111
102,0,34076,Joel Dahmen,24.7,139369.000,157
102,0,34563,Chesson Hadley,24.7,97945.000,110
102,0,25804,Bubba Watson,24.7,140632.000,158
105,0,19803,Ryan Armour,24.8,89329.000,100
105,0,46435,Austin Cook,24.8,104272.000,117
105,0,29535,Brice Garnett,24.8,120569.000,135
105,0,32757,Patton Kizzire,24.8,96255.000,108
105,0,25396,Kevin Na,24.8,78539.000,88
105,0,29908,C.T. Pan,24.8,98164.000,110
105,0,46970,Jon Rahm,24.8,138491.000,155
105,0,33486,Roger Sloan,24.8,107866.000,121
113,0,34306,John Chin,24.9,86084.000,96
113,0,35532,Tom Hoge,24.9,145277.000,162
113,0,34256,Andrew Putnam,24.9,87930.000,98
113,0,34360,Patrick Reed,24.9,168226.000,188
117,0,25818,Scott Piercy,25.0,129545.000,144
117,0,28252,Seamus Power,25.0,130518.000,145
119,0,27895,Jonas Blixt,25.1,112110.000,124
119,0,35732,Wes Roach,25.1,101023.000,112
119,0,22405,Justin Rose,25.1,104007.000,115
119,0,35617,Martin Trainer,25.1,111338.000,123
123,0,21209,Sergio Garcia,25.2,87084.000,96
123,0,29974,Branden Grace,25.2,96055.000,106
125,0,10809,Jim Furyk,25.3,64553.000,71
125,0,29420,Billy Horschel,25.3,117626.000,129
125,0,47347,Adam Schenk,25.3,165055.000,181
125,0,27330,Josh Teater,25.3,109298.000,120
129,0,33399,Adam Hadwin,25.4,126896.000,139
129,0,34431,Robert Streb,25.4,105911.000,116
129,0,25493,Nick Taylor,25.4,175220.000,192
132,0,24925,Jonathan Byrd,25.5,62335.000,68
132,0,35421,Brandon Harkins,25.5,163635.000,178
132,0,36799,Stephan Jaeger,25.5,127654.000,139
132,0,48822,Sebastián Muñoz,25.5,140591.000,153
136,0,23353,J.J. Henry,25.6,67346.000,73
136,0,23621,Rory Sabbatini,25.6,151925.000,165
138,0,51766,Wyndham Clark,25.7,181541.000,196
138,0,47993,Denny McCarthy,25.7,150991.000,163
138,0,39324,J.J. Spaun,25.7,138667.000,150
141,0,21731,Freddie Jacobson,25.8,67858.000,73
141,0,01810,Phil Mickelson,25.8,116270.000,125
141,0,26596,Ryan Moore,25.8,124436.000,134
141,0,33667,Carlos Ortiz,25.8,159474.000,172
141,0,30692,Scott Stallings,25.8,147416.000,159
146,0,40026,Daniel Berger,25.9,127517.000,137
146,0,30191,Julián Etulain,25.9,90296.000,97
146,0,21961,Charles Howell III,25.9,162285.000,174
149,0,28089,Jason Day,26.0,112219.000,120
150,0,37454,Whee Kim,26.1,77105.000,82
151,0,37275,Sam Ryder,26.2,140307.000,149
152,0,25198,Francesco Molinari,26.3,88873.000,94
152,0,27649,Brandt Snedeker,26.3,141983.000,150
154,0,40009,Dominic Bozzelli,26.4,104440.000,110
154,0,31560,Brian Stuard,26.4,97035.000,102
156,0,32200,Roberto Castro,26.5,107648.000,113
157,0,31420,Anirban Lahiri,26.6,92728.000,97
157,0,32058,José de Jesús Rodríguez,26.6,94791.000,99
159,0,46601,Trey Mullinax,26.7,168865.000,176
160,0,35879,Kelly Kraft,26.8,124374.000,129
160,0,33410,Andrew Landry,26.8,130280.000,135
162,0,35461,Beau Hossler,26.9,152811.000,158
162,0,29926,Danny Lee,26.9,169353.000,175
162,0,24361,Pat Perez,26.9,64768.000,67
162,0,26476,Chez Reavie,26.9,124022.000,128
166,0,25632,Jimmy Walker,27.1,108405.000,111
167,0,26329,Louis Oosthuizen,27.2,88169.000,90
168,0,37455,Si Woo Kim,27.4,155087.000,157
168,0,33419,Cameron Tringale,27.4,111269.000,113
170,0,35376,Roberto Díaz,27.5,98185.000,99
170,0,27556,Ted Potter Jr.,27.5,116730.000,118
172,0,23325,Vaughn Taylor,27.6,127356.000,128
173,0,19846,Brian Gay,27.7,99634.000,100
174,0,46523,Joey Garber,28.2,97491.000,96
175,0,32150,Michael Thompson,28.4,140046.000,137
176,0,32816,Satoshi Kodaira,28.6,110328.000,107
177,0,27958,Ryan Blaum,28.8,175446.000,169
177,0,12716,Charley Hoffman,28.8,100521.000,97
179,0,45609,Tyler Duncan,28.9,142753.000,137
180,0,34261,Scott Langley,29.0,74075.000,71
180,0,32791,K.H. Lee,29.0,125400.000,120
182,0,39327,Ben Silverman,29.1,93201.000,89
183,0,30786,Brady Schnell,29.9,58093.000,54
184,0,30978,Kiradech Aphibarnrat,31.2,111075.000,99
185,0,20572,Rod Pampling,31.3,98150.000,87
186,0,20472,Alex Cejka,31.7,75385.000,66
187,0,27963,Chris Stroud,32.8,114407.000,97
188,0,22371,Aaron Baddeley,33.3,103086.000,86
