RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,30946,Alex Prugh,33.08,44,133,-49,-12.00
2,0,31323,Gary Woodland,32.40,58,179,-66,-4.00
3,0,27936,Martin Laird,31.84,57,179,-64,-3.00
4,0,27064,Jhonattan Vegas,31.21,54,173,-61,-4.00
5,0,24502,Adam Scott,30.77,32,104,-34,-11.00
6,0,52372,Cameron Champ,30.61,60,196,-57,+18.00
7,0,29484,Peter Uihlein,29.27,36,123,-31,+6.00
8,0,25804,Bubba Watson,29.11,46,158,-45,+1.00
9,0,32839,Hideki Matsuyama,29.05,52,179,-49,-14.00
10,0,49964,Aaron Wise,28.95,44,152,-44,-2.00
11,0,28259,Sangmoon Bae,28.92,24,83,-21,-6.00
12,0,39954,Cody Gribble,28.80,36,125,-39,-5.00
13,0,23320,Ryan Palmer,28.57,36,126,-34,-11.00
14,0,49303,Anders Albertson,28.21,33,117,-33,+1.00
14,0,46435,Austin Cook,28.21,33,117,-35,+7.00
16,0,34076,Joel Dahmen,28.03,44,157,-44,-3.00
17,0,31646,Emiliano Grillo,28.00,35,125,-39,-9.00
18,0,36689,Brooks Koepka,27.95,45,161,-48,-6.00
19,0,33486,Roger Sloan,27.87,34,122,-35,-11.00
20,0,24924,Bill Haas,27.61,37,134,-39,-18.00
21,0,49960,Sepp Straka,27.52,41,149,-42,-4.00
22,0,26951,Johnson Wagner,27.47,25,91,-28,-9.00
23,0,48081,Xander Schauffele,27.40,40,146,-41,-8.00
24,0,29518,Brendan Steele,27.35,32,117,-30,-6.00
25,0,27129,Luke List,27.10,42,155,-39,E
26,0,34306,John Chin,27.08,26,96,-25,+5.00
26,0,21209,Sergio Garcia,27.08,26,96,-26,-7.00
28,0,49298,Kramer Hickok,27.05,33,122,-33,-1.00
29,0,30944,Jason Kokrak,27.04,53,196,-50,-3.00
30,0,37340,Chase Wright,26.98,34,126,-37,-2.00
31,0,32102,Rickie Fowler,26.85,40,149,-45,-8.00
32,0,35617,Martin Trainer,26.83,33,123,-31,+2.00
33,0,10809,Jim Furyk,26.76,19,71,-20,-26.00
34,0,27095,Nick Watney,26.71,39,146,-38,-11.00
35,0,46402,Talor Gooch,26.67,28,105,-29,-6.00
35,0,28237,Rory McIlroy,26.67,48,180,-50,+3.00
37,0,47504,Sam Burns,26.63,45,169,-51,-2.00
37,0,25900,Lucas Glover,26.63,49,184,-46,-10.00
39,0,27895,Jonas Blixt,26.61,33,124,-33,-3.00
40,0,27644,Brian Harman,26.32,40,152,-41,+3.00
40,0,39546,Keith Mitchell,26.32,45,171,-48,+5.00
42,0,39977,Max Homa,26.28,41,156,-45,-17.00
43,0,36699,Patrick Rodgers,26.21,27,103,-33,+1.00
44,0,25572,Graeme McDowell,26.19,22,84,-26,-1.00
45,0,39975,Michael Kim,26.09,18,69,-19,+7.00
46,0,31557,Jim Herman,25.97,20,77,-21,-3.00
47,0,29478,Kevin Kisner,25.90,36,139,-37,-11.00
48,0,21961,Charles Howell III,25.86,45,174,-50,-2.00
48,0,34431,Robert Streb,25.86,30,116,-28,-8.00
50,0,46501,Ollie Schniederjans,25.83,39,151,-40,-8.00
51,0,46970,Jon Rahm,25.81,40,155,-41,-3.00
52,0,45157,Cam Davis,25.66,39,152,-46,+4.00
53,0,33667,Carlos Ortiz,25.58,44,172,-43,-7.00
54,0,33948,Byeong Hun An,25.57,45,176,-42,+14.00
55,0,23108,Matt Kuchar,25.56,34,133,-33,-33.00
55,0,26851,Marc Leishman,25.56,34,133,-33,-14.00
57,0,35506,Mackenzie Hughes,25.53,36,141,-34,-5.00
58,0,29221,Webb Simpson,25.47,41,161,-46,-5.00
59,0,34563,Chesson Hadley,25.45,28,110,-27,-4.00
60,0,32640,Troy Merritt,25.40,32,126,-34,-10.00
61,0,35532,Tom Hoge,25.31,41,162,-39,+3.00
62,0,37189,Harold Varner III,25.30,42,166,-38,-9.00
63,0,27141,J.B. Holmes,25.21,30,119,-28,E
64,0,33448,Justin Thomas,25.16,39,155,-41,-9.00
65,0,23325,Vaughn Taylor,25.00,32,128,-34,-41.00
66,0,47959,Bryson DeChambeau,24.86,44,177,-39,-4.00
67,0,34264,Hudson Swafford,24.75,25,101,-27,+1.00
68,0,29268,Bronson Burgoon,24.73,23,93,-25,-1.00
69,0,34363,Tyrrell Hatton,24.71,21,85,-19,-2.00
70,0,39997,Corey Conners,24.64,34,138,-33,-22.00
71,0,29725,Tony Finau,24.59,45,183,-51,+9.00
72,0,47990,Kyle Jones,24.47,23,94,-24,-14.00
73,0,29479,Scott Brown,24.46,34,139,-38,-15.00
74,0,29535,Brice Garnett,24.44,33,135,-34,-2.00
75,0,27974,Sung Kang,24.40,41,168,-44,-7.00
76,0,32333,Kevin Tway,24.38,39,160,-41,-16.00
77,0,47347,Adam Schenk,24.31,44,181,-44,-7.00
78,0,30911,Tommy Fleetwood,24.22,31,128,-37,+5.00
79,0,48822,Sebastián Muñoz,24.18,37,153,-40,+3.00
80,0,30786,Brady Schnell,24.07,13,54,-16,-15.00
81,0,33141,Keegan Bradley,24.00,36,150,-38,+3.00
82,0,47993,Denny McCarthy,23.93,39,163,-42,-19.00
83,0,06522,Ernie Els,23.91,11,46,-10,+1.00
84,0,24361,Pat Perez,23.88,16,67,-19,-13.00
85,0,35891,Cameron Smith,23.81,25,105,-25,-4.00
86,0,47856,Seth Reeves,23.78,34,143,-35,E
87,0,23621,Rory Sabbatini,23.64,39,165,-44,-21.00
88,0,45486,Joaquin Niemann,23.60,42,178,-46,-11.00
89,0,40098,Matt Fitzpatrick,23.53,16,68,-14,-4.00
89,0,27349,Alex Noren,23.53,24,102,-27,-5.00
91,0,34098,Russell Henley,23.48,27,115,-25,-11.00
92,0,33122,Russell Knox,23.47,23,98,-25,-16.00
93,0,25396,Kevin Na,22.73,20,88,-23,-2.00
94,0,39324,J.J. Spaun,22.67,34,150,-30,-4.00
95,0,28089,Jason Day,22.50,27,120,-30,-2.00
96,0,47128,Richy Werenski,22.49,38,169,-41,+11.00
97,0,30110,Kyle Stanley,22.32,25,112,-27,-1.00
98,0,26499,Rafa Cabrera Bello,22.22,24,108,-26,-5.00
98,0,25818,Scott Piercy,22.22,32,144,-37,-9.00
100,0,28252,Seamus Power,22.07,32,145,-30,-5.00
101,0,24781,Hunter Mahan,22.02,24,109,-23,-1.00
102,0,32150,Michael Thompson,21.90,30,137,-32,-8.00
103,0,25364,Paul Casey,21.88,28,128,-30,-23.00
104,0,34466,Peter Malnati,21.77,32,147,-33,-11.00
105,0,35450,Patrick Cantlay,21.74,35,161,-32,-6.00
105,0,22405,Justin Rose,21.74,25,115,-27,-7.00
107,0,39971,Sungjae Im,21.69,54,249,-55,-12.00
108,0,27330,Josh Teater,21.67,26,120,-28,-4.00
109,0,49766,Hank Lebioda,21.60,27,125,-25,-17.00
110,0,33399,Adam Hadwin,21.58,30,139,-33,-12.00
111,0,25686,Jason Dufner,21.57,22,102,-26,-9.00
112,0,30925,Dustin Johnson,21.43,36,168,-34,-13.00
112,0,35732,Wes Roach,21.43,24,112,-27,-8.00
114,0,39327,Ben Silverman,21.35,19,89,-22,-6.00
115,0,32058,José de Jesús Rodríguez,21.21,21,99,-19,-2.00
116,0,29223,Sam Saunders,21.15,33,156,-32,+14.00
117,0,26300,Matt Jones,21.12,34,161,-39,-12.00
118,0,34099,Harris English,21.08,39,185,-44,+4.00
119,0,45526,Abraham Ancer,20.95,31,148,-32,-4.00
120,0,29420,Billy Horschel,20.93,27,129,-30,-3.00
121,0,29908,C.T. Pan,20.91,23,110,-21,+1.00
122,0,30692,Scott Stallings,20.75,33,159,-32,-5.00
123,0,37454,Whee Kim,20.73,17,82,-16,-7.00
124,0,30191,Julián Etulain,20.62,20,97,-21,-15.00
125,0,36852,Jim Knous,20.45,18,88,-18,-1.00
125,0,46601,Trey Mullinax,20.45,36,176,-36,-4.00
127,0,32757,Patton Kizzire,20.37,22,108,-21,+5.00
128,0,32200,Roberto Castro,20.35,23,113,-22,-14.00
129,0,25493,Nick Taylor,20.31,39,192,-40,-13.00
130,0,01810,Phil Mickelson,20.00,25,125,-22,+9.00
131,0,51766,Wyndham Clark,19.90,39,196,-44,-13.00
132,0,34021,Bud Cauley,19.88,33,166,-36,-9.00
133,0,32139,Danny Willett,19.82,22,111,-20,-6.00
134,0,34261,Scott Langley,19.72,14,71,-15,-23.00
135,0,40026,Daniel Berger,19.71,27,137,-25,+1.00
136,0,49771,J.T. Poston,19.70,39,198,-43,-19.00
137,0,33418,Shawn Stefani,19.69,25,127,-22,-8.00
138,0,40115,Adam Svensson,19.64,22,112,-25,-10.00
139,0,27963,Chris Stroud,19.59,19,97,-18,-1.00
140,0,26476,Chez Reavie,19.53,25,128,-26,-9.00
141,0,37275,Sam Ryder,19.46,29,149,-33,-5.00
142,0,19803,Ryan Armour,19.00,19,100,-19,-19.00
143,0,29974,Branden Grace,18.87,20,106,-23,-15.00
144,0,29970,Dylan Frittelli,18.82,32,170,-35,-12.00
145,0,28775,Nate Lashley,18.68,17,91,-20,-21.00
146,0,34360,Patrick Reed,18.62,35,188,-35,-2.00
147,0,33419,Cameron Tringale,18.58,21,113,-19,-9.00
148,0,33410,Andrew Landry,18.52,25,135,-25,-21.00
149,0,37455,Si Woo Kim,18.47,29,157,-32,E
150,0,40009,Dominic Bozzelli,18.18,20,110,-18,+2.00
150,0,35376,Roberto Díaz,18.18,18,99,-15,-14.00
152,0,27214,Kevin Streelman,18.12,27,149,-28,-11.00
153,0,36799,Stephan Jaeger,17.99,25,139,-28,-1.00
154,0,35449,Adam Long,17.91,24,134,-27,-5.00
155,0,34046,Jordan Spieth,17.86,25,140,-24,-6.00
156,0,35879,Kelly Kraft,17.83,23,129,-25,+6.00
157,0,23353,J.J. Henry,17.81,13,73,-15,E
158,0,24024,Zach Johnson,17.78,16,90,-19,-4.00
158,0,26329,Louis Oosthuizen,17.78,16,90,-16,-14.00
160,0,32816,Satoshi Kodaira,17.76,19,107,-15,-3.00
161,0,28679,Fabián Gómez,17.48,18,103,-20,-7.00
162,0,27649,Brandt Snedeker,17.33,26,150,-28,-15.00
163,0,30978,Kiradech Aphibarnrat,17.17,17,99,-16,-14.00
164,0,19846,Brian Gay,17.00,17,100,-19,-23.00
165,0,27556,Ted Potter Jr.,16.95,20,118,-17,-5.00
166,0,45609,Tyler Duncan,16.79,23,137,-25,-9.00
167,0,21731,Freddie Jacobson,16.44,12,73,-16,-5.00
168,0,35421,Brandon Harkins,16.29,29,178,-30,-8.00
169,0,24925,Jonathan Byrd,16.18,11,68,-9,+1.00
170,0,32791,K.H. Lee,15.83,19,120,-17,+3.00
171,0,31560,Brian Stuard,15.69,16,102,-17,-17.00
172,0,26596,Ryan Moore,15.67,21,134,-26,-24.00
173,0,46523,Joey Garber,15.63,15,96,-18,-5.00
174,0,24138,Ian Poulter,15.22,14,92,-14,-11.00
174,0,21528,Henrik Stenson,15.22,14,92,-14,-5.00
176,0,35461,Beau Hossler,15.19,24,158,-26,E
177,0,25198,Francesco Molinari,14.89,14,94,-12,E
178,0,29926,Danny Lee,14.86,26,175,-23,+6.00
179,0,26758,David Hearn,14.55,8,55,-9,-8.00
180,0,12716,Charley Hoffman,14.43,14,97,-18,-3.00
181,0,37380,Curtis Luck,14.29,12,84,-12,+2.00
182,0,27958,Ryan Blaum,13.61,23,169,-25,-17.00
183,0,25632,Jimmy Walker,13.51,15,111,-13,+5.00
184,0,20572,Rod Pampling,12.64,11,87,-9,-1.00
185,0,31420,Anirban Lahiri,12.37,12,97,-12,+3.00
186,0,34256,Andrew Putnam,11.22,11,98,-12,-29.00
187,0,20472,Alex Cejka,10.61,7,66,-7,-15.00
188,0,22371,Aaron Baddeley,10.47,9,86,-10,-6.00
