RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE
1,0,01810,Phil Mickelson,243
2,0,21209,Sergio Garcia,225
3,0,20105,Jeff Gove,168
4,0,08793,Tiger Woods,158
5,0,06373,José María Olazábal,142
6,0,08075,Jerry Kelly,118
7,0,22892,Jason Gore,107
8,0,02206,David Toms,97
9,0,23983,Luke Donald,88
9,0,01381,Fred Funk,88
11,0,23135,Tim Clark,87
12,0,01766,Billy Mayfair,86
13,0,23108,Matt Kuchar,78
13,0,23800,Bryce Molder,78
15,0,01948,Tim Petrovic,77
16,0,06567,Vijay Singh,76
17,0,23621,Rory Sabbatini,75
18,0,24361,Pat Perez,73
19,0,01132,Mark Brooks,72
19,0,27141,J.B. Holmes,72
19,0,06527,Steve Stricker,72
22,0,23613,Rich Barcelo,71
23,0,10733,Kent Jones,68
24,0,02104,Jeff Sluman,67
24,0,27963,Chris Stroud,67
26,0,10809,Jim Furyk,66
27,0,08931,Glen Day,63
28,0,01388,Robert Gamez,62
29,0,24449,Parker McLachlin,61
29,0,26882,Michael Sim,61
31,0,24507,Jason Bohn,59
31,0,22348,Nick O'Hern,59
31,0,24457,Jaco Van Zyl,59
34,0,21806,Paul Gow,57
34,0,24138,Ian Poulter,57
36,0,26420,Richard Johnson,56
37,0,06034,Marco Dawson,53
37,0,06251,Chris DiMarco,53
39,0,24290,D.J. Brigman,50
39,0,21961,Charles Howell III,50
41,0,01313,Steve Elkington,48
42,0,23623,Bo Van Pelt,47
43,0,23933,Michael Boyd,44
44,0,20766,Padraig Harrington,43
45,0,22405,Justin Rose,42
46,0,20472,Alex Cejka,41
46,0,20623,Gavin Coles,41
46,0,12660,Jesper Parnevik,41
49,0,20498,Briny Baird,39
49,0,19846,Brian Gay,39
49,0,21660,Jason Schultz,39
52,0,01157,Tom Byrum,38
53,0,02036,Jim Rutledge,37
54,0,01941,Tom Pernice Jr.,36
55,0,24925,Jonathan Byrd,35
55,0,20433,Mark Hensby,35
57,0,20157,Retief Goosen,34
58,0,07223,Brian Bateman,33
58,0,06522,Ernie Els,33
