RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,START TOURNAMENT ID
1,0,08793,Tiger Woods,23,2006280
2,0,21753,Brian Davis,17,2007210
3,0,20498,Briny Baird,14,2007270
4,0,24140,Sean O'Hair,12,2007270
4,0,20396,Lee Westwood,12,2006310
6,0,01142,Bart Bryant,11,2007230
6,0,06522,Ernie Els,11,2007160
6,0,26289,Boo Weekley,11,2007250
9,0,21731,Freddie Jacobson,10,2007270
9,0,22212,Craig Lile,10,2007320
9,0,01945,Kenny Perry,10,2007230
12,0,12652,Cameron Beckman,9,2007330
12,0,06527,Steve Stricker,9,2007250
14,0,06004,Stephen Ames,8,2007320
14,0,07867,Woody Austin,8,2007290
16,0,20104,Ken Duke,7,2007380
16,0,21209,Sergio Garcia,7,2007310
16,0,20572,Rod Pampling,7,2007280
16,0,25240,D.A. Points,7,2006380
16,0,24502,Adam Scott,7,2007310
16,0,27770,Camilo Villegas,7,2007300
22,0,20569,Richard Green,6,2006350
22,0,20218,Shingo Katayama,6,2007090
22,0,10860,Justin Leonard,6,2007380
22,0,11032,Frank Lickliter II,6,2007420
22,0,12461,Paul McGinley,6,2006370
22,0,22046,Geoff Ogilvy,6,2007340
22,0,20691,Greg Owen,6,2007420
22,0,01928,Corey Pavin,6,2007320
22,0,22913,John Rollins,6,2007370
22,0,02190,Doug Tewell,6,1999230
22,0,23623,Bo Van Pelt,6,2007380
33,0,06197,Michael Allen,5,2007410
33,0,19803,Ryan Armour,5,2007440
33,0,23614,Rich Beem,5,2007440
33,0,12510,Chad Campbell,5,2007380
33,0,25364,Paul Casey,5,2007230
33,0,20472,Alex Cejka,5,2007410
33,0,20850,Daniel Chopra,5,2007420
33,0,23541,Ben Crane,5,2007160
33,0,25686,Jason Dufner,5,2007420
33,0,20105,Jeff Gove,5,2007440
33,0,24604,Hunter Haas,5,2005400
33,0,22792,Peter Hanson,5,2005300
33,0,12782,Tim Herron,5,2007370
33,0,01682,Wayne Levi,5,2001300
33,0,12660,Jesper Parnevik,5,2007420
33,0,27963,Chris Stroud,5,2007440
33,0,27095,Nick Watney,5,2007390
50,0,22946,Henrik Bjornstad,4,2006430
50,0,24507,Jason Bohn,4,2007210
50,0,23135,Tim Clark,4,2007390
50,0,23638,Brendon de Jonge,4,2007450
50,0,06621,Joe Durant,4,2007420
50,0,24512,Simon Dyson,4,2005300
50,0,20585,Niclas Fasth,4,2007250
50,0,22379,Mark Foster,4,2003300
50,0,10809,Jim Furyk,4,2007370
50,0,23903,Stephen Gangluff,4,2002490
50,0,25900,Lucas Glover,4,2007380
50,0,01457,Jay Haas,4,2006190
50,0,21350,Ryuji Imada,4,2007450
50,0,24024,Zach Johnson,4,2007370
50,0,10733,Kent Jones,4,2007450
50,0,12680,Shigeki Maruyama,4,2007440
50,0,01941,Tom Pernice Jr.,4,2007440
50,0,23621,Rory Sabbatini,4,2007370
50,0,20645,John Senden,4,2007380
50,0,11011,Mike Sposa,4,2006410
50,0,10423,Mike Weir,4,2007370
50,0,20436,Garrett Willis,4,2007440
72,0,21407,Arjun Atwal,3,2007420
72,0,08191,Paul Broadhurst,3,2006440
72,0,24925,Jonathan Byrd,3,2007380
72,0,01235,Ben Crenshaw,3,2006150
72,0,24956,Mikko Ilonen,3,2001310
72,0,08993,Franklin Langham,3,2005485
72,0,29461,Jamie Lovemark,3,2006280
72,0,01766,Billy Mayfair,3,2007450
72,0,26596,Ryan Moore,3,2007450
72,0,21949,Joe Ogilvie,3,2007450
72,0,23320,Ryan Palmer,3,2007460
72,0,24361,Pat Perez,3,2007390
72,0,02084,Bob Shearer,3,1984320
72,0,06567,Vijay Singh,3,2007380
72,0,27649,Brandt Snedeker,3,2007380
72,0,06595,Kevin Sutherland,3,2007390
72,0,02246,Duffy Waldorf,3,2007450
72,0,20160,Charlie Wi,3,2007440
90,0,20367,Fredrik Andersson Hed,2,2002310
90,0,20098,Stuart Appleby,2,2007390
90,0,19824,Craig Barlow,2,2007460
90,0,27124,Chris Baryla,2,2003380
90,0,10944,Thomas Bjørn,2,2007310
90,0,26525,Grégory Bourdy,2,2006440
90,0,23933,Michael Boyd,2,2007465
90,0,01132,Mark Brooks,2,2007450
90,0,20848,Ángel Cabrera,2,2007380
90,0,12394,Tom Carter,2,2004470
90,0,24357,K.J. Choi,2,2007390
90,0,19825,Darren Clarke,2,2007340
90,0,23983,Luke Donald,2,2007380
90,0,01313,Steve Elkington,2,2007380
90,0,12760,Danny Ellis,2,2007080
90,0,20121,Todd Fischer,2,2007330
90,0,07457,Steve Flesch,2,2007460
90,0,24083,Marcus Fraser,2,2006310
90,0,01381,Fred Funk,2,2007410
90,0,01388,Robert Gamez,2,2007465
90,0,19846,Brian Gay,2,2007465
90,0,29720,Andres Gonzales,2,2006460
90,0,22892,Jason Gore,2,2007450
