RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,27644,Brian Harman,68.00,816,12
2,1,46046,Scottie Scheffler,68.07,953,14
3,1,24024,Zach Johnson,68.09,749,11
4,1,28237,Rory McIlroy,68.21,955,14
5,1,32102,Rickie Fowler,68.23,887,13
6,1,47959,Bryson DeChambeau,68.39,1231,18
7,1,23788,D.J. Trahan,68.44,616,9
8,1,29518,Brendan Steele,68.50,822,12
9,1,29221,Webb Simpson,68.69,893,13
10,1,39997,Corey Conners,68.75,825,12
11,1,50525,Collin Morikawa,68.76,1169,17
12,2,34021,Bud Cauley,68.78,619,9
12,2,24502,Adam Scott,68.78,619,9
14,2,28252,Seamus Power,68.80,344,5
15,2,24138,Ian Poulter,68.86,482,7
16,2,45526,Abraham Ancer,68.88,1171,17
17,2,46970,Jon Rahm,68.92,896,13
17,2,30927,Brendon Todd,68.92,896,13
19,2,10809,Jim Furyk,69.00,276,4
19,2,27554,Scott Harrington,69.00,552,8
19,2,31323,Gary Woodland,69.00,1104,16
22,2,40026,Daniel Berger,69.08,898,13
23,2,37189,Harold Varner III,69.10,1382,20
24,2,27649,Brandt Snedeker,69.13,1106,16
24,2,33448,Justin Thomas,69.13,1106,16
26,2,45486,Joaquin Niemann,69.17,830,12
27,2,29478,Kevin Kisner,69.20,692,10
27,2,22056,Cameron Percy,69.20,692,10
29,2,33120,Mark Anderson,69.25,554,8
29,2,28679,Fabián Gómez,69.25,554,8
31,3,31646,Emiliano Grillo,69.27,1039,15
32,3,56762,Will Gordon,69.30,693,10
33,4,29725,Tony Finau,69.31,1109,16
34,4,46402,Talor Gooch,69.36,971,14
34,4,23108,Matt Kuchar,69.36,763,11
36,4,32839,Hideki Matsuyama,69.37,1318,19
37,4,45157,Cam Davis,69.40,694,10
38,4,46550,Brandon Hagy,69.42,833,12
39,4,27349,Alex Noren,69.44,1111,16
40,4,49771,J.T. Poston,69.46,903,13
41,4,33399,Adam Hadwin,69.47,1042,15
41,4,33667,Carlos Ortiz,69.47,1181,17
41,4,26476,Chez Reavie,69.47,1042,15
44,4,35450,Patrick Cantlay,69.50,695,10
44,4,34076,Joel Dahmen,69.50,1112,16
44,4,48081,Xander Schauffele,69.50,973,14
44,4,25349,Tim Wilkinson,69.50,834,12
48,4,27129,Luke List,69.53,1182,17
49,4,35532,Tom Hoge,69.56,1113,16
50,4,32448,James Hahn,69.57,487,7
51,4,47993,Denny McCarthy,69.67,1463,21
51,4,34431,Robert Streb,69.67,836,12
53,4,33490,Bo Hoag,69.69,906,13
53,4,26300,Matt Jones,69.69,1115,16
53,4,01810,Phil Mickelson,69.69,1115,16
56,4,33122,Russell Knox,69.70,697,10
56,4,29484,Peter Uihlein,69.70,697,10
58,4,36699,Patrick Rodgers,69.72,1255,18
59,4,45609,Tyler Duncan,69.73,1046,15
59,4,25818,Scott Piercy,69.73,767,11
61,4,34098,Russell Henley,69.75,1116,16
62,5,36871,Matthew NeSmith,69.78,1256,18
63,5,33204,Shane Lowry,69.79,977,14
64,5,37455,Si Woo Kim,69.80,698,10
64,5,27942,Rob Oppenheim,69.80,698,10
64,5,27064,Jhonattan Vegas,69.80,1047,15
67,5,34099,Harris English,69.83,838,12
67,5,47128,Richy Werenski,69.83,838,12
69,5,39971,Sungjae Im,69.84,1327,19
70,5,26596,Ryan Moore,69.85,908,13
70,5,30110,Kyle Stanley,69.85,908,13
72,5,35732,Wes Roach,69.86,489,7
72,5,33449,Zack Sucher,69.86,489,7
74,5,29970,Dylan Frittelli,69.87,1048,15
75,5,32254,Xinjun Zhang,69.94,1189,17
76,5,29268,Bronson Burgoon,70.00,840,12
76,5,52372,Cameron Champ,70.00,1050,15
76,5,35310,Lanto Griffin,70.00,1330,19
76,5,33410,Andrew Landry,70.00,770,11
76,5,49766,Hank Lebioda,70.00,910,13
76,5,29926,Danny Lee,70.00,840,12
76,5,33413,Ben Martin,70.00,630,9
83,5,12716,Charley Hoffman,70.06,1121,16
83,5,31560,Brian Stuard,70.06,1121,16
85,5,33948,Byeong Hun An,70.07,1051,15
85,5,26758,David Hearn,70.07,981,14
87,5,30911,Tommy Fleetwood,70.08,841,12
87,5,32791,K.H. Lee,70.08,911,13
89,5,33141,Keegan Bradley,70.11,631,9
89,5,39546,Keith Mitchell,70.11,631,9
91,5,46717,Viktor Hovland,70.12,1192,17
92,5,47504,Sam Burns,70.13,1052,15
92,5,24361,Pat Perez,70.13,1122,16
92,5,23325,Vaughn Taylor,70.13,1122,16
95,5,34360,Patrick Reed,70.14,1543,22
96,5,48822,Sebastián Muñoz,70.15,912,13
96,5,39953,Chase Seiffert,70.15,912,13
98,5,33419,Cameron Tringale,70.17,842,12
99,5,20229,Stewart Cink,70.18,772,11
100,5,26851,Marc Leishman,70.19,1123,16
101,5,34363,Tyrrell Hatton,70.20,351,5
101,5,39977,Max Homa,70.20,1053,15
103,5,36801,Mark Hubbard,70.21,983,14
104,5,46435,Austin Cook,70.22,632,9
105,5,30163,Henrik Norlander,70.24,1194,17
106,5,40098,Matt Fitzpatrick,70.25,843,12
106,5,32757,Patton Kizzire,70.25,562,8
106,5,35449,Adam Long,70.25,1124,16
106,5,47347,Adam Schenk,70.25,1686,24
110,5,27936,Martin Laird,70.27,1054,15
111,5,53165,Doc Redman,70.28,1265,18
112,5,22371,Aaron Baddeley,70.29,984,14
112,5,26329,Louis Oosthuizen,70.29,492,7
112,5,49964,Aaron Wise,70.29,492,7
115,5,34046,Jordan Spieth,70.30,1617,23
116,5,34314,Sebastian Cappelen,70.33,633,9
116,5,25364,Paul Casey,70.33,844,12
116,5,29974,Branden Grace,70.33,844,12
116,5,32640,Troy Merritt,70.33,422,6
120,5,48887,Matt Wallace,70.38,563,8
121,5,25396,Kevin Na,70.42,845,12
122,5,35506,Mackenzie Hughes,70.43,986,14
123,5,27330,Josh Teater,70.44,634,9
124,5,40058,Zac Blair,70.53,1058,15
124,5,33597,Harry Higgs,70.53,1199,17
126,5,30925,Dustin Johnson,70.54,917,13
126,5,25493,Nick Taylor,70.54,917,13
128,5,40042,Tyler McCumber,70.55,776,11
129,5,35230,Nelson Ledesma,70.56,635,9
130,5,29479,Scott Brown,70.57,988,14
130,5,46441,Robby Shelton,70.57,988,14
132,5,34466,Peter Malnati,70.58,847,12
133,5,46442,Maverick McNealy,70.61,1624,23
134,5,21407,Arjun Atwal,70.63,565,8
134,5,25900,Lucas Glover,70.63,1130,16
136,5,25804,Bubba Watson,70.64,777,11
137,5,32150,Michael Thompson,70.67,1060,15
138,5,27214,Kevin Streelman,70.70,707,10
139,5,37275,Sam Ryder,70.73,778,11
139,5,48119,Ben Taylor,70.73,778,11
141,5,32618,Rhein Gibson,70.78,637,9
142,5,36689,Brooks Koepka,70.79,991,14
143,5,33486,Roger Sloan,70.85,921,13
144,5,29535,Brice Garnett,70.88,567,8
144,5,25572,Graeme McDowell,70.88,567,8
144,5,23320,Ryan Palmer,70.88,567,8
144,5,56278,Matthew Wolff,70.88,1134,16
148,5,34563,Chesson Hadley,70.92,851,12
148,5,29420,Billy Horschel,70.92,851,12
148,5,22405,Justin Rose,70.92,851,12
151,5,30692,Scott Stallings,70.94,1206,17
152,5,33404,Chris Baker,71.00,639,9
152,5,19846,Brian Gay,71.00,994,14
152,5,30944,Jason Kokrak,71.00,994,14
152,5,28775,Nate Lashley,71.00,426,6
152,5,35891,Cameron Smith,71.00,994,14
157,5,21209,Sergio Garcia,71.06,1137,16
158,5,28089,Jason Day,71.08,924,13
159,5,26499,Rafa Cabrera Bello,71.10,711,10
