RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
89,0,46523,Joey Garber,83.27,662,795
89,0,47993,Denny McCarthy,83.27,941,1130
91,0,21961,Charles Howell III,83.26,1064,1278
92,0,37275,Sam Ryder,83.20,837,1006
92,0,33448,Justin Thomas,83.20,842,1012
94,0,25493,Nick Taylor,83.19,1079,1297
95,0,37340,Chase Wright,83.18,801,963
96,0,32200,Roberto Castro,83.15,834,1003
97,0,32791,K.H. Lee,83.13,976,1174
98,0,31323,Gary Woodland,83.11,979,1178
99,0,34363,Tyrrell Hatton,83.09,673,810
100,0,47347,Adam Schenk,83.04,1160,1397
101,0,28259,Sangmoon Bae,83.00,625,753
102,0,36852,Jim Knous,82.95,613,739
103,0,24925,Jonathan Byrd,82.77,567,685
104,0,27895,Jonas Blixt,82.72,876,1059
105,0,48081,Xander Schauffele,82.60,859,1040
105,0,37189,Harold Varner III,82.60,945,1144
107,0,48822,Sebastián Muñoz,82.54,922,1117
108,0,34431,Robert Streb,82.50,830,1006
109,0,26300,Matt Jones,82.49,966,1171
110,0,49964,Aaron Wise,82.47,800,970
111,0,32102,Rickie Fowler,82.42,877,1064
112,0,47128,Richy Werenski,82.40,955,1159
113,0,34021,Bud Cauley,82.37,944,1146
114,0,27958,Ryan Blaum,82.34,942,1144
115,0,32058,José de Jesús Rodríguez,82.25,746,907
116,0,27649,Brandt Snedeker,82.24,1139,1385
117,0,24924,Bill Haas,82.22,791,962
118,0,20572,Rod Pampling,82.21,596,725
119,0,21209,Sergio Garcia,82.19,503,612
120,0,34360,Patrick Reed,82.16,1013,1233
121,0,27349,Alex Noren,82.14,690,840
121,0,47856,Seth Reeves,82.14,768,935
123,0,24502,Adam Scott,82.06,700,853
124,0,28089,Jason Day,82.05,736,897
125,0,27095,Nick Watney,82.02,949,1157
126,0,24024,Zach Johnson,81.95,731,892
127,0,35421,Brandon Harkins,81.94,948,1157
128,0,33948,Byeong Hun An,81.91,883,1078
129,0,25572,Graeme McDowell,81.90,810,989
130,0,26499,Rafa Cabrera Bello,81.84,775,947
131,0,25804,Bubba Watson,81.77,664,812
132,0,33486,Roger Sloan,81.73,957,1171
133,0,52372,Cameron Champ,81.72,872,1067
134,0,29725,Tony Finau,81.70,960,1175
135,0,36799,Stephan Jaeger,81.63,809,991
136,0,34563,Chesson Hadley,81.57,841,1031
137,0,24361,Pat Perez,81.55,707,867
138,0,39546,Keith Mitchell,81.48,946,1161
139,0,34306,John Chin,81.46,615,755
140,0,35461,Beau Hossler,81.45,944,1159
141,0,31420,Anirban Lahiri,81.39,783,962
142,0,29908,C.T. Pan,81.38,931,1144
143,0,49303,Anders Albertson,81.34,728,895
144,0,35506,Mackenzie Hughes,81.30,861,1059
145,0,26851,Marc Leishman,81.23,822,1012
146,0,27974,Sung Kang,81.21,951,1171
147,0,34264,Hudson Swafford,81.16,646,796
148,0,35450,Patrick Cantlay,81.15,818,1008
149,0,51766,Wyndham Clark,81.01,960,1185
149,0,36699,Patrick Rodgers,81.01,576,711
151,0,32757,Patton Kizzire,80.89,838,1036
152,0,30978,Kiradech Aphibarnrat,80.88,702,868
153,0,30925,Dustin Johnson,80.80,791,979
154,0,35532,Tom Hoge,80.75,1015,1257
154,0,32333,Kevin Tway,80.75,906,1122
156,0,25396,Kevin Na,80.71,678,840
157,0,27963,Chris Stroud,80.65,696,863
158,0,35891,Cameron Smith,80.60,835,1036
159,0,40009,Dominic Bozzelli,80.58,755,937
160,0,27129,Luke List,80.50,710,882
161,0,30692,Scott Stallings,80.40,874,1087
162,0,34256,Andrew Putnam,80.32,857,1067
163,0,12716,Charley Hoffman,80.31,783,975
163,0,37454,Whee Kim,80.31,775,965
165,0,39977,Max Homa,80.04,894,1117
166,0,35879,Kelly Kraft,79.98,903,1129
167,0,22405,Justin Rose,79.95,694,868
168,0,22371,Aaron Baddeley,79.84,614,769
169,0,29926,Danny Lee,79.82,902,1130
170,0,34466,Peter Malnati,79.78,923,1157
171,0,29974,Branden Grace,79.77,757,949
172,0,27141,J.B. Holmes,79.76,792,993
173,0,37380,Curtis Luck,79.42,652,821
174,0,29223,Sam Saunders,79.34,818,1031
175,0,21731,Freddie Jacobson,79.32,564,711
176,0,28252,Seamus Power,79.13,796,1006
177,0,46601,Trey Mullinax,79.06,804,1017
178,0,06522,Ernie Els,78.98,541,685
179,0,29484,Peter Uihlein,78.95,859,1088
180,0,30191,Julián Etulain,78.78,713,905
181,0,25632,Jimmy Walker,78.74,815,1035
182,0,39954,Cody Gribble,78.50,723,921
183,0,34046,Jordan Spieth,78.46,867,1105
184,0,47504,Sam Burns,78.22,851,1088
185,0,01810,Phil Mickelson,77.59,651,839
186,0,46501,Ollie Schniederjans,75.86,795,1048
187,0,35617,Martin Trainer,74.97,638,851
188,0,39975,Michael Kim,74.61,617,827
