RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,34431,Robert Streb,36.6,112,306,+0.89
2,0,32791,K.H. Lee,41.1,117,285,+1.79
3,0,35879,Kelly Kraft,41.3,137,332,+2.04
4,0,32150,Michael Thompson,42.4,118,278,+1.27
5,0,29478,Kevin Kisner,42.6,118,277,+1.86
5,0,21528,Henrik Stenson,42.6,63,148,+2.70
7,0,23325,Vaughn Taylor,42.9,148,345,+1.28
8,0,24024,Zach Johnson,43.0,98,228,+1.33
8,0,27129,Luke List,43.0,141,328,+0.21
8,0,39546,Keith Mitchell,43.0,129,300,+1.01
8,0,37340,Chase Wright,43.0,122,284,+1.64
12,0,20472,Alex Cejka,43.2,73,169,+1.51
12,0,33667,Carlos Ortiz,43.2,149,345,+0.27
14,0,34563,Chesson Hadley,43.3,139,321,+0.58
15,0,29518,Brendan Steele,43.4,99,228,+1.11
16,0,39954,Cody Gribble,43.8,149,340,+1.61
16,0,23108,Matt Kuchar,43.8,123,281,+0.16
16,0,26329,Louis Oosthuizen,43.8,92,210,+1.52
19,0,36699,Patrick Rodgers,43.9,112,255,+0.98
20,0,46523,Joey Garber,44.2,96,217,+0.83
21,0,47128,Richy Werenski,44.3,168,379,+2.20
22,0,01810,Phil Mickelson,44.4,135,304,+0.89
23,0,28252,Seamus Power,44.5,158,355,+2.03
24,0,48081,Xander Schauffele,44.7,118,264,+0.17
25,0,22371,Aaron Baddeley,44.8,108,241,+1.20
25,0,29420,Billy Horschel,44.8,142,317,+1.27
27,0,46435,Austin Cook,45.2,95,210,+1.37
27,0,27141,J.B. Holmes,45.2,126,279,+1.98
29,0,40115,Adam Svensson,45.4,114,251,+0.53
30,0,25804,Bubba Watson,45.5,120,264,+1.08
31,0,27556,Ted Potter Jr.,45.6,141,309,+0.99
32,0,27644,Brian Harman,45.7,137,300,+1.75
33,0,33141,Keegan Bradley,45.9,128,279,+1.02
34,0,35617,Martin Trainer,46.0,150,326,+2.40
34,0,29484,Peter Uihlein,46.0,179,389,+0.34
36,0,34021,Bud Cauley,46.2,162,351,+1.54
37,0,36852,Jim Knous,46.4,109,235,+1.65
38,0,31557,Jim Herman,47.0,71,151,+2.11
39,0,25572,Graeme McDowell,47.3,114,241,+1.75
40,0,52372,Cameron Champ,47.5,189,398,+1.59
40,0,46970,Jon Rahm,47.5,113,238,+1.33
42,0,32757,Patton Kizzire,47.6,129,271,+0.54
43,0,29908,C.T. Pan,47.8,141,295,+2.34
44,0,35449,Adam Long,48.0,146,304,+2.33
44,0,34046,Jordan Spieth,48.0,180,375,+0.89
46,0,27958,Ryan Blaum,48.3,172,356,+1.34
47,0,35891,Cameron Smith,48.4,135,279,+0.30
48,0,40098,Matt Fitzpatrick,48.6,70,144,+1.86
49,0,27214,Kevin Streelman,48.7,145,298,+1.10
50,0,32200,Roberto Castro,48.8,123,252,+2.28
51,0,25686,Jason Dufner,48.9,113,231,+2.65
52,0,28089,Jason Day,49.0,103,210,+1.55
52,0,30925,Dustin Johnson,49.0,145,296,-0.14
54,0,24925,Jonathan Byrd,49.1,105,214,+1.43
55,0,30944,Jason Kokrak,49.2,185,376,+1.19
55,0,34261,Scott Langley,49.2,131,266,+2.29
57,0,29535,Brice Garnett,49.4,128,259,+1.48
57,0,26300,Matt Jones,49.4,162,328,+1.36
57,0,25198,Francesco Molinari,49.4,79,160,+1.27
57,0,24502,Adam Scott,49.4,114,231,+0.88
57,0,31323,Gary Woodland,49.4,154,312,+1.04
62,0,30191,Julián Etulain,49.5,152,307,+0.79
62,0,36799,Stephan Jaeger,49.5,153,309,+0.20
64,0,32102,Rickie Fowler,49.7,160,322,+0.50
64,0,34360,Patrick Reed,49.7,183,368,+0.44
66,0,47959,Bryson DeChambeau,49.8,144,289,+1.60
67,0,23353,J.J. Henry,50.0,102,204,+2.55
67,0,31560,Brian Stuard,50.0,143,286,+1.26
67,0,49964,Aaron Wise,50.0,123,246,+1.79
