RANK,MOVEMENT,PLAYER_ID,PLAYER,%,NUMBER OF TIMES,ATTEMPTS,AVG RTP SCORE
1,0,32839,Hideki Matsuyama,32.4,113,349,+0.71
2,0,26851,Marc Leishman,33.2,96,289,+0.73
3,0,25818,Scott Piercy,34.9,103,295,+0.97
4,0,40026,Daniel Berger,35.3,90,255,+1.00
4,0,39324,J.J. Spaun,35.3,114,323,+1.05
6,0,29974,Branden Grace,36.1,87,241,+1.15
7,0,45526,Abraham Ancer,36.3,97,267,+1.03
8,0,31646,Emiliano Grillo,36.8,81,220,+1.36
9,0,49298,Kramer Hickok,36.9,92,249,+2.17
10,0,24924,Bill Haas,37.2,115,309,+0.17
11,0,29223,Sam Saunders,38.2,139,364,+1.80
12,0,06522,Ernie Els,38.4,63,164,+1.59
13,0,37275,Sam Ryder,39.4,114,289,+1.32
14,0,33399,Adam Hadwin,39.6,110,278,+1.64
15,0,35732,Wes Roach,40.2,90,224,+1.44
16,0,33948,Byeong Hun An,40.3,126,313,+1.11
16,0,47504,Sam Burns,40.3,155,385,+2.06
16,0,39997,Corey Conners,40.3,125,310,+0.96
19,0,32816,Satoshi Kodaira,40.5,94,232,+2.77
19,0,24781,Hunter Mahan,40.5,90,222,+1.44
21,0,19803,Ryan Armour,40.7,111,273,+2.07
22,0,34256,Andrew Putnam,41.1,118,287,+2.03
23,0,26596,Ryan Moore,41.2,84,204,+1.31
24,0,47993,Denny McCarthy,41.3,133,322,+0.68
25,0,45486,Joaquin Niemann,41.4,173,418,+0.29
26,0,23621,Rory Sabbatini,41.7,135,324,+1.19
27,0,27349,Alex Noren,41.8,87,208,+1.84
27,0,27330,Josh Teater,41.8,114,273,+0.96
29,0,35532,Tom Hoge,41.9,151,360,+2.25
29,0,33486,Roger Sloan,41.9,158,377,+1.52
31,0,26499,Rafa Cabrera Bello,42.0,86,205,+2.33
31,0,21961,Charles Howell III,42.0,148,352,+1.76
33,0,39977,Max Homa,42.2,164,389,+0.85
34,0,30978,Kiradech Aphibarnrat,42.3,82,194,+2.32
35,0,25396,Kevin Na,42.4,86,203,+2.44
36,0,32640,Troy Merritt,42.5,102,240,+1.76
37,0,51766,Wyndham Clark,42.6,173,406,+0.58
37,0,12716,Charley Hoffman,42.6,113,265,+2.48
39,0,49771,J.T. Poston,42.7,188,440,+0.80
39,0,24138,Ian Poulter,42.7,88,206,-0.11
39,0,47856,Seth Reeves,42.7,131,307,+2.21
