RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
73,0,24490,George McNeill,53.44,140,122
74,0,25686,Jason Dufner,53.26,147,129
75,0,07749,Brett Quigley,52.55,103,93
76,0,21959,Ted Purdy,52.45,150,136
77,0,21961,Charles Howell III,52.40,109,99
78,0,20105,Jeff Gove,52.29,160,146
79,0,11032,Frank Lickliter II,52.26,139,127
80,0,01948,Tim Petrovic,52.07,151,139
81,0,01707,Steve Lowery,51.97,119,110
82,0,21949,Joe Ogilvie,51.84,141,131
83,0,23638,Brendon de Jonge,51.82,114,106
84,0,12714,Chris Tidland,51.76,88,82
85,0,21528,Henrik Stenson,51.69,61,57
86,0,01766,Billy Mayfair,51.63,127,119
87,0,20850,Daniel Chopra,51.57,164,154
88,0,27933,John Merrick,51.54,134,126
89,0,23320,Ryan Palmer,51.48,139,131
90,0,02246,Duffy Waldorf,51.00,102,98
91,0,01945,Kenny Perry,50.65,117,114
91,0,24457,Jaco Van Zyl,50.65,78,76
93,0,21660,Jason Schultz,50.57,89,87
94,0,12195,Tom Johnson,50.48,105,103
95,0,10733,Kent Jones,50.00,146,146
96,0,12652,Cameron Beckman,49.65,141,143
97,0,20472,Alex Cejka,49.59,120,122
97,0,12660,Jesper Parnevik,49.59,120,122
99,0,20634,Peter Lonard,49.57,115,117
100,0,06034,Marco Dawson,49.52,103,105
100,0,29476,Kyle Reifers,49.52,103,105
102,0,20104,Ken Duke,49.36,155,159
103,0,19824,Craig Barlow,49.32,72,74
104,0,20160,Charlie Wi,49.27,135,139
105,0,26881,Jarrod Lyle,49.07,106,110
106,0,22405,Justin Rose,49.06,52,54
107,0,02223,Bob Tway,48.96,141,147
108,0,02239,Scott Verplank,48.81,82,86
109,0,21646,David Branshaw,48.76,118,124
110,0,23325,Vaughn Taylor,48.66,109,115
111,0,20229,Stewart Cink,48.62,106,112
112,0,08075,Jerry Kelly,48.17,105,113
113,0,07223,Brian Bateman,47.86,67,73
114,0,20433,Mark Hensby,47.83,110,120
115,0,20859,Anders Hansen,47.66,51,56
116,0,23048,Eric Axley,47.65,142,156
117,0,20498,Briny Baird,47.63,161,177
118,0,07457,Steve Flesch,47.48,132,146
119,0,01677,Tom Lehman,47.30,70,78
120,0,06197,Michael Allen,47.14,99,111
121,0,24449,Parker McLachlin,47.13,115,129
122,0,08537,J.P. Hayes,47.10,122,137
123,0,12705,Cliff Kresge,47.04,143,161
124,0,01024,Billy Andrade,46.92,122,138
125,0,12510,Chad Campbell,46.82,103,117
126,0,08881,Tripp Isenhour,46.81,110,125
127,0,01313,Steve Elkington,46.12,107,125
127,0,01941,Tom Pernice Jr.,46.12,119,139
129,0,06004,Stephen Ames,46.07,82,96
130,0,23613,Rich Barcelo,46.02,104,122
131,0,22378,Trevor Immelman,45.93,79,93
132,0,21806,Paul Gow,45.16,84,102
133,0,27963,Chris Stroud,45.11,83,101
134,0,07867,Woody Austin,44.92,115,141
135,0,10425,Jay Williamson,44.44,72,90
136,0,22621,Ben Curtis,44.27,85,107
137,0,24138,Ian Poulter,44.26,54,68
138,0,20628,Arron Oberholser,43.59,68,88
139,0,01388,Robert Gamez,43.44,106,138
140,0,06251,Chris DiMarco,43.43,86,112
141,0,06373,José María Olazábal,43.33,52,68
141,0,25190,Jeff Quinney,43.33,117,153
143,0,22348,Nick O'Hern,43.29,71,93
144,0,01142,Bart Bryant,43.28,103,135
145,0,19803,Ryan Armour,42.91,127,169
146,0,12602,Dean Wilson,42.86,99,132
147,0,19972,José Coceres,42.42,56,76
148,0,24290,D.J. Brigman,42.22,76,104
149,0,01724,Jeff Maggert,42.06,106,146
150,0,21731,Freddie Jacobson,41.67,90,126
151,0,23983,Luke Donald,41.33,62,88
151,0,02036,Jim Rutledge,41.33,62,88
153,0,21753,Brian Davis,41.20,117,167
154,0,23800,Bryce Molder,40.96,68,98
155,0,02206,David Toms,40.74,77,112
156,0,22212,Craig Lile,40.63,91,133
157,0,10809,Jim Furyk,40.59,82,120
158,0,21350,Ryuji Imada,40.54,120,176
159,0,26882,Michael Sim,40.24,66,98
160,0,22295,Darron Stiles,40.23,70,104
161,0,27060,John Mallinger,39.78,109,165
162,0,24024,Zach Johnson,39.68,75,114
163,0,10117,Bob Heintz,39.13,90,140
164,0,22806,Doug LaBelle II,39.08,111,173
165,0,02101,Joey Sindelar,39.04,89,139
166,0,02104,Jeff Sluman,38.97,53,83
167,0,21878,Mark Wilson,38.94,88,138
168,0,20382,Stephen Leaney,38.03,89,145
169,0,22293,Heath Slocum,37.68,104,172
170,0,06527,Steve Stricker,37.24,73,123
171,0,01577,Lee Janzen,37.22,67,113
172,0,06515,Shaun Micheel,36.75,86,148
173,0,01035,Tommy Armour III,36.64,85,147
174,0,27649,Brandt Snedeker,36.54,95,165
175,0,23108,Matt Kuchar,36.28,82,144
176,0,20127,Chris Riley,35.47,61,111
177,0,10213,Dicky Pride,35.35,70,128
178,0,12680,Shigeki Maruyama,35.08,87,161
179,0,01157,Tom Byrum,35.04,48,89
180,0,01320,Bob Estes,34.77,89,167
181,0,08931,Glen Day,34.03,81,157
182,0,01473,Todd Hamilton,33.33,64,128
182,0,02214,Kirk Triplett,33.33,78,156
184,0,26420,Richard Johnson,33.21,87,175
185,0,10860,Justin Leonard,33.20,81,163
186,0,06643,Paul Goydos,33.09,45,91
187,0,01797,Rocco Mediate,32.71,70,144
188,0,23135,Tim Clark,31.25,50,110
189,0,07547,Craig Kanada,30.07,92,214
190,0,23933,Michael Boyd,29.78,53,125
191,0,01381,Fred Funk,29.03,45,110
192,0,01132,Mark Brooks,28.79,38,94
193,0,01928,Corey Pavin,27.68,62,162
194,0,07363,Craig Bowden,26.11,59,167
195,0,20623,Gavin Coles,23.81,60,192
196,0,19846,Brian Gay,23.40,73,239
