RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,27141,J.B. Holmes,71.84,148,58
2,0,01810,Phil Mickelson,69.23,108,48
3,0,08793,Tiger Woods,68.18,90,42
4,0,24502,Adam Scott,68.02,117,55
5,0,06522,Ernie Els,67.65,92,44
6,0,24924,Bill Haas,66.92,178,88
7,0,29718,Anthony Kim,66.80,163,81
8,0,24358,Robert Garrigus,66.55,185,93
9,0,22371,Aaron Baddeley,66.50,133,67
10,0,01249,John Daly,66.45,103,52
11,0,25804,Bubba Watson,65.75,144,75
12,0,23322,Brett Wetterich,65.71,138,72
13,0,06567,Vijay Singh,64.34,157,87
14,0,20378,Mathias Grönberg,64.24,185,103
15,0,21633,Steve Allan,64.20,113,63
16,0,23349,Charles Warren,63.70,186,106
17,0,20572,Rod Pampling,63.51,141,81
18,0,28475,Jeff Overton,62.92,112,66
19,0,23788,D.J. Trahan,62.77,177,105
20,0,10885,Robert Allenby,62.73,138,82
21,0,21209,Sergio Garcia,62.65,104,62
22,0,27770,Camilo Villegas,62.38,131,79
23,0,27120,Troy Matteson,62.29,147,89
24,0,24140,Sean O'Hair,61.74,163,101
25,0,01706,Davis Love III,61.39,97,61
26,0,10423,Mike Weir,60.00,108,72
27,0,24361,Pat Perez,59.89,109,73
28,0,20574,Mathew Goggin,59.71,166,112
29,0,24925,Jonathan Byrd,59.60,118,80
30,0,28158,Steve Marino,59.46,176,120
31,0,27702,Matt Hendrix,59.14,110,76
32,0,23614,Rich Beem,58.90,129,90
33,0,26951,Johnson Wagner,58.80,167,117
34,0,25900,Lucas Glover,58.71,155,109
35,0,28486,Michael Putnam,58.59,150,106
36,0,27095,Nick Watney,58.41,132,94
37,0,24980,Scott Gutschewski,57.89,110,80
38,0,22892,Jason Gore,57.87,147,107
39,0,01161,Mark Calcavecchia,57.59,129,95
40,0,20645,John Senden,57.35,156,116
41,0,20766,Padraig Harrington,57.25,79,59
42,0,26289,Boo Weekley,57.20,135,101
43,0,23621,Rory Sabbatini,56.84,108,82
44,0,24781,Hunter Mahan,56.67,119,91
45,0,25345,Carl Pettersson,56.60,163,125
46,0,11123,Chris Couch,55.98,131,103
47,0,23353,J.J. Henry,55.88,114,90
48,0,20691,Greg Owen,55.70,127,101
49,0,23497,Tag Ridings,55.63,89,71
49,0,08375,Paul Stankowski,55.63,79,63
51,0,21805,Harrison Frazar,55.04,131,107
52,0,26596,Ryan Moore,54.92,134,110
52,0,26679,Kevin Stadler,54.92,145,119
54,0,20157,Retief Goosen,54.90,56,46
55,0,25892,Steve Wheatcroft,54.85,113,93
56,0,06595,Kevin Sutherland,54.39,124,104
57,0,12716,Charley Hoffman,54.38,149,125
58,0,24507,Jason Bohn,54.32,88,74
59,0,22913,John Rollins,54.30,139,117
60,0,24912,Will MacKenzie,54.23,154,130
61,0,22046,Geoff Ogilvy,54.21,103,87
62,0,08123,Jeff Brehaut,54.17,91,77
62,0,26360,Bubba Dickerson,54.17,78,66
62,0,21470,Daisuke Maruyama,54.17,130,110
65,0,12782,Tim Herron,54.10,132,112
66,0,25273,Andrew Buckle,54.00,108,92
67,0,23718,Nathan Green,53.96,150,128
68,0,06621,Joe Durant,53.91,124,106
69,0,20098,Stuart Appleby,53.85,98,84
70,0,23623,Bo Van Pelt,53.74,158,136
71,0,24357,K.J. Choi,53.59,112,97
72,0,25396,Kevin Na,53.57,135,117
