RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
38,0,25804,Bubba Watson,58.86,103,175,-110,-2.00
39,0,23718,Nathan Green,58.58,99,169,-106,-19.00
40,0,20628,Arron Oberholser,58.54,48,82,-48,-16.00
41,0,08375,Paul Stankowski,58.51,55,94,-56,+5.00
42,0,06522,Ernie Els,58.33,63,108,-70,-3.00
43,0,01161,Mark Calcavecchia,58.28,88,151,-94,-20.00
43,0,27095,Nick Watney,58.28,95,163,-101,+1.00
45,0,02101,Joey Sindelar,58.06,54,93,-56,-17.00
46,0,21805,Harrison Frazar,58.02,94,162,-102,+1.00
47,0,25900,Lucas Glover,58.01,105,181,-107,-7.00
48,0,20766,Padraig Harrington,58.00,58,100,-59,+15.00
48,0,21878,Mark Wilson,58.00,58,100,-62,-13.00
48,0,08793,Tiger Woods,58.00,58,100,-65,-12.00
51,0,20472,Alex Cejka,57.93,84,145,-87,-29.00
52,0,10733,Kent Jones,57.67,94,163,-102,-26.00
53,0,27649,Brandt Snedeker,57.63,68,118,-70,-26.00
54,0,06595,Kevin Sutherland,57.53,84,146,-88,-9.00
55,0,27770,Camilo Villegas,57.52,88,153,-94,+9.00
56,0,06034,Marco Dawson,57.50,69,120,-71,+4.00
57,0,12680,Shigeki Maruyama,57.43,58,101,-63,-15.00
58,0,22913,John Rollins,57.40,97,169,-104,-4.00
59,0,21753,Brian Davis,57.24,87,152,-92,-12.00
60,0,24924,Bill Haas,57.14,120,210,-131,+4.00
60,0,25190,Jeff Quinney,57.14,80,140,-84,+4.00
62,0,10885,Robert Allenby,56.97,94,165,-100,E
63,0,01024,Billy Andrade,56.94,82,144,-85,-8.00
64,0,27120,Troy Matteson,56.89,95,167,-100,E
65,0,01706,Davis Love III,56.88,62,109,-64,+8.00
66,0,01945,Kenny Perry,56.85,83,146,-86,-14.00
67,0,23623,Bo Van Pelt,56.84,108,190,-113,-16.00
68,0,26881,Jarrod Lyle,56.78,67,118,-74,-7.00
69,0,12716,Charley Hoffman,56.67,102,180,-107,-8.00
69,0,06373,José María Olazábal,56.67,34,60,-35,-12.00
71,0,29718,Anthony Kim,56.63,111,196,-115,+1.00
72,0,06621,Joe Durant,56.62,77,136,-79,-6.00
73,0,20498,Briny Baird,56.54,108,191,-113,-27.00
74,0,23497,Tag Ridings,56.48,61,108,-66,+8.00
75,0,08075,Jerry Kelly,56.41,66,117,-71,-15.00
76,0,01766,Billy Mayfair,56.29,85,151,-90,-23.00
77,0,10117,Bob Heintz,56.19,59,105,-63,-7.00
78,0,01707,Steve Lowery,56.12,78,139,-83,-2.00
79,0,20098,Stuart Appleby,56.07,60,107,-63,-5.00
80,0,20157,Retief Goosen,56.06,37,66,-38,-1.00
81,0,24912,Will MacKenzie,56.04,102,182,-111,-1.00
82,0,10423,Mike Weir,55.97,75,134,-81,+5.00
83,0,22806,Doug LaBelle II,55.93,66,118,-72,-18.00
84,0,21660,Jason Schultz,55.88,57,102,-62,-3.00
85,0,01577,Lee Janzen,55.84,43,77,-46,-6.00
86,0,21209,Sergio Garcia,55.74,68,122,-74,-8.00
87,0,01677,Tom Lehman,55.70,44,79,-46,-5.00
88,0,10809,Jim Furyk,55.67,54,97,-56,-30.00
88,0,28158,Steve Marino,55.67,113,203,-118,-18.00
90,0,08537,J.P. Hayes,55.63,79,142,-82,-17.00
91,0,21949,Joe Ogilvie,55.56,95,171,-103,-8.00
91,0,12714,Chris Tidland,55.56,55,99,-64,-4.00
93,0,23614,Rich Beem,55.48,86,155,-94,-12.00
94,0,02214,Kirk Triplett,55.43,51,92,-57,-18.00
95,0,23613,Rich Barcelo,55.37,67,121,-70,-18.00
96,0,20105,Jeff Gove,55.32,104,188,-110,-16.00
97,0,22293,Heath Slocum,55.20,69,125,-75,-45.00
98,0,24140,Sean O'Hair,55.15,107,194,-119,+2.00
99,0,06643,Paul Goydos,55.10,27,49,-27,-4.00
100,0,01142,Bart Bryant,55.08,65,118,-67,-27.00
101,0,24361,Pat Perez,55.04,71,129,-78,-1.00
102,0,07223,Brian Bateman,55.00,44,80,-45,+8.00
102,0,27933,John Merrick,55.00,88,160,-92,-5.00
104,0,12602,Dean Wilson,54.95,61,111,-62,-9.00
105,0,07363,Craig Bowden,54.93,39,71,-39,-48.00
106,0,28486,Michael Putnam,54.91,95,173,-102,+5.00
107,0,02246,Duffy Waldorf,54.78,63,115,-68,-3.00
108,0,22046,Geoff Ogilvy,54.76,69,126,-74,-11.00
109,0,21806,Paul Gow,54.74,52,95,-56,-9.00
109,0,22378,Trevor Immelman,54.74,52,95,-54,-14.00
111,0,21959,Ted Purdy,54.55,96,176,-100,-12.00
111,0,26951,Johnson Wagner,54.55,102,187,-107,-11.00
113,0,22892,Jason Gore,54.40,99,182,-105,+5.00
114,0,20229,Stewart Cink,54.33,69,127,-74,-11.00
115,0,26596,Ryan Moore,54.14,85,157,-92,-5.00
116,0,23788,D.J. Trahan,54.07,113,209,-117,+1.00
117,0,24925,Jonathan Byrd,54.01,74,137,-79,-20.00
118,0,29476,Kyle Reifers,53.85,63,117,-66,-5.00
119,0,12652,Cameron Beckman,53.80,92,171,-95,-15.00
119,0,02223,Bob Tway,53.80,85,158,-88,-1.00
121,0,24024,Zach Johnson,53.76,50,93,-54,-6.00
122,0,11123,Chris Couch,53.46,85,159,-88,+10.00
122,0,20378,Mathias Grönberg,53.46,116,217,-125,+4.00
124,0,23135,Tim Clark,53.45,31,58,-37,-31.00
125,0,23638,Brendon de Jonge,53.33,72,135,-77,-4.00
126,0,23349,Charles Warren,53.28,122,229,-134,E
127,0,19803,Ryan Armour,53.25,82,154,-84,-25.00
128,0,02206,David Toms,53.19,50,94,-53,-22.00
129,0,06197,Michael Allen,53.10,60,113,-67,-11.00
130,0,12705,Cliff Kresge,53.09,86,162,-93,-9.00
131,0,20127,Chris Riley,53.03,35,66,-37,-23.00
132,0,20382,Stephen Leaney,52.94,54,102,-58,-16.00
133,0,10425,Jay Williamson,52.87,46,87,-46,-2.00
134,0,01724,Jeff Maggert,52.85,65,123,-70,-10.00
135,0,26679,Kevin Stadler,52.84,93,176,-100,+14.00
136,0,06004,Stephen Ames,52.63,50,95,-52,-15.00
136,0,12782,Tim Herron,52.63,80,152,-82,E
136,0,24449,Parker McLachlin,52.63,70,133,-75,-8.00
136,0,27963,Chris Stroud,52.63,50,95,-52,-10.00
140,0,25892,Steve Wheatcroft,52.59,71,135,-75,-6.00
141,0,10860,Justin Leonard,52.53,52,99,-54,-9.00
142,0,19972,José Coceres,52.46,32,61,-32,+3.00
143,0,26882,Michael Sim,52.44,43,82,-46,-10.00
144,0,20433,Mark Hensby,52.24,70,134,-72,+2.00
145,0,07547,Craig Kanada,52.21,59,113,-61,-45.00
146,0,01313,Steve Elkington,51.97,66,127,-66,-22.00
147,0,21646,David Branshaw,51.91,68,131,-73,+22.00
148,0,11032,Frank Lickliter II,51.90,82,158,-87,-25.00
149,0,28475,Jeff Overton,51.88,69,133,-76,+3.00
150,0,27141,J.B. Holmes,51.79,101,195,-105,+9.00
151,0,20104,Ken Duke,51.69,92,178,-99,-11.00
152,0,21470,Daisuke Maruyama,51.66,78,151,-87,-6.00
153,0,25273,Andrew Buckle,51.56,66,128,-70,+5.00
154,0,23048,Eric Axley,51.19,86,168,-96,+3.00
155,0,22348,Nick O'Hern,51.14,45,88,-47,-15.00
156,0,24290,D.J. Brigman,51.09,47,92,-53,+1.00
157,0,26420,Richard Johnson,51.04,49,96,-50,-19.00
158,0,20574,Mathew Goggin,51.00,102,200,-110,-5.00
159,0,23320,Ryan Palmer,50.97,79,155,-85,+3.00
160,0,07749,Brett Quigley,50.85,60,118,-64,-11.00
161,0,20634,Peter Lonard,50.72,70,138,-73,-8.00
162,0,07457,Steve Flesch,50.63,80,158,-89,-18.00
163,0,26360,Bubba Dickerson,50.53,48,95,-48,+5.00
164,0,21633,Steve Allan,50.39,65,129,-71,+6.00
165,0,24490,George McNeill,50.30,83,165,-90,-14.00
166,0,01035,Tommy Armour III,50.00,48,96,-52,-15.00
166,0,08123,Jeff Brehaut,50.00,51,102,-57,+4.00
166,0,12510,Chad Campbell,50.00,60,120,-64,+5.00
166,0,12195,Tom Johnson,50.00,59,118,-61,+2.00
166,0,10213,Dicky Pride,50.00,39,78,-41,+1.00
171,0,01388,Robert Gamez,49.59,60,121,-66,-24.00
172,0,06515,Shaun Micheel,49.52,52,105,-53,-7.00
173,0,02036,Jim Rutledge,49.28,34,69,-37,+5.00
174,0,02104,Jeff Sluman,49.15,29,59,-30,-15.00
175,0,25686,Jason Dufner,49.11,83,169,-91,-10.00
176,0,26289,Boo Weekley,49.03,76,155,-83,+9.00
177,0,01928,Corey Pavin,48.57,34,70,-35,-36.00
178,0,22621,Ben Curtis,48.48,48,99,-51,-6.00
179,0,08881,Tripp Isenhour,48.36,59,122,-66,-17.00
180,0,01797,Rocco Mediate,48.24,41,85,-43,-28.00
181,0,07867,Woody Austin,48.15,65,135,-67,-17.00
182,0,01381,Fred Funk,48.00,24,50,-26,-30.00
183,0,08931,Glen Day,47.87,45,94,-48,-35.00
184,0,23800,Bryce Molder,47.44,37,78,-38,-6.00
185,0,24358,Robert Garrigus,47.35,107,226,-117,+11.00
186,0,27702,Matt Hendrix,46.92,61,130,-65,+1.00
187,0,22212,Craig Lile,46.15,48,104,-51,-15.00
188,0,20623,Gavin Coles,45.71,32,70,-32,-52.00
189,0,06251,Chris DiMarco,45.54,46,101,-54,-5.00
190,0,20691,Greg Owen,45.03,68,151,-78,+1.00
191,0,21528,Henrik Stenson,44.87,35,78,-36,+12.00
192,0,24138,Ian Poulter,44.83,26,58,-27,-17.00
193,0,02239,Scott Verplank,44.68,42,94,-48,-19.00
194,0,24457,Jaco Van Zyl,42.53,37,87,-39,+1.00
195,0,23933,Michael Boyd,40.63,26,64,-27,-13.00
196,0,01132,Mark Brooks,36.36,16,44,-16,-7.00
