RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,20766,Padraig Harrington,21.21,14,66
2,0,24449,Parker McLachlin,20.48,17,83
3,0,06567,Vijay Singh,20.34,24,118
4,0,06527,Steve Stricker,20.31,26,128
5,0,29718,Anthony Kim,20.17,24,119
6,0,23797,Brett Rumford,19.81,21,106
7,0,20229,Stewart Cink,19.80,20,101
8,0,06004,Stephen Ames,19.64,22,112
9,0,08537,J.P. Hayes,19.32,17,88
10,0,25804,Bubba Watson,19.21,29,151
11,0,21949,Joe Ogilvie,19.14,31,162
12,0,20623,Gavin Coles,19.12,13,68
13,0,26679,Kevin Stadler,19.08,25,131
14,0,24924,Bill Haas,18.90,31,164
15,0,25345,Carl Pettersson,18.81,38,202
16,0,01313,Steve Elkington,18.75,21,112
16,0,01677,Tom Lehman,18.75,9,48
18,0,20663,Brenden Pappas,18.45,19,103
19,0,10649,Tom Scherrer,18.31,13,71
20,0,01161,Mark Calcavecchia,17.86,15,84
21,0,19803,Ryan Armour,17.71,17,96
22,0,22892,Jason Gore,17.70,20,113
23,0,12823,Carlos Franco,17.69,23,130
24,0,25594,Travis Perkins,17.57,13,74
25,0,01707,Steve Lowery,17.54,20,114
26,0,20850,Daniel Chopra,17.48,25,143
26,0,26596,Ryan Moore,17.48,18,103
28,0,24361,Pat Perez,17.39,20,115
29,0,23621,Rory Sabbatini,17.31,18,104
30,0,01810,Phil Mickelson,17.29,23,133
31,0,27936,Martin Laird,17.19,22,128
32,0,23135,Tim Clark,17.09,20,117
33,0,24138,Ian Poulter,16.98,9,53
34,0,10885,Robert Allenby,16.94,21,124
35,0,24502,Adam Scott,16.88,13,77
35,0,02206,David Toms,16.88,13,77
37,0,20433,Mark Hensby,16.67,22,132
37,0,28475,Jeff Overton,16.67,30,180
37,0,22913,John Rollins,16.67,18,108
40,0,07867,Woody Austin,16.53,20,121
40,0,10860,Justin Leonard,16.53,20,121
42,0,12660,Jesper Parnevik,16.41,21,128
43,0,06251,Chris DiMarco,16.20,23,142
44,0,01226,Fred Couples,16.09,14,87
45,0,25632,Jimmy Walker,16.06,22,137
46,0,08385,Omar Uresti,16.05,13,81
47,0,30750,Tommy Gainey,15.94,11,69
48,0,22371,Aaron Baddeley,15.91,14,88
49,0,20378,Mathias Grönberg,15.89,24,151
50,0,21805,Harrison Frazar,15.79,15,95
51,0,27770,Camilo Villegas,15.74,17,108
52,0,26289,Boo Weekley,15.69,16,102
53,0,23320,Ryan Palmer,15.60,17,109
54,0,27214,Kevin Streelman,15.48,24,155
55,0,06643,Paul Goydos,15.38,14,91
55,0,25562,Andres Romero,15.38,16,104
57,0,23541,Ben Crane,15.32,17,111
58,0,22621,Ben Curtis,15.29,13,85
59,0,01945,Kenny Perry,15.20,31,204
60,0,01553,John Huston,15.15,10,66
61,0,23497,Tag Ridings,15.11,21,139
62,0,24358,Robert Garrigus,14.81,24,162
63,0,12602,Dean Wilson,14.79,25,169
64,0,20848,Ángel Cabrera,14.77,13,88
65,0,23409,James Driscoll,14.65,23,157
66,0,27141,J.B. Holmes,14.63,24,164
67,0,10875,Todd Demsey,14.60,20,137
67,0,27561,Nick Flanagan,14.60,20,137
69,0,23157,Richard Johnson,14.57,22,151
70,0,20127,Chris Riley,14.55,8,55
71,0,06522,Ernie Els,14.52,9,62
71,0,21878,Mark Wilson,14.52,18,124
73,0,24663,Y.E. Yang,14.50,19,131
74,0,25396,Kevin Na,14.49,20,138
75,0,26300,Matt Jones,14.47,23,159
76,0,01035,Tommy Armour III,14.42,15,104
76,0,23614,Rich Beem,14.42,15,104
76,0,21731,Freddie Jacobson,14.42,15,104
79,0,01706,Davis Love III,14.40,18,125
79,0,07749,Brett Quigley,14.40,18,125
81,0,11032,Frank Lickliter II,14.29,21,147
82,0,23778,Brad Adamonis,14.18,20,141
83,0,30925,Dustin Johnson,14.13,26,184
84,0,12826,Paul Claxton,14.08,10,71
85,0,21209,Sergio Garcia,14.02,15,107
85,0,24140,Sean O'Hair,14.02,15,107
87,0,21753,Brian Davis,13.93,17,122
88,0,12716,Charley Hoffman,13.89,20,144
88,0,08845,Scott Sterling,13.89,15,108
90,0,25364,Paul Casey,13.79,8,58
91,0,24781,Hunter Mahan,13.76,15,109
92,0,21633,Steve Allan,13.70,10,73
93,0,26668,Marc Turnesa,13.68,16,117
94,0,01948,Tim Petrovic,13.64,18,132
94,0,22293,Heath Slocum,13.64,15,110
96,0,10733,Kent Jones,13.51,10,74
97,0,23540,Jason Allred,13.46,14,104
97,0,23623,Bo Van Pelt,13.46,21,156
99,0,24925,Jonathan Byrd,13.40,13,97
99,0,26631,Cody Freeman,13.40,13,97
101,0,20645,John Senden,13.33,18,135
102,0,20498,Briny Baird,13.25,20,151
103,0,20574,Mathew Goggin,13.19,19,144
103,0,28780,Nicholas Thompson,13.19,19,144
105,0,27060,John Mallinger,13.18,17,129
106,0,21961,Charles Howell III,13.07,20,153
106,0,28158,Steve Marino,13.07,26,199
108,0,12510,Chad Campbell,13.01,16,123
109,0,08075,Jerry Kelly,12.88,17,132
110,0,27933,John Merrick,12.87,13,101
111,0,02239,Scott Verplank,12.86,9,70
112,0,06034,Marco Dawson,12.79,11,86
113,0,20634,Peter Lonard,12.69,17,134
114,0,12782,Tim Herron,12.68,18,142
115,0,26476,Chez Reavie,12.61,14,111
116,0,06595,Kevin Sutherland,12.58,19,151
117,0,20098,Stuart Appleby,12.50,14,112
117,0,26500,Alejandro Cañizares,12.50,10,80
117,0,22378,Trevor Immelman,12.50,10,80
117,0,01797,Rocco Mediate,12.50,12,96
117,0,12309,Bob Sowards,12.50,9,72
