RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,01677,Tom Lehman,13,2,2,1
2,0,01706,Davis Love III,11,1,3
3,0,01226,Fred Couples,9,1,1
3,0,01329,Brad Faxon,9,4
3,0,01724,Jeff Maggert,9,3
3,0,01928,Corey Pavin,9,1
3,0,01945,Kenny Perry,9,1,1
3,0,06567,Vijay Singh,9,1
9,0,01132,Mark Brooks,8,3,1
9,0,01381,Fred Funk,8,1,1,2
9,0,01527,Scott Hoch,8,1,2,3
9,0,10860,Justin Leonard,8,1,1
9,0,01810,Phil Mickelson,8,4,1,1
9,0,01887,Mark O'Meara,8,2,2,2
15,0,01326,Nick Faldo,7,1,1
15,0,01577,Lee Janzen,7,1,1
15,0,02104,Jeff Sluman,7,1
15,0,02146,Payne Stewart,7,1,1
15,0,06527,Steve Stricker,7,2,1,4
20,0,01116,Michael Bradley,6,1,1,2
20,0,01161,Mark Calcavecchia,6,2
20,0,09011,David Duval,6,2,3
20,0,06522,Ernie Els,6,1,1
20,0,01553,John Huston,6,1
20,0,01599,Steve Jones,6,1,1
20,0,06613,Tommy Tolles,6,1,2
27,0,07867,Woody Austin,5,1
27,0,01201,Lennie Clements,5,1
27,0,01219,John Cook,5,2
27,0,01313,Steve Elkington,5,1,1
27,0,06012,Greg Kraft,5,1
27,0,01876,Greg Norman,5,1,1
27,0,01891,David Ogrin,5,1
27,0,12660,Jesper Parnevik,5,1
27,0,01968,Nick Price,5,2
27,0,02223,Bob Tway,5,1,1
27,0,02246,Duffy Waldorf,5,2
27,0,08793,Tiger Woods,5,2,2
39,0,01378,David Frost,4,1
39,0,06643,Paul Goydos,4,1
39,0,01457,Jay Haas,4,1
39,0,08075,Jerry Kelly,4,1
39,0,01783,Mark McCumber,4,2
39,0,01797,Rocco Mediate,4,1
39,0,02099,Scott Simpson,4,1,1
39,0,02256,Tom Watson,4,1,1
47,0,01024,Billy Andrade,3,1
47,0,01093,Ronnie Black,3
47,0,01096,Phil Blackmar,3
47,0,10569,Mike Brisky,3
47,0,01139,Olin Browne,3
47,0,01143,Brad Bryant,3
47,0,06034,Marco Dawson,3,1
47,0,01331,Rick Fehr,3,1
47,0,10809,Jim Furyk,3,1
47,0,06575,Dudley Hart,3,1
