RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
61,0,22405,Justin Rose,17' 7",70.250,4,33,3' 2"
63,0,39977,Max Homa,17' 5",52.333,3,39,4' 9"
64,0,52375,Doug Ghim,17' 2",120.417,7,42,2' 3"
64,0,32839,Hideki Matsuyama,17' 2",51.417,3,32,4' 3"
66,0,46414,Aaron Rai,17' 1",119.417,7,36,6' 2"
67,0,51997,Andrew Novak,16' 11",101.417,6,39,5' 10"
67,0,36699,Patrick Rodgers,16' 11",50.833,3,26,11' 10"
69,0,40098,Matt Fitzpatrick,16' 10",100.917,6,32,2' 4"
69,0,39971,Sungjae Im,16' 10",50.417,3,26,8' 10"
71,0,34046,Jordan Spieth,16' 9",66.833,4,40,7' 4"
71,0,27770,Camilo Villegas,16' 9",33.417,2,28,5' 0"
73,0,34587,Chan Kim,16' 8",66.583,4,42,5' 6"
74,0,55708,Hayden Buckley,16' 7",66.250,4,25,9' 5"
74,0,59836,Pierceson Coody,16' 7",66.167,4,31,6' 1"
76,0,49771,J.T. Poston,16' 6",98.750,6,45,3' 5"
77,0,33141,Keegan Bradley,16' 4",98.083,6,27,5' 11"
77,0,36801,Mark Hubbard,16' 4",114.583,7,28,2' 1"
79,0,54421,Garrick Higgo,16' 3",65.000,4,33,4' 4"
79,0,47806,Raul Pereda,16' 3",64.917,4,30,4' 7"
81,0,37212,Paul Barjon,16' 1",144.500,9,46,2' 9"
82,0,52955,Ludvig Åberg,16' 0",208.250,13,34,1' 7"
83,0,47995,Davis Riley,15' 11",95.250,6,42,7' 1"
84,0,58168,Davis Thompson,15' 9",94.583,6,48,2' 0"
85,0,51349,Nico Echavarria,15' 8",109.917,7,35,2' 8"
85,0,32640,Troy Merritt,15' 8",78.417,5,21,5' 8"
87,0,30926,Chris Kirk,15' 6",15.500,1,16,15' 6"
87,0,28252,Seamus Power,15' 6",155.167,10,47,3' 2"
89,0,32366,Kevin Chappell,15' 3",91.667,6,53,6"
89,0,52666,Sami Valimaki,15' 3",137.500,9,37,4' 2"
89,0,31323,Gary Woodland,15' 3",76.167,5,44,3' 2"
92,0,25900,Lucas Glover,15' 2",60.583,4,30,8' 9"
93,0,34099,Harris English,14' 11",134.583,9,37,3' 8"
94,0,34466,Peter Malnati,14' 9",73.583,5,25,6' 3"
95,0,27129,Luke List,14' 8",175.500,12,51,8"
96,0,47504,Sam Burns,14' 7",145.917,10,30,4' 1"
96,0,37455,Si Woo Kim,14' 7",116.583,8,32,5"
98,0,32367,Jorge Campillo,14' 4",100.417,7,32,11"
98,0,25493,Nick Taylor,14' 4",43.000,3,21,6' 1"
100,0,51894,Vince Whaley,14' 3",42.833,3,24,9' 6"
101,0,45609,Tyler Duncan,14' 2",56.667,4,34,4' 9"
101,0,35461,Beau Hossler,14' 2",56.500,4,31,2' 0"
101,0,39546,Keith Mitchell,14' 2",113.250,8,47,1' 8"
104,0,46046,Scottie Scheffler,14' 1",56.167,4,24,7' 9"
105,0,27936,Martin Laird,14' 0",27.917,2,17,10' 8"
105,0,48887,Matt Wallace,14' 0",139.833,10,26,1' 3"
107,0,46442,Maverick McNealy,13' 10",96.667,7,41,3' 11"
107,0,57900,Chandler Phillips,13' 10",69.083,5,35,2' 1"
109,0,47420,Jake Knapp,13' 5",120.917,9,34,3' 11"
110,0,50484,Hayden Springer,13' 4",106.750,8,24,4' 4"
111,0,28089,Jason Day,13' 2",39.417,3,24,4' 0"
111,0,50497,Adrien Dumont de Chassart,13' 2",52.500,4,28,2' 2"
111,0,51634,Sahith Theegala,13' 2",78.917,6,27,5' 10"
114,0,46340,Alex Smalley,13' 1",65.417,5,23,7' 1"
115,0,36799,Stephan Jaeger,13' 0",38.917,3,27,2' 7"
115,0,52513,Carson Young,13' 0",103.917,8,21,4' 8"
117,0,33408,Tyson Alexander,12' 11",77.250,6,41,1' 11"
118,0,29478,Kevin Kisner,12' 9",38.333,3,23,6' 7"
118,0,48081,Xander Schauffele,12' 9",101.833,8,41,2' 5"
120,0,47663,Kevin Dougherty,12' 8",76.000,6,20,9' 3"
121,0,39324,J.J. Spaun,12' 5",87.000,7,27,5' 11"
122,0,48117,Kurt Kitayama,12' 4",74.167,6,41,2' 7"
123,0,59442,Parker Coody,12' 3",61.417,5,24,4' 2"
124,0,55454,Carl Yuan,12' 1",84.750,7,25,3' 2"
125,0,40115,Adam Svensson,12' 0",119.917,10,31,8"
126,0,60067,Joe Highsmith,11' 11",35.667,3,25,11"
127,0,59866,Nick Dunlap,11' 9",35.167,3,23,3' 1"
127,0,51977,Max Greyserman,11' 9",94.250,8,23,6' 2"
129,0,57975,Harry Hall,11' 5",91.000,8,21,4' 9"
130,0,34076,Joel Dahmen,11' 4",33.917,3,18,1' 5"
131,0,33948,Byeong Hun An,10' 10",97.833,9,17,4' 2"
131,0,31646,Emiliano Grillo,10' 10",43.167,4,17,5' 1"
133,0,56149,Wilson Furr,10' 9",53.917,5,21,2' 9"
134,0,39327,Ben Silverman,10' 8",74.583,7,19,5' 6"
135,0,54628,Lee Hodges,10' 7",42.250,4,16,5' 9"
135,0,40006,Erik van Rooyen,10' 7",105.750,10,20,1' 10"
137,0,50525,Collin Morikawa,10' 5",20.833,2,18,3' 0"
137,0,27064,Jhonattan Vegas,10' 5",83.583,8,30,2' 2"
139,0,52372,Cameron Champ,10' 2",91.250,9,19,2' 2"
139,0,47983,Chad Ramey,10' 2",40.667,4,14,5' 7"
141,0,57366,Cameron Young,10' 1",121.333,12,27,10"
142,0,56630,Akshay Bhatia,10' 0",50.000,5,29,2' 11"
142,0,29725,Tony Finau,10' 0",59.917,6,22,3' 11"
142,0,48119,Ben Taylor,10' 0",20.000,2,10,9' 10"
145,0,45157,Cam Davis,9' 11",19.750,2,16,3' 10"
146,0,38991,Alejandro Tosti,9' 9",58.333,6,18,2' 4"
147,0,54576,Patrick Fishburn,9' 8",28.917,3,14,4' 0"
148,0,57362,Austin Eckroat,9' 6",28.417,3,11,8' 8"
149,0,27349,Alex Noren,9' 5",65.833,7,20,1' 7"
150,0,33653,Thomas Detry,9' 1",18.167,2,10,8' 4"
150,0,26476,Chez Reavie,9' 1",27.250,3,14,4' 9"
150,0,51890,Greyson Sigg,9' 1",9.083,1,9,9' 1"
153,0,49947,Taylor Moore,9' 0",53.917,6,16,1' 7"
154,0,50493,Justin Suh,8' 11",26.750,3,12,4' 6"
155,0,34021,Bud Cauley,8' 6",16.917,2,14,3' 4"
156,0,33486,Roger Sloan,8' 5",25.167,3,15,3' 9"
157,0,59095,Chris Gotterup,8' 1",24.167,3,12,11"
158,0,50188,S.H. Kim,8' 0",55.917,7,12,3' 7"
158,0,37378,Min Woo Lee,8' 0",47.833,6,13,1' 11"
160,0,60004,Jacob Bridgeman,7' 11",39.667,5,18,3' 10"
161,0,29535,Brice Garnett,7' 8",15.250,2,10,5' 6"
162,0,45522,Christiaan Bezuidenhout,7' 7",7.583,1,8,7' 7"
163,0,28420,Ryan Brehm,7' 5",7.417,1,7,7' 5"
163,0,27649,Brandt Snedeker,7' 5",7.417,1,7,7' 5"
165,0,23108,Matt Kuchar,7' 2",14.333,2,8,6' 3"
166,0,52453,Nicolai Højgaard,7' 1",28.417,4,12,2' 11"
167,0,35310,Lanto Griffin,7' 0",42.000,6,11,3' 5"
168,0,47483,Will Zalatoris,6' 5",19.250,3,10,2' 0"
169,0,29908,C.T. Pan,5' 11",17.750,3,12,2' 10"
170,0,26596,Ryan Moore,5' 7",5.583,1,6,5' 7"
171,0,51070,Vincent Norrman,5' 6",11.000,2,8,2' 10"
172,0,47988,Nick Hardy,5' 5",16.167,3,8,3' 4"
173,0,32757,Patton Kizzire,5' 4",10.583,2,10,1' 1"
173,0,29221,Webb Simpson,5' 4",32.083,6,7,1' 8"
175,0,35617,Martin Trainer,5' 1",10.083,2,7,3' 0"
176,0,33448,Justin Thomas,4' 11",9.833,2,6,3' 8"
177,0,52514,Trace Crowe,4' 8",9.250,2,6,2' 10"
178,0,40058,Zac Blair,2' 7",2.583,1,3,2' 7"
179,0,40162,Justin Lower,2' 0",2.000,1,2,2' 0"
180,0,32102,Rickie Fowler,1' 3",2.500,2,2,9"
