RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
1,0,51977,Max Greyserman,8' 6",4149.000,489
1,0,48153,Matthieu Pavon,8' 6",3246.000,382
3,-2,40162,Justin Lower,8' 5",4819.000,571
4,0,54576,Patrick Fishburn,8' 4",2873.250,345
4,0,29936,Ryan Fox,8' 4",4061.167,488
4,0,24024,Zach Johnson,8' 4",2595.750,310
7,0,36884,Ben Kohles,8' 3",3902.500,475
7,2,52513,Carson Young,8' 3",4263.500,515
9,-2,32333,Kevin Tway,8' 2",2458.833,302
10,9,51287,Ryo Hisatsune,8' 1",3820.833,472
11,-1,39975,Michael Kim,8' 0",3383.000,424
11,-1,29478,Kevin Kisner,8' 0",2603.917,324
11,-1,39327,Ben Silverman,8' 0",3949.500,496
11,-1,27214,Kevin Streelman,8' 0",3031.083,379
11,-1,50493,Justin Suh,8' 0",3389.000,423
11,-1,40006,Erik van Rooyen,8' 0",4095.500,513
17,0,46717,Viktor Hovland,7' 11",3152.917,397
17,0,27139,David Skinns,7' 11",3606.000,457
17,-7,55893,Sam Stevens,7' 11",4421.333,558
20,-1,59836,Pierceson Coody,7' 10",3409.333,433
20,-1,35461,Beau Hossler,7' 10",4491.000,576
20,-1,59143,Mac Meissner,7' 10",3482.250,444
20,-1,40250,Taylor Pendrith,7' 10",4164.333,534
20,-1,48867,Matti Schmid,7' 10",3451.167,440
20,-1,51634,Sahith Theegala,7' 10",4872.333,621
26,0,54591,Ben Griffin,7' 9",5053.333,650
26,0,35310,Lanto Griffin,7' 9",2775.833,360
26,0,60767,Blaine Hale Jr.,7' 9",1963.417,252
26,0,51696,Rico Hoey,7' 9",3544.417,457
26,0,33204,Shane Lowry,7' 9",3406.667,441
26,0,36871,Matt NeSmith,7' 9",2819.750,363
32,0,52955,Ludvig Åberg,7' 8",3731.917,486
32,0,32366,Kevin Chappell,7' 8",2121.750,277
32,0,39997,Corey Conners,7' 8",3991.917,523
32,0,29420,Billy Horschel,7' 8",3711.333,486
32,0,32791,K.H. Lee,7' 8",3778.083,493
32,0,46113,Ryan McCormick,7' 8",2580.667,338
32,7,33486,Roger Sloan,7' 8",3034.667,397
39,0,52372,Cameron Champ,7' 7",2447.333,324
39,0,51766,Wyndham Clark,7' 7",3820.083,504
39,0,50497,Adrien Dumont de Chassart,7' 7",2782.000,366
39,12,51349,Nico Echavarria,7' 7",3789.250,498
39,12,47993,Denny McCarthy,7' 7",4789.500,634
39,0,28252,Seamus Power,7' 7",4829.500,637
39,0,46046,Scottie Scheffler,7' 7",3590.417,474
39,0,50095,Austin Smotherman,7' 7",1827.417,242
39,-7,50484,Hayden Springer,7' 7",3068.083,404
39,0,52666,Sami Valimaki,7' 7",3134.083,415
39,0,48887,Matt Wallace,7' 7",3106.167,409
50,-11,33408,Tyson Alexander,7' 6",3338.500,446
50,27,40026,Daniel Berger,7' 6",2816.917,377
50,1,60004,Jacob Bridgeman,7' 6",3301.083,439
50,1,34076,Joel Dahmen,7' 6",3469.250,461
50,-11,34099,Harris English,7' 6",4451.167,591
50,15,52375,Doug Ghim,7' 6",3734.500,496
50,1,34563,Chesson Hadley,7' 6",3119.500,414
50,1,35532,Tom Hoge,7' 6",5280.333,702
50,-11,27936,Martin Laird,7' 6",3081.583,411
50,1,28775,Nate Lashley,7' 6",3155.417,419
50,1,27129,Luke List,7' 6",3473.500,461
50,1,52215,Robert MacIntyre,7' 6",3514.917,469
50,1,29908,C.T. Pan,7' 6",2924.583,391
50,1,47679,Victor Perez,7' 6",3045.083,404
50,27,36699,Patrick Rodgers,7' 6",4657.333,619
50,1,37275,Sam Ryder,7' 6",3314.000,443
50,1,27649,Brandt Snedeker,7' 6",2849.917,378
50,1,47483,Will Zalatoris,7' 6",3039.000,405
68,-3,48084,Wesley Bryan,7' 5",1793.500,243
68,-3,35450,Patrick Cantlay,7' 5",3215.667,432
68,-3,33653,Thomas Detry,7' 5",3805.333,515
68,-3,29725,Tony Finau,7' 5",3638.250,490
68,-3,39971,Sungjae Im,7' 5",4471.417,602
68,-3,49947,Taylor Moore,7' 5",4721.083,638
68,-3,33968,Thorbjørn Olesen,7' 5",2122.250,286
68,-3,34256,Andrew Putnam,7' 5",3949.833,530
68,-3,34046,Jordan Spieth,7' 5",3399.417,458
68,9,35617,Martin Trainer,7' 5",2245.917,303
68,-3,27064,Jhonattan Vegas,7' 5",3046.583,411
68,-3,51894,Vince Whaley,7' 5",2954.667,399
80,-3,33141,Keegan Bradley,7' 4",3712.500,504
80,-3,40098,Matt Fitzpatrick,7' 4",3576.583,488
80,-3,47988,Nick Hardy,7' 4",3565.333,487
80,-3,51997,Andrew Novak,7' 4",3929.833,535
80,-3,49771,J.T. Poston,7' 4",4214.333,574
80,-3,48081,Xander Schauffele,7' 4",3886.250,528
80,11,46441,Robby Shelton,7' 4",3531.083,481
80,-3,25493,Nick Taylor,7' 4",4082.583,557
80,-3,52374,Brandon Wu,7' 4",3173.583,434
80,-3,54783,Dylan Wu,7' 4",3757.833,510
90,1,37212,Paul Barjon,7' 3",2110.750,291
90,-13,34255,Joseph Bramlett,7' 3",3492.083,479
90,1,47504,Sam Burns,7' 3",3858.833,535
90,1,28089,Jason Day,7' 3",3456.667,479
90,1,47663,Kevin Dougherty,7' 3",2294.750,317
90,21,56149,Wilson Furr,7' 3",2297.167,316
90,1,31646,Emiliano Grillo,7' 3",3917.750,542
90,1,27644,Brian Harman,7' 3",4297.583,595
90,21,54421,Garrick Higgo,7' 3",3036.167,418
90,-13,54628,Lee Hodges,7' 3",4151.583,570
90,1,35506,Mackenzie Hughes,7' 3",4722.000,652
90,1,34587,Chan Kim,7' 3",3485.750,480
90,1,36326,David Lipsky,7' 3",2806.083,386
