RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,06373,José María Olazábal,-.108,37,-4.00
2,0,10860,Justin Leonard,-.079,76,-6.00
3,0,24138,Ian Poulter,-.051,39,-2.00
4,0,01928,Corey Pavin,-.047,85,-4.00
5,0,20572,Rod Pampling,-.043,70,-3.00
6,0,22371,Aaron Baddeley,-.042,71,-3.00
7,0,24507,Jason Bohn,-.035,113,-4.00
8,0,20691,Greg Owen,-.032,94,-3.00
9,0,20593,Greg Chalmers,-.029,70,-2.00
10,0,07223,Brian Bateman,-.015,67,-1.00
11,0,23541,Ben Crane,-.013,77,-1.00
12,0,19824,Craig Barlow,E,62,E
12,0,23983,Luke Donald,E,36,E
12,0,07457,Steve Flesch,E,120,E
12,0,01388,Robert Gamez,E,104,E
12,0,21209,Sergio Garcia,E,33,E
12,0,06643,Paul Goydos,E,86,E
12,0,25345,Carl Pettersson,E,110,E
12,0,06527,Steve Stricker,E,50,E
20,0,21805,Harrison Frazar,+.009,113,+1.00
20,0,12602,Dean Wilson,+.009,114,+1.00
22,0,12510,Chad Campbell,+.011,87,+1.00
23,0,10809,Jim Furyk,+.012,84,+1.00
24,0,23614,Rich Beem,+.013,77,+1.00
25,0,22378,Trevor Immelman,+.014,70,+1.00
26,0,22046,Geoff Ogilvy,+.016,63,+1.00
26,0,02206,David Toms,+.016,62,+1.00
28,0,26360,Bubba Dickerson,+.017,115,+2.00
29,0,24140,Sean O'Hair,+.019,108,+2.00
30,0,06575,Dudley Hart,+.020,99,+2.00
31,0,02223,Bob Tway,+.022,89,+2.00
32,0,23320,Ryan Palmer,+.023,130,+3.00
33,0,20634,Peter Lonard,+.024,85,+2.00
33,0,25804,Bubba Watson,+.024,84,+2.00
35,0,22621,Ben Curtis,+.026,76,+2.00
36,0,12680,Shigeki Maruyama,+.027,111,+3.00
37,0,01320,Bob Estes,+.028,108,+3.00
38,0,24361,Pat Perez,+.029,70,+2.00
39,0,08793,Tiger Woods,+.030,33,+1.00
40,0,24357,K.J. Choi,+.032,93,+3.00
41,0,06004,Stephen Ames,+.033,61,+2.00
41,0,22293,Heath Slocum,+.033,90,+3.00
41,0,20548,Hidemichi Tanaka,+.033,91,+3.00
44,0,12823,Carlos Franco,+.034,87,+3.00
45,0,01329,Brad Faxon,+.037,107,+4.00
45,0,02239,Scott Verplank,+.037,108,+4.00
47,0,12716,Charley Hoffman,+.038,78,+3.00
47,0,01599,Steve Jones,+.038,80,+3.00
49,0,20498,Briny Baird,+.039,103,+4.00
50,0,12660,Jesper Parnevik,+.040,99,+4.00
51,0,23616,Ryan Hietala,+.041,74,+3.00
52,0,20229,Stewart Cink,+.042,71,+3.00
52,0,25935,John Engler Jr.,+.042,72,+3.00
54,0,20157,Retief Goosen,+.043,47,+2.00
54,0,20378,Mathias Grönberg,+.043,116,+5.00
54,0,20766,Padraig Harrington,+.043,46,+2.00
54,0,11011,Mike Sposa,+.043,70,+3.00
58,0,20121,Todd Fischer,+.044,136,+6.00
58,0,26596,Ryan Moore,+.044,91,+4.00
60,0,24358,Robert Garrigus,+.045,88,+4.00
60,0,06350,Bob May,+.045,67,+3.00
62,0,20098,Stuart Appleby,+.046,65,+3.00
62,0,20099,Doug Barron,+.046,108,+5.00
62,0,12645,Brent Geiberger,+.046,130,+6.00
62,0,01810,Phil Mickelson,+.046,65,+3.00
62,0,02104,Jeff Sluman,+.046,109,+5.00
67,0,23135,Tim Clark,+.047,86,+4.00
68,0,08075,Jerry Kelly,+.048,124,+6.00
68,0,20645,John Senden,+.048,83,+4.00
70,0,01226,Fred Couples,+.049,41,+2.00
71,0,21961,Charles Howell III,+.051,118,+6.00
72,0,21350,Ryuji Imada,+.052,97,+5.00
72,0,01766,Billy Mayfair,+.052,97,+5.00
74,0,01313,Steve Elkington,+.053,57,+3.00
75,0,07749,Brett Quigley,+.054,93,+5.00
75,0,24502,Adam Scott,+.054,56,+3.00
77,0,20850,Daniel Chopra,+.055,109,+6.00
78,0,06251,Chris DiMarco,+.056,89,+5.00
78,0,06522,Ernie Els,+.056,54,+3.00
78,0,19846,Brian Gay,+.056,142,+8.00
78,0,10565,Ian Leggatt,+.056,89,+5.00
82,0,01941,Tom Pernice Jr.,+.058,121,+7.00
83,0,01035,Tommy Armour III,+.060,83,+5.00
83,0,01139,Olin Browne,+.060,116,+7.00
83,0,23623,Bo Van Pelt,+.060,116,+7.00
86,0,08835,Kris Cox,+.061,98,+6.00
86,0,01473,Todd Hamilton,+.061,66,+4.00
86,0,01553,John Huston,+.061,98,+6.00
86,0,01823,Larry Mize,+.061,49,+3.00
90,0,24980,Scott Gutschewski,+.063,48,+3.00
90,0,23353,J.J. Henry,+.063,95,+6.00
90,0,02214,Kirk Triplett,+.063,64,+4.00
93,0,11032,Frank Lickliter II,+.064,110,+7.00
93,0,01707,Steve Lowery,+.064,110,+7.00
95,0,21753,Brian Davis,+.065,108,+7.00
95,0,27095,Nick Watney,+.065,124,+8.00
97,0,02110,Jerry Smith,+.066,106,+7.00
98,0,21407,Arjun Atwal,+.067,105,+7.00
99,0,22405,Justin Rose,+.068,103,+7.00
100,0,25900,Lucas Glover,+.069,102,+7.00
100,0,01706,Davis Love III,+.069,72,+5.00
102,0,24924,Bill Haas,+.071,112,+8.00
102,0,22548,Patrick Sheehan,+.071,127,+9.00
104,0,26420,Richard Johnson,+.073,110,+8.00
105,0,20608,David Howell,+.074,27,+2.00
106,0,20105,Jeff Gove,+.075,80,+6.00
107,0,22946,Henrik Bjornstad,+.076,118,+9.00
107,0,01219,John Cook,+.076,66,+5.00
107,0,09011,David Duval,+.076,66,+5.00
107,0,01619,Skip Kendall,+.076,79,+6.00
111,0,21949,Joe Ogilvie,+.078,115,+9.00
111,0,20127,Chris Riley,+.078,77,+6.00
111,0,06567,Vijay Singh,+.078,102,+8.00
114,0,06573,Brandt Jobe,+.080,75,+6.00
114,0,01666,Bernhard Langer,+.080,88,+7.00
114,0,24912,Will MacKenzie,+.080,100,+8.00
117,0,01381,Fred Funk,+.081,124,+10.00
117,0,23718,Nathan Green,+.081,124,+10.00
117,0,20094,Jonathan Kaye,+.081,111,+9.00
120,0,23322,Brett Wetterich,+.082,73,+6.00
121,0,06515,Shaun Micheel,+.083,84,+7.00
121,0,08375,Paul Stankowski,+.083,84,+7.00
123,0,01042,Paul Azinger,+.084,119,+10.00
124,0,10885,Robert Allenby,+.085,71,+6.00
124,0,21731,Freddie Jacobson,+.085,59,+5.00
124,0,07013,Wes Short Jr.,+.085,106,+9.00
124,0,23788,D.J. Trahan,+.085,118,+10.00
128,0,20574,Mathew Goggin,+.086,81,+7.00
128,0,27770,Camilo Villegas,+.086,128,+11.00
128,0,21878,Mark Wilson,+.086,93,+8.00
131,0,02246,Duffy Waldorf,+.087,103,+9.00
132,0,28780,Nicholas Thompson,+.088,113,+10.00
133,0,01024,Billy Andrade,+.089,79,+7.00
133,0,01142,Bart Bryant,+.089,90,+8.00
135,0,06197,Michael Allen,+.091,99,+9.00
135,0,01685,J.L. Lewis,+.091,66,+6.00
137,0,27943,Matt Hansen,+.093,75,+7.00
137,0,01761,Len Mattiace,+.093,75,+7.00
139,0,08537,J.P. Hayes,+.094,64,+6.00
140,0,21959,Ted Purdy,+.095,105,+10.00
141,0,25632,Jimmy Walker,+.096,73,+7.00
142,0,01132,Mark Brooks,+.098,112,+11.00
143,0,20382,Stephen Leaney,+.099,91,+9.00
144,0,01677,Tom Lehman,+.100,50,+5.00
145,0,23497,Tag Ridings,+.102,127,+13.00
146,0,08385,Omar Uresti,+.103,78,+8.00
147,0,23349,Charles Warren,+.104,106,+11.00
148,0,01724,Jeff Maggert,+.110,100,+11.00
148,0,21660,Jason Schultz,+.110,91,+10.00
148,0,23325,Vaughn Taylor,+.110,91,+10.00
151,0,19881,Robert Damron,+.111,117,+13.00
151,0,06621,Joe Durant,+.111,108,+12.00
153,0,01161,Mark Calcavecchia,+.115,130,+15.00
154,0,20631,David McKenzie,+.116,95,+11.00
155,0,10423,Mike Weir,+.119,84,+10.00
156,0,10733,Kent Jones,+.122,115,+14.00
156,0,28475,Jeff Overton,+.122,123,+15.00
156,0,23307,Roger Tambellini,+.122,74,+9.00
159,0,01887,Mark O'Meara,+.123,57,+7.00
159,0,23621,Rory Sabbatini,+.123,57,+7.00
