RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
105,0,36871,Matthew NeSmith,198.0,1584,8
105,0,22056,Cameron Percy,198.0,1386,7
105,0,23788,D.J. Trahan,198.0,1188,6
110,0,20229,Stewart Cink,202.5,1620,8
110,0,35506,Mackenzie Hughes,202.5,1620,8
112,0,26300,Matt Jones,204.0,1836,9
112,0,40042,Tyler McCumber,204.0,1224,6
112,0,45486,Joaquin Niemann,204.0,1836,9
115,0,29908,C.T. Pan,205.7,1440,7
116,0,33122,Russell Knox,207.0,1656,8
117,0,34174,John Huh,208.8,1044,5
118,0,31323,Gary Woodland,210.0,1260,6
119,0,33486,Roger Sloan,210.9,1476,7
120,0,47993,Denny McCarthy,211.5,1692,8
120,0,32139,Danny Willett,211.5,846,4
122,0,30911,Tommy Fleetwood,216.0,1080,5
122,0,34098,Russell Henley,216.0,1512,7
122,0,35532,Tom Hoge,216.0,1728,8
122,0,36801,Mark Hubbard,216.0,1728,8
122,0,23623,Bo Van Pelt,216.0,1296,6
127,0,30926,Chris Kirk,221.1,1548,7
128,0,46550,Brandon Hagy,222.0,1332,6
128,0,27942,Rob Oppenheim,222.0,1332,6
130,0,23621,Rory Sabbatini,225.0,1350,6
131,0,35461,Beau Hossler,226.3,1584,7
132,0,48822,Sebastián Muñoz,229.5,1836,8
133,0,26758,David Hearn,230.4,1152,5
134,0,19803,Ryan Armour,234.0,1404,6
134,0,35450,Patrick Cantlay,234.0,1404,6
134,0,50525,Collin Morikawa,234.0,1404,6
137,0,23108,Matt Kuchar,237.6,1188,5
137,0,33410,Andrew Landry,237.6,1188,5
139,0,34314,Sebastian Cappelen,243.0,972,4
139,0,29974,Branden Grace,243.0,1458,6
141,0,32254,Xinjun Zhang,244.8,1224,5
142,0,27349,Alex Noren,246.0,1476,6
143,0,27214,Kevin Streelman,246.9,1728,7
144,0,49298,Kramer Hickok,248.4,1242,5
145,0,46717,Viktor Hovland,249.0,1494,6
146,0,33948,Byeong Hun An,252.0,1512,6
146,0,35449,Adam Long,252.0,1512,6
148,0,34563,Chesson Hadley,259.2,1296,5
149,0,28252,Seamus Power,261.0,1044,4
150,0,27064,Jhonattan Vegas,264.0,1584,6
151,0,29926,Danny Lee,265.5,1062,4
152,0,45609,Tyler Duncan,270.0,1620,6
153,0,48045,Michael Gellerman,282.0,846,3
154,0,27141,J.B. Holmes,288.0,864,3
154,0,35104,Tom Lewis,288.0,1440,5
154,0,34466,Peter Malnati,288.0,1440,5
154,0,24361,Pat Perez,288.0,1728,6
158,0,28089,Jason Day,292.5,1170,4
159,0,24140,Sean O'Hair,306.0,918,3
160,0,27974,Sung Kang,309.6,1548,5
161,0,48887,Matt Wallace,318.0,954,3
162,0,33404,Chris Baker,324.0,972,3
162,0,46435,Austin Cook,324.0,1296,4
162,0,29970,Dylan Frittelli,324.0,1296,4
162,0,24138,Ian Poulter,324.0,1296,4
166,0,33419,Cameron Tringale,331.2,1656,5
167,0,33120,Mark Anderson,336.0,1008,3
168,0,32816,Satoshi Kodaira,342.0,1368,4
168,0,53165,Doc Redman,342.0,1368,4
170,0,39953,Chase Seiffert,351.0,1404,4
171,0,45526,Abraham Ancer,352.8,1764,5
172,0,20396,Lee Westwood,372.0,1116,3
173,0,31560,Brian Stuard,374.4,1872,5
174,0,24024,Zach Johnson,378.0,1512,4
175,0,24924,Bill Haas,396.0,792,2
176,0,21961,Charles Howell III,420.0,1260,3
177,0,29268,Bronson Burgoon,432.0,1296,3
177,0,25900,Lucas Glover,432.0,1728,4
179,0,28237,Rory McIlroy,444.0,1332,3
180,0,33413,Ben Martin,450.0,900,2
181,0,33204,Shane Lowry,456.0,1368,3
182,0,47347,Adam Schenk,459.0,1836,4
183,0,24357,K.J. Choi,468.0,936,2
183,0,32102,Rickie Fowler,468.0,1404,3
185,0,46441,Robby Shelton,480.0,1440,3
186,0,28679,Fabián Gómez,486.0,972,2
187,0,23983,Luke Donald,504.0,1008,2
187,0,32618,Rhein Gibson,504.0,1008,2
187,0,26476,Chez Reavie,504.0,1512,3
190,0,25686,Jason Dufner,516.0,1548,3
190,0,52375,Doug Ghim,516.0,1548,3
192,0,34256,Andrew Putnam,534.0,1602,3
193,0,32070,Rafael Campos,540.0,1080,2
194,0,39324,J.J. Spaun,648.0,1296,2
195,0,01810,Phil Mickelson,666.0,1332,2
196,0,34076,Joel Dahmen,738.0,1476,2
