RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,06522,Ernie Els,-.087,69,-6.00
2,0,08793,Tiger Woods,-.048,62,-3.00
3,0,10860,Justin Leonard,-.009,117,-1.00
3,0,06613,Tommy Tolles,-.009,108,-1.00
5,0,01723,Andrew Magee,-.007,139,-1.00
6,0,20157,Retief Goosen,E,66,E
6,0,01457,Jay Haas,E,157,E
8,0,01706,Davis Love III,+.009,115,+1.00
9,0,01926,Steve Pate,+.013,79,+1.00
10,0,02223,Bob Tway,+.018,168,+3.00
11,0,01968,Nick Price,+.023,86,+2.00
12,0,21949,Joe Ogilvie,+.026,77,+2.00
12,0,20127,Chris Riley,+.026,154,+4.00
14,0,06527,Steve Stricker,+.028,71,+2.00
15,0,08075,Jerry Kelly,+.032,157,+5.00
16,0,23800,Bryce Molder,+.033,91,+3.00
16,0,20572,Rod Pampling,+.033,152,+5.00
18,0,06595,Kevin Sutherland,+.036,111,+4.00
18,0,10425,Jay Williamson,+.036,169,+6.00
20,0,21805,Harrison Frazar,+.037,108,+4.00
21,0,19881,Robert Damron,+.038,132,+5.00
22,0,11011,Mike Sposa,+.039,180,+7.00
23,0,01619,Skip Kendall,+.041,170,+7.00
24,0,01307,Joel Edwards,+.043,161,+7.00
24,0,20105,Jeff Gove,+.043,138,+6.00
24,0,23108,Matt Kuchar,+.043,116,+5.00
24,0,01666,Bernhard Langer,+.043,69,+3.00
24,0,02214,Kirk Triplett,+.043,115,+5.00
29,0,06573,Brandt Jobe,+.044,137,+6.00
30,0,02010,Loren Roberts,+.045,134,+6.00
31,0,06373,José María Olazábal,+.046,87,+4.00
32,0,01139,Olin Browne,+.047,192,+9.00
32,0,06809,Bob Burns,+.047,171,+8.00
34,0,01142,Bart Bryant,+.048,104,+5.00
34,0,01527,Scott Hoch,+.048,125,+6.00
36,0,23125,Brad Elder,+.049,102,+5.00
36,0,01378,David Frost,+.049,143,+7.00
38,0,10201,Matt Gogel,+.050,120,+6.00
38,0,08545,Glen Hnatiuk,+.050,180,+9.00
38,0,10585,Scott McCarron,+.050,120,+6.00
41,0,01226,Fred Couples,+.051,117,+6.00
42,0,01185,Brandel Chamblee,+.052,153,+8.00
43,0,10565,Ian Leggatt,+.053,133,+7.00
44,0,20229,Stewart Cink,+.055,110,+6.00
44,0,06012,Greg Kraft,+.055,146,+8.00
46,0,01329,Brad Faxon,+.056,107,+6.00
47,0,08931,Glen Day,+.057,176,+10.00
48,0,01810,Phil Mickelson,+.059,118,+7.00
49,0,02239,Scott Verplank,+.060,116,+7.00
50,0,01175,Jim Carter,+.061,179,+11.00
51,0,19846,Brian Gay,+.062,194,+12.00
52,0,01203,Russ Cochran,+.063,111,+7.00
