RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,30925,Dustin Johnson,37.04,346,934
2,0,01810,Phil Mickelson,35.96,365,1015
3,0,33448,Justin Thomas,35.08,354,1009
4,0,28089,Jason Day,34.63,276,797
5,0,46970,Jon Rahm,34.46,286,830
6,0,22405,Justin Rose,34.38,285,829
7,0,24846,Ricky Barnes,34.37,232,675
8,0,34213,Grayson Murray,34.20,276,807
9,0,30911,Tommy Fleetwood,34.14,281,823
10,0,36689,Brooks Koepka,33.42,254,760
11,0,35421,Brandon Harkins,33.33,374,1122
12,0,47959,Bryson DeChambeau,33.25,387,1164
13,0,46501,Ollie Schniederjans,33.13,325,981
14,0,28237,Rory McIlroy,33.10,240,725
15,0,29223,Sam Saunders,33.06,286,865
16,0,08793,Tiger Woods,32.93,271,823
17,0,25396,Kevin Na,32.87,328,998
18,0,29725,Tony Finau,32.79,404,1232
19,0,23320,Ryan Palmer,32.75,243,742
20,0,34409,David Lingmerth,32.62,288,883
21,0,26851,Marc Leishman,32.44,350,1079
22,0,19846,Brian Gay,32.39,379,1170
23,0,49964,Aaron Wise,32.32,352,1089
24,0,35532,Tom Hoge,32.27,343,1063
25,0,34466,Peter Malnati,32.23,303,940
26,0,34046,Jordan Spieth,32.22,310,962
27,0,32839,Hideki Matsuyama,32.10,287,894
28,0,50526,Tom Lovelady,31.93,312,977
29,0,27936,Martin Laird,31.90,245,768
29,0,39546,Keith Mitchell,31.90,386,1210
31,0,34563,Chesson Hadley,31.89,383,1201
32,0,32102,Rickie Fowler,31.75,294,926
32,0,48081,Xander Schauffele,31.75,348,1096
32,0,35891,Cameron Smith,31.75,281,885
35,0,34360,Patrick Reed,31.50,309,981
36,0,46601,Trey Mullinax,31.48,255,810
37,0,23325,Vaughn Taylor,31.41,299,952
38,0,29926,Danny Lee,31.37,315,1004
39,0,29461,Jamie Lovemark,31.31,320,1022
40,0,37454,Whee Kim,31.30,318,1016
41,0,32366,Kevin Chappell,31.07,275,885
42,0,32640,Troy Merritt,31.05,308,992
43,0,46435,Austin Cook,31.04,397,1279
44,0,31646,Emiliano Grillo,30.99,353,1139
45,0,34099,Harris English,30.93,274,886
46,0,36699,Patrick Rodgers,30.85,339,1099
47,0,34174,John Huh,30.82,327,1061
48,0,24024,Zach Johnson,30.74,324,1054
49,0,39954,Cody Gribble,30.73,224,729
50,0,25632,Jimmy Walker,30.72,263,856
51,0,35310,Lanto Griffin,30.69,275,896
52,0,39324,J.J. Spaun,30.67,303,988
53,0,40009,Dominic Bozzelli,30.66,218,711
54,0,32333,Kevin Tway,30.63,382,1247
55,0,32876,Martin Piller,30.54,255,835
56,0,35461,Beau Hossler,30.47,387,1270
57,0,34021,Bud Cauley,30.39,186,612
57,0,39975,Michael Kim,30.39,231,760
59,0,27958,Ryan Blaum,30.37,280,922
60,0,30944,Jason Kokrak,30.35,380,1252
61,0,29420,Billy Horschel,30.34,321,1058
62,0,49771,J.T. Poston,30.31,264,871
63,0,29268,Bronson Burgoon,30.27,257,849
63,0,24361,Pat Perez,30.27,277,915
65,0,25804,Bubba Watson,30.24,293,969
66,0,26499,Rafa Cabrera Bello,30.23,266,880
67,0,27141,J.B. Holmes,30.22,265,877
67,0,24781,Hunter Mahan,30.22,236,781
69,0,27129,Luke List,30.21,352,1165
70,0,29974,Branden Grace,30.18,233,772
71,0,25834,Daniel Summerhays,30.07,138,459
72,0,31416,Derek Fathauer,30.06,260,865
72,0,37455,Si Woo Kim,30.06,358,1191
74,0,24358,Robert Garrigus,30.04,268,892
75,0,28252,Seamus Power,30.01,274,913
76,0,29484,Peter Uihlein,30.00,285,950
77,0,27649,Brandt Snedeker,29.99,287,957
78,0,27644,Brian Harman,29.98,328,1094
78,0,27963,Chris Stroud,29.98,247,824
80,0,33413,Ben Martin,29.97,220,734
81,0,26300,Matt Jones,29.96,222,741
82,0,22056,Cameron Percy,29.92,187,625
82,0,31323,Gary Woodland,29.92,345,1153
84,0,27556,Ted Potter Jr.,29.91,294,983
85,0,35450,Patrick Cantlay,29.85,303,1015
86,0,30978,Kiradech Aphibarnrat,29.82,153,513
87,0,27974,Sung Kang,29.81,288,966
88,0,25364,Paul Casey,29.79,258,866
89,0,31420,Anirban Lahiri,29.77,284,954
90,0,35506,Mackenzie Hughes,29.71,268,902
91,0,23621,Rory Sabbatini,29.64,321,1083
92,0,37278,Nicholas Lindheim,29.59,250,845
93,0,27349,Alex Noren,29.57,207,700
93,0,26476,Chez Reavie,29.57,314,1062
95,0,47125,Matt Atkins,29.56,175,592
95,0,32757,Patton Kizzire,29.56,326,1103
97,0,27942,Rob Oppenheim,29.54,231,782
98,0,30926,Chris Kirk,29.53,383,1297
99,0,34076,Joel Dahmen,29.52,310,1050
100,0,45526,Abraham Ancer,29.50,339,1149
101,0,39327,Ben Silverman,29.46,289,981
101,0,33418,Shawn Stefani,29.46,264,896
103,0,29221,Webb Simpson,29.45,329,1117
104,0,28500,Martin Flores,29.43,302,1026
105,0,35545,Blayne Barber,29.42,248,843
105,0,27095,Nick Watney,29.42,323,1098
107,0,28307,Matt Every,29.38,255,868
108,0,12716,Charley Hoffman,29.29,280,956
109,0,25198,Francesco Molinari,29.27,259,885
110,0,23108,Matt Kuchar,29.24,281,961
111,0,48084,Wesley Bryan,29.21,215,736
112,0,24138,Ian Poulter,29.18,225,771
112,0,29485,Brett Stegmaier,29.18,225,771
114,0,30110,Kyle Stanley,29.16,328,1125
115,0,26331,Charl Schwartzel,29.15,186,638
116,0,34264,Hudson Swafford,29.12,242,831
117,0,20472,Alex Cejka,29.11,230,790
118,0,20593,Greg Chalmers,29.08,155,533
118,0,32448,James Hahn,29.08,292,1004
120,0,24502,Adam Scott,29.06,288,991
121,0,26758,David Hearn,29.03,216,744
121,0,37275,Sam Ryder,29.03,301,1037
123,0,33948,Byeong Hun An,28.98,297,1025
124,0,26951,Johnson Wagner,28.96,243,839
125,0,40026,Daniel Berger,28.95,264,912
126,0,33141,Keegan Bradley,28.94,334,1154
127,0,34098,Russell Henley,28.93,265,916
128,0,29479,Scott Brown,28.87,334,1157
128,0,46402,Talor Gooch,28.87,237,821
130,0,20229,Stewart Cink,28.82,309,1072
130,0,25892,Steve Wheatcroft,28.82,200,694
132,0,19803,Ryan Armour,28.79,378,1313
133,0,29478,Kevin Kisner,28.74,263,915
134,0,29535,Brice Garnett,28.71,327,1139
135,0,24140,Sean O'Hair,28.63,207,723
136,0,32254,Xinjun Zhang,28.57,258,903
137,0,25240,D.A. Points,28.53,188,659
138,0,33410,Andrew Landry,28.51,268,940
139,0,32150,Michael Thompson,28.45,208,731
140,0,30692,Scott Stallings,28.44,302,1062
141,0,39997,Corey Conners,28.41,333,1172
142,0,29908,C.T. Pan,28.35,355,1252
143,0,47993,Denny McCarthy,28.33,219,773
144,0,40058,Zac Blair,28.32,196,692
145,0,27064,Jhonattan Vegas,28.31,295,1042
146,0,25900,Lucas Glover,28.26,208,736
147,0,39328,Conrad Shindler,28.23,188,666
148,0,47287,Ethan Tracy,28.21,222,787
149,0,25686,Jason Dufner,28.18,208,738
150,0,33399,Adam Hadwin,28.15,306,1087
151,0,28132,Tyrone Van Aswegen,28.14,307,1091
152,0,23541,Ben Crane,28.13,193,686
153,0,20157,Retief Goosen,28.08,162,577
153,0,26596,Ryan Moore,28.08,271,965
155,0,36799,Stephan Jaeger,28.07,254,905
156,0,29518,Brendan Steele,28.06,234,834
157,0,25818,Scott Piercy,28.04,281,1002
158,0,45609,Tyler Duncan,27.97,325,1162
159,0,34358,Jonathan Randolph,27.94,197,705
160,0,33204,Shane Lowry,27.93,193,691
161,0,22371,Aaron Baddeley,27.91,247,885
161,0,37189,Harold Varner III,27.91,302,1082
163,0,29222,Billy Hurley III,27.90,202,724
164,0,22582,Kyle Thompson,27.85,144,517
164,0,47128,Richy Werenski,27.85,308,1106
166,0,21961,Charles Howell III,27.77,346,1246
167,0,25493,Nick Taylor,27.76,304,1095
168,0,34256,Andrew Putnam,27.68,312,1127
169,0,25572,Graeme McDowell,27.63,189,684
170,0,35879,Kelly Kraft,27.61,291,1054
170,0,31560,Brian Stuard,27.61,323,1170
172,0,24925,Jonathan Byrd,27.54,209,759
172,0,26329,Louis Oosthuizen,27.54,176,639
174,0,33122,Russell Knox,27.43,308,1123
175,0,21528,Henrik Stenson,27.40,203,741
176,0,32816,Satoshi Kodaira,27.36,142,519
177,0,28679,Fabián Gómez,27.34,280,1024
178,0,34431,Robert Streb,27.31,236,864
179,0,27895,Jonas Blixt,27.21,185,680
180,0,33419,Cameron Tringale,27.13,201,741
181,0,20572,Rod Pampling,27.11,177,653
182,0,35376,Roberto Díaz,26.99,210,778
183,0,35544,Andrew Yun,26.95,135,501
184,0,34363,Tyrrell Hatton,26.82,173,645
185,0,37338,Zecheng Dou,26.79,150,560
186,0,28775,Nate Lashley,26.74,154,576
187,0,47347,Adam Schenk,26.56,259,975
188,0,31202,William McGirt,26.53,251,946
189,0,27214,Kevin Streelman,26.35,312,1184
190,0,12510,Chad Campbell,26.21,244,931
191,0,10809,Jim Furyk,26.01,142,546
192,0,24924,Bill Haas,25.29,218,862
193,0,23353,J.J. Henry,24.89,237,952
