RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,31646,Emiliano Grillo,102.74,984,47,964
2,0,35461,Beau Hossler,102.68,1230,58,1205
3,0,29478,Kevin Kisner,102.41,912,37,897
4,0,27349,Alex Noren,102.19,684,32,667
5,0,28089,Jason Day,101.95,666,22,657
6,0,27644,Brian Harman,101.88,1012,48,983
7,0,27649,Brandt Snedeker,101.76,1023,44,997
8,0,20593,Greg Chalmers,101.75,570,23,557
9,0,10809,Jim Furyk,101.69,650,22,639
10,0,29485,Brett Stegmaier,101.67,660,28,643
11,0,19846,Brian Gay,101.63,1289,49,1261
12,0,32150,Michael Thompson,101.51,794,36,770
13,0,29725,Tony Finau,101.47,1153,49,1121
14,0,37454,Whee Kim,101.41,992,45,961
14,0,27936,Martin Laird,101.41,854,38,828
16,0,30911,Tommy Fleetwood,101.33,752,32,730
17,0,35545,Blayne Barber,101.30,844,31,824
18,0,29484,Peter Uihlein,101.29,927,35,904
19,0,33204,Shane Lowry,101.22,736,23,722
20,0,26951,Johnson Wagner,101.18,761,28,742
21,0,30925,Dustin Johnson,101.15,867,36,841
22,0,29268,Bronson Burgoon,101.14,791,21,779
23,0,21528,Henrik Stenson,101.08,647,22,632
24,0,34358,Jonathan Randolph,101.07,843,31,821
25,0,32640,Troy Merritt,101.06,1039,35,1015
26,0,47287,Ethan Tracy,101.05,764,24,748
27,0,32333,Kevin Tway,101.01,1285,41,1257
28,0,46601,Trey Mullinax,100.96,833,25,816
29,0,37189,Harold Varner III,100.95,1055,38,1027
30,0,40026,Daniel Berger,100.93,861,24,845
31,0,48081,Xander Schauffele,100.89,1015,31,993
32,0,46435,Austin Cook,100.87,1258,37,1232
32,0,33413,Ben Martin,100.87,804,28,783
34,0,31416,Derek Fathauer,100.84,954,32,930
35,0,22405,Justin Rose,100.82,729,27,708
36,0,33410,Andrew Landry,100.78,1027,30,1005
36,0,25572,Graeme McDowell,100.78,640,21,624
38,0,29420,Billy Horschel,100.74,1083,31,1060
39,0,34409,David Lingmerth,100.73,963,30,940
40,0,32448,James Hahn,100.70,994,33,968
41,0,36699,Patrick Rodgers,100.68,1030,32,1005
42,0,39975,Michael Kim,100.66,755,26,734
42,0,28252,Seamus Power,100.66,914,30,890
42,0,39327,Ben Silverman,100.66,1053,37,1023
45,0,01810,Phil Mickelson,100.64,934,31,909
46,0,34174,John Huh,100.63,1116,31,1092
47,0,30926,Chris Kirk,100.59,1365,45,1328
48,0,25834,Daniel Summerhays,100.58,516,14,505
49,0,48084,Wesley Bryan,100.56,710,23,691
50,0,49964,Aaron Wise,100.54,1118,38,1086
51,0,35376,Roberto Díaz,100.51,785,29,760
52,0,35421,Brandon Harkins,100.50,1203,42,1167
53,0,34563,Chesson Hadley,100.48,1242,34,1214
54,0,31202,William McGirt,100.46,1089,38,1056
55,0,32757,Patton Kizzire,100.45,1114,34,1085
55,0,34256,Andrew Putnam,100.45,1099,35,1069
55,0,29221,Webb Simpson,100.45,1117,35,1087
58,0,31420,Anirban Lahiri,100.43,928,28,904
58,0,47347,Adam Schenk,100.43,941,32,913
60,0,33399,Adam Hadwin,100.42,945,28,921
61,0,34431,Robert Streb,100.34,878,31,850
62,0,23108,Matt Kuchar,100.33,912,26,889
63,0,32876,Martin Piller,100.32,938,29,912
64,0,34099,Harris English,100.31,958,34,927
65,0,47993,Denny McCarthy,100.29,693,23,672
66,0,23621,Rory Sabbatini,100.28,1054,36,1021
67,0,21961,Charles Howell III,100.27,1118,28,1093
68,0,32102,Rickie Fowler,100.23,860,23,839
69,0,33448,Justin Thomas,100.21,968,33,937
70,0,35879,Kelly Kraft,100.19,1036,28,1010
70,0,34466,Peter Malnati,100.19,1037,26,1013
72,0,45526,Abraham Ancer,100.17,1186,31,1157
73,0,39328,Conrad Shindler,100.16,639,22,618
74,0,34098,Russell Henley,100.12,829,31,799
74,0,37278,Nicholas Lindheim,100.12,840,32,809
76,0,34360,Patrick Reed,100.11,895,26,870
77,0,27958,Ryan Blaum,100.10,1011,39,973
77,0,24924,Bill Haas,100.10,973,34,940
77,0,25396,Kevin Na,100.10,968,39,930
77,0,30110,Kyle Stanley,100.10,967,33,935
81,0,27095,Nick Watney,100.09,1136,33,1104
82,0,12716,Charley Hoffman,100.00,973,27,946
82,0,35506,Mackenzie Hughes,100.00,980,27,953
82,0,50526,Tom Lovelady,100.00,974,41,933
82,0,29223,Sam Saunders,100.00,943,24,919
86,0,29535,Brice Garnett,99.92,1188,30,1157
87,0,31323,Gary Woodland,99.90,996,32,963
88,0,25632,Jimmy Walker,99.89,914,27,886
89,0,29222,Billy Hurley III,99.88,824,31,792
89,0,27963,Chris Stroud,99.88,818,22,795
91,0,36689,Brooks Koepka,99.87,742,27,714
92,0,40058,Zac Blair,99.85,657,21,635
93,0,29479,Scott Brown,99.83,1160,31,1127
94,0,37455,Si Woo Kim,99.82,1131,30,1099
94,0,30692,Scott Stallings,99.82,1142,35,1105
96,0,33948,Byeong Hun An,99.81,1041,25,1014
96,0,34076,Joel Dahmen,99.81,1029,35,992
98,0,35544,Andrew Yun,99.79,487,15,471
99,0,27214,Kevin Streelman,99.75,1210,28,1179
100,0,29461,Jamie Lovemark,99.73,1119,32,1084
100,0,28237,Rory McIlroy,99.73,733,22,709
100,0,24361,Pat Perez,99.73,728,24,702
100,0,33419,Cameron Tringale,99.73,746,23,721
104,0,27556,Ted Potter Jr.,99.72,1068,32,1033
105,0,27895,Jonas Blixt,99.71,698,18,678
105,0,26499,Rafa Cabrera Bello,99.71,690,25,663
105,0,25240,D.A. Points,99.71,684,18,664
105,0,25892,Steve Wheatcroft,99.71,679,19,658
109,0,31560,Brian Stuard,99.68,1259,36,1219
110,0,33122,Russell Knox,99.63,1076,35,1037
110,0,47128,Richy Werenski,99.63,1072,32,1036
112,0,39954,Cody Gribble,99.61,774,27,744
113,0,34264,Hudson Swafford,99.60,749,20,726
114,0,29908,C.T. Pan,99.58,1178,26,1147
115,0,26300,Matt Jones,99.56,681,27,651
116,0,40009,Dominic Bozzelli,99.53,850,25,821
117,0,25804,Bubba Watson,99.48,966,19,942
118,0,36799,Stephan Jaeger,99.46,928,24,899
119,0,32366,Kevin Chappell,99.45,906,26,875
119,0,26758,David Hearn,99.45,727,26,697
119,0,24781,Hunter Mahan,99.45,729,23,702
122,0,24138,Ian Poulter,99.43,704,17,683
123,0,29926,Danny Lee,99.39,978,25,947
124,0,30944,Jason Kokrak,99.38,1282,42,1232
125,0,47959,Bryson DeChambeau,99.37,1105,30,1068
126,0,46501,Ollie Schniederjans,99.36,1091,33,1051
127,0,19803,Ryan Armour,99.35,1392,46,1337
128,0,26331,Charl Schwartzel,99.34,609,16,589
129,0,45609,Tyler Duncan,99.33,1192,33,1151
129,0,28307,Matt Every,99.33,892,20,866
129,0,34363,Tyrrell Hatton,99.33,596,16,576
132,0,20472,Alex Cejka,99.31,871,25,840
132,0,33418,Shawn Stefani,99.31,868,24,838
134,0,35310,Lanto Griffin,99.29,850,28,816
134,0,08793,Tiger Woods,99.29,840,24,810
136,0,32254,Xinjun Zhang,99.28,836,26,804
137,0,28500,Martin Flores,99.25,1067,31,1028
138,0,24024,Zach Johnson,99.22,1030,33,989
139,0,34046,Jordan Spieth,99.16,956,26,922
140,0,35532,Tom Hoge,99.15,1182,41,1131
141,0,47125,Matt Atkins,99.13,572,17,550
142,0,24846,Ricky Barnes,99.07,642,21,615
142,0,25198,Francesco Molinari,99.07,860,24,828
144,0,39324,J.J. Spaun,99.03,1029,23,996
145,0,32839,Hideki Matsuyama,99.00,801,25,768
146,0,33141,Keegan Bradley,98.99,1189,28,1149
146,0,28132,Tyrone Van Aswegen,98.99,1193,24,1157
148,0,46402,Talor Gooch,98.98,881,26,846
149,0,35891,Cameron Smith,98.96,866,20,837
150,0,26476,Chez Reavie,98.95,859,29,821
151,0,37275,Sam Ryder,98.92,1021,35,975
151,0,27064,Jhonattan Vegas,98.92,925,24,891
153,0,29974,Branden Grace,98.86,612,17,588
154,0,27942,Rob Oppenheim,98.84,777,25,743
155,0,34021,Bud Cauley,98.81,590,13,570
155,0,22056,Cameron Percy,98.81,590,12,571
157,0,28775,Nate Lashley,98.79,497,13,478
157,0,49771,J.T. Poston,98.79,829,31,788
159,0,23320,Ryan Palmer,98.77,892,19,862
160,0,26851,Marc Leishman,98.75,1038,20,1005
161,0,28679,Fabián Gómez,98.74,1030,25,992
162,0,34213,Grayson Murray,98.70,849,25,813
162,0,23325,Vaughn Taylor,98.70,1000,26,961
164,0,20229,Stewart Cink,98.68,988,32,943
164,0,37338,Zecheng Dou,98.68,530,18,505
166,0,24140,Sean O'Hair,98.52,810,23,775
