RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,08793,Tiger Woods,68.25,273,4
2,0,10809,Jim Furyk,69.00,1035,15
3,0,24925,Jonathan Byrd,69.06,1243,18
4,0,20498,Briny Baird,69.29,1178,17
5,0,20850,Daniel Chopra,69.39,1596,23
6,0,01810,Phil Mickelson,69.44,1250,18
7,0,22378,Trevor Immelman,69.57,1461,21
8,0,20628,Arron Oberholser,69.61,1601,23
9,0,02106,Chris Smith,69.77,907,13
10,0,21949,Joe Ogilvie,69.80,2443,35
11,0,23623,Bo Van Pelt,69.90,2097,30
12,0,12716,Charley Hoffman,69.92,1678,24
12,0,22405,Justin Rose,69.92,1678,24
14,0,12660,Jesper Parnevik,70.11,1963,28
15,0,01928,Corey Pavin,70.17,1614,23
16,0,06527,Steve Stricker,70.18,772,11
17,0,26420,Richard Johnson,70.29,1687,24
18,0,26360,Bubba Dickerson,70.34,2251,32
18,0,12645,Brent Geiberger,70.34,2462,35
20,0,24781,Hunter Mahan,70.35,2181,31
21,0,24502,Adam Scott,70.38,1126,16
22,0,06004,Stephen Ames,70.41,1549,22
22,0,01941,Tom Pernice Jr.,70.41,1901,27
24,0,06034,Marco Dawson,70.42,1831,26
25,0,23135,Tim Clark,70.43,1620,23
26,0,11123,Chris Couch,70.44,1268,18
27,0,23048,Eric Axley,70.48,1762,25
28,0,25900,Lucas Glover,70.56,2258,32
28,0,21470,Daisuke Maruyama,70.56,1764,25
30,0,24507,Jason Bohn,70.58,2823,40
30,0,01219,John Cook,70.58,1694,24
30,0,20157,Retief Goosen,70.58,847,12
33,0,12680,Shigeki Maruyama,70.59,2259,32
34,0,23322,Brett Wetterich,70.61,1624,23
35,0,07749,Brett Quigley,70.62,1836,26
36,0,01320,Bob Estes,70.64,1766,25
37,0,01706,Davis Love III,70.67,1908,27
38,0,21350,Ryuji Imada,70.69,2474,35
39,0,20572,Rod Pampling,70.70,1909,27
39,0,06567,Vijay Singh,70.70,1414,20
41,0,20229,Stewart Cink,70.71,1980,28
41,0,02206,David Toms,70.71,990,14
43,0,24361,Pat Perez,70.72,1273,18
