RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
44,0,21646,David Branshaw,70.74,2405,34
44,0,08835,Kris Cox,70.74,1910,27
44,0,08385,Omar Uresti,70.74,1627,23
47,0,20472,Alex Cejka,70.75,1981,28
47,0,20691,Greg Owen,70.75,1415,20
49,0,28475,Jeff Overton,70.76,2689,38
50,0,07457,Steve Flesch,70.77,2760,39
51,0,01042,Paul Azinger,70.79,1982,28
51,0,02104,Jeff Sluman,70.79,2336,33
53,0,10885,Robert Allenby,70.80,1770,25
53,0,20378,Mathias Grönberg,70.80,1770,25
53,0,21959,Ted Purdy,70.80,2124,30
53,0,23349,Charles Warren,70.80,2124,30
53,0,12602,Dean Wilson,70.80,2903,41
58,0,20382,Stephen Leaney,70.82,1983,28
59,0,06251,Chris DiMarco,70.83,1700,24
60,0,27120,Troy Matteson,70.86,1984,28
60,0,02223,Bob Tway,70.86,1559,22
60,0,19913,Ron Whittaker,70.86,1984,28
63,0,23614,Rich Beem,70.87,2197,31
63,0,06595,Kevin Sutherland,70.87,2197,31
65,0,20645,John Senden,70.88,2268,32
66,0,19846,Brian Gay,70.90,2127,30
66,0,24980,Scott Gutschewski,70.90,709,10
68,0,01313,Steve Elkington,70.92,851,12
68,0,21805,Harrison Frazar,70.92,1844,26
70,0,24357,K.J. Choi,70.93,2979,42
70,0,10423,Mike Weir,70.93,1915,27
72,0,06012,Greg Kraft,70.95,1561,22
73,0,20127,Chris Riley,70.96,1632,23
73,0,21878,Mark Wilson,70.96,1845,26
75,0,01139,Olin Browne,71.00,2982,42
75,0,20766,Padraig Harrington,71.00,923,13
75,0,22548,Patrick Sheehan,71.00,2414,34
78,0,25345,Carl Pettersson,71.03,2628,37
79,0,22046,Geoff Ogilvy,71.04,1634,23
80,0,10565,Ian Leggatt,71.05,1492,21
80,0,02239,Scott Verplank,71.05,1421,20
82,0,21731,Freddie Jacobson,71.06,1137,16
82,0,12662,Thomas Levet,71.06,1279,18
82,0,01766,Billy Mayfair,71.06,2203,31
82,0,23788,D.J. Trahan,71.06,2274,32
86,0,22913,John Rollins,71.10,1493,21
87,0,06350,Bob May,71.11,1280,18
88,0,23353,J.J. Henry,71.13,2205,31
89,0,21753,Brian Davis,71.14,1992,28
89,0,06621,Joe Durant,71.14,2063,29
91,0,12510,Chad Campbell,71.15,1921,27
91,0,01677,Tom Lehman,71.15,1423,20
93,0,23621,Rory Sabbatini,71.16,2277,32
94,0,19824,Craig Barlow,71.17,1708,24
94,0,23320,Ryan Palmer,71.17,2491,35
96,0,24924,Bill Haas,71.18,2349,33
97,0,01142,Bart Bryant,71.20,2136,30
98,0,01945,Kenny Perry,71.21,1709,24
99,0,20812,Tjaart van der Walt,71.24,1496,21
99,0,25804,Bubba Watson,71.24,1781,25
101,0,23325,Vaughn Taylor,71.25,2280,32
102,0,08537,J.P. Hayes,71.27,1069,15
103,0,20631,David McKenzie,71.28,1782,25
104,0,23983,Luke Donald,71.31,927,13
105,0,24358,Robert Garrigus,71.32,1783,25
106,0,21407,Arjun Atwal,71.33,1712,24
107,0,06373,José María Olazábal,71.35,1641,23
108,0,06573,Brandt Jobe,71.36,2355,33
109,0,06515,Shaun Micheel,71.38,1713,24
110,0,19881,Robert Damron,71.39,1642,23
111,0,10733,Kent Jones,71.40,2856,40
112,0,01132,Mark Brooks,71.41,1928,27
112,0,11011,Mike Sposa,71.41,1571,22
114,0,20105,Jeff Gove,71.42,1857,26
115,0,06197,Michael Allen,71.43,2143,30
115,0,23718,Nathan Green,71.43,2143,30
117,0,07223,Brian Bateman,71.44,1143,16
117,0,06575,Dudley Hart,71.44,1929,27
119,0,11032,Frank Lickliter II,71.45,2072,29
119,0,02246,Duffy Waldorf,71.45,2215,31
121,0,24024,Zach Johnson,71.46,1858,26
121,0,10860,Justin Leonard,71.46,1715,24
121,0,25240,D.A. Points,71.46,2001,28
124,0,02110,Jerry Smith,71.47,2144,30
125,0,01666,Bernhard Langer,71.48,1644,23
126,0,20121,Todd Fischer,71.50,2288,32
127,0,01035,Tommy Armour III,71.52,1502,21
127,0,12760,Danny Ellis,71.52,1788,25
129,0,25632,Jimmy Walker,71.53,1216,17
130,0,28780,Nicholas Thompson,71.54,2003,28
131,0,27943,Matt Hansen,71.57,1503,21
131,0,24138,Ian Poulter,71.57,1002,14
133,0,07867,Woody Austin,71.58,2577,36
134,0,21961,Charles Howell III,71.59,2649,37
134,0,25842,Jon Mills,71.59,1575,22
136,0,08375,Paul Stankowski,71.62,1504,21
136,0,27095,Nick Watney,71.62,2077,29
138,0,20094,Jonathan Kaye,71.64,1791,25
138,0,01761,Len Mattiace,71.64,1003,14
140,0,20099,Doug Barron,71.65,1433,20
140,0,01685,J.L. Lewis,71.65,1218,17
142,0,22946,Henrik Bjornstad,71.66,2293,32
142,0,22621,Ben Curtis,71.66,2078,29
144,0,22371,Aaron Baddeley,71.67,1505,21
144,0,06522,Ernie Els,71.67,860,12
146,0,01024,Billy Andrade,71.68,2007,28
146,0,01381,Fred Funk,71.68,2652,37
148,0,01553,John Huston,71.71,1721,24
149,0,26596,Ryan Moore,71.72,1291,18
150,0,20574,Mathew Goggin,71.73,1578,22
151,0,23616,Ryan Hietala,71.75,1435,20
152,0,12823,Carlos Franco,71.77,1866,26
153,0,20098,Stuart Appleby,71.79,1364,19
154,0,01619,Skip Kendall,71.80,1436,20
155,0,01329,Brad Faxon,71.81,2298,32
156,0,10505,Shane Bertsch,71.82,2370,33
156,0,23497,Tag Ridings,71.82,2011,28
158,0,01948,Tim Petrovic,71.83,2586,36
158,0,27770,Camilo Villegas,71.83,1652,23
160,0,08075,Jerry Kelly,71.84,1796,25
161,0,01707,Steve Lowery,71.86,2587,36
162,0,08123,Jeff Brehaut,71.93,2158,30
163,0,07013,Wes Short Jr.,71.94,2230,31
163,0,02214,Kirk Triplett,71.94,1223,17
165,0,23673,Michael Connell,72.00,720,10
165,0,21209,Sergio Garcia,72.00,1296,18
165,0,01724,Jeff Maggert,72.00,1656,23
168,0,22293,Heath Slocum,72.03,2593,36
169,0,24912,Will MacKenzie,72.05,1585,22
170,0,23541,Ben Crane,72.07,2162,30
171,0,01161,Mark Calcavecchia,72.09,2307,32
172,0,23409,James Driscoll,72.12,1803,25
173,0,01388,Robert Gamez,72.13,2741,38
174,0,20593,Greg Chalmers,72.15,1948,27
175,0,21660,Jason Schultz,72.16,1371,19
176,0,25935,John Engler Jr.,72.19,1155,16
177,0,24140,Sean O'Hair,72.21,3105,43
178,0,01226,Fred Couples,72.35,1230,17
178,0,06643,Paul Goydos,72.35,1664,23
180,0,12782,Tim Herron,72.38,2099,29
181,0,01599,Steve Jones,72.45,2101,29
182,0,01823,Larry Mize,72.47,1232,17
182,0,20548,Hidemichi Tanaka,72.47,1377,19
184,0,02101,Joey Sindelar,72.50,2030,28
185,0,01887,Mark O'Meara,72.53,1378,19
186,0,23307,Roger Tambellini,72.57,1016,14
187,0,09011,David Duval,72.65,2252,31
188,0,20634,Peter Lonard,72.71,2036,28
189,0,20608,David Howell,72.76,1237,17
190,0,01577,Lee Janzen,72.80,1820,25
191,0,27141,J.B. Holmes,72.92,1896,26
192,0,01249,John Daly,73.00,1679,23
193,0,12755,Vance Veazey,73.05,1534,21
194,0,01473,Todd Hamilton,73.22,2343,32
195,0,25936,Alex Aragon,73.25,1465,20
196,0,22892,Jason Gore,73.58,2281,31
