RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 4 HOLES,TOTAL HOLE OUTS
1,0,02115,Taylor Smith,4,846,0
2,0,01143,Brad Bryant,3,804,0
2,0,01226,Fred Couples,3,600,0
4,0,07003,David Berganio Jr.,2,864,0
4,0,01093,Ronnie Black,2,890,0
4,0,01098,Jay Don Blake,2,956,0
4,0,01133,Billy Ray Brown,2,744,0
4,0,01185,Brandel Chamblee,2,840,0
4,0,12387,Michael Christie,2,991,0
4,0,06144,John Dowdall,2,644,0
4,0,01385,Jim Gallagher Jr.,2,908,0
4,0,01444,Ken Green,2,552,0
4,0,01487,Jeff Hart,2,814,0
4,0,01549,Mike Hulbert,2,1028,0
4,0,07547,Craig Kanada,2,560,0
4,0,01619,Skip Kendall,2,1056,0
4,0,01724,Jeff Maggert,2,992,0
4,0,06515,Shaun Micheel,2,560,0
4,0,07235,John Morse,2,974,0
4,0,02159,Curtis Strange,2,658,0
4,0,02218,Ted Tryba,2,1072,0
22,0,01035,Tommy Armour III,1,978,0
22,0,07867,Woody Austin,1,910,0
22,0,20099,Doug Barron,1,1068,0
22,0,10505,Shane Bertsch,1,868,0
22,0,01132,Mark Brooks,1,946,0
22,0,01161,Mark Calcavecchia,1,1020,0
22,0,20229,Stewart Cink,1,1058,0
22,0,01249,John Daly,1,524,0
22,0,06034,Marco Dawson,1,894,0
22,0,07267,Allen Doyle,1,890,0
22,0,06036,Scott Dunlap,1,976,0
22,0,01307,Joel Edwards,1,958,0
22,0,01313,Steve Elkington,1,660,0
22,0,06522,Ernie Els,1,664,0
22,0,01320,Bob Estes,1,728,0
22,0,01329,Brad Faxon,1,814,0
22,0,01346,Ed Fiori,1,543,0
22,0,01361,Dan Forsman,1,872,0
22,0,12645,Brent Geiberger,1,966,0
22,0,01418,Bill Glasson,1,702,0
22,0,06643,Paul Goydos,1,1052,0
22,0,10963,Jimmy Green,1,857,0
22,0,01475,Donnie Hammond,1,708,0
22,0,08537,J.P. Hayes,1,994,0
22,0,21007,Gabriel Hjertstedt,1,748,0
22,0,01527,Scott Hoch,1,918,0
22,0,10962,Bradley Hughes,1,830,0
22,0,01553,John Huston,1,786,0
22,0,01577,Lee Janzen,1,1050,0
22,0,08075,Jerry Kelly,1,954,0
22,0,01633,Tom Kite,1,790,0
22,0,06012,Greg Kraft,1,1092,0
22,0,06332,Neal Lancaster,1,1048,0
22,0,01682,Wayne Levi,1,696,0
22,0,01707,Steve Lowery,1,1030,0
22,0,01723,Andrew Magee,1,1066,0
22,0,01761,Len Mattiace,1,1120,0
22,0,01766,Billy Mayfair,1,958,0
22,0,01771,Blaine McCallister,1,894,0
22,0,10585,Scott McCarron,1,858,0
22,0,01891,David Ogrin,1,1036,0
22,0,01920,Craig Parry,1,770,0
22,0,01926,Steve Pate,1,874,0
22,0,01943,Chris Perry,1,1107,0
22,0,01945,Kenny Perry,1,868,0
22,0,01960,Don Pooley,1,764,0
22,0,02007,Larry Rinker,1,1024,0
22,0,20158,Anthony Rodriguez,1,643,0
22,0,02023,Clarence Rose,1,962,0
22,0,02049,Gene Sauers,1,554,0
22,0,06567,Vijay Singh,1,880,0
22,0,02135,Mike Standly,1,914,0
22,0,07101,Dave Stockton Jr.,1,1042,0
22,0,02166,Chip Sullivan,1,810,0
22,0,02170,Hal Sutton,1,1006,0
22,0,06613,Tommy Tolles,1,944,0
22,0,02245,Grant Waite,1,1075,0
22,0,02246,Duffy Waldorf,1,926,0
22,0,02267,D.A. Weibring,1,662,0
22,0,06577,John Wilson,1,956,0
22,0,08793,Tiger Woods,1,872,0
