RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,08793,Tiger Woods,56.32,147,261
2,0,01810,Phil Mickelson,50.61,124,245
3,0,01706,Davis Love III,50.17,148,295
4,0,12660,Jesper Parnevik,49.79,119,239
5,0,01418,Bill Glasson,49.19,121,246
6,0,20098,Stuart Appleby,48.85,127,260
7,0,01161,Mark Calcavecchia,48.05,160,333
8,0,01226,Fred Couples,47.98,95,198
9,0,08375,Paul Stankowski,46.94,161,343
10,0,02133,Craig Stadler,46.75,108,231
11,0,01707,Steve Lowery,46.46,164,353
12,0,09011,David Duval,46.31,157,339
13,0,10585,Scott McCarron,45.45,125,275
14,0,01723,Andrew Magee,45.38,162,357
15,0,01876,Greg Norman,45.00,72,160
16,0,06613,Tommy Tolles,44.52,134,301
17,0,01577,Lee Janzen,44.05,148,336
18,0,10809,Jim Furyk,43.84,146,333
19,0,01887,Mark O'Meara,43.68,114,261
20,0,12782,Tim Herron,43.52,151,347
21,0,12387,Michael Christie,43.15,145,336
22,0,06522,Ernie Els,42.65,87,204
23,0,01331,Rick Fehr,42.39,103,243
24,0,02256,Tom Watson,42.11,72,171
25,0,01599,Steve Jones,42.08,109,259
26,0,01249,John Daly,41.95,73,174
27,0,06617,Brian Henninger,41.88,116,277
28,0,01175,Jim Carter,41.84,141,337
29,0,02214,Kirk Triplett,41.69,128,307
30,0,01766,Billy Mayfair,41.67,125,300
31,0,08075,Jerry Kelly,41.64,137,329
32,0,01024,Billy Andrade,41.36,146,353
33,0,06567,Vijay Singh,41.28,116,281
34,0,01096,Phil Blackmar,41.23,127,308
35,0,01196,Brian Claar,41.18,84,204
36,0,02245,Grant Waite,41.14,144,350
37,0,01408,Kelly Gibson,41.08,168,409
38,0,02170,Hal Sutton,40.95,138,337
39,0,02099,Scott Simpson,40.93,115,281
40,0,06214,Guy Boros,40.82,109,267
40,0,02246,Duffy Waldorf,40.82,129,316
42,0,02049,Gene Sauers,40.76,75,184
43,0,01042,Paul Azinger,40.69,83,204
43,0,01388,Robert Gamez,40.69,118,290
45,0,01677,Tom Lehman,40.66,98,241
46,0,06124,Patrick Burke,40.65,87,214
47,0,01475,Donnie Hammond,40.57,99,244
48,0,01353,Bruce Fleisher,40.49,83,205
48,0,02146,Payne Stewart,40.49,115,284
50,0,01968,Nick Price,40.45,72,178
51,0,02135,Mike Standly,40.35,115,285
52,0,01334,Keith Fergus,40.29,83,206
53,0,01374,Robin Freeman,40.17,94,234
54,0,01960,Don Pooley,40.08,97,242
55,0,01006,John Adams,40.07,115,287
56,0,01619,Skip Kendall,40.05,147,367
56,0,01943,Chris Perry,40.05,149,372
58,0,20229,Stewart Cink,39.94,129,323
59,0,01320,Bob Estes,39.91,93,233
60,0,06643,Paul Goydos,39.83,137,344
61,0,01219,John Cook,39.82,135,339
62,0,02218,Ted Tryba,39.78,146,367
63,0,01945,Kenny Perry,39.62,105,265
64,0,01093,Ronnie Black,39.51,113,286
65,0,02010,Loren Roberts,39.46,103,261
66,0,06527,Steve Stricker,39.41,80,203
67,0,06621,Joe Durant,39.19,136,347
68,0,06090,Jim McGovern,39.09,120,307
69,0,02095,Larry Silveira,39.02,80,205
70,0,01444,Ken Green,38.92,72,185
71,0,19881,Robert Damron,38.81,130,335
72,0,01510,Nolan Henke,38.73,110,284
73,0,01329,Brad Faxon,38.72,91,235
