RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,01320,Bob Estes,1.73,252,146
2,0,08793,Tiger Woods,1.63,358,219
3,0,01527,Scott Hoch,1.61,315,196
4,0,10809,Jim Furyk,1.56,374,240
4,0,01418,Bill Glasson,1.56,289,185
6,0,01706,Davis Love III,1.51,345,229
6,0,12660,Jesper Parnevik,1.51,284,188
6,0,01968,Nick Price,1.51,222,147
9,0,01161,Mark Calcavecchia,1.50,394,263
10,0,01677,Tom Lehman,1.49,269,180
11,0,09011,David Duval,1.48,411,277
12,0,01577,Lee Janzen,1.47,392,267
13,0,01960,Don Pooley,1.46,286,196
14,0,02214,Kirk Triplett,1.45,327,225
15,0,12645,Brent Geiberger,1.44,335,233
16,0,01810,Phil Mickelson,1.41,305,216
17,0,01203,Russ Cochran,1.39,375,270
17,0,01353,Bruce Fleisher,1.39,217,156
17,0,10860,Justin Leonard,1.39,363,262
17,0,01707,Steve Lowery,1.39,381,275
17,0,01876,Greg Norman,1.39,200,144
17,0,02133,Craig Stadler,1.39,261,188
23,0,01024,Billy Andrade,1.38,372,269
23,0,01331,Rick Fehr,1.38,255,185
25,0,01157,Tom Byrum,1.36,371,273
25,0,01723,Andrew Magee,1.36,385,283
27,0,01219,John Cook,1.35,350,259
27,0,01748,Doug Martin,1.35,347,257
27,0,02223,Bob Tway,1.35,331,246
30,0,02010,Loren Roberts,1.34,302,226
31,0,01098,Jay Don Blake,1.33,323,242
32,0,01569,Peter Jacobsen,1.31,294,225
32,0,01619,Skip Kendall,1.31,357,272
32,0,01682,Wayne Levi,1.31,259,198
35,0,06617,Brian Henninger,1.30,282,217
35,0,02146,Payne Stewart,1.30,311,239
35,0,02170,Hal Sutton,1.30,364,279
35,0,06613,Tommy Tolles,1.30,348,267
39,0,01329,Brad Faxon,1.28,286,224
39,0,01334,Keith Fergus,1.28,217,169
39,0,01996,Mike Reid,1.28,270,211
42,0,01374,Robin Freeman,1.27,237,186
42,0,01457,Jay Haas,1.27,281,221
42,0,01891,David Ogrin,1.27,332,261
45,0,01143,Brad Bryant,1.26,279,221
46,0,01175,Jim Carter,1.25,323,259
46,0,01196,Brian Claar,1.25,211,169
46,0,06643,Paul Goydos,1.25,354,284
46,0,01943,Chris Perry,1.25,385,308
50,0,01035,Tommy Armour III,1.24,343,276
50,0,01226,Fred Couples,1.24,229,185
50,0,01926,Steve Pate,1.24,278,224
50,0,08375,Paul Stankowski,1.24,387,311
54,0,20229,Stewart Cink,1.23,339,275
54,0,06581,David Sutherland,1.23,288,235
56,0,20099,Doug Barron,1.22,366,300
56,0,10569,Mike Brisky,1.22,373,305
56,0,01599,Steve Jones,1.22,289,237
56,0,10585,Scott McCarron,1.22,289,237
56,0,01887,Mark O'Meara,1.22,300,245
56,0,06595,Kevin Sutherland,1.22,281,230
62,0,01323,Brad Fabel,1.21,328,270
62,0,02206,David Toms,1.21,324,268
64,0,01096,Phil Blackmar,1.20,342,286
64,0,06621,Joe Durant,1.20,347,288
64,0,06522,Ernie Els,1.20,219,182
64,0,01361,Dan Forsman,1.20,289,241
64,0,12782,Tim Herron,1.20,372,311
64,0,01797,Rocco Mediate,1.20,267,222
64,0,01920,Craig Parry,1.20,247,206
71,0,02256,Tom Watson,1.19,200,168
72,0,02246,Duffy Waldorf,1.18,312,264
