RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,08793,Tiger Woods,104.1,1458,14
2,0,01707,Steve Lowery,104.8,1782,17
3,0,12782,Tim Herron,113.6,1818,16
4,0,01226,Fred Couples,114.0,1026,9
5,0,07003,David Berganio Jr.,114.9,1494,13
6,0,01161,Mark Calcavecchia,116.4,1746,15
7,0,01249,John Daly,128.6,900,7
8,0,06567,Vijay Singh,135.8,1494,11
9,0,01444,Ken Green,136.3,954,7
10,0,01133,Billy Ray Brown,140.0,1260,9
11,0,01723,Andrew Magee,141.2,1836,13
12,0,02218,Ted Tryba,142.6,1854,13
13,0,01706,Davis Love III,147.3,1620,11
14,0,06617,Brian Henninger,154.0,1386,9
15,0,10585,Scott McCarron,162.0,1458,9
16,0,08375,Paul Stankowski,165.3,1818,11
17,0,01926,Steve Pate,166.0,1494,9
18,0,12387,Michael Christie,171.0,1710,10
19,0,01887,Mark O'Meara,173.3,1386,8
19,0,02166,Chip Sullivan,173.3,1386,8
21,0,01527,Scott Hoch,174.0,1566,9
21,0,02146,Payne Stewart,174.0,1566,9
23,0,01143,Brad Bryant,175.5,1404,8
24,0,01533,P.H. Horgan III,178.0,1602,9
24,0,02246,Duffy Waldorf,178.0,1602,9
26,0,01072,Chip Beck,182.6,1278,7
27,0,01677,Tom Lehman,185.1,1296,7
28,0,01014,Fulton Allem,186.0,1116,6
28,0,06522,Ernie Els,186.0,1116,6
30,0,02321,Fuzzy Zoeller,187.2,936,5
31,0,01361,Dan Forsman,189.0,1512,8
32,0,02049,Gene Sauers,190.8,954,5
33,0,02135,Mike Standly,193.5,1548,8
34,0,01864,Larry Nelson,194.4,972,5
35,0,01157,Tom Byrum,196.0,1764,9
35,0,09011,David Duval,196.0,1764,9
37,0,07101,Dave Stockton Jr.,198.0,1782,9
38,0,06090,Jim McGovern,200.3,1602,8
39,0,01766,Billy Mayfair,202.5,1620,8
40,0,01185,Brandel Chamblee,203.1,1422,7
41,0,02115,Taylor Smith,208.3,1458,7
42,0,01724,Jeff Maggert,209.3,1674,8
43,0,02095,Larry Silveira,212.4,1062,5
43,0,06527,Steve Stricker,212.4,1062,5
45,0,08265,Eric Johnson,213.4,1494,7
46,0,21007,Gabriel Hjertstedt,216.0,1296,6
47,0,06034,Marco Dawson,218.6,1530,7
48,0,06144,John Dowdall,219.6,1098,5
48,0,20158,Anthony Rodriguez,219.6,1098,5
50,0,19881,Robert Damron,220.5,1764,8
51,0,01633,Tom Kite,222.0,1332,6
52,0,01577,Lee Janzen,222.8,1782,8
53,0,01385,Jim Gallagher Jr.,223.7,1566,7
54,0,06643,Paul Goydos,225.0,1800,8
54,0,01553,John Huston,225.0,1350,6
56,0,01116,Michael Bradley,226.3,1584,7
57,0,06613,Tommy Tolles,228.9,1602,7
58,0,02245,Grant Waite,229.5,1836,8
59,0,10457,Frank Nobilo,230.4,1152,5
60,0,20098,Stuart Appleby,234.0,1404,6
60,0,01288,Ed Dougherty,234.0,1170,5
60,0,10962,Bradley Hughes,234.0,1404,6
60,0,01599,Steve Jones,234.0,1404,6
64,0,08075,Jerry Kelly,236.6,1656,7
65,0,01457,Jay Haas,240.0,1440,6
65,0,01797,Rocco Mediate,240.0,1440,6
67,0,01761,Len Mattiace,240.8,1926,8
68,0,01035,Tommy Armour III,241.7,1692,7
69,0,01006,John Adams,243.0,1458,6
70,0,01418,Bill Glasson,244.8,1224,5
71,0,10963,Jimmy Green,246.0,1476,6
72,0,02133,Craig Stadler,248.4,1242,5
73,0,10505,Shane Bertsch,249.0,1494,6
74,0,10809,Jim Furyk,252.0,1764,7
74,0,12660,Jesper Parnevik,252.0,1260,5
74,0,02104,Jeff Sluman,252.0,1764,7
77,0,11032,Frank Lickliter II,255.0,1530,6
78,0,01920,Craig Parry,255.6,1278,5
79,0,01024,Billy Andrade,257.1,1800,7
80,0,01960,Don Pooley,259.2,1296,5
81,0,20099,Doug Barron,264.9,1854,7
