RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,08793,Tiger Woods,4.25,344,81
2,0,01418,Bill Glasson,4.18,284,68
3,0,09011,David Duval,4.09,401,98
4,0,12660,Jesper Parnevik,3.99,279,70
5,0,01810,Phil Mickelson,3.95,300,76
6,0,01161,Mark Calcavecchia,3.91,379,97
7,0,01960,Don Pooley,3.90,281,72
8,0,01577,Lee Janzen,3.88,384,99
8,0,01876,Greg Norman,3.88,198,51
10,0,01226,Fred Couples,3.86,220,57
11,0,06613,Tommy Tolles,3.83,341,89
12,0,01682,Wayne Levi,3.81,255,67
12,0,02256,Tom Watson,3.81,198,52
14,0,01887,Mark O'Meara,3.79,292,77
15,0,01968,Nick Price,3.78,219,58
16,0,01329,Brad Faxon,3.76,282,75
17,0,10809,Jim Furyk,3.74,367,98
18,0,02170,Hal Sutton,3.73,358,96
19,0,08375,Paul Stankowski,3.72,376,101
20,0,01334,Keith Fergus,3.71,215,58
20,0,01388,Robert Gamez,3.71,304,82
20,0,01706,Davis Love III,3.71,334,90
20,0,02133,Craig Stadler,3.71,256,69
24,0,10569,Mike Brisky,3.70,370,100
25,0,01157,Tom Byrum,3.69,362,98
26,0,01707,Steve Lowery,3.68,364,99
26,0,02214,Kirk Triplett,3.68,324,88
28,0,02010,Loren Roberts,3.67,301,82
29,0,01024,Billy Andrade,3.65,365,100
29,0,01096,Phil Blackmar,3.65,336,92
29,0,01331,Rick Fehr,3.65,252,69
29,0,01723,Andrew Magee,3.65,372,102
33,0,01677,Tom Lehman,3.64,262,72
34,0,01374,Robin Freeman,3.63,236,65
34,0,01599,Steve Jones,3.63,283,78
34,0,02206,David Toms,3.63,319,88
37,0,12387,Michael Christie,3.62,344,95
37,0,01203,Russ Cochran,3.62,373,103
39,0,01320,Bob Estes,3.59,248,69
39,0,01943,Chris Perry,3.59,381,106
41,0,01035,Tommy Armour III,3.57,336,94
42,0,12645,Brent Geiberger,3.55,330,93
42,0,06617,Brian Henninger,3.55,273,77
44,0,01196,Brian Claar,3.54,209,59
44,0,01353,Bruce Fleisher,3.54,216,61
44,0,10860,Justin Leonard,3.54,358,101
47,0,12782,Tim Herron,3.52,356,101
47,0,01527,Scott Hoch,3.52,306,87
49,0,01098,Jay Don Blake,3.51,319,91
49,0,01185,Brandel Chamblee,3.51,277,79
49,0,01945,Kenny Perry,3.51,284,81
52,0,06621,Joe Durant,3.50,343,98
