RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 2 PUTTS,TOTAL ROUNDS
1,0,23353,J.J. Henry,11.32,849,75
1,0,21528,Henrik Stenson,11.32,634,56
3,0,29518,Brendan Steele,11.12,745,67
4,0,27214,Kevin Streelman,11.11,1022,92
5,0,35544,Andrew Yun,11.04,497,45
6,0,34098,Russell Henley,10.95,810,74
7,0,29908,C.T. Pan,10.94,1072,98
8,0,47347,Adam Schenk,10.91,873,80
9,0,33204,Shane Lowry,10.89,610,56
10,0,45609,Tyler Duncan,10.88,1012,93
10,0,30110,Kyle Stanley,10.88,957,88
12,0,31323,Gary Woodland,10.87,989,91
13,0,33141,Keegan Bradley,10.86,1010,93
14,0,21961,Charles Howell III,10.83,1083,100
15,0,29268,Bronson Burgoon,10.78,744,69
16,0,32150,Michael Thompson,10.76,624,58
17,0,36799,Stephan Jaeger,10.75,806,75
18,0,39324,J.J. Spaun,10.73,848,79
18,0,34431,Robert Streb,10.73,794,74
20,0,20229,Stewart Cink,10.72,933,87
20,0,33122,Russell Knox,10.72,965,90
22,0,30944,Jason Kokrak,10.70,1059,99
22,0,25198,Francesco Molinari,10.70,749,70
24,0,24924,Bill Haas,10.69,791,74
24,0,37275,Sam Ryder,10.69,855,80
26,0,28775,Nate Lashley,10.68,502,47
26,0,27095,Nick Watney,10.68,961,90
28,0,35545,Blayne Barber,10.66,714,67
28,0,22056,Cameron Percy,10.66,533,50
30,0,39997,Corey Conners,10.65,990,93
30,0,32757,Patton Kizzire,10.65,948,89
30,0,24502,Adam Scott,10.65,831,78
33,0,35506,Mackenzie Hughes,10.64,809,76
33,0,25818,Scott Piercy,10.64,851,80
35,0,35450,Patrick Cantlay,10.63,850,80
35,0,47993,Denny McCarthy,10.63,670,63
35,0,34264,Hudson Swafford,10.63,712,67
38,0,40026,Daniel Berger,10.62,807,76
38,0,29420,Billy Horschel,10.62,871,82
40,0,28679,Fabián Gómez,10.61,891,84
40,0,29485,Brett Stegmaier,10.61,647,61
40,0,25804,Bubba Watson,10.61,838,79
43,0,24925,Jonathan Byrd,10.60,657,62
43,0,31202,William McGirt,10.60,827,78
45,0,24361,Pat Perez,10.57,793,75
46,0,32448,James Hahn,10.56,866,82
46,0,37189,Harold Varner III,10.56,940,89
48,0,27129,Luke List,10.55,1002,95
49,0,29479,Scott Brown,10.53,1032,98
49,0,33399,Adam Hadwin,10.53,937,89
51,0,34363,Tyrrell Hatton,10.52,568,54
51,0,31560,Brian Stuard,10.52,1020,97
51,0,33419,Cameron Tringale,10.52,663,63
54,0,32333,Kevin Tway,10.51,1093,104
55,0,47128,Richy Werenski,10.50,966,92
56,0,29478,Kevin Kisner,10.49,818,78
56,0,33410,Andrew Landry,10.49,839,80
58,0,40058,Zac Blair,10.48,608,58
58,0,50526,Tom Lovelady,10.48,849,81
60,0,24138,Ian Poulter,10.47,670,64
61,0,34256,Andrew Putnam,10.46,931,89
62,0,25892,Steve Wheatcroft,10.45,606,58
63,0,19803,Ryan Armour,10.44,1117,107
64,0,33948,Byeong Hun An,10.43,876,84
64,0,29535,Brice Garnett,10.43,991,95
66,0,26758,David Hearn,10.42,625,60
66,0,46601,Trey Mullinax,10.42,719,69
66,0,25493,Nick Taylor,10.42,938,90
69,0,37338,Zecheng Dou,10.41,510,49
69,0,29725,Tony Finau,10.41,1020,98
69,0,25900,Lucas Glover,10.41,635,61
69,0,26596,Ryan Moore,10.41,812,78
69,0,20572,Rod Pampling,10.41,604,58
69,0,30692,Scott Stallings,10.41,937,90
75,0,24781,Hunter Mahan,10.40,655,63
76,0,30911,Tommy Fleetwood,10.39,686,66
76,0,39546,Keith Mitchell,10.39,1008,97
76,0,22582,Kyle Thompson,10.39,478,46
79,0,35310,Lanto Griffin,10.38,768,74
79,0,49771,J.T. Poston,10.38,737,71
81,0,28500,Martin Flores,10.37,892,86
81,0,34563,Chesson Hadley,10.37,1027,99
83,0,29974,Branden Grace,10.36,663,64
83,0,33418,Shawn Stefani,10.36,767,74
85,0,47287,Ethan Tracy,10.35,704,68
86,0,12716,Charley Hoffman,10.34,827,80
87,0,26499,Rafa Cabrera Bello,10.33,723,70
87,0,12510,Chad Campbell,10.33,816,79
87,0,27974,Sung Kang,10.33,878,85
87,0,29484,Peter Uihlein,10.33,806,78
87,0,28132,Tyrone Van Aswegen,10.33,961,93
92,0,27895,Jonas Blixt,10.31,629,61
92,0,35376,Roberto Díaz,10.31,701,68
92,0,37455,Si Woo Kim,10.31,1072,104
92,0,27064,Jhonattan Vegas,10.31,918,89
92,0,32254,Xinjun Zhang,10.31,773,75
97,0,39328,Conrad Shindler,10.30,577,56
98,0,48081,Xander Schauffele,10.29,957,93
99,0,32366,Kevin Chappell,10.28,761,74
99,0,32102,Rickie Fowler,10.28,761,74
101,0,27349,Alex Noren,10.27,616,60
102,0,27958,Ryan Blaum,10.26,800,78
103,0,30926,Chris Kirk,10.25,1087,106
103,0,37278,Nicholas Lindheim,10.25,707,69
105,0,24140,Sean O'Hair,10.24,645,63
106,0,25364,Paul Casey,10.23,726,71
106,0,29222,Billy Hurley III,10.23,655,64
108,0,46402,Talor Gooch,10.21,735,72
108,0,20157,Retief Goosen,10.21,531,52
108,0,26476,Chez Reavie,10.21,878,86
108,0,39327,Ben Silverman,10.21,858,84
112,0,28307,Matt Every,10.20,765,75
