RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,24358,Robert Garrigus,312.0,49299,158
2,0,25804,Bubba Watson,311.4,45471,146
3,0,30925,Dustin Johnson,308.3,51792,168
4,0,23497,Tag Ridings,307.4,27053,88
5,0,31323,Gary Woodland,307.3,28889,94
6,0,27095,Nick Watney,305.3,52505,172
7,0,27141,J.B. Holmes,304.6,45088,148
8,0,20848,Ángel Cabrera,304.1,32846,108
9,0,27120,Troy Matteson,301.7,54911,182
10,0,21805,Harrison Frazar,301.0,53582,178
11,0,12716,Charley Hoffman,300.8,58363,194
12,0,25818,Scott Piercy,300.6,48703,162
13,0,01810,Phil Mickelson,300.1,37818,126
14,0,27936,Martin Laird,299.9,41989,140
14,0,01706,Davis Love III,299.9,52188,174
16,0,29718,Anthony Kim,299.0,44255,148
17,0,26851,Marc Leishman,298.6,51951,174
18,0,21209,Sergio Garcia,298.5,34630,116
18,0,25562,Andres Romero,298.5,34024,114
18,0,23349,Charles Warren,298.5,34024,114
21,0,08793,Tiger Woods,298.4,36997,124
22,0,24924,Bill Haas,298.3,51902,174
23,0,26300,Matt Jones,298.0,29797,100
24,0,01226,Fred Couples,297.5,32125,108
25,0,25900,Lucas Glover,297.4,55322,186
26,0,20850,Daniel Chopra,297.1,52888,178
26,0,23320,Ryan Palmer,297.1,46350,156
28,0,24781,Hunter Mahan,297.0,54648,184
29,0,27933,John Merrick,296.9,49288,166
30,0,27683,Leif Olson,296.5,27869,94
30,0,22913,John Rollins,296.5,52179,176
30,0,27214,Kevin Streelman,296.5,55157,186
33,0,24925,Jonathan Byrd,295.9,50307,170
33,0,26596,Ryan Moore,295.9,50299,170
35,0,28158,Steve Marino,295.7,55584,188
36,0,28089,Jason Day,295.3,31307,106
37,0,24502,Adam Scott,294.9,30667,104
38,0,28780,Nicholas Thompson,294.8,55421,188
39,0,20229,Stewart Cink,294.7,43025,146
40,0,20645,John Senden,294.2,58836,200
41,0,28475,Jeff Overton,293.9,51724,176
41,0,06567,Vijay Singh,293.9,40556,138
43,0,26695,Michael Letzig,293.8,54051,184
44,0,23353,J.J. Henry,293.7,54627,186
45,0,21959,Ted Purdy,293.6,54601,186
46,0,24140,Sean O'Hair,293.3,44579,152
47,0,23621,Rory Sabbatini,293.2,46911,160
48,0,10885,Robert Allenby,293.1,41040,140
48,0,01945,Kenny Perry,293.1,53339,182
50,0,28118,Peter Tomasulo,293.0,32232,110
50,0,27770,Camilo Villegas,293.0,42778,146
52,0,20070,Matt Bettencourt,292.9,57409,196
53,0,09011,David Duval,292.7,32784,112
53,0,21961,Charles Howell III,292.7,53268,182
55,0,24846,Ricky Barnes,292.6,34522,118
56,0,23623,Bo Van Pelt,292.5,53825,184
57,0,23548,Bill Lunde,292.4,47361,162
58,0,20157,Retief Goosen,292.3,42679,146
59,0,12782,Tim Herron,292.1,50819,174
59,0,20691,Greg Owen,292.1,51997,178
61,0,24490,George McNeill,292.0,46727,160
62,0,26289,Boo Weekley,291.7,44920,154
63,0,26301,James Nitties,291.5,47811,164
63,0,22046,Geoff Ogilvy,291.5,41981,144
65,0,28087,Kris Blanks,291.4,31469,108
65,0,21949,Joe Ogilvie,291.4,48366,166
67,0,24663,Y.E. Yang,291.3,46029,158
68,0,06522,Ernie Els,291.2,38437,132
69,0,20574,Mathew Goggin,291.1,43081,148
70,0,12510,Chad Campbell,291.0,50050,172
70,0,25632,Jimmy Walker,291.0,39581,136
72,0,22892,Jason Gore,290.7,40123,138
72,0,27963,Chris Stroud,290.7,48833,168
74,0,01707,Steve Lowery,290.6,48237,166
75,0,23638,Brendon de Jonge,290.3,49925,172
75,0,26679,Kevin Stadler,290.3,33099,114
77,0,20098,Stuart Appleby,290.1,45255,156
78,0,24912,Will MacKenzie,289.4,39931,138
79,0,23788,D.J. Trahan,289.2,55519,192
80,0,06197,Michael Allen,289.1,39896,138
80,0,06595,Kevin Sutherland,289.1,54922,190
82,0,23778,Brad Adamonis,289.0,39303,136
83,0,01724,Jeff Maggert,288.9,45654,158
84,0,07223,Brian Bateman,288.7,31760,110
84,0,26498,Matt Weibring,288.7,34062,118
86,0,25345,Carl Pettersson,288.6,49643,172
87,0,24361,Pat Perez,288.5,41542,144
88,0,26951,Johnson Wagner,288.4,46720,162
89,0,25919,Brian Vranesh,288.2,27089,94
90,0,20572,Rod Pampling,288.1,40909,142
90,0,22405,Justin Rose,288.1,40332,140
92,0,22371,Aaron Baddeley,287.8,37414,130
93,0,07749,Brett Quigley,287.5,48302,168
94,0,06004,Stephen Ames,287.4,43107,150
95,0,01035,Tommy Armour III,287.3,33332,116
95,0,26881,Jarrod Lyle,287.3,32756,114
97,0,12652,Cameron Beckman,287.0,47650,166
97,0,22293,Heath Slocum,287.0,52238,182
99,0,07867,Woody Austin,286.9,48194,168
100,0,31416,Derek Fathauer,286.4,32653,114
100,0,02214,Kirk Triplett,286.4,34371,120
102,0,25686,Jason Dufner,286.2,49229,172
102,0,29221,Webb Simpson,286.2,53814,188
104,0,01161,Mark Calcavecchia,286.1,41204,144
104,0,06527,Steve Stricker,286.1,45210,158
106,0,20766,Padraig Harrington,285.8,37156,130
107,0,01313,Steve Elkington,285.3,39942,140
108,0,24507,Jason Bohn,285.1,50171,176
109,0,23541,Ben Crane,285.0,53001,186
109,0,08845,Scott Sterling,285.0,24511,86
109,0,26497,Casey Wittenberg,285.0,35913,126
112,0,20160,Charlie Wi,284.9,52419,184
113,0,01473,Todd Hamilton,284.8,46141,162
114,0,23614,Rich Beem,284.7,39295,138
114,0,08075,Jerry Kelly,284.7,46698,164
114,0,10585,Scott McCarron,284.7,51824,182
117,0,07457,Steve Flesch,284.4,43800,154
118,0,21878,Mark Wilson,284.3,54008,190
119,0,20593,Greg Chalmers,284.2,43770,154
119,0,01766,Billy Mayfair,284.2,47172,166
119,0,02206,David Toms,284.2,53427,188
122,0,21731,Freddie Jacobson,284.1,46030,162
123,0,23718,Nathan Green,283.5,56696,200
123,0,10117,Bob Heintz,283.5,31182,110
123,0,10860,Justin Leonard,283.5,51600,182
123,0,10425,Jay Williamson,283.5,34585,122
127,0,21753,Brian Davis,283.3,56092,198
128,0,23108,Matt Kuchar,283.2,46447,164
129,0,20104,Ken Duke,283.1,49251,174
129,0,01797,Rocco Mediate,283.1,42469,150
129,0,23800,Bryce Molder,283.1,34537,122
129,0,23325,Vaughn Taylor,283.1,47560,168
133,0,23048,Eric Axley,282.8,37896,134
133,0,01948,Tim Petrovic,282.8,53730,190
133,0,24138,Ian Poulter,282.8,31672,112
136,0,25396,Kevin Na,282.7,49195,174
137,0,01320,Bob Estes,282.6,44091,156
138,0,20498,Briny Baird,282.1,47949,170
139,0,01577,Lee Janzen,282.0,38354,136
140,0,01941,Tom Pernice Jr.,281.9,46235,164
141,0,10733,Kent Jones,281.3,36568,130
141,0,25240,D.A. Points,281.3,52324,186
143,0,20472,Alex Cejka,281.2,43305,154
143,0,24024,Zach Johnson,281.2,51742,184
145,0,02239,Scott Verplank,281.1,47223,168
146,0,22548,Patrick Sheehan,281.0,24168,86
147,0,24503,Jeff Klauk,280.9,53375,190
148,0,22961,David Mathis,280.8,42689,152
149,0,12705,Cliff Kresge,280.5,40394,144
150,0,24357,K.J. Choi,280.1,35848,128
150,0,23135,Tim Clark,280.1,43697,156
152,0,10809,Jim Furyk,279.9,46471,166
153,0,22295,Darron Stiles,279.8,26857,96
154,0,30711,Colt Knost,279.6,35234,126
154,0,28620,Aron Price,279.6,45296,162
154,0,26476,Chez Reavie,279.6,43065,154
157,0,22621,Ben Curtis,279.5,34661,124
157,0,06251,Chris DiMarco,279.5,51991,186
157,0,06621,Joe Durant,279.5,30190,108
157,0,20634,Peter Lonard,279.5,45844,164
157,0,24449,Parker McLachlin,279.5,39682,142
157,0,26668,Marc Turnesa,279.5,43045,154
163,0,10423,Mike Weir,279.3,46930,168
164,0,27060,John Mallinger,279.1,47998,172
165,0,27466,Spencer Levin,279.0,39611,142
166,0,06539,Rick Price,278.6,26743,96
167,0,20127,Chris Riley,278.5,39551,142
168,0,21350,Ryuji Imada,278.4,47333,170
169,0,27649,Brandt Snedeker,277.3,42703,154
170,0,22348,Nick O'Hern,277.0,47639,172
171,0,30927,Brendon Todd,276.2,28176,102
172,0,06643,Paul Goydos,275.8,42475,154
173,0,23983,Luke Donald,275.7,41901,152
174,0,08931,Glen Day,275.0,39054,142
175,0,01142,Bart Bryant,274.6,29652,108
176,0,26420,Richard Johnson,274.0,46028,168
177,0,25190,Jeff Quinney,273.4,42647,156
178,0,06012,Greg Kraft,273.1,25669,94
179,0,01677,Tom Lehman,272.2,27768,102
180,0,01329,Brad Faxon,270.8,31950,118
181,0,12602,Dean Wilson,270.3,41629,154
182,0,01132,Mark Brooks,269.2,25309,94
183,0,19846,Brian Gay,268.5,49400,184
184,0,01928,Corey Pavin,259.0,33666,130
