RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
38,0,01945,Kenny Perry,29.55,302,1022,-0.212
39,0,24502,Adam Scott,29.49,174,590,-0.155
40,0,26596,Ryan Moore,29.38,307,1045,-0.264
41,0,23320,Ryan Palmer,29.29,287,980,-0.143
42,0,21959,Ted Purdy,28.78,358,1244,-0.243
43,0,24925,Jonathan Byrd,28.70,316,1101,-0.203
44,0,20070,Matt Bettencourt,28.57,346,1211,-0.150
45,0,20229,Stewart Cink,28.43,236,830,-0.089
46,0,21961,Charles Howell III,28.32,328,1158,-0.186
47,0,24846,Ricky Barnes,28.29,202,714,-0.193
48,0,28118,Peter Tomasulo,28.17,180,639,-0.194
49,0,20157,Retief Goosen,27.82,217,780,-0.134
50,0,28780,Nicholas Thompson,27.77,336,1210,-0.182
51,0,23548,Bill Lunde,27.74,289,1042,-0.183
52,0,26289,Boo Weekley,27.03,246,910,-0.130
53,0,12782,Tim Herron,27.02,304,1125,-0.188
54,0,23353,J.J. Henry,26.96,316,1172,-0.203
55,0,24924,Bill Haas,26.67,304,1140,-0.211
56,0,26695,Michael Letzig,25.88,309,1194,-0.162
57,0,23788,D.J. Trahan,25.85,289,1118,-0.291
58,0,20645,John Senden,25.78,331,1284,-0.239
59,0,23623,Bo Van Pelt,25.66,292,1138,-0.164
60,0,20766,Padraig Harrington,25.30,170,672,-0.188
61,0,12510,Chad Campbell,25.15,249,990,-0.197
62,0,27933,John Merrick,25.05,238,950,-0.206
63,0,10885,Robert Allenby,24.62,193,784,-0.109
64,0,20098,Stuart Appleby,24.50,222,906,-0.131
64,0,25919,Brian Vranesh,24.50,147,600,-0.129
66,0,26679,Kevin Stadler,24.34,183,752,-0.197
67,0,26301,James Nitties,24.03,255,1061,-0.231
68,0,20574,Mathew Goggin,23.65,197,833,-0.147
69,0,22892,Jason Gore,23.64,204,863,-0.172
70,0,21949,Joe Ogilvie,23.60,252,1068,-0.175
71,0,23638,Brendon de Jonge,23.08,253,1096,-0.126
72,0,01724,Jeff Maggert,22.96,233,1015,-0.146
73,0,24361,Pat Perez,22.63,196,866,-0.240
74,0,24663,Y.E. Yang,22.60,221,978,-0.258
75,0,22371,Aaron Baddeley,22.41,182,812,-0.253
76,0,20691,Greg Owen,22.36,256,1145,-0.211
77,0,25345,Carl Pettersson,22.35,232,1038,-0.259
78,0,09011,David Duval,22.19,136,613,-0.154
79,0,06522,Ernie Els,22.11,168,760,-0.214
80,0,24490,George McNeill,22.04,233,1057,-0.262
80,0,20572,Rod Pampling,22.04,197,894,-0.254
82,0,01707,Steve Lowery,22.01,236,1072,-0.119
83,0,01035,Tommy Armour III,21.30,154,723,-0.143
84,0,26881,Jarrod Lyle,21.09,147,697,-0.048
85,0,23778,Brad Adamonis,20.99,178,848,-0.146
86,0,24912,Will MacKenzie,20.98,179,853,-0.112
87,0,27963,Chris Stroud,20.89,221,1058,-0.290
88,0,07223,Brian Bateman,20.63,138,669,-0.094
89,0,06197,Michael Allen,20.62,167,810,-0.204
90,0,25632,Jimmy Walker,20.54,183,891,-0.284
91,0,06004,Stephen Ames,20.45,162,792,-0.327
92,0,29221,Webb Simpson,20.18,245,1214,-0.114
93,0,31416,Derek Fathauer,20.00,142,710,-0.077
94,0,06595,Kevin Sutherland,19.98,203,1016,-0.163
95,0,26951,Johnson Wagner,19.46,201,1033,-0.254
96,0,24138,Ian Poulter,19.39,114,588,-0.289
97,0,28087,Kris Blanks,19.30,126,653,-0.190
98,0,07749,Brett Quigley,19.21,200,1041,-0.295
99,0,26498,Matt Weibring,19.14,147,768,-0.224
100,0,01161,Mark Calcavecchia,18.84,163,865,-0.080
101,0,25686,Jason Dufner,18.73,203,1084,-0.212
102,0,21731,Freddie Jacobson,18.59,190,1022,-0.226
103,0,12652,Cameron Beckman,18.58,194,1044,-0.124
104,0,22405,Justin Rose,18.55,148,798,-0.270
105,0,01313,Steve Elkington,18.28,157,859,-0.210
106,0,23108,Matt Kuchar,18.22,180,988,-0.222
107,0,08845,Scott Sterling,18.05,100,554,-0.130
108,0,22293,Heath Slocum,17.97,212,1180,-0.179
109,0,02214,Kirk Triplett,17.89,136,760,-0.044
110,0,23048,Eric Axley,17.46,143,819,-0.161
111,0,01797,Rocco Mediate,17.32,159,918,-0.094
112,0,26497,Casey Wittenberg,17.20,129,750,-0.147
113,0,23718,Nathan Green,17.02,218,1281,-0.193
114,0,23325,Vaughn Taylor,16.61,183,1102,-0.230
115,0,21878,Mark Wilson,16.60,203,1223,-0.202
116,0,23614,Rich Beem,16.54,133,804,-0.278
117,0,01766,Billy Mayfair,16.13,155,961,-0.155
117,0,06527,Steve Stricker,16.13,139,862,-0.252
119,0,20593,Greg Chalmers,16.01,158,987,-0.266
120,0,24357,K.J. Choi,15.81,111,702,-0.180
120,0,07457,Steve Flesch,15.81,138,873,-0.072
122,0,24449,Parker McLachlin,15.71,147,936,-0.238
122,0,02206,David Toms,15.71,175,1114,-0.263
124,0,10425,Jay Williamson,15.62,124,794,-0.218
125,0,01948,Tim Petrovic,15.22,182,1196,-0.280
126,0,21753,Brian Davis,15.15,192,1267,-0.219
127,0,20160,Charlie Wi,14.91,164,1100,-0.274
128,0,20104,Ken Duke,14.78,146,988,-0.267
129,0,07867,Woody Austin,14.74,156,1058,-0.212
130,0,23541,Ben Crane,14.72,164,1114,-0.262
131,0,10860,Justin Leonard,14.54,153,1052,-0.235
132,0,10423,Mike Weir,14.53,136,936,-0.081
133,0,01473,Todd Hamilton,14.45,129,893,-0.054
134,0,10585,Scott McCarron,14.36,162,1128,-0.222
135,0,25396,Kevin Na,14.31,155,1083,-0.329
136,0,10809,Jim Furyk,14.24,129,906,-0.341
137,0,24507,Jason Bohn,14.10,161,1142,-0.180
138,0,22621,Ben Curtis,13.98,92,658,-0.011
139,0,06012,Greg Kraft,13.89,80,576,-0.025
140,0,24024,Zach Johnson,13.81,153,1108,-0.229
141,0,10117,Bob Heintz,13.80,98,710,-0.245
142,0,10733,Kent Jones,13.76,117,850,-0.222
143,0,22548,Patrick Sheehan,13.60,74,544,-0.081
144,0,21350,Ryuji Imada,13.59,131,964,-0.191
145,0,22295,Darron Stiles,13.48,79,586,-0.089
146,0,25240,D.A. Points,13.43,161,1199,-0.143
147,0,22961,David Mathis,13.36,128,958,-0.172
148,0,12705,Cliff Kresge,13.10,122,931,-0.254
149,0,20498,Briny Baird,13.07,131,1002,-0.183
150,0,23135,Tim Clark,12.90,106,822,-0.292
151,0,08075,Jerry Kelly,12.69,136,1072,-0.257
152,0,06621,Joe Durant,12.50,81,648,-0.160
153,0,23800,Bryce Molder,12.30,93,756,-0.108
154,0,28620,Aron Price,12.24,131,1070,-0.153
155,0,27060,John Mallinger,12.20,120,984,-0.208
156,0,01577,Lee Janzen,12.16,103,847,-0.223
157,0,20472,Alex Cejka,12.12,120,990,-0.192
158,0,06251,Chris DiMarco,12.05,146,1212,-0.116
159,0,27466,Spencer Levin,11.83,110,930,-0.191
160,0,02239,Scott Verplank,11.40,126,1105,-0.198
161,0,26476,Chez Reavie,11.30,111,982,-0.171
162,0,06539,Rick Price,11.23,64,570,+0.016
163,0,01320,Bob Estes,11.12,107,962,-0.336
164,0,01941,Tom Pernice Jr.,11.06,115,1040,-0.252
165,0,27649,Brandt Snedeker,11.01,100,908,-0.250
166,0,30711,Colt Knost,10.93,85,778,-0.024
167,0,24503,Jeff Klauk,10.39,127,1222,-0.244
168,0,26668,Marc Turnesa,10.38,103,992,-0.039
169,0,20634,Peter Lonard,10.18,109,1071,-0.083
170,0,06643,Paul Goydos,9.47,86,908,-0.174
171,0,08931,Glen Day,9.46,84,888,-0.250
172,0,22348,Nick O'Hern,8.80,104,1182,-0.192
173,0,23983,Luke Donald,8.67,74,854,-0.324
174,0,25190,Jeff Quinney,8.59,85,989,-0.294
175,0,20127,Chris Riley,8.57,80,934,-0.138
176,0,26420,Richard Johnson,8.41,87,1034,-0.115
177,0,30927,Brendon Todd,8.38,55,656,-0.018
178,0,01677,Tom Lehman,8.23,40,486,-0.100
179,0,12602,Dean Wilson,8.11,79,974,-0.278
180,0,01132,Mark Brooks,7.93,44,555,-0.159
181,0,01142,Bart Bryant,7.33,53,723,-0.189
182,0,19846,Brian Gay,6.46,74,1146,-0.081
183,0,01329,Brad Faxon,4.85,35,721,-0.229
184,0,01928,Corey Pavin,1.60,12,749,-0.083
