RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,20634,Peter Lonard,40.52,434,1071,+0.009
2,0,23983,Luke Donald,39.93,341,854,-0.082
3,0,06643,Paul Goydos,39.87,362,908,-0.033
4,0,27649,Brandt Snedeker,39.54,359,908,-0.064
5,0,01142,Bart Bryant,39.00,282,723,+0.039
6,0,02239,Scott Verplank,38.91,430,1105,-0.086
7,0,08931,Glen Day,38.85,345,888,-0.038
8,0,25190,Jeff Quinney,38.22,378,989,+0.037
9,0,19846,Brian Gay,37.96,435,1146,-0.090
10,0,01132,Mark Brooks,37.84,210,555,+0.100
11,0,01677,Tom Lehman,37.65,183,486,+0.005
12,0,22348,Nick O'Hern,37.56,444,1182,-0.063
13,0,24503,Jeff Klauk,37.32,456,1222,-0.002
14,0,23135,Tim Clark,37.10,305,822,-0.098
15,0,06539,Rick Price,37.02,211,570,+0.071
16,0,08075,Jerry Kelly,36.85,395,1072,-0.046
17,0,10860,Justin Leonard,36.79,387,1052,-0.111
18,0,06621,Joe Durant,36.42,236,648,-0.038
19,0,21753,Brian Davis,36.31,460,1267,-0.004
20,0,30711,Colt Knost,36.12,281,778,+0.014
21,0,12602,Dean Wilson,35.93,350,974,-0.026
22,0,06251,Chris DiMarco,35.89,435,1212,-0.016
23,0,22621,Ben Curtis,35.87,236,658,+0.004
24,0,21350,Ryuji Imada,35.79,345,964,+0.038
25,0,27060,John Mallinger,35.77,352,984,-0.057
26,0,30927,Brendon Todd,35.67,234,656,+0.009
27,0,26476,Chez Reavie,35.64,350,982,+0.003
28,0,01941,Tom Pernice Jr.,35.19,366,1040,-0.027
29,0,27466,Spencer Levin,35.16,327,930,-0.009
30,0,10809,Jim Furyk,35.10,318,906,-0.075
31,0,26668,Marc Turnesa,35.08,348,992,+0.029
32,0,01320,Bob Estes,35.03,337,962,-0.030
33,0,25396,Kevin Na,34.81,377,1083,-0.074
34,0,12705,Cliff Kresge,34.80,324,931,+0.019
35,0,22548,Patrick Sheehan,34.74,189,544,-0.037
36,0,26497,Casey Wittenberg,34.67,260,750,+0.015
37,0,24024,Zach Johnson,34.66,384,1108,-0.052
38,0,24507,Jason Bohn,34.59,395,1142,-0.073
39,0,25240,D.A. Points,34.45,413,1199,-0.022
40,0,21878,Mark Wilson,34.10,417,1223,-0.036
41,0,10423,Mike Weir,34.08,319,936,-0.034
42,0,23541,Ben Crane,33.93,378,1114,-0.011
42,0,02206,David Toms,33.93,378,1114,-0.053
44,0,20127,Chris Riley,33.73,315,934,-0.060
45,0,26420,Richard Johnson,33.66,348,1034,+0.006
46,0,10733,Kent Jones,33.53,285,850,+0.042
47,0,10117,Bob Heintz,33.52,238,710,-0.029
48,0,23800,Bryce Molder,33.47,253,756,-0.103
49,0,01577,Lee Janzen,33.06,280,847,+0.004
50,0,24357,K.J. Choi,33.05,232,702,+0.009
51,0,20498,Briny Baird,33.03,331,1002,-0.033
52,0,06527,Steve Stricker,32.95,284,862,-0.116
53,0,20472,Alex Cejka,32.93,326,990,-0.018
54,0,20104,Ken Duke,32.89,325,988,+0.080
55,0,23325,Vaughn Taylor,32.49,358,1102,-0.031
56,0,22961,David Mathis,32.46,311,958,-0.016
57,0,02214,Kirk Triplett,32.37,246,760,+0.016
58,0,22295,Darron Stiles,32.08,188,586,-0.011
59,0,01948,Tim Petrovic,32.02,383,1196,-0.060
60,0,07457,Steve Flesch,31.96,279,873,+0.004
61,0,01329,Brad Faxon,31.90,230,721,+0.035
62,0,08845,Scott Sterling,31.77,176,554,-0.011
63,0,22405,Justin Rose,31.70,253,798,+0.004
64,0,10585,Scott McCarron,31.65,357,1128,-0.059
65,0,10425,Jay Williamson,31.61,251,794,E
66,0,01797,Rocco Mediate,31.37,288,918,-0.024
67,0,26881,Jarrod Lyle,31.28,218,697,+0.032
68,0,20572,Rod Pampling,31.21,279,894,+0.039
69,0,01766,Billy Mayfair,31.11,299,961,+0.107
70,0,07867,Woody Austin,31.10,329,1058,-0.030
71,0,01473,Todd Hamilton,31.02,277,893,+0.025
72,0,28620,Aron Price,30.93,331,1070,+0.024
73,0,27963,Chris Stroud,30.91,327,1058,+0.070
74,0,23718,Nathan Green,30.68,393,1281,-0.003
75,0,24449,Parker McLachlin,30.66,287,936,+0.101
76,0,26679,Kevin Stadler,30.59,230,752,+0.043
77,0,06522,Ernie Els,30.53,232,760,-0.009
78,0,22293,Heath Slocum,30.51,360,1180,-0.008
79,0,01313,Steve Elkington,30.50,262,859,-0.053
80,0,25686,Jason Dufner,30.35,329,1084,E
81,0,06012,Greg Kraft,30.21,174,576,+0.080
82,0,01161,Mark Calcavecchia,30.06,260,865,-0.019
83,0,21731,Freddie Jacobson,30.04,307,1022,+0.033
84,0,24490,George McNeill,29.99,317,1057,+0.041
85,0,26951,Johnson Wagner,29.91,309,1033,-0.032
86,0,07223,Brian Bateman,29.90,200,669,+0.030
87,0,01035,Tommy Armour III,29.88,216,723,-0.056
88,0,20593,Greg Chalmers,29.58,292,987,-0.082
89,0,23108,Matt Kuchar,29.55,292,988,-0.058
90,0,06004,Stephen Ames,29.42,233,792,-0.017
90,0,24138,Ian Poulter,29.42,173,588,-0.012
92,0,29221,Webb Simpson,29.41,357,1214,-0.011
93,0,23638,Brendon de Jonge,29.38,322,1096,-0.006
94,0,12652,Cameron Beckman,29.31,306,1044,-0.013
