RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,25804,Bubba Watson,44.44,56,126,-0.38
2,0,24358,Robert Garrigus,39.87,63,158,-0.25
3,0,23497,Tag Ridings,32.95,29,88,-0.34
4,0,27095,Nick Watney,32.24,49,152,-0.35
5,0,20848,Ángel Cabrera,30.95,26,84,-0.15
6,0,31323,Gary Woodland,30.23,26,86,-0.31
7,0,30925,Dustin Johnson,29.73,44,148,-0.32
8,0,27141,J.B. Holmes,29.55,39,132,-0.15
9,0,01810,Phil Mickelson,23.64,26,110,-0.08
10,0,08793,Tiger Woods,23.08,24,104,-0.58
11,0,27936,Martin Laird,22.73,30,132,-0.30
12,0,25562,Andres Romero,22.22,20,90,-0.30
13,0,01706,Davis Love III,21.69,36,166,-0.33
14,0,27120,Troy Matteson,19.23,35,182,-0.49
15,0,21805,Harrison Frazar,18.54,33,178,-0.58
16,0,23349,Charles Warren,17.54,20,114,-0.25
17,0,25818,Scott Piercy,17.28,28,162,-0.50
18,0,25900,Lucas Glover,17.24,30,174,-0.33
19,0,24140,Sean O'Hair,17.19,22,128,-0.27
20,0,24502,Adam Scott,17.05,15,88,+0.07
21,0,26851,Marc Leishman,16.67,29,174,-0.17
21,0,23320,Ryan Palmer,16.67,26,156,-0.31
23,0,24925,Jonathan Byrd,16.47,28,170,-0.43
24,0,27214,Kevin Streelman,16.13,30,186,-0.33
25,0,23621,Rory Sabbatini,15.97,23,144,-0.30
26,0,24781,Hunter Mahan,15.85,26,164,-0.46
27,0,26300,Matt Jones,15.31,15,98,-0.33
28,0,20229,Stewart Cink,15.08,19,126,-0.16
29,0,24924,Bill Haas,14.94,26,174,-0.38
30,0,06567,Vijay Singh,14.91,17,114,-0.29
31,0,12716,Charley Hoffman,14.74,28,190,-0.25
32,0,28475,Jeff Overton,14.29,24,168,-0.33
33,0,29718,Anthony Kim,14.06,18,128,-0.39
34,0,20850,Daniel Chopra,14.04,25,178,-0.12
35,0,09011,David Duval,14.00,14,100,-0.21
36,0,22913,John Rollins,13.64,24,176,-0.29
37,0,10885,Robert Allenby,13.33,16,120,-0.38
38,0,21209,Sergio Garcia,13.04,12,92,-0.33
