RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
39,0,27933,John Merrick,12.99,20,154,-0.30
40,0,20766,Padraig Harrington,12.73,14,110,E
41,0,01945,Kenny Perry,12.66,20,158,-0.45
42,0,01226,Fred Couples,12.50,13,104,-0.62
43,0,21959,Ted Purdy,12.37,23,186,-0.39
44,0,26596,Ryan Moore,12.35,20,162,-0.35
45,0,27770,Camilo Villegas,12.30,15,122,-0.67
46,0,28089,Jason Day,12.26,13,106,-0.38
47,0,06522,Ernie Els,12.07,14,116,-0.29
48,0,27683,Leif Olson,11.70,11,94,-0.27
49,0,26301,James Nitties,11.25,18,160,-0.33
50,0,28087,Kris Blanks,11.11,12,108,-0.58
51,0,23353,J.J. Henry,10.99,20,182,-0.50
52,0,22892,Jason Gore,10.87,15,138,-0.27
53,0,26679,Kevin Stadler,10.53,12,114,-0.58
54,0,24490,George McNeill,10.26,16,156,-0.31
55,0,20070,Matt Bettencourt,10.11,19,188,-0.42
56,0,24846,Ricky Barnes,10.00,11,110,-0.55
56,0,24361,Pat Perez,10.00,14,140,-0.43
58,0,12782,Tim Herron,9.77,17,174,-0.29
59,0,20572,Rod Pampling,9.70,13,134,E
60,0,22046,Geoff Ogilvy,9.68,12,124,-0.50
61,0,01707,Steve Lowery,9.64,16,166,E
62,0,25345,Carl Pettersson,9.62,15,156,-0.33
63,0,23778,Brad Adamonis,9.56,13,136,-0.54
63,0,25632,Jimmy Walker,9.56,13,136,-0.46
65,0,20157,Retief Goosen,9.52,12,126,-0.33
66,0,06004,Stephen Ames,9.23,12,130,-0.67
67,0,24663,Y.E. Yang,9.09,14,154,-0.36
68,0,21949,Joe Ogilvie,9.04,15,166,-0.27
68,0,28780,Nicholas Thompson,9.04,17,188,-0.35
70,0,21961,Charles Howell III,8.99,16,178,-0.56
70,0,20691,Greg Owen,8.99,16,178,-0.19
72,0,20098,Stuart Appleby,8.82,12,136,-0.42
73,0,06197,Michael Allen,8.70,12,138,-0.42
74,0,23548,Bill Lunde,8.64,14,162,-0.43
75,0,23788,D.J. Trahan,8.52,15,176,-0.47
76,0,28118,Peter Tomasulo,8.49,9,106,-0.56
77,0,26498,Matt Weibring,8.47,10,118,-0.70
78,0,12510,Chad Campbell,8.33,13,156,-0.46
78,0,22405,Justin Rose,8.33,10,120,-0.30
80,0,20645,John Senden,8.16,16,196,-0.50
81,0,26951,Johnson Wagner,8.02,13,162,-0.38
82,0,24912,Will MacKenzie,7.97,11,138,-0.09
83,0,27963,Chris Stroud,7.93,13,164,-0.92
84,0,26695,Michael Letzig,7.61,14,184,-0.36
85,0,01724,Jeff Maggert,7.59,12,158,-0.25
86,0,20574,Mathew Goggin,7.35,10,136,E
87,0,07223,Brian Bateman,7.27,8,110,-0.38
88,0,26289,Boo Weekley,7.25,10,138,-0.20
89,0,06595,Kevin Sutherland,7.23,12,166,-0.50
90,0,20160,Charlie Wi,7.22,13,180,-0.15
91,0,28158,Steve Marino,6.67,12,180,-0.50
92,0,22371,Aaron Baddeley,6.56,8,122,-0.38
93,0,21731,Freddie Jacobson,6.49,10,154,-0.40
94,0,01313,Steve Elkington,6.43,9,140,-0.11
95,0,23638,Brendon de Jonge,6.40,11,172,-0.36
96,0,25919,Brian Vranesh,6.38,6,94,-0.67
97,0,01766,Billy Mayfair,6.16,9,146,-0.56
98,0,23623,Bo Van Pelt,6.11,11,180,-0.36
99,0,10860,Justin Leonard,6.02,10,166,-0.50
100,0,01797,Rocco Mediate,5.97,8,134,-0.13
101,0,07749,Brett Quigley,5.95,10,168,-0.60
102,0,23135,Tim Clark,5.88,8,136,-0.25
103,0,22293,Heath Slocum,5.62,10,178,-0.20
104,0,21753,Brian Davis,5.56,11,198,-0.27
105,0,23718,Nathan Green,5.50,11,200,-0.27
106,0,23325,Vaughn Taylor,5.36,9,168,-0.67
107,0,31416,Derek Fathauer,5.26,6,114,E
107,0,23800,Bryce Molder,5.26,6,114,-0.17
109,0,20593,Greg Chalmers,5.19,8,154,-0.38
110,0,23108,Matt Kuchar,5.13,8,156,-0.38
111,0,23614,Rich Beem,5.07,7,138,-0.29
112,0,01473,Todd Hamilton,4.93,7,142,-0.14
112,0,27466,Spencer Levin,4.93,7,142,-0.57
114,0,10425,Jay Williamson,4.92,6,122,-0.67
115,0,27060,John Mallinger,4.88,8,164,-0.50
116,0,10423,Mike Weir,4.73,7,148,-0.43
117,0,08845,Scott Sterling,4.65,4,86,-0.50
118,0,23048,Eric Axley,4.62,6,130,-0.50
118,0,10733,Kent Jones,4.62,6,130,-0.50
120,0,24507,Jason Bohn,4.55,8,176,-0.25
120,0,20472,Alex Cejka,4.55,7,154,-0.29
122,0,24138,Ian Poulter,4.35,4,92,-0.50
122,0,22295,Darron Stiles,4.35,4,92,-1.00
124,0,12652,Cameron Beckman,4.32,7,162,-0.43
125,0,25240,D.A. Points,4.30,8,186,E
126,0,10809,Jim Furyk,4.23,6,142,-0.17
126,0,20127,Chris Riley,4.23,6,142,-0.50
128,0,02214,Kirk Triplett,4.17,5,120,+0.40
129,0,25686,Jason Dufner,4.07,7,172,-0.43
130,0,02206,David Toms,3.89,7,180,-0.57
131,0,01320,Bob Estes,3.85,6,156,-0.50
132,0,20498,Briny Baird,3.80,6,158,-0.17
133,0,06251,Chris DiMarco,3.76,7,186,-0.29
134,0,06527,Steve Stricker,3.73,5,134,-0.40
135,0,01161,Mark Calcavecchia,3.68,5,136,E
136,0,01941,Tom Pernice Jr.,3.66,6,164,-0.33
137,0,10117,Bob Heintz,3.64,4,110,-0.25
138,0,24357,K.J. Choi,3.57,4,112,-0.25
138,0,24024,Zach Johnson,3.57,6,168,-1.00
138,0,02239,Scott Verplank,3.57,6,168,-0.50
141,0,22548,Patrick Sheehan,3.49,3,86,-0.33
142,0,25396,Kevin Na,3.45,6,174,-0.67
143,0,07457,Steve Flesch,3.42,5,146,-0.40
144,0,06012,Greg Kraft,3.33,3,90,-0.33
145,0,10585,Scott McCarron,3.30,6,182,-0.67
146,0,22961,David Mathis,3.29,5,152,-0.20
147,0,20104,Ken Duke,3.16,5,158,-0.40
147,0,21878,Mark Wilson,3.16,6,190,-0.67
149,0,08075,Jerry Kelly,3.05,5,164,E
150,0,01577,Lee Janzen,2.94,4,136,E
150,0,30927,Brendon Todd,2.94,3,102,-0.33
152,0,22348,Nick O'Hern,2.91,5,172,-0.40
153,0,22621,Ben Curtis,2.88,3,104,-0.33
154,0,23541,Ben Crane,2.81,5,178,-0.40
155,0,12705,Cliff Kresge,2.78,4,144,-0.50
156,0,21350,Ryuji Imada,2.67,4,150,-0.75
157,0,29221,Webb Simpson,2.66,5,188,-0.20
158,0,26881,Jarrod Lyle,2.63,3,114,-1.00
158,0,01948,Tim Petrovic,2.63,5,190,-0.40
160,0,26668,Marc Turnesa,2.60,4,154,+0.25
161,0,01035,Tommy Armour III,2.59,3,116,-0.33
162,0,26497,Casey Wittenberg,2.46,3,122,E
163,0,26476,Chez Reavie,2.00,3,150,-1.00
164,0,01142,Bart Bryant,1.85,2,108,-1.00
164,0,28620,Aron Price,1.85,3,162,-0.33
166,0,20634,Peter Lonard,1.83,3,164,-0.67
167,0,07867,Woody Austin,1.79,3,168,-0.67
168,0,01329,Brad Faxon,1.69,2,118,-0.50
169,0,24503,Jeff Klauk,1.58,3,190,-0.67
170,0,23983,Luke Donald,1.52,2,132,-1.00
171,0,08931,Glen Day,1.41,2,142,-0.50
171,0,24449,Parker McLachlin,1.41,2,142,E
171,0,27649,Brandt Snedeker,1.41,2,142,E
174,0,06643,Paul Goydos,1.37,2,146,-1.00
175,0,25190,Jeff Quinney,1.28,2,156,-0.50
176,0,01677,Tom Lehman,1.16,1,86,-1.00
177,0,01132,Mark Brooks,1.06,1,94,E
178,0,06539,Rick Price,1.04,1,96,E
179,0,06621,Joe Durant,.93,1,108,E
180,0,26420,Richard Johnson,.63,1,160,-1.00
181,0,19846,Brian Gay,.57,1,176,E
182,0,30711,Colt Knost,.00,0,126,E
182,0,01928,Corey Pavin,.00,0,130,E
182,0,12602,Dean Wilson,.00,0,154,E
