RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
52,33,01284,Mike Donald,1.26,398,316
52,33,02186,Brian Tennyson,1.26,346,274
52,33,02321,Fuzzy Zoeller,1.26,244,193
55,33,01235,Ben Crenshaw,1.25,254,203
55,33,01306,David Edwards,1.25,294,235
55,33,01378,David Frost,1.25,306,244
55,33,01773,Ronnie McCann,1.25,222,178
59,33,01418,Bill Glasson,1.24,303,244
60,33,01390,Buddy Gardner,1.23,353,287
60,33,01507,Webb Heintzelman,1.23,345,280
60,33,01522,Lon Hinkle,1.23,318,258
60,33,01790,Pat McGowan,1.23,314,255
60,33,01941,Tom Pernice Jr.,1.23,205,166
65,33,01151,Clark Burroughs,1.22,236,193
65,33,01928,Corey Pavin,1.22,331,272
65,33,02095,Larry Silveira,1.22,269,221
65,33,02101,Joey Sindelar,1.22,348,286
65,33,02246,Duffy Waldorf,1.22,303,249
70,34,01736,Roger Maltbie,1.21,262,216
70,34,01945,Kenny Perry,1.21,287,237
70,34,01960,Don Pooley,1.21,258,214
70,34,02007,Larry Rinker,1.21,301,248
70,34,02223,Bob Tway,1.21,311,258
70,34,02303,Robert Wrenn,1.21,304,251
76,35,01313,Steve Elkington,1.20,359,300
76,35,02225,Howard Twitty,1.20,271,226
78,39,01049,Ian Baker-Finch,1.19,204,172
78,39,01201,Lennie Clements,1.19,277,233
80,40,01943,Chris Perry,1.18,348,295
81,40,01282,Trevor Dodds,1.17,212,181
81,40,01823,Larry Mize,1.17,303,258
81,40,02104,Jeff Sluman,1.17,244,209
84,43,01510,Nolan Henke,1.16,230,198
84,43,01662,Greg Ladehoff,1.16,255,219
86,45,01106,Jim Booros,1.15,269,234
86,45,01203,Russ Cochran,1.15,283,246
86,45,01435,Wayne Grady,1.15,252,219
86,45,01499,Mark Hayes,1.15,290,252
86,45,01846,Jodie Mudd,1.15,322,279
86,45,01996,Mike Reid,1.15,222,193
92,46,01006,John Adams,1.14,279,244
92,46,01014,Fulton Allem,1.14,283,248
92,46,01329,Brad Faxon,1.14,319,280
92,46,01457,Jay Haas,1.14,318,280
92,46,01469,Dan Halldorson,1.14,273,240
92,46,01891,David Ogrin,1.14,294,257
92,46,02241,Bobby Wadkins,1.14,339,298
99,51,01444,Ken Green,1.13,277,246
99,51,01931,Rick Pearson,1.13,251,223
101,54,01381,Fred Funk,1.11,283,254
101,54,01443,Hubert Green,1.11,243,218
101,54,01958,Dan Pohl,1.11,239,215
101,54,02041,Bill Sander,1.11,326,293
101,54,02201,Jim Thorpe,1.11,281,254
106,55,01197,Bobby Clampett,1.10,283,257
106,55,01323,Brad Fabel,1.10,266,242
106,55,06284,Jim Hallet,1.10,355,322
106,55,02023,Clarence Rose,1.10,354,323
106,55,02148,Ray Stewart,1.10,223,203
106,55,02292,Bob Wolcott,1.10,220,200
112,56,01261,Jay Delsing,1.09,209,192
112,56,01550,Ed Humenik,1.09,283,260
112,56,01777,John McComish,1.09,278,255
112,56,01975,Tom Purtzer,1.09,246,225
116,57,01168,David Canipe,1.08,286,264
116,57,01571,Barry Jaeckel,1.08,197,183
116,57,02190,Doug Tewell,1.08,260,241
119,58,01666,Bernhard Langer,1.07,178,166
119,58,02167,Mike Sullivan,1.07,266,249
119,58,02195,Leonard Thompson,1.07,302,282
122,59,01414,Bob Gilder,1.06,300,283
122,59,01468,Gary Hallberg,1.06,300,284
122,59,01755,Dick Mast,1.06,280,265
125,61,01024,Billy Andrade,1.05,271,258
125,61,01326,Nick Faldo,1.05,182,173
125,61,01641,Gary Koch,1.05,214,203
125,61,01864,Larry Nelson,1.05,190,181
129,61,01320,Bob Estes,1.04,237,228
129,61,01553,John Huston,1.04,293,283
129,61,02256,Tom Watson,1.04,188,181
129,61,02322,Richard Zokol,1.04,241,232
133,61,01093,Ronnie Black,1.03,273,265
133,61,01132,Mark Brooks,1.03,255,247
133,61,01303,Bob Eastwood,1.03,251,243
133,61,01489,Steve Hart,1.03,221,215
133,61,01533,P.H. Horgan III,1.03,274,267
133,61,01559,Hale Irwin,1.03,195,189
133,61,01614,Jack Kay Jr.,1.03,225,218
133,61,01877,Tim Norris,1.03,251,244
141,61,01200,Keith Clearwater,1.02,302,296
141,61,01307,Joel Edwards,1.02,212,207
141,61,01701,Bob Lohr,1.02,310,303
141,61,02099,Scott Simpson,1.02,212,208
141,61,02196,Robert Thompson,1.02,231,227
141,61,02267,D.A. Weibring,1.02,225,220
147,62,01766,Billy Mayfair,1.01,303,299
148,70,01248,Rick Dalpos,.99,225,227
148,70,01487,Jeff Hart,.99,180,181
148,70,01884,Mac O'Grady,.99,173,174
148,70,02239,Scott Verplank,.99,281,284
152,70,01033,George Archer,.98,195,198
152,70,01068,Andy Bean,.98,243,248
152,70,01717,Sandy Lyle,.98,169,173
152,70,01813,Mike Miles,.98,198,203
156,71,01086,Roy Biancalana,.97,193,198
156,71,01723,Andrew Magee,.97,318,328
156,71,02094,Tony Sills,.97,254,262
156,71,02222,Billy Tuten,.97,204,211
160,75,01156,Curt Byrum,.96,302,315
161,77,01061,Ray Barr Jr.,.95,186,196
161,77,01162,Rex Caldwell,.95,226,238
163,77,01096,Phil Blackmar,.94,268,284
163,77,01157,Tom Byrum,.94,306,326
163,77,01361,Dan Forsman,.94,266,283
163,77,01374,Robin Freeman,.94,238,253
167,78,01310,Dave Eichelberger,.93,305,327
168,79,01984,Sam Randolph,.92,184,199
169,81,01952,Billy Pierot,.91,186,204
170,82,01030,Isao Aoki,.90,165,183
171,83,01448,Tony Grimes,.89,207,233
171,83,01992,Don Reese,.89,271,304
173,91,01935,Calvin Peete,.87,147,169
173,91,02090,Tom Sieckmann,.87,255,292
175,98,01495,Morris Hatalsky,.84,201,240
176,103,02261,Doug Weaver,.82,206,252
177,104,01564,David Jackson,.81,153,190
177,104,01626,Karl Kimball,.81,139,171
179,104,01112,Charlie Bowles,.80,183,229
180,114,01355,Raymond Floyd,.77,150,195
181,115,01685,J.L. Lewis,.76,147,193
182,122,01150,George Burns,.73,161,221
182,122,01925,Jerry Pate,.73,155,211
182,122,02294,Willie Wood,.73,149,205
185,124,02224,Greg Twiggs,.71,215,302
186,134,01078,Jim Benepe,.69,202,292
