RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,7,01876,Greg Norman,22.40,250,1116
2,7,01226,Fred Couples,22.22,356,1602
3,21,01682,Wayne Levi,21.77,337,1548
4,22,01042,Paul Azinger,21.68,363,1674
5,22,02133,Craig Stadler,21.60,311,1440
6,25,02033,Dave Rummells,21.26,375,1764
7,25,01599,Steve Jones,21.23,355,1672
8,27,01418,Bill Glasson,21.04,303,1440
9,27,02146,Payne Stewart,21.01,319,1518
10,27,01475,Donnie Hammond,20.93,339,1620
11,27,01072,Chip Beck,20.87,293,1404
12,27,01968,Nick Price,20.86,353,1692
13,29,01706,Davis Love III,20.68,309,1494
14,29,01331,Rick Fehr,20.57,274,1332
15,29,01161,Mark Calcavecchia,20.56,322,1566
16,29,02067,Ted Schulz,20.52,421,2052
17,29,01771,Blaine McCallister,20.51,379,1848
18,29,01098,Jay Don Blake,20.50,320,1561
19,33,01633,Tom Kite,20.35,326,1602
19,33,02101,Joey Sindelar,20.35,348,1710
21,33,01143,Brad Bryant,20.30,380,1872
22,33,02159,Curtis Strange,20.27,290,1431
23,33,01887,Mark O'Meara,20.25,328,1620
24,34,01313,Steve Elkington,20.15,359,1782
25,36,02087,Don Shirey Jr.,19.93,305,1530
26,37,02246,Duffy Waldorf,19.80,303,1530
27,37,02170,Hal Sutton,19.78,356,1800
28,37,02100,Tim Simpson,19.76,386,1953
29,37,02049,Gene Sauers,19.72,291,1476
30,37,01639,Kenny Knox,19.67,386,1962
31,37,01926,Steve Pate,19.65,389,1980
32,37,01522,Lon Hinkle,19.63,318,1620
33,37,01549,Mike Hulbert,19.54,415,2124
34,37,01837,Gil Morgan,19.49,299,1534
35,59,02321,Fuzzy Zoeller,19.43,232,1194
36,59,01550,Ed Humenik,19.41,283,1458
36,59,02303,Robert Wrenn,19.41,304,1566
38,59,01414,Bob Gilder,19.38,300,1548
38,59,01468,Gary Hallberg,19.38,300,1548
38,59,02242,Lanny Wadkins,19.38,286,1476
41,59,01129,Bill Britton,19.37,373,1926
41,59,01690,Bruce Lietzke,19.37,258,1332
43,59,01569,Peter Jacobsen,19.32,299,1548
44,59,01282,Trevor Dodds,19.31,212,1098
44,59,01777,John McComish,19.31,278,1440
46,59,01958,Dan Pohl,19.24,239,1242
47,59,02007,Larry Rinker,19.22,301,1566
48,59,01945,Kenny Perry,19.21,287,1494
49,59,01035,Tommy Armour III,19.20,368,1917
50,59,01175,Jim Carter,19.18,366,1908
51,59,01790,Pat McGowan,19.17,314,1638
52,59,01133,Billy Ray Brown,19.09,315,1650
52,59,01773,Ronnie McCann,19.09,214,1121
54,59,01060,Dave Barr,19.08,316,1656
55,59,01715,Mark Lye,19.07,309,1620
55,59,01797,Rocco Mediate,19.07,357,1872
57,59,01329,Brad Faxon,19.06,319,1674
57,59,02148,Ray Stewart,19.06,223,1170
59,59,01557,John Inman,19.04,305,1602
60,59,02279,Mark Wiebe,18.99,335,1764
61,59,01499,Mark Hayes,18.95,290,1530
62,59,01938,David Peoples,18.92,218,1152
63,59,01736,Roger Maltbie,18.90,262,1386
64,59,01527,Scott Hoch,18.88,333,1764
65,59,01960,Don Pooley,18.86,258,1368
66,59,02186,Brian Tennyson,18.85,346,1836
67,59,01846,Jodie Mudd,18.83,322,1710
68,59,01201,Lennie Clements,18.77,277,1476
69,59,01284,Mike Donald,18.74,398,2124
70,59,01151,Clark Burroughs,18.73,236,1260
71,59,02167,Mike Sullivan,18.71,266,1422
72,59,01378,David Frost,18.68,306,1638
73,59,01553,John Huston,18.67,284,1521
73,59,02118,J.C. Snead,18.67,289,1548
75,60,01725,John Mahaffey,18.61,353,1897
76,60,01928,Corey Pavin,18.57,331,1782
77,60,02023,Clarence Rose,18.55,354,1908
78,60,01457,Jay Haas,18.52,300,1620
79,65,01049,Ian Baker-Finch,18.51,199,1075
80,65,02041,Bill Sander,18.48,326,1764
81,65,02095,Larry Silveira,18.45,269,1458
82,65,01385,Jim Gallagher Jr.,18.41,391,2124
83,65,02010,Loren Roberts,18.39,374,2034
84,65,02223,Bob Tway,18.38,311,1692
85,65,02104,Jeff Sluman,18.32,244,1332
86,65,01641,Gary Koch,18.29,214,1170
87,65,01014,Fulton Allem,18.28,283,1548
87,65,01346,Ed Fiori,18.28,329,1800
89,65,02201,Jim Thorpe,18.26,271,1484
90,65,01507,Webb Heintzelman,18.25,345,1890
91,67,01443,Hubert Green,18.24,243,1332
92,67,01444,Ken Green,18.21,263,1444
93,68,01864,Larry Nelson,18.20,190,1044
94,68,01306,David Edwards,18.15,294,1620
95,68,01261,Jay Delsing,18.14,209,1152
96,68,01931,Rick Pearson,18.11,251,1386
97,68,01235,Ben Crenshaw,18.09,254,1404
98,68,01943,Chris Perry,18.07,348,1926
99,72,01068,Andy Bean,18.00,243,1350
100,72,01666,Bernhard Langer,17.98,178,990
101,72,02239,Scott Verplank,17.94,281,1566
101,72,02241,Bobby Wadkins,17.94,339,1890
103,72,01533,P.H. Horgan III,17.91,274,1530
104,72,02292,Bob Wolcott,17.89,207,1157
105,72,01197,Bobby Clampett,17.87,283,1584
106,72,02195,Leonard Thompson,17.85,302,1692
107,72,01006,John Adams,17.82,279,1566
107,72,01154,Bill Buttner,17.82,279,1566
107,72,02185,Lance Ten Broeck,17.82,266,1493
110,75,06284,Jim Hallet,17.77,355,1998
111,75,01096,Phil Blackmar,17.72,268,1512
111,75,01823,Larry Mize,17.72,303,1710
113,75,01093,Ronnie Black,17.70,273,1542
113,75,02256,Tom Watson,17.70,188,1062
115,75,01381,Fred Funk,17.67,283,1602
115,75,01390,Buddy Gardner,17.67,353,1998
117,75,02225,Howard Twitty,17.64,262,1485
118,75,01248,Rick Dalpos,17.61,225,1278
