RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
119,78,01941,Tom Pernice Jr.,17.52,205,1170
119,78,01975,Tom Purtzer,17.52,246,1404
121,78,01510,Nolan Henke,17.50,230,1314
122,78,01662,Greg Ladehoff,17.49,255,1458
122,78,02090,Tom Sieckmann,17.49,255,1458
124,78,01783,Mark McCumber,17.48,214,1224
125,78,01203,Russ Cochran,17.47,283,1620
126,78,01884,Mac O'Grady,17.45,164,940
127,78,01106,Jim Booros,17.38,269,1548
128,80,01701,Bob Lohr,17.33,301,1737
129,80,01723,Andrew Magee,17.32,318,1836
130,81,01156,Curt Byrum,17.30,302,1746
131,81,01717,Sandy Lyle,17.28,164,949
131,81,01755,Dick Mast,17.28,280,1620
133,81,01168,David Canipe,17.27,286,1656
134,82,01469,Dan Halldorson,17.23,273,1584
135,83,01559,Hale Irwin,17.20,195,1134
136,83,01361,Dan Forsman,17.18,266,1548
137,83,01310,Dave Eichelberger,17.12,305,1782
137,83,01614,Jack Kay Jr.,17.12,225,1314
139,83,01033,George Archer,17.08,195,1142
140,83,01435,Wayne Grady,17.07,252,1476
141,83,02190,Doug Tewell,17.02,242,1422
142,83,01891,David Ogrin,17.01,294,1728
143,83,01766,Billy Mayfair,17.00,303,1782
144,83,01162,Rex Caldwell,16.99,219,1289
145,83,01323,Brad Fabel,16.95,258,1522
145,83,01374,Robin Freeman,16.95,238,1404
145,83,01487,Jeff Hart,16.95,180,1062
148,83,01984,Sam Randolph,16.94,168,992
149,84,01320,Bob Estes,16.88,237,1404
150,84,02322,Richard Zokol,16.85,232,1377
151,84,01157,Tom Byrum,16.83,306,1818
152,84,01200,Keith Clearwater,16.78,302,1800
152,84,02196,Robert Thompson,16.78,222,1323
154,85,01448,Tony Grimes,16.67,207,1242
154,85,01813,Mike Miles,16.67,198,1188
156,126,01303,Bob Eastwood,16.60,251,1512
157,126,01307,Joel Edwards,16.59,212,1278
157,126,02224,Greg Twiggs,16.59,215,1296
157,126,02261,Doug Weaver,16.59,206,1242
160,126,01326,Nick Faldo,16.58,182,1098
160,126,01571,Barry Jaeckel,16.58,197,1188
162,126,01992,Don Reese,16.54,271,1638
163,126,01030,Isao Aoki,16.51,156,945
164,126,01086,Roy Biancalana,16.50,193,1170
165,126,01996,Mike Reid,16.44,222,1350
166,126,01112,Charlie Bowles,16.40,183,1116
167,127,02099,Scott Simpson,16.36,212,1296
168,128,01495,Morris Hatalsky,16.18,201,1242
169,128,02267,D.A. Weibring,16.17,224,1385
170,128,01952,Billy Pierot,16.15,186,1152
171,129,01132,Mark Brooks,16.07,251,1562
172,129,01925,Jerry Pate,16.06,146,909
173,130,01150,George Burns,16.04,161,1004
174,130,01024,Billy Andrade,16.02,271,1692
175,130,01685,J.L. Lewis,16.01,147,918
176,131,01877,Tim Norris,15.85,251,1584
177,132,02222,Billy Tuten,15.74,204,1296
178,133,01061,Ray Barr Jr.,15.66,186,1188
179,133,02294,Willie Wood,15.62,149,954
180,133,01935,Calvin Peete,15.46,141,912
181,140,02094,Tony Sills,15.21,245,1611
182,141,01355,Raymond Floyd,15.15,150,990
183,142,01564,David Jackson,14.91,153,1026
184,142,01626,Karl Kimball,14.85,139,936
185,147,01078,Jim Benepe,14.77,202,1368
186,147,01489,Steve Hart,14.76,208,1409
