RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
1,0,30927,Brendon Todd,26.83,161,6
2,0,31416,Derek Fathauer,27.14,190,7
3,0,23983,Luke Donald,27.33,492,18
4,0,29718,Anthony Kim,27.38,438,16
5,0,23541,Ben Crane,27.40,548,20
5,0,21949,Joe Ogilvie,27.40,411,15
7,0,22371,Aaron Baddeley,27.42,329,12
8,0,12716,Charley Hoffman,27.50,605,22
9,0,10423,Mike Weir,27.53,523,19
10,0,19846,Brian Gay,27.55,551,20
11,0,01577,Lee Janzen,27.64,387,14
12,0,23108,Matt Kuchar,27.65,470,17
13,0,09011,David Duval,27.71,194,7
13,0,01329,Brad Faxon,27.71,194,7
13,0,25190,Jeff Quinney,27.71,388,14
16,0,25396,Kevin Na,27.75,555,20
17,0,22961,David Mathis,27.77,361,13
18,0,29221,Webb Simpson,27.82,473,17
19,0,23623,Bo Van Pelt,27.89,502,18
20,0,28089,Jason Day,27.92,335,12
20,0,23320,Ryan Palmer,27.92,363,13
22,0,24490,George McNeill,28.00,420,15
22,0,27683,Leif Olson,28.00,168,6
22,0,06527,Steve Stricker,28.00,504,18
25,0,24024,Zach Johnson,28.05,589,21
26,0,20104,Ken Duke,28.07,421,15
27,0,22046,Geoff Ogilvy,28.12,478,17
28,0,10585,Scott McCarron,28.15,563,20
29,0,20160,Charlie Wi,28.17,507,18
30,0,21731,Freddie Jacobson,28.18,479,17
30,0,27060,John Mallinger,28.18,479,17
32,0,30925,Dustin Johnson,28.21,536,19
32,0,28475,Jeff Overton,28.21,536,19
34,0,06012,Greg Kraft,28.25,113,4
34,0,26476,Chez Reavie,28.25,339,12
36,0,24924,Bill Haas,28.27,424,15
37,0,20850,Daniel Chopra,28.28,509,18
38,0,26420,Richard Johnson,28.29,481,17
38,0,07749,Brett Quigley,28.29,481,17
40,0,12705,Cliff Kresge,28.36,312,11
41,0,23135,Tim Clark,28.39,511,18
42,0,10809,Jim Furyk,28.40,568,20
43,0,01320,Bob Estes,28.41,483,17
44,0,01928,Corey Pavin,28.42,341,12
45,0,20766,Padraig Harrington,28.43,398,14
45,0,22295,Darron Stiles,28.43,199,7
47,0,24138,Ian Poulter,28.50,342,12
47,0,26498,Matt Weibring,28.50,285,10
49,0,12782,Tim Herron,28.53,485,17
49,0,08793,Tiger Woods,28.53,428,15
51,0,22913,John Rollins,28.56,514,18
51,0,22548,Patrick Sheehan,28.56,257,9
53,0,27649,Brandt Snedeker,28.57,400,14
54,0,27933,John Merrick,28.60,429,15
55,0,23048,Eric Axley,28.67,172,6
56,0,28158,Steve Marino,28.68,545,19
56,0,27214,Kevin Streelman,28.68,545,19
58,0,20127,Chris Riley,28.69,459,16
59,0,01132,Mark Brooks,28.70,287,10
59,0,21753,Brian Davis,28.70,574,20
61,0,25818,Scott Piercy,28.71,402,14
61,0,02206,David Toms,28.71,603,21
63,0,07867,Woody Austin,28.72,517,18
64,0,23778,Brad Adamonis,28.73,316,11
64,0,06643,Paul Goydos,28.73,431,15
66,0,12602,Dean Wilson,28.75,345,12
67,0,21350,Ryuji Imada,28.76,489,17
68,0,27466,Spencer Levin,28.77,374,13
69,0,20593,Greg Chalmers,28.80,432,15
69,0,26695,Michael Letzig,28.80,576,20
71,0,23621,Rory Sabbatini,28.81,461,16
72,0,26300,Matt Jones,28.82,317,11
73,0,20574,Mathew Goggin,28.85,375,13
74,0,22621,Ben Curtis,28.86,404,14
74,0,25632,Jimmy Walker,28.86,404,14
76,0,01810,Phil Mickelson,28.87,433,15
77,0,21805,Harrison Frazar,28.89,520,18
77,0,02239,Scott Verplank,28.89,549,19
79,0,23638,Brendon de Jonge,28.93,434,15
79,0,26301,James Nitties,28.93,434,15
79,0,25345,Carl Pettersson,28.93,434,15
82,0,08075,Jerry Kelly,28.94,492,17
83,0,06251,Chris DiMarco,28.95,550,19
84,0,01226,Fred Couples,29.00,319,11
84,0,08931,Glen Day,29.00,348,12
84,0,20157,Retief Goosen,29.00,522,18
84,0,26881,Jarrod Lyle,29.00,290,10
84,0,22348,Nick O'Hern,29.00,493,17
84,0,01941,Tom Pernice Jr.,29.00,435,15
84,0,21959,Ted Purdy,29.00,551,19
84,0,26679,Kevin Stadler,29.00,319,11
84,0,23788,D.J. Trahan,29.00,522,18
84,0,25804,Bubba Watson,29.00,377,13
94,0,25900,Lucas Glover,29.05,581,20
95,0,20572,Rod Pampling,29.07,407,14
96,0,23800,Bryce Molder,29.08,349,12
97,0,24449,Parker McLachlin,29.09,320,11
98,0,24503,Jeff Klauk,29.10,582,20
98,0,10860,Justin Leonard,29.10,582,20
98,0,21878,Mark Wilson,29.10,611,21
101,0,24361,Pat Perez,29.13,437,15
102,0,21209,Sergio Garcia,29.15,379,13
103,0,25686,Jason Dufner,29.17,525,18
104,0,10117,Bob Heintz,29.20,292,10
104,0,23325,Vaughn Taylor,29.20,438,15
104,0,02214,Kirk Triplett,29.20,292,10
107,0,26497,Casey Wittenberg,29.22,263,9
107,0,24663,Y.E. Yang,29.22,526,18
109,0,26596,Ryan Moore,29.24,497,17
110,0,24781,Hunter Mahan,29.26,673,23
111,0,06004,Stephen Ames,29.27,439,15
112,0,01948,Tim Petrovic,29.28,527,18
113,0,20229,Stewart Cink,29.31,469,16
114,0,20070,Matt Bettencourt,29.32,557,19
114,0,06595,Kevin Sutherland,29.32,645,22
114,0,27095,Nick Watney,29.32,557,19
117,0,27936,Martin Laird,29.33,352,12
117,0,26851,Marc Leishman,29.33,528,18
119,0,27141,J.B. Holmes,29.38,382,13
119,0,24502,Adam Scott,29.38,235,8
121,0,20498,Briny Baird,29.40,441,15
122,0,01035,Tommy Armour III,29.42,353,12
123,0,22405,Justin Rose,29.43,412,14
124,0,23718,Nathan Green,29.50,649,22
124,0,20634,Peter Lonard,29.50,354,12
124,0,25240,D.A. Points,29.50,590,20
124,0,22293,Heath Slocum,29.50,472,16
124,0,25919,Brian Vranesh,29.50,177,6
129,0,20098,Stuart Appleby,29.53,443,15
129,0,24507,Jason Bohn,29.53,561,19
129,0,06522,Ernie Els,29.53,443,15
132,0,22892,Jason Gore,29.54,384,13
133,0,01142,Bart Bryant,29.55,325,11
134,0,12652,Cameron Beckman,29.56,473,16
135,0,01766,Billy Mayfair,29.57,414,14
136,0,28780,Nicholas Thompson,29.59,503,17
137,0,20848,Ángel Cabrera,29.64,326,11
138,0,21961,Charles Howell III,29.68,564,19
139,0,01313,Steve Elkington,29.69,386,13
140,0,28087,Kris Blanks,29.70,297,10
141,0,01797,Rocco Mediate,29.71,505,17
142,0,12510,Chad Campbell,29.72,535,18
143,0,01473,Todd Hamilton,29.77,387,13
144,0,01706,Davis Love III,29.79,566,19
145,0,25562,Andres Romero,29.80,298,10
146,0,01161,Mark Calcavecchia,29.87,448,15
146,0,23548,Bill Lunde,29.87,448,15
148,0,24140,Sean O'Hair,29.88,508,17
149,0,23497,Tag Ridings,29.89,269,9
150,0,30711,Colt Knost,29.90,299,10
150,0,26668,Marc Turnesa,29.90,299,10
152,0,10733,Kent Jones,29.91,329,11
152,0,01945,Kenny Perry,29.91,688,23
154,0,10425,Jay Williamson,29.92,359,12
155,0,20472,Alex Cejka,29.94,479,16
155,0,27770,Camilo Villegas,29.94,509,17
157,0,24925,Jonathan Byrd,29.95,569,19
157,0,23353,J.J. Henry,29.95,629,21
157,0,20645,John Senden,29.95,629,21
160,0,28118,Peter Tomasulo,30.00,150,5
160,0,23349,Charles Warren,30.00,330,11
162,0,24358,Robert Garrigus,30.06,481,16
162,0,28620,Aron Price,30.06,511,17
164,0,26951,Johnson Wagner,30.07,451,15
165,0,01707,Steve Lowery,30.13,482,16
166,0,26289,Boo Weekley,30.22,544,18
167,0,07457,Steve Flesch,30.29,424,14
168,0,10885,Robert Allenby,30.33,455,15
168,0,06621,Joe Durant,30.33,273,9
170,0,06197,Michael Allen,30.36,425,14
170,0,01677,Tom Lehman,30.36,334,11
172,0,08845,Scott Sterling,30.38,243,8
173,0,27120,Troy Matteson,30.44,548,18
174,0,23614,Rich Beem,30.45,335,11
175,0,20691,Greg Owen,30.50,549,18
176,0,01724,Jeff Maggert,30.54,397,13
177,0,06539,Rick Price,30.60,153,5
178,0,06567,Vijay Singh,30.67,460,15
179,0,27963,Chris Stroud,30.81,493,16
180,0,07223,Brian Bateman,30.83,185,6
180,0,24357,K.J. Choi,30.83,370,12
182,0,24846,Ricky Barnes,30.89,278,9
183,0,24912,Will MacKenzie,31.45,346,11
184,0,31323,Gary Woodland,31.78,286,9
