RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,06527,Steve Stricker,+.321,137,+44.00
2,0,10860,Justin Leonard,+.343,169,+58.00
3,0,23048,Eric Axley,+.344,259,+89.00
4,0,20127,Chris Riley,+.356,101,+36.00
5,0,06004,Stephen Ames,+.360,150,+54.00
6,0,19846,Brian Gay,+.366,202,+74.00
7,0,12680,Shigeki Maruyama,+.378,135,+51.00
8,0,25345,Carl Pettersson,+.385,252,+97.00
9,0,01766,Billy Mayfair,+.389,216,+84.00
10,0,01948,Tim Petrovic,+.393,211,+83.00
11,0,20160,Charlie Wi,+.395,200,+79.00
12,0,06567,Vijay Singh,+.397,146,+58.00
12,0,22293,Heath Slocum,+.397,174,+69.00
14,0,23108,Matt Kuchar,+.399,173,+69.00
15,0,27649,Brandt Snedeker,+.400,165,+66.00
16,0,21961,Charles Howell III,+.401,217,+87.00
16,0,02239,Scott Verplank,+.401,147,+59.00
18,0,10505,Shane Bertsch,+.402,224,+90.00
18,0,06595,Kevin Sutherland,+.402,204,+82.00
20,0,24138,Ian Poulter,+.404,104,+42.00
21,0,24925,Jonathan Byrd,+.405,168,+68.00
22,0,08931,Glen Day,+.406,133,+54.00
23,0,01928,Corey Pavin,+.409,164,+67.00
24,0,23541,Ben Crane,+.410,178,+73.00
25,0,20634,Peter Lonard,+.411,180,+74.00
26,0,20498,Briny Baird,+.415,200,+83.00
26,0,08845,Scott Sterling,+.415,159,+66.00
28,0,29718,Anthony Kim,+.417,156,+65.00
29,0,25190,Jeff Quinney,+.419,186,+78.00
30,0,10809,Jim Furyk,+.421,183,+77.00
31,0,20623,Gavin Coles,+.422,102,+43.00
31,0,20382,Stephen Leaney,+.422,102,+43.00
31,0,10423,Mike Weir,+.422,161,+68.00
34,0,22348,Nick O'Hern,+.425,167,+71.00
34,0,12660,Jesper Parnevik,+.425,219,+93.00
36,0,23135,Tim Clark,+.426,190,+81.00
36,0,01313,Steve Elkington,+.426,176,+75.00
36,0,12782,Tim Herron,+.426,237,+101.00
39,0,08075,Jerry Kelly,+.427,164,+70.00
39,0,28158,Steve Marino,+.427,213,+91.00
41,0,24024,Zach Johnson,+.433,164,+71.00
41,0,27060,John Mallinger,+.433,217,+94.00
43,0,01797,Rocco Mediate,+.434,173,+75.00
44,0,23325,Vaughn Taylor,+.435,239,+104.00
45,0,22621,Ben Curtis,+.436,140,+61.00
45,0,25562,Andres Romero,+.436,163,+71.00
47,0,07867,Woody Austin,+.437,213,+93.00
48,0,23125,Brad Elder,+.440,134,+59.00
49,0,24357,K.J. Choi,+.441,127,+56.00
49,0,21350,Ryuji Imada,+.441,195,+86.00
49,0,01945,Kenny Perry,+.441,227,+100.00
52,0,02002,John Riegger,+.444,126,+56.00
52,0,22548,Patrick Sheehan,+.444,297,+132.00
54,0,20157,Retief Goosen,+.445,119,+53.00
54,0,02223,Bob Tway,+.445,119,+53.00
56,0,01810,Phil Mickelson,+.447,150,+67.00
56,0,26476,Chez Reavie,+.447,206,+92.00
58,0,01142,Bart Bryant,+.450,171,+77.00
58,0,24449,Parker McLachlin,+.450,200,+90.00
60,0,26695,Michael Letzig,+.452,199,+90.00
61,0,21949,Joe Ogilvie,+.454,238,+108.00
62,0,25720,Chad Collins,+.455,178,+81.00
62,0,23797,Brett Rumford,+.455,200,+91.00
64,0,26500,Alejandro Cañizares,+.456,114,+52.00
65,0,21753,Brian Davis,+.458,225,+103.00
65,0,20766,Padraig Harrington,+.458,96,+44.00
67,0,25900,Lucas Glover,+.459,209,+96.00
68,0,07457,Steve Flesch,+.460,198,+91.00
69,0,01677,Tom Lehman,+.462,104,+48.00
70,0,06012,Greg Kraft,+.463,149,+69.00
71,0,20098,Stuart Appleby,+.465,172,+80.00
71,0,01941,Tom Pernice Jr.,+.465,258,+120.00
73,0,06197,Michael Allen,+.466,174,+81.00
74,0,01161,Mark Calcavecchia,+.467,137,+64.00
74,0,25396,Kevin Na,+.467,212,+99.00
76,0,22913,John Rollins,+.468,188,+88.00
77,0,26420,Richard Johnson,+.470,132,+62.00
