RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY,TOTAL
1,0,56762,Will Gordon,$773220,773220
2,0,20396,Lee Westwood,$280000,385500
3,0,45522,Christiaan Bezuidenhout,$274760,565460
4,0,34610,Matthias Schwab,$261493,680993
5,0,52374,Brandon Wu,$172987,172987
6,0,40006,Erik van Rooyen,$171345,944545
7,0,35296,Haotong Li,$156500,272125
8,0,48117,Kurt Kitayama,$138792,254559
9,0,47679,Victor Perez,$94571,536921
10,0,31559,Garrett Osborn,$87450,87450
11,0,49773,Chase Koepka,$85808,85808
12,0,29454,Bernd Wiesberger,$79774,223474
13,0,36698,Andy Zhang,$67125,67125
14,0,39067,MJ Daffue,$66940,66940
15,0,56781,Isaiah Salinda,$48111,48111
16,0,34554,Jung-gon Hwang,$45598,45598
17,0,35947,John Oda,$41990,41990
18,0,47995,Davis Riley,$39600,39600
19,0,47056,Rikuya Hoshino,$39102,39102
20,0,34168,Soomin Lee,$38610,38610
21,0,50493,Justin Suh,$38150,38150
22,0,47238,Jazz Janewattananond,$37635,238985
23,0,32797,Sanghyun Park,$37245,37245
24,0,34587,Chan Kim,$33735,93735
25,0,30191,Julián Etulain,$31607,31607
26,0,29772,Michael Lorenzo-Vera,$31594,132094
27,0,51997,Andrew Novak,$31159,31159
28,0,34656,Mikumu Horikawa,$30863,87363
29,0,31016,Tomoharu Otsuki,$24687,24687
30,0,28300,Joost Luiten,$24000,96500
31,0,35834,Hyungjoon Lee,$22718,22718
31,0,33131,Kyongjun Moon,$22718,22718
33,0,29476,Kyle Reifers,$22148,22148
34,0,30852,Ryo Ishikawa,$20605,101105
34,0,26328,Shaun Norris,$20605,107430
36,0,25863,Rod Perry,$20274,20274
36,0,29223,Sam Saunders,$20274,20274
38,0,52215,Robert MacIntyre,$20000,215750
39,0,33689,Jinichiro Kozuma,$19598,19598
40,0,32775,Shugo Imahira,$19013,54013
41,0,31395,Yosuke Asaji,$18330,85330
41,0,27324,Seungsu Han,$18330,18330
43,0,56741,Braden Bailey,$18263,18263
44,0,55707,Calum Hill,$18257,18257
44,0,39262,Alvaro Ortiz,$18257,18257
46,0,46724,Jeongwoo Ham,$17648,17648
46,0,28670,Wonjoon Lee,$17648,17648
48,0,37454,Whee Kim,$17258,17258
49,0,46154,Yi Keun Chang,$16868,62368
50,0,49481,Tae Hee Lee,$16185,96310
51,0,46823,Jeremy Gandon,$15900,15900
52,0,57900,Chandler Phillips,$15375,15375
53,0,55708,Hayden Buckley,$14490,14490
54,0,46601,Trey Mullinax,$14175,14175
55,0,40101,Brinson Paolini,$13120,13120
56,0,51634,Sahith Theegala,$12425,12425
57,0,54576,Patrick Fishburn,$10650,10650
57,0,55421,Chip McDaniel,$10650,10650
59,0,35376,Roberto Díaz,$8010,8010
60,0,58696,Peter Kuest,$7525,7525
61,0,27171,Jay McLuen,$6300,6300
