RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,30925,Dustin Johnson,28.78,5837267,20280000
2,0,33448,Justin Thomas,28.24,7344040,26004000
3,0,46970,Jon Rahm,27.76,5959819,21468000
4,0,29221,Webb Simpson,26.71,5097742,19084000
5,0,47959,Bryson DeChambeau,20.42,4998495,24484000
6,0,34363,Tyrrell Hatton,20.39,3434867,16842000
7,0,28237,Rory McIlroy,19.27,4408415,22872000
8,0,40026,Daniel Berger,18.93,4439420,23447000
9,0,08793,Tiger Woods,17.57,2083038,11853000
10,0,50525,Collin Morikawa,17.34,5250868,30288000
11,0,34360,Patrick Reed,14.65,4250060,29018000
12,0,48081,Xander Schauffele,14.31,3813636,26642000
13,0,24502,Adam Scott,13.76,2272434,16516000
14,0,34099,Harris English,12.49,3299366,26406000
14,0,32839,Hideki Matsuyama,12.49,3665825,29361000
16,0,26851,Marc Leishman,11.76,3109752,26446000
17,0,39971,Sungjae Im,11.74,4337811,36939000
18,0,35450,Patrick Cantlay,11.63,2118336,18208000
19,0,31113,Paul Waring,11.48,200333,1745000
20,0,29725,Tony Finau,10.23,2932286,28666000
21,0,23320,Ryan Palmer,10.14,2724926,26866000
22,0,30927,Brendon Todd,10.08,3390258,33618000
23,0,45526,Abraham Ancer,9.87,2903306,29415000
24,0,25396,Kevin Na,9.11,2794402,30666000
25,0,46046,Scottie Scheffler,9.07,2833438,31252000
26,0,45486,Joaquin Niemann,9.05,2914136,32212000
27,0,35310,Lanto Griffin,9.04,3188586,35254000
28,0,40098,Matt Fitzpatrick,8.78,2109709,24042000
29,0,35891,Cameron Smith,8.63,2372487,27498000
30,0,31323,Gary Woodland,8.50,2195131,25824000
31,0,52372,Cameron Champ,8.29,2290839,27640000
32,0,48822,Sebastián Muñoz,8.17,2864142,35038000
33,0,20396,Lee Westwood,8.11,385500,4754000
34,0,25364,Paul Casey,7.95,1868952,23510000
35,0,47128,Richy Werenski,7.80,1716407,22014000
36,0,27214,Kevin Streelman,7.60,2520845,33158000
37,0,29420,Billy Horschel,7.57,2383908,31485000
38,0,29478,Kevin Kisner,7.56,2266752,29972000
39,0,28089,Jason Day,7.41,1943898,26228000
40,0,31559,Garrett Osborn,7.36,87450,1188000
41,0,25493,Nick Taylor,7.32,1897539,25940000
42,0,46717,Viktor Hovland,7.16,1982275,27668000
43,0,56278,Matthew Wolff,7.15,2224348,31096000
44,0,35506,Mackenzie Hughes,7.09,2079951,29324000
45,0,33948,Byeong Hun An,6.96,2283951,32835000
46,0,33399,Adam Hadwin,6.70,1710808,25516000
47,0,34610,Matthias Schwab,6.68,680993,10189000
48,0,34076,Joel Dahmen,6.55,2120973,32366000
49,0,29926,Danny Lee,6.47,2043764,31572000
50,0,29518,Brendan Steele,6.41,1739131,27126000
51,0,26329,Louis Oosthuizen,6.39,1312138,20550000
52,0,23108,Matt Kuchar,6.35,1515585,23862000
53,0,56762,Will Gordon,6.23,773220,12402000
54,0,35449,Adam Long,6.20,2186913,35270000
55,0,01810,Phil Mickelson,6.16,1493908,24238000
56,0,36689,Brooks Koepka,5.86,1123227,19181000
57,0,30191,Julián Etulain,5.85,31607,540000
58,0,30911,Tommy Fleetwood,5.74,1025676,17859000
