RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
1,0,01381,Fred Funk,91.09,1350,1482
2,0,08545,Glen Hnatiuk,89.09,1151,1292
3,0,08931,Glen Day,88.54,1267,1431
4,0,01139,Olin Browne,88.39,1279,1447
5,0,07721,Pat Bates,88.26,1120,1269
6,0,10809,Jim Furyk,88.18,1052,1193
7,0,01014,Fulton Allem,88.02,786,893
8,0,01142,Bart Bryant,87.99,806,916
9,0,20029,Notah Begay III,87.54,906,1035
10,0,20548,Hidemichi Tanaka,87.46,1241,1419
11,0,22913,John Rollins,87.40,1464,1675
12,0,22293,Heath Slocum,87.33,1117,1279
13,0,07003,David Berganio Jr.,87.32,957,1096
14,0,12510,Chad Campbell,87.08,1321,1517
15,0,01157,Tom Byrum,86.83,930,1071
16,0,23338,David Gossett,86.77,1128,1300
17,0,23177,Kenneth Staton,86.76,1232,1420
18,0,12652,Cameron Beckman,86.47,1029,1190
18,0,01771,Blaine McCallister,86.47,901,1042
20,0,08123,Jeff Brehaut,86.40,1048,1213
21,0,01945,Kenny Perry,86.37,1147,1328
22,0,10962,Bradley Hughes,86.31,719,833
23,0,02214,Kirk Triplett,86.26,948,1099
24,0,06573,Brandt Jobe,86.18,1129,1310
25,0,02239,Scott Verplank,86.13,1099,1276
26,0,01307,Joel Edwards,86.06,1216,1413
27,0,06498,Matt Peterson,85.97,956,1112
28,0,01361,Dan Forsman,85.96,967,1125
29,0,20498,Briny Baird,85.94,1296,1508
30,0,06643,Paul Goydos,85.93,788,917
31,0,01388,Robert Gamez,85.92,824,959
32,0,21961,Charles Howell III,85.91,1341,1561
33,0,01569,Peter Jacobsen,85.90,798,929
34,0,06515,Shaun Micheel,85.88,1162,1353
35,0,01938,David Peoples,85.84,1255,1462
36,0,23614,Rich Beem,85.74,1136,1325
37,0,01707,Steve Lowery,85.73,1099,1282
38,0,01553,John Huston,85.58,1145,1338
39,0,06809,Bob Burns,85.48,1142,1336
40,0,12826,Paul Claxton,85.43,985,1153
41,0,06567,Vijay Singh,85.11,1143,1343
42,0,01926,Steve Pate,85.08,707,831
43,0,08633,Per-Ulrik Johansson,85.07,1031,1212
44,0,01475,Donnie Hammond,85.06,706,830
44,0,23353,J.J. Henry,85.06,1281,1506
46,0,01132,Mark Brooks,85.03,1102,1296
46,0,10425,Jay Williamson,85.03,1079,1269
48,0,02101,Joey Sindelar,84.90,1203,1417
49,0,12823,Carlos Franco,84.76,1240,1463
49,0,02133,Craig Stadler,84.76,801,945
51,0,01219,John Cook,84.70,974,1150
52,0,10457,Frank Nobilo,84.64,1108,1309
53,0,10885,Robert Allenby,84.56,1128,1334
54,0,01766,Billy Mayfair,84.54,1110,1313
55,0,01035,Tommy Armour III,84.53,951,1125
56,0,19881,Robert Damron,84.43,965,1143
56,0,08553,Lee Porter,84.43,1036,1227
56,0,02106,Chris Smith,84.43,1177,1394
59,0,23983,Luke Donald,84.42,1225,1451
60,0,02002,John Riegger,84.35,1013,1201
61,0,01797,Rocco Mediate,84.34,883,1047
62,0,07223,Brian Bateman,84.29,1068,1267
63,0,23135,Tim Clark,84.25,861,1022
64,0,06621,Joe Durant,84.21,1013,1203
65,0,08339,Spike McRoy,84.14,785,933
66,0,08881,Tripp Isenhour,84.13,795,945
67,0,02104,Jeff Sluman,83.98,1373,1635
68,0,20043,Edward Fryatt,83.96,1078,1284
69,0,06350,Bob May,83.95,1041,1240
70,0,01098,Jay Don Blake,83.94,1228,1463
71,0,01948,Tim Petrovic,83.86,1039,1239
72,0,01619,Skip Kendall,83.84,1178,1405
73,0,26289,Boo Weekley,83.82,663,791
74,0,01203,Russ Cochran,83.80,781,932
75,0,01374,Robin Freeman,83.67,871,1041
76,0,10213,Dicky Pride,83.64,593,709
77,0,12645,Brent Geiberger,83.58,1069,1279
78,0,20645,John Senden,83.55,1082,1295
79,0,01685,J.L. Lewis,83.54,1142,1367
80,0,11032,Frank Lickliter II,83.43,1042,1249
81,0,19846,Brian Gay,83.42,1338,1604
82,0,01724,Jeff Maggert,83.38,968,1161
83,0,20105,Jeff Gove,83.37,1033,1239
84,0,01185,Brandel Chamblee,83.36,972,1166
85,0,06016,Brad Lardon,83.35,686,823
86,0,06036,Scott Dunlap,83.30,838,1006
87,0,20572,Rod Pampling,83.27,1090,1309
88,0,01941,Tom Pernice Jr.,83.25,1153,1385
89,0,06315,Pete Jordan,83.23,903,1085
89,0,11011,Mike Sposa,83.23,1266,1521
91,0,07457,Steve Flesch,83.20,1218,1464
92,0,02170,Hal Sutton,83.14,848,1020
93,0,06617,Brian Henninger,83.08,761,916
94,0,20095,Carl Paulson,83.04,950,1144
94,0,20436,Garrett Willis,83.04,906,1091
96,0,01920,Craig Parry,83.02,802,966
97,0,24925,Jonathan Byrd,82.94,1089,1313
98,0,02206,David Toms,82.93,1185,1429
99,0,23541,Ben Crane,82.88,1026,1238
100,0,23108,Matt Kuchar,82.85,947,1143
100,0,10860,Justin Leonard,82.85,1092,1318
102,0,01378,David Frost,82.80,1040,1256
103,0,12753,David Morland IV,82.78,668,807
104,0,10733,Kent Jones,82.65,1186,1435
105,0,10565,Ian Leggatt,82.60,1073,1299
106,0,24361,Pat Perez,82.59,1001,1212
107,0,20566,Kaname Yokoo,82.55,828,1003
108,0,06078,Esteban Toledo,82.46,1175,1425
109,0,01457,Jay Haas,82.45,907,1100
110,0,01320,Bob Estes,82.41,1007,1222
110,0,12663,Phil Tataurangi,82.41,965,1171
112,0,23621,Rory Sabbatini,82.38,734,891
113,0,08375,Paul Stankowski,82.28,1124,1366
114,0,01677,Tom Lehman,82.23,805,979
115,0,10201,Matt Gogel,82.20,873,1062
115,0,08793,Tiger Woods,82.20,785,955
117,0,12388,Michael Clark II,82.06,1084,1321
118,0,01927,Dennis Paulson,82.04,996,1214
119,0,20094,Jonathan Kaye,82.01,930,1134
120,0,01175,Jim Carter,81.96,1122,1369
121,0,01723,Andrew Magee,81.94,1003,1224
122,0,06251,Chris DiMarco,81.90,1217,1486
123,0,06012,Greg Kraft,81.83,955,1167
124,0,08537,J.P. Hayes,81.76,865,1058
125,0,24937,Jess Daley,81.68,865,1059
126,0,23623,Bo Van Pelt,81.63,884,1083
127,0,01329,Brad Faxon,81.48,972,1193
128,0,21633,Steve Allan,81.46,1037,1273
129,0,02110,Jerry Smith,81.42,986,1211
129,0,23322,Brett Wetterich,81.42,986,1211
131,0,20502,Michael Long,81.40,805,989
132,0,21806,Paul Gow,81.38,1088,1337
132,0,10423,Mike Weir,81.38,1049,1289
134,0,08075,Jerry Kelly,81.35,1112,1367
135,0,06004,Stephen Ames,81.33,989,1216
136,0,20574,Mathew Goggin,81.29,721,887
137,0,08535,Gary Nicklaus,81.26,746,918
138,0,24357,K.J. Choi,81.22,1008,1241
139,0,02010,Loren Roberts,81.20,1054,1298
140,0,10649,Tom Scherrer,81.15,1076,1326
141,0,02223,Bob Tway,81.13,1122,1383
142,0,21805,Harrison Frazar,81.12,997,1229
143,0,06595,Kevin Sutherland,81.07,1019,1257
144,0,22046,Geoff Ogilvy,80.97,970,1198
145,0,02257,Brian Watts,80.96,608,751
146,0,19824,Craig Barlow,80.94,654,808
146,0,01577,Lee Janzen,80.94,1083,1338
148,0,23903,Stephen Gangluff,80.92,844,1043
149,0,19958,Miguel Angel Jiménez,80.89,656,811
150,0,01226,Fred Couples,80.88,677,837
151,0,06575,Dudley Hart,80.85,950,1175
152,0,01928,Corey Pavin,80.81,855,1058
153,0,01968,Nick Price,80.74,746,924
154,0,20127,Chris Riley,80.70,1129,1399
155,0,02245,Grant Waite,80.66,1076,1334
156,0,20634,Peter Lonard,80.65,1050,1302
157,0,21259,Jason Hill,80.61,661,820
158,0,01761,Len Mattiace,80.58,1195,1483
159,0,10585,Scott McCarron,80.48,1105,1373
160,0,02246,Duffy Waldorf,80.26,972,1211
161,0,21209,Sergio Garcia,80.24,812,1012
162,0,07867,Woody Austin,80.16,1103,1376
163,0,23125,Brad Elder,80.10,821,1025
163,0,08993,Franklin Langham,80.10,769,960
165,0,06613,Tommy Tolles,80.09,712,889
166,0,20593,Greg Chalmers,80.03,1014,1267
167,0,23800,Bryce Molder,80.02,701,876
168,0,19972,José Coceres,79.83,570,714
169,0,01042,Paul Azinger,79.80,703,881
170,0,01810,Phil Mickelson,79.74,1047,1313
171,0,12782,Tim Herron,79.70,1099,1379
172,0,01706,Davis Love III,79.52,971,1221
173,0,02099,Scott Simpson,79.44,676,851
174,0,01527,Scott Hoch,79.39,778,980
175,0,01161,Mark Calcavecchia,79.19,875,1105
176,0,02322,Richard Zokol,79.13,561,709
177,0,01024,Billy Andrade,78.86,1056,1339
178,0,06332,Neal Lancaster,78.82,1109,1407
179,0,20157,Retief Goosen,78.68,598,760
180,0,07749,Brett Quigley,78.50,1004,1279
181,0,12680,Shigeki Maruyama,78.49,956,1218
182,0,20663,Brenden Pappas,78.40,675,861
183,0,01313,Steve Elkington,78.35,865,1104
184,0,20098,Stuart Appleby,78.31,1029,1314
185,0,01599,Steve Jones,78.22,740,946
186,0,20229,Stewart Cink,77.91,956,1227
187,0,10107,Deane Pappas,77.78,952,1224
188,0,19817,Michael Muehr,77.63,767,988
189,0,01887,Mark O'Meara,77.52,714,921
190,0,06197,Michael Allen,77.42,799,1032
191,0,01514,Eduardo Herrera,77.20,633,820
192,0,21949,Joe Ogilvie,77.06,534,693
193,0,12660,Jesper Parnevik,76.91,906,1178
194,0,01666,Bernhard Langer,76.59,579,756
195,0,01549,Mike Hulbert,76.02,561,738
196,0,09011,David Duval,75.95,799,1052
197,0,10912,Craig Perks,75.76,922,1217
198,0,01249,John Daly,75.56,643,851
199,0,06527,Steve Stricker,75.23,662,880
200,0,06522,Ernie Els,74.19,644,868
200,0,06373,José María Olazábal,74.19,664,895
202,0,10117,Bob Heintz,73.71,698,947
