RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,02239,Scott Verplank,1.20,13,1080,+0.08
2,0,06621,Joe Durant,1.79,18,1007,E
3,0,02133,Craig Stadler,2.06,16,778,+0.31
4,0,01219,John Cook,2.27,23,1011,+0.26
5,0,01161,Mark Calcavecchia,2.31,21,909,+0.05
6,0,01920,Craig Parry,2.34,20,854,-0.25
7,0,01226,Fred Couples,2.48,18,726,+0.28
8,0,24361,Pat Perez,2.49,26,1045,+0.12
9,0,01724,Jeff Maggert,2.52,25,993,+0.16
10,0,02010,Loren Roberts,2.53,30,1186,+0.23
11,0,01677,Tom Lehman,2.55,20,784,+0.20
12,0,01381,Fred Funk,2.59,37,1426,+0.05
13,0,12660,Jesper Parnevik,2.70,25,927,+0.56
14,0,01320,Bob Estes,2.73,28,1026,E
15,0,01553,John Huston,2.77,34,1227,-0.12
16,0,10809,Jim Furyk,2.80,28,999,-0.04
17,0,20634,Peter Lonard,2.82,31,1098,E
18,0,01928,Corey Pavin,2.94,27,919,+0.19
19,0,01313,Steve Elkington,3.01,29,965,-0.03
20,0,06004,Stephen Ames,3.03,33,1090,E
20,0,22293,Heath Slocum,3.03,33,1090,+0.15
22,0,02170,Hal Sutton,3.06,27,881,+0.15
22,0,02257,Brian Watts,3.06,23,751,+0.17
24,0,01361,Dan Forsman,3.08,33,1070,+0.06
25,0,19972,José Coceres,3.11,17,546,+0.29
26,0,12645,Brent Geiberger,3.12,37,1187,+0.14
26,0,06078,Esteban Toledo,3.12,41,1314,+0.32
28,0,20095,Carl Paulson,3.14,35,1116,+0.23
29,0,19881,Robert Damron,3.15,36,1143,+0.19
30,0,07457,Steve Flesch,3.16,41,1297,+0.20
30,0,01968,Nick Price,3.16,23,728,+0.22
32,0,20566,Kaname Yokoo,3.17,30,947,+0.13
33,0,01329,Brad Faxon,3.20,31,970,+0.06
34,0,12388,Michael Clark II,3.21,40,1247,+0.23
34,0,01475,Donnie Hammond,3.21,24,747,+0.13
36,0,01014,Fulton Allem,3.22,27,838,+0.44
36,0,01766,Billy Mayfair,3.22,36,1117,+0.25
38,0,01139,Olin Browne,3.23,44,1364,+0.20
39,0,06036,Scott Dunlap,3.26,31,951,+0.19
39,0,08545,Glen Hnatiuk,3.26,41,1256,+0.17
39,0,22913,John Rollins,3.26,51,1564,+0.16
42,0,02214,Kirk Triplett,3.32,30,904,+0.27
43,0,07721,Pat Bates,3.35,41,1223,+0.10
44,0,02322,Richard Zokol,3.37,23,682,+0.35
45,0,06197,Michael Allen,3.38,33,977,+0.06
46,0,06315,Pete Jordan,3.40,35,1029,+0.17
47,0,21806,Paul Gow,3.43,44,1281,+0.18
48,0,10201,Matt Gogel,3.47,32,923,+0.16
49,0,20029,Notah Begay III,3.48,35,1007,+0.03
49,0,01098,Jay Don Blake,3.48,48,1380,+0.17
51,0,02002,John Riegger,3.49,39,1118,+0.05
52,0,01723,Andrew Magee,3.51,41,1169,+0.12
53,0,01797,Rocco Mediate,3.52,28,796,+0.39
54,0,20593,Greg Chalmers,3.55,43,1211,+0.07
54,0,01771,Blaine McCallister,3.55,34,959,+0.03
56,0,10860,Justin Leonard,3.56,38,1066,+0.24
57,0,06251,Chris DiMarco,3.57,44,1234,E
57,0,01666,Bernhard Langer,3.57,19,532,+0.26
59,0,10885,Robert Allenby,3.60,40,1110,+0.08
59,0,06498,Matt Peterson,3.60,39,1084,+0.28
61,0,08931,Glen Day,3.61,49,1358,+0.10
61,0,01307,Joel Edwards,3.61,47,1302,+0.13
63,0,01042,Paul Azinger,3.64,27,742,+0.19
64,0,20498,Briny Baird,3.65,53,1452,+0.13
64,0,06016,Brad Lardon,3.65,27,740,+0.22
66,0,23135,Tim Clark,3.66,32,874,+0.16
67,0,01938,David Peoples,3.70,52,1405,+0.02
67,0,08553,Lee Porter,3.70,42,1136,+0.26
69,0,01887,Mark O'Meara,3.72,26,698,+0.15
70,0,20436,Garrett Willis,3.73,40,1073,+0.50
71,0,01926,Steve Pate,3.74,29,776,+0.28
72,0,08075,Jerry Kelly,3.75,44,1172,+0.14
72,0,02104,Jeff Sluman,3.75,53,1412,+0.21
74,0,12680,Shigeki Maruyama,3.76,36,957,-0.06
75,0,01941,Tom Pernice Jr.,3.77,47,1246,+0.19
76,0,06575,Dudley Hart,3.81,37,972,+0.22
77,0,12652,Cameron Beckman,3.83,41,1070,+0.07
77,0,20645,John Senden,3.83,45,1176,+0.09
79,0,12510,Chad Campbell,3.86,54,1398,+0.02
80,0,06643,Paul Goydos,3.87,32,826,+0.03
81,0,02099,Scott Simpson,3.88,32,824,+0.03
82,0,20043,Edward Fryatt,3.89,46,1184,+0.15
82,0,01948,Tim Petrovic,3.89,45,1156,-0.04
82,0,20127,Chris Riley,3.89,46,1182,-0.02
82,0,02110,Jerry Smith,3.89,45,1156,+0.09
86,0,01024,Billy Andrade,3.92,47,1199,-0.06
86,0,23338,David Gossett,3.92,48,1225,E
88,0,02245,Grant Waite,3.97,52,1309,+0.04
89,0,20572,Rod Pampling,4.00,49,1226,+0.08
90,0,01569,Peter Jacobsen,4.01,35,873,E
91,0,11032,Frank Lickliter II,4.03,43,1068,+0.07
92,0,01142,Bart Bryant,4.05,36,888,+0.28
92,0,21961,Charles Howell III,4.05,53,1310,-0.11
94,0,08633,Per-Ulrik Johansson,4.07,47,1156,+0.15
