RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,10809,Jim Furyk,2.6,26,999,+0.154
1,0,10962,Bradley Hughes,2.6,20,770,+0.650
1,0,02239,Scott Verplank,2.6,28,1080,+0.179
4,0,01381,Fred Funk,2.7,39,1426,+0.205
5,0,10885,Robert Allenby,2.8,31,1110,+0.032
5,0,08123,Jeff Brehaut,2.8,31,1122,+0.452
5,0,01475,Donnie Hammond,2.8,21,747,+0.238
8,0,01374,Robin Freeman,2.9,29,1014,+0.241
8,0,08545,Glen Hnatiuk,2.9,37,1256,+0.216
8,0,20548,Hidemichi Tanaka,2.9,36,1258,+0.250
11,0,01928,Corey Pavin,3.0,28,919,+0.286
12,0,12826,Paul Claxton,3.1,34,1080,+0.382
12,0,01797,Rocco Mediate,3.1,25,796,+0.400
12,0,26289,Boo Weekley,3.1,23,732,+0.217
15,0,01139,Olin Browne,3.2,43,1364,+0.070
15,0,23541,Ben Crane,3.2,35,1091,+0.200
15,0,01249,John Daly,3.2,21,655,+0.048
15,0,06016,Brad Lardon,3.2,24,740,+0.208
19,0,08881,Tripp Isenhour,3.3,29,882,E
19,0,10213,Dicky Pride,3.3,21,646,+0.381
19,0,02099,Scott Simpson,3.3,27,824,+0.296
22,0,01157,Tom Byrum,3.4,33,960,+0.242
22,0,19846,Brian Gay,3.4,49,1456,+0.204
22,0,06643,Paul Goydos,3.4,28,826,+0.464
22,0,23623,Bo Van Pelt,3.4,34,988,+0.324
26,0,07003,David Berganio Jr.,3.5,36,1032,+0.194
26,0,23108,Matt Kuchar,3.5,33,948,+0.212
28,0,01175,Jim Carter,3.6,42,1174,+0.119
28,0,20574,Mathew Goggin,3.6,29,796,+0.034
28,0,02002,John Riegger,3.6,40,1118,+0.100
31,0,01219,John Cook,3.7,37,1011,+0.270
31,0,06621,Joe Durant,3.7,37,1007,+0.162
31,0,06315,Pete Jordan,3.7,38,1029,+0.395
31,0,20095,Carl Paulson,3.7,41,1116,+0.268
31,0,01968,Nick Price,3.7,27,728,+0.148
36,0,19824,Craig Barlow,3.8,30,780,+0.200
36,0,01142,Bart Bryant,3.8,34,888,+0.235
36,0,23353,J.J. Henry,3.8,54,1418,+0.222
36,0,10860,Justin Leonard,3.8,40,1066,E
36,0,23177,Kenneth Staton,3.8,50,1314,+0.100
36,0,12663,Phil Tataurangi,3.8,40,1053,+0.175
42,0,01810,Phil Mickelson,3.9,41,1062,+0.073
42,0,24361,Pat Perez,3.9,41,1045,+0.220
42,0,02214,Kirk Triplett,3.9,35,904,+0.286
45,0,20498,Briny Baird,4.0,58,1452,+0.069
45,0,12388,Michael Clark II,4.0,50,1247,+0.160
45,0,19972,José Coceres,4.0,22,546,+0.045
45,0,23983,Luke Donald,4.0,53,1326,+0.075
45,0,01320,Bob Estes,4.0,41,1026,+0.073
45,0,21961,Charles Howell III,4.0,52,1310,+0.173
45,0,01887,Mark O'Meara,4.0,28,698,+0.179
45,0,02010,Loren Roberts,4.0,48,1186,+0.188
45,0,02133,Craig Stadler,4.0,31,778,+0.258
45,0,10425,Jay Williamson,4.0,48,1196,+0.229
55,0,12652,Cameron Beckman,4.1,44,1070,+0.205
55,0,08931,Glen Day,4.1,56,1358,+0.232
55,0,01527,Scott Hoch,4.1,33,812,+0.212
55,0,01569,Peter Jacobsen,4.1,36,873,+0.278
55,0,01766,Billy Mayfair,4.1,46,1117,+0.196
55,0,06515,Shaun Micheel,4.1,53,1280,+0.264
55,0,06498,Matt Peterson,4.1,44,1084,+0.386
55,0,22293,Heath Slocum,4.1,45,1090,+0.267
63,0,06004,Stephen Ames,4.2,46,1090,+0.043
63,0,24925,Jonathan Byrd,4.2,51,1209,+0.235
63,0,23135,Tim Clark,4.2,37,874,+0.324
63,0,23125,Brad Elder,4.2,40,956,+0.325
63,0,01599,Steve Jones,4.2,35,834,+0.286
63,0,11032,Frank Lickliter II,4.2,45,1068,+0.178
63,0,01706,Davis Love III,4.2,41,970,+0.171
63,0,10585,Scott McCarron,4.2,47,1122,+0.213
63,0,08535,Gary Nicklaus,4.2,36,855,+0.306
63,0,10649,Tom Scherrer,4.2,54,1271,+0.370
