RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
47,0,01161,Mark Calcavecchia,7.70,70,909,+1.86
48,0,20029,Notah Begay III,7.75,78,1007,+0.90
49,0,01142,Bart Bryant,7.77,69,888,+1.74
50,0,23135,Tim Clark,7.78,68,874,+2.94
51,0,01249,John Daly,7.79,51,655,+3.92
52,0,11011,Mike Sposa,7.82,114,1457,+2.19
53,0,01035,Tommy Armour III,7.84,85,1084,-0.35
53,0,23983,Luke Donald,7.84,104,1326,+1.83
55,0,06315,Pete Jordan,7.87,81,1029,+1.98
56,0,01042,Paul Azinger,7.95,59,742,+2.03
56,0,08537,J.P. Hayes,7.95,76,956,+1.58
58,0,19881,Robert Damron,7.96,91,1143,+2.53
59,0,01938,David Peoples,7.97,112,1405,+0.80
60,0,01307,Joel Edwards,7.99,104,1302,+1.15
60,0,01707,Steve Lowery,7.99,89,1114,+0.90
62,0,01329,Brad Faxon,8.04,78,970,+1.03
63,0,06809,Bob Burns,8.10,103,1272,+1.75
64,0,06016,Brad Lardon,8.11,60,740,+2.50
65,0,06595,Kevin Sutherland,8.12,84,1034,+1.79
66,0,02246,Duffy Waldorf,8.16,92,1127,+0.87
67,0,01887,Mark O'Meara,8.17,57,698,+1.58
68,0,10425,Jay Williamson,8.19,98,1196,+1.94
69,0,10457,Frank Nobilo,8.23,104,1263,+2.69
70,0,01577,Lee Janzen,8.25,92,1115,+2.50
70,0,12680,Shigeki Maruyama,8.25,79,957,+0.51
72,0,02010,Loren Roberts,8.26,98,1186,+2.55
73,0,10423,Mike Weir,8.29,86,1038,+1.63
74,0,12510,Chad Campbell,8.30,116,1398,+0.86
74,0,06498,Matt Peterson,8.30,90,1084,+2.22
76,0,12388,Michael Clark II,8.34,104,1247,+2.31
77,0,01098,Jay Don Blake,8.41,116,1380,+2.24
78,0,20548,Hidemichi Tanaka,8.43,106,1258,+1.60
79,0,01378,David Frost,8.44,99,1173,+1.52
80,0,08075,Jerry Kelly,8.45,99,1172,+1.21
81,0,19817,Michael Muehr,8.49,78,919,+2.44
82,0,01599,Steve Jones,8.51,71,834,+0.70
83,0,01797,Rocco Mediate,8.54,68,796,+2.94
83,0,20127,Chris Riley,8.54,101,1182,+1.19
85,0,01723,Andrew Magee,8.55,100,1169,+1.00
86,0,20572,Rod Pampling,8.56,105,1226,+0.76
86,0,02223,Bob Tway,8.56,104,1215,+0.58
88,0,06332,Neal Lancaster,8.60,109,1268,+2.39
89,0,01527,Scott Hoch,8.62,70,812,+1.86
90,0,21209,Sergio Garcia,8.63,68,788,-0.29
91,0,01157,Tom Byrum,8.65,83,960,+1.20
92,0,23614,Rich Beem,8.67,106,1223,+2.45
93,0,12645,Brent Geiberger,8.68,103,1187,+1.84
94,0,01761,Len Mattiace,8.70,112,1288,+1.34
95,0,01685,J.L. Lewis,8.72,112,1284,+1.61
95,0,02106,Chris Smith,8.72,107,1227,+0.65
97,0,06036,Scott Dunlap,8.73,83,951,+2.53
98,0,01948,Tim Petrovic,8.74,101,1156,+0.99
99,0,01945,Kenny Perry,8.75,104,1188,+0.19
100,0,01132,Mark Brooks,8.77,99,1129,+2.73
100,0,01619,Skip Kendall,8.77,116,1322,+1.55
102,0,21961,Charles Howell III,8.78,115,1310,+0.09
102,0,01920,Craig Parry,8.78,75,854,+0.40
104,0,19972,José Coceres,8.79,48,546,+3.96
105,0,12826,Paul Claxton,8.89,96,1080,+1.35
106,0,11032,Frank Lickliter II,8.90,95,1068,+0.74
107,0,01024,Billy Andrade,8.92,107,1199,+0.93
107,0,02104,Jeff Sluman,8.92,126,1412,+1.59
109,0,02322,Richard Zokol,8.94,61,682,+2.95
110,0,01185,Brandel Chamblee,8.96,102,1138,+2.55
110,0,23353,J.J. Henry,8.96,127,1418,+1.26
112,0,23177,Kenneth Staton,8.98,118,1314,+1.69
113,0,06573,Brandt Jobe,9.05,112,1237,+1.70
114,0,20043,Edward Fryatt,9.12,108,1184,+0.83
114,0,02206,David Toms,9.12,110,1206,+1.00
116,0,01941,Tom Pernice Jr.,9.15,114,1246,+1.32
117,0,06617,Brian Henninger,9.18,80,871,+2.13
118,0,01320,Bob Estes,9.26,95,1026,+0.63
119,0,01926,Steve Pate,9.28,72,776,+3.33
120,0,01203,Russ Cochran,9.29,84,904,+1.90
120,0,06567,Vijay Singh,9.29,104,1120,+0.29
122,0,07003,David Berganio Jr.,9.30,96,1032,E
123,0,20095,Carl Paulson,9.32,104,1116,+1.73
124,0,01313,Steve Elkington,9.33,90,965,+2.00
125,0,06012,Greg Kraft,9.35,104,1112,+2.40
126,0,01388,Robert Gamez,9.36,82,876,+0.12
126,0,06575,Dudley Hart,9.36,91,972,+1.65
126,0,08535,Gary Nicklaus,9.36,80,855,+1.25
129,0,08793,Tiger Woods,9.38,66,704,-0.91
130,0,19846,Brian Gay,9.41,137,1456,+0.95
130,0,12753,David Morland IV,9.41,68,723,+2.06
130,0,20436,Garrett Willis,9.41,101,1073,+3.17
133,0,06515,Shaun Micheel,9.45,121,1280,+1.16
134,0,19958,Miguel Angel Jiménez,9.49,59,622,+3.05
135,0,08339,Spike McRoy,9.50,72,758,+1.81
136,0,24925,Jonathan Byrd,9.51,115,1209,-0.26
136,0,23621,Rory Sabbatini,9.51,72,757,+1.11
138,0,20645,John Senden,9.52,112,1176,+1.07
139,0,10733,Kent Jones,9.57,125,1306,+1.28
140,0,12652,Cameron Beckman,9.63,103,1070,+1.36
141,0,02099,Scott Simpson,9.71,80,824,+2.25
142,0,10565,Ian Leggatt,9.75,111,1138,+1.62
143,0,21805,Harrison Frazar,9.76,110,1127,+0.73
144,0,10885,Robert Allenby,9.82,109,1110,+1.19
145,0,20593,Greg Chalmers,9.83,119,1211,+2.02
146,0,02110,Jerry Smith,9.86,114,1156,+1.58
147,0,10962,Bradley Hughes,9.87,76,770,+2.11
148,0,10912,Craig Perks,9.96,99,994,+2.42
149,0,10201,Matt Gogel,9.97,92,923,+3.48
150,0,20098,Stuart Appleby,10.00,109,1090,+1.56
151,0,08375,Paul Stankowski,10.01,122,1219,+1.80
152,0,06197,Michael Allen,10.03,98,977,+1.22
153,0,07867,Woody Austin,10.04,128,1275,+1.25
154,0,02245,Grant Waite,10.08,132,1309,+0.98
155,0,06522,Ernie Els,10.09,65,644,+2.00
156,0,21806,Paul Gow,10.23,131,1281,+2.44
157,0,21949,Joe Ogilvie,10.25,65,634,+4.46
157,0,06527,Steve Stricker,10.25,73,712,E
159,0,20229,Stewart Cink,10.27,103,1003,+1.84
160,0,12823,Carlos Franco,10.28,140,1362,+0.57
161,0,23322,Brett Wetterich,10.32,116,1124,+2.59
162,0,20094,Jonathan Kaye,10.36,105,1014,+0.76
163,0,26289,Boo Weekley,10.38,76,732,+3.95
164,0,24357,K.J. Choi,10.46,110,1052,+0.36
164,0,23125,Brad Elder,10.46,100,956,+1.00
166,0,07223,Brian Bateman,10.49,124,1182,+2.10
166,0,02101,Joey Sindelar,10.49,134,1278,+0.75
168,0,01549,Mike Hulbert,10.55,75,711,+2.13
169,0,01706,Davis Love III,10.62,103,970,+1.75
170,0,06350,Bob May,10.63,125,1176,+1.44
171,0,23541,Ben Crane,10.72,117,1091,+0.60
172,0,10649,Tom Scherrer,10.78,137,1271,+1.02
173,0,10107,Deane Pappas,10.86,125,1151,+1.28
174,0,23903,Stephen Gangluff,10.88,104,956,+2.69
175,0,24937,Jess Daley,10.92,106,971,+1.04
176,0,20105,Jeff Gove,10.93,124,1134,+1.94
177,0,01810,Phil Mickelson,11.02,117,1062,+0.68
177,0,12663,Phil Tataurangi,11.02,116,1053,+0.69
179,0,22046,Geoff Ogilvy,11.03,127,1151,+1.97
180,0,10585,Scott McCarron,11.05,124,1122,+1.05
181,0,08881,Tripp Isenhour,11.22,99,882,+0.91
182,0,08123,Jeff Brehaut,11.23,126,1122,+1.35
183,0,12782,Tim Herron,11.39,134,1176,+0.52
184,0,21259,Jason Hill,11.56,88,761,+2.61
185,0,23623,Bo Van Pelt,11.64,115,988,+2.52
186,0,21633,Steve Allan,11.69,139,1189,+2.01
187,0,20157,Retief Goosen,11.70,66,564,+1.21
188,0,09011,David Duval,11.79,101,857,+1.88
189,0,01927,Dennis Paulson,11.82,137,1159,+0.73
190,0,01374,Robin Freeman,11.83,120,1014,+1.17
191,0,08993,Franklin Langham,12.10,106,876,+2.55
192,0,10117,Bob Heintz,12.17,106,871,+0.57
193,0,01514,Eduardo Herrera,12.44,102,820,+3.73
194,0,06613,Tommy Tolles,12.59,104,826,+0.38
195,0,20502,Michael Long,12.68,116,915,+0.26
195,0,07749,Brett Quigley,12.68,157,1238,+1.08
197,0,19824,Craig Barlow,12.69,99,780,+1.62
198,0,20574,Mathew Goggin,12.81,102,796,+2.94
199,0,20663,Brenden Pappas,13.48,108,801,+2.59
200,0,06373,José María Olazábal,14.14,95,672,+2.00
201,0,23800,Bryce Molder,14.46,120,830,+0.58
202,0,10213,Dicky Pride,14.71,95,646,+2.11
