RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,26851,Marc Leishman,69.49,41,59
2,0,34046,Jordan Spieth,67.86,57,84
3,0,36852,Jim Knous,67.74,21,31
4,0,23108,Matt Kuchar,66.23,51,77
5,0,29268,Bronson Burgoon,65.79,25,38
6,0,19803,Ryan Armour,65.06,54,83
7,0,28089,Jason Day,64.86,24,37
8,0,33419,Cameron Tringale,64.81,35,54
9,0,34563,Chesson Hadley,64.38,47,73
10,0,25900,Lucas Glover,64.29,63,98
11,0,30978,Kiradech Aphibarnrat,64.15,34,53
12,0,51766,Wyndham Clark,63.86,53,83
13,0,35450,Patrick Cantlay,63.41,26,41
14,0,27936,Martin Laird,63.22,55,87
15,0,39971,Sungjae Im,63.04,58,92
15,0,28237,Rory McIlroy,63.04,29,46
15,0,24502,Adam Scott,63.04,29,46
18,0,46970,Jon Rahm,62.86,22,35
19,0,32102,Rickie Fowler,62.69,42,67
19,0,25632,Jimmy Walker,62.69,42,67
21,0,06522,Ernie Els,62.50,25,40
21,0,35506,Mackenzie Hughes,62.50,45,72
23,0,37455,Si Woo Kim,62.30,38,61
24,0,32139,Danny Willett,62.22,28,45
25,0,27963,Chris Stroud,62.16,46,74
26,0,10809,Jim Furyk,61.76,42,68
27,0,25198,Francesco Molinari,61.54,24,39
28,0,23621,Rory Sabbatini,61.22,60,98
29,0,29420,Billy Horschel,60.87,56,92
30,0,33122,Russell Knox,60.71,34,56
31,0,30110,Kyle Stanley,60.38,32,53
32,0,19846,Brian Gay,60.19,65,108
33,0,34098,Russell Henley,60.00,30,50
33,0,35732,Wes Roach,60.00,27,45
33,0,40115,Adam Svensson,60.00,27,45
36,0,22405,Justin Rose,59.52,25,42
37,0,29484,Peter Uihlein,59.42,41,69
38,0,35461,Beau Hossler,58.82,50,85
39,0,34466,Peter Malnati,58.75,47,80
39,0,35617,Martin Trainer,58.75,47,80
41,0,29725,Tony Finau,58.57,41,70
41,0,47993,Denny McCarthy,58.57,41,70
43,0,24925,Jonathan Byrd,58.49,31,53
44,0,30191,Julián Etulain,58.46,38,65
45,0,01810,Phil Mickelson,58.00,29,50
46,0,26300,Matt Jones,57.95,51,88
47,0,45526,Abraham Ancer,57.89,44,76
47,0,29478,Kevin Kisner,57.89,44,76
49,0,27649,Brandt Snedeker,57.78,52,90
50,0,33948,Byeong Hun An,57.69,30,52
51,0,37275,Sam Ryder,57.63,34,59
52,0,34360,Patrick Reed,57.61,53,92
53,0,27644,Brian Harman,57.50,46,80
54,0,27330,Josh Teater,57.45,27,47
55,0,32757,Patton Kizzire,57.14,36,63
55,0,27214,Kevin Streelman,57.14,32,56
57,0,27095,Nick Watney,56.79,46,81
58,0,34099,Harris English,56.67,51,90
59,0,29974,Branden Grace,55.93,33,59
59,0,49766,Hank Lebioda,55.93,33,59
61,0,36689,Brooks Koepka,55.81,24,43
62,0,24024,Zach Johnson,55.77,29,52
62,0,36699,Patrick Rodgers,55.77,29,52
64,0,33418,Shawn Stefani,55.74,34,61
65,0,32839,Hideki Matsuyama,55.71,39,70
66,0,29221,Webb Simpson,55.29,47,85
67,0,33410,Andrew Landry,55.17,32,58
67,0,28252,Seamus Power,55.17,48,87
69,0,28679,Fabián Gómez,55.10,27,49
70,0,29908,C.T. Pan,55.07,38,69
71,0,33667,Carlos Ortiz,54.79,40,73
72,0,32150,Michael Thompson,54.76,46,84
73,0,37380,Curtis Luck,54.55,30,55
74,0,24361,Pat Perez,54.39,31,57
75,0,28775,Nate Lashley,54.29,38,70
76,0,32200,Roberto Castro,54.24,32,59
77,0,40026,Daniel Berger,54.17,39,72
78,0,33486,Roger Sloan,54.12,46,85
79,0,47347,Adam Schenk,54.05,40,74
80,0,26476,Chez Reavie,54.00,27,50
81,0,47990,Kyle Jones,53.85,28,52
82,0,30692,Scott Stallings,53.66,44,82
83,0,47504,Sam Burns,53.57,45,84
84,0,20472,Alex Cejka,53.49,23,43
85,0,21961,Charles Howell III,53.26,49,92
86,0,27958,Ryan Blaum,53.16,42,79
86,0,31560,Brian Stuard,53.16,42,79
88,0,27141,J.B. Holmes,53.13,34,64
89,0,30944,Jason Kokrak,53.03,35,66
89,0,25572,Graeme McDowell,53.03,35,66
91,0,31646,Emiliano Grillo,52.94,27,51
92,0,26499,Rafa Cabrera Bello,52.78,38,72
93,0,27974,Sung Kang,52.70,39,74
94,0,35449,Adam Long,52.63,40,76
95,0,32058,José de Jesús Rodríguez,52.24,35,67
96,0,35879,Kelly Kraft,52.13,49,94
97,0,29970,Dylan Frittelli,52.11,37,71
97,0,29223,Sam Saunders,52.11,37,71
99,0,25493,Nick Taylor,52.04,51,98
100,0,32791,K.H. Lee,52.00,39,75
100,0,25818,Scott Piercy,52.00,39,75
102,0,37340,Chase Wright,51.92,27,52
103,0,22371,Aaron Baddeley,51.79,29,56
104,0,24924,Bill Haas,51.76,44,85
105,0,35376,Roberto Díaz,51.67,31,60
105,0,35532,Tom Hoge,51.67,31,60
107,0,47959,Bryson DeChambeau,51.52,34,66
108,0,48822,Sebastián Muñoz,51.47,35,68
108,0,25396,Kevin Na,51.47,35,68
108,0,25804,Bubba Watson,51.47,35,68
111,0,34306,John Chin,51.35,19,37
111,0,30911,Tommy Fleetwood,51.35,19,37
113,0,39324,J.J. Spaun,51.25,41,80
114,0,29479,Scott Brown,51.22,42,82
115,0,26329,Louis Oosthuizen,51.02,25,49
116,0,27349,Alex Noren,50.94,27,53
117,0,34021,Bud Cauley,50.00,39,78
117,0,46402,Talor Gooch,50.00,21,42
117,0,21731,Freddie Jacobson,50.00,25,50
117,0,36799,Stephan Jaeger,50.00,30,60
117,0,31420,Anirban Lahiri,50.00,33,66
117,0,27129,Luke List,50.00,27,54
117,0,39546,Keith Mitchell,50.00,35,70
117,0,45486,Joaquin Niemann,50.00,34,68
117,0,23325,Vaughn Taylor,50.00,45,90
126,0,39977,Max Homa,49.40,41,83
126,0,34256,Andrew Putnam,49.40,41,83
128,0,47128,Richy Werenski,49.33,37,75
129,0,25686,Jason Dufner,49.06,26,53
129,0,48081,Xander Schauffele,49.06,26,53
131,0,24781,Hunter Mahan,49.02,25,51
132,0,21528,Henrik Stenson,48.94,23,47
