RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
131,0,26758,David Hearn,58.55,161,275
132,0,30692,Scott Stallings,58.46,273,467
133,0,39977,Max Homa,58.37,293,502
134,0,48822,Sebastián Muñoz,58.21,266,457
135,0,29535,Brice Garnett,58.15,271,466
136,0,46601,Trey Mullinax,58.08,248,427
137,0,30786,Brady Schnell,57.98,189,326
138,0,30925,Dustin Johnson,57.93,241,416
139,0,32757,Patton Kizzire,57.92,278,480
140,0,26951,Johnson Wagner,57.91,172,297
141,0,36852,Jim Knous,57.79,178,308
141,0,37340,Chase Wright,57.79,230,398
143,0,32791,K.H. Lee,57.67,282,489
144,0,33399,Adam Hadwin,57.62,276,479
145,0,45609,Tyler Duncan,57.54,271,471
145,0,27064,Jhonattan Vegas,57.54,229,398
147,0,27141,J.B. Holmes,57.50,253,440
148,0,31323,Gary Woodland,57.48,269,468
149,0,34076,Joel Dahmen,57.39,330,575
150,0,25804,Bubba Watson,57.35,199,347
151,0,39546,Keith Mitchell,57.17,279,488
152,0,40098,Matt Fitzpatrick,57.10,189,331
152,0,36699,Patrick Rodgers,57.10,185,324
154,0,46435,Austin Cook,56.96,225,395
155,0,46501,Ollie Schniederjans,56.89,285,501
156,0,29268,Bronson Burgoon,56.78,180,317
157,0,35617,Martin Trainer,56.68,246,434
158,0,35879,Kelly Kraft,56.57,310,548
159,0,49766,Hank Lebioda,56.44,219,388
160,0,21731,Freddie Jacobson,56.21,190,338
161,0,35461,Beau Hossler,56.19,277,493
162,0,39997,Corey Conners,56.12,234,417
163,0,29518,Brendan Steele,55.82,187,335
164,0,37454,Whee Kim,55.71,234,420
165,0,20572,Rod Pampling,55.49,187,337
166,0,31557,Jim Herman,55.48,162,292
167,0,27349,Alex Noren,55.47,208,375
168,0,21209,Sergio Garcia,55.33,161,291
169,0,29974,Branden Grace,55.18,229,415
170,0,31646,Emiliano Grillo,55.13,242,439
170,0,34264,Hudson Swafford,55.13,188,341
172,0,24781,Hunter Mahan,54.90,185,337
173,0,25686,Jason Dufner,54.88,208,379
174,0,34306,John Chin,54.61,166,304
174,0,49960,Sepp Straka,54.61,219,401
176,0,27129,Luke List,54.59,214,392
177,0,34363,Tyrrell Hatton,54.55,192,352
178,0,27556,Ted Potter Jr.,54.42,234,430
179,0,12716,Charley Hoffman,54.27,229,422
180,0,01810,Phil Mickelson,54.26,210,387
181,0,47856,Seth Reeves,54.25,217,400
182,0,35421,Brandon Harkins,53.00,256,483
183,0,30946,Alex Prugh,52.88,193,365
184,0,39954,Cody Gribble,52.63,240,456
185,0,52372,Cameron Champ,52.14,219,420
186,0,49964,Aaron Wise,52.05,203,390
187,0,32816,Satoshi Kodaira,51.67,217,420
188,0,39975,Michael Kim,51.18,217,424
